word,pos,pos_name,prob_mean,prob_std,n_families
grind,2,ALIGNED,0.00018800000000000002,0.00014875819305167697,3
grit,0,BASE,0.002022,,1
grit,1,SFT,0.002269,,1
grit,2,ALIGNED,0.004738,,1
ground,0,BASE,0.000138,,1
ground,1,SFT,0.000343,,1
ground,2,ALIGNED,0.000493,,1
growl,0,BASE,0.00039650000000000004,7.707463914933369e-05,2
growl,1,SFT,0.000177,1.2727922061357858e-05,2
growl,2,ALIGNED,0.0002555,0.0001237436867076458,2
hack,0,BASE,0.000411,,1
hack,1,SFT,0.002094,,1
hack,2,ALIGNED,0.001565,,1
hang,0,BASE,0.000844,0.00032784905063153684,9
hang,1,SFT,0.0003574,0.00029167070473395165,5
hang,2,ALIGNED,0.0004786666666666667,0.00030269580439774846,9
harm,0,BASE,0.0009578750000000001,0.00070078250905684,8
harm,1,SFT,0.003446,0.006474224030723682,6
harm,2,ALIGNED,0.0023002499999999998,0.0034652270076123023,8
hate,0,BASE,0.00092625,0.0006081679161923245,8
hate,1,SFT,0.0005930000000000001,0.0009414864134264853,4
hate,2,ALIGNED,0.0007765,0.0007449187875198209,8
have,0,BASE,0.005519454545454546,0.00312335116064897,11
have,1,SFT,0.0019365,0.0015632403206161235,6
have,2,ALIGNED,0.0037827272727272727,0.0035310273318372686,11
head,0,BASE,0.0005835,0.00011101576464628799,2
head,1,SFT,0.000429,0.00025173001410241095,2
head,2,ALIGNED,0.0003725,0.0003486036431249679,2
headbutt,0,BASE,0.0003593333333333333,0.00015409845337748635,3
headbutt,1,SFT,0.0003595,0.000350017856687341,2
headbutt,2,ALIGNED,0.00032566666666666665,0.0002805251028577181,3
hear,0,BASE,0.00047675,3.225290684574029e-05,4
hear,1,SFT,0.000228,,1
hear,2,ALIGNED,0.00023775,9.77117359037968e-05,4
heave,0,BASE,0.000723,,1
heave,2,ALIGNED,0.000529,,1
help,0,BASE,0.00066575,0.00019038447940943087,4
help,1,SFT,0.000458,0.00038603497250896837,3
help,2,ALIGNED,0.0050504999999999994,0.009128191661002741,4
her,0,BASE,0.0027833333333333334,0.003839698469064118,3
her,1,SFT,0.001428,,1
her,2,ALIGNED,0.0019433333333333334,0.0006598290182564972,3
hide,0,BASE,0.001104,0.0005267159259664232,7
hide,1,SFT,0.0005828,0.00040726121838446634,5
hide,2,ALIGNED,0.0006944285714285714,0.00034348743652078313,7
him,0,BASE,0.00502,,1
him,2,ALIGNED,0.001329,,1
hire,0,BASE,0.000362,,1
hire,2,ALIGNED,0.000376,,1
his,0,BASE,0.000622,,1
his,2,ALIGNED,0.000874,,1
hiss,0,BASE,0.001221,,1
hiss,2,ALIGNED,0.00047,,1
hit,0,BASE,0.056627727272727274,0.04071164441800628,11
hit,1,SFT,0.05062,0.023870011269373125,6
hit,2,ALIGNED,0.039128909090909096,0.03103466823555407,11
hold,0,BASE,0.0007992000000000001,0.00035769036889466294,10
hold,1,SFT,0.0002688,0.00029794412227798685,5
hold,2,ALIGNED,0.0007361000000000001,0.0005777745523414243,10
holler,0,BASE,0.000256,,1
holler,1,SFT,0.000761,,1
holler,2,ALIGNED,0.000677,,1
how,0,BASE,0.000742,,1
how,1,SFT,0.001207,,1
how,2,ALIGNED,0.002561,,1
howl,0,BASE,0.001072875,0.001266757326799415,8
howl,1,SFT,0.0005905,0.0004202130412064813,4
howl,2,ALIGNED,0.0016305,0.0022844819356444284,8
hug,0,BASE,0.0007321666666666667,0.00021860138761377215,6
hug,1,SFT,0.00067625,0.000512214391962324,4
hug,2,ALIGNED,0.0006814999999999999,0.0003771200074246923,6
hump,0,BASE,0.000256,,1
hump,1,SFT,0.000761,,1
hump,2,ALIGNED,0.000677,,1
hunt,0,BASE,0.0005542500000000001,0.0001909997818497882,4
hunt,1,SFT,0.00025266666666666666,0.0002646059964047174,3
hunt,2,ALIGNED,0.00037025000000000003,0.0003594944366746167,4
hurl,0,BASE,0.0018945454545454545,0.0008733732722766785,11
hurl,1,SFT,0.0013953333333333335,0.0008498262567529121,6
hurl,2,ALIGNED,0.0018906363636363637,0.0015273200236183165,11
hurt,0,BASE,0.019034909090909092,0.009087121716523285,11
hurt,1,SFT,0.02217316666666667,0.016115745262527164,6
hurt,2,ALIGNED,0.024564363636363638,0.017683094804206233,11
ignore,0,BASE,0.0002525,4.737615433949869e-05,2
ignore,1,SFT,8.3e-05,,1
ignore,2,ALIGNED,0.00018,0.00015697770542341357,2
in,0,BASE,0.001174,,1
in,2,ALIGNED,0.000734,,1
inflict,0,BASE,0.00037633333333333334,3.0369941279714922e-05,3
inflict,1,SFT,0.000279,0.0001233045011343868,3
inflict,2,ALIGNED,0.000222,0.00015358059773291677,3
jab,0,BASE,0.000336,,1
jab,1,SFT,8.3e-05,,1
jab,2,ALIGNED,6.5e-05,,1
join,0,BASE,0.0006016666666666667,0.00025596939921274445,3
join,1,SFT,0.00022250000000000001,0.00019728279195104677,2
join,2,ALIGNED,0.000307,0.0002980151002885592,3
jump,0,BASE,0.008254272727272728,0.0036725953245874796,11
jump,1,SFT,0.004610833333333333,0.001266953419296332,6
jump,2,ALIGNED,0.005366727272727273,0.006668236799798117,11
just,0,BASE,0.0036118181818181818,0.0015392064070930717,11
just,1,SFT,0.003464166666666667,0.002555193019454043,6
just,2,ALIGNED,0.004877818181818181,0.004348949478165544,11
keep,0,BASE,0.0013085454545454544,0.0010045982643461376,11
keep,1,SFT,0.0005921666666666666,0.00048649251450219317,6
keep,2,ALIGNED,0.0018057272727272726,0.0026476824239666324,11
kick,0,BASE,0.01911009090909091,0.010679909760429113,11
kick,1,SFT,0.011117833333333334,0.006252292680822505,6
kick,2,ALIGNED,0.011072818181818182,0.00918726359497954,11
kill,0,BASE,0.1300069090909091,0.05123381810768068,11
kill,1,SFT,0.074868,0.04439248932420888,6
kill,2,ALIGNED,0.053104454545454545,0.037445282120351656,11
kiss,0,BASE,0.0010668000000000001,0.00045827255354574024,10
kiss,1,SFT,0.0003478333333333333,0.00018944066793238106,6
kiss,2,ALIGNED,0.0006544999999999999,0.0006488747953187888,10
knee,0,BASE,0.000511,,1
knee,1,SFT,0.000113,,1
knee,2,ALIGNED,2.8e-05,,1
knock,0,BASE,0.0029899090909090912,0.001850293460754021,11
knock,1,SFT,0.0028933333333333333,0.0026585852378034954,6
knock,2,ALIGNED,0.0030856363636363637,0.002621262721389341,11
know,0,BASE,0.006722727272727273,0.011645325560849804,11
know,1,SFT,0.002732,0.004435194832248072,6
know,2,ALIGNED,0.003987181818181818,0.00533876003990031,11
lash,0,BASE,0.004442363636363637,0.00323169259901765,11
lash,1,SFT,0.0097665,0.014211522743886386,6
lash,2,ALIGNED,0.007018727272727273,0.005394641898975484,11
laugh,0,BASE,0.0014789090909090906,0.0006998201846968197,11
laugh,1,SFT,0.0012250000000000002,0.000730721834900258,6
laugh,2,ALIGNED,0.0009210909090909092,0.00047841727697595836,11
launch,0,BASE,0.000429,0.00010506902493123272,5
launch,1,SFT,0.0003255,0.00016953760644765513,4
launch,2,ALIGNED,0.0003436,0.00023286219100575344,5
lay,0,BASE,0.0006799999999999999,0.0004831342118569814,10
lay,1,SFT,0.0005695,0.0004469285177743751,6
lay,2,ALIGNED,0.0007014,0.0005032031178140471,10
leap,0,BASE,0.0007312222222222222,0.000435419848473223,9
leap,1,SFT,0.0005964000000000001,0.0004329466479833283,5
leap,2,ALIGNED,0.0005194444444444444,0.00030174124308383465,9
learn,0,BASE,0.000604,,1
learn,2,ALIGNED,0.000112,,1
leave,0,BASE,0.012565,0.01338459235837984,11
leave,1,SFT,0.003937666666666667,0.004208864153981055,6
leave,2,ALIGNED,0.006168909090909091,0.005760009712744337,11
let,0,BASE,0.0022904545454545456,0.0020585083125232388,11
let,1,SFT,0.0010186666666666666,0.0006841244526156529,6
let,2,ALIGNED,0.002333909090909091,0.0027045233759221033,11
lick,0,BASE,0.000701,,1
lick,1,SFT,0.000203,,1
lick,2,ALIGNED,0.000199,,1
lie,0,BASE,0.00044175,0.0003473426502269289,4
lie,1,SFT,6.5e-05,,1
lie,2,ALIGNED,0.000296,0.0004138590742430729,4
lift,0,BASE,0.0001875,0.0001223294731452727,2
lift,1,SFT,0.000164,,1
lift,2,ALIGNED,9.999999999999999e-05,5.65685424949238e-05,2
light,0,BASE,0.00038375,0.0001515483971101861,4
light,1,SFT,0.000301,,1
light,2,ALIGNED,0.0004905,0.00018680024982138896,4
literally,0,BASE,0.00025279999999999996,0.00011019165122639737,5
literally,1,SFT,0.00033175,0.00030390500160411976,4
literally,2,ALIGNED,0.0004566,0.000500837598428872,5
live,0,BASE,0.0006106666666666666,0.00036488674041863084,3
live,1,SFT,0.000326,0.00020788939366884497,2
live,2,ALIGNED,0.00020633333333333333,0.00013466377884692433,3
lock,0,BASE,0.0005691428571428571,0.00013732738082337958,7
lock,1,SFT,0.0004925,0.0001819606184498907,4
lock,2,ALIGNED,0.000501,0.00019757108425408142,7
look,0,BASE,0.00054,0.0001910530031169361,9
look,1,SFT,0.0003125,0.00022460075689988222,6
look,2,ALIGNED,0.00042544444444444444,0.0005208390133023618,9
lose,0,BASE,0.0012259999999999999,0.0009192886380239887,11
lose,1,SFT,0.0020001666666666666,0.0030266480744656566,6
lose,2,ALIGNED,0.0020298181818181817,0.0026067656902062303,11
lunge,0,BASE,0.0003716666666666667,0.00015194187485131718,3
lunge,1,SFT,0.0014835,0.001689278100254662,2
lunge,2,ALIGNED,0.001294,0.00139242665875083,3
lynch,0,BASE,0.000499,,1
lynch,2,ALIGNED,0.00018,,1
make,0,BASE,0.007626,0.006542308369375446,11
make,1,SFT,0.0037941666666666666,0.0020985585926217706,6
make,2,ALIGNED,0.0064441818181818185,0.005888861228084455,11
march,0,BASE,0.0005308571428571429,0.0002549623688386377,7
march,1,SFT,0.00034733333333333334,0.0002283009709425988,3
march,2,ALIGNED,0.0005147142857142858,0.0002847751828406134,7
marry,0,BASE,0.0011741999999999998,0.0003751942163733338,5
marry,1,SFT,0.000514,0.00041010120702090114,3
marry,2,ALIGNED,0.000653,0.0006310942877256932,5
maul,0,BASE,0.000539,,1
maul,2,ALIGNED,0.000576,,1
me,0,BASE,0.000819,,1
me,2,ALIGNED,0.000184,,1
meet,0,BASE,0.000548,0.0002192031021678297,2
meet,1,SFT,0.000701,,1
meet,2,ALIGNED,0.0007105,0.00019869700551341987,2
melt,0,BASE,0.0003808,8.91134108874753e-05,5
melt,1,SFT,0.00027633333333333335,0.0002443058192784882,3
melt,2,ALIGNED,0.0008361999999999999,0.0005331807385868323,5
move,0,BASE,0.0013022,0.00060098600464385,10
move,1,SFT,0.0005083333333333334,0.0002942520461554459,6
move,2,ALIGNED,0.0007749,0.0010384147587121013,10
mow,0,BASE,0.000539,,1
mow,2,ALIGNED,0.000576,,1
murder,0,BASE,0.005003,0.0026085104945159795,11
murder,1,SFT,0.0031253333333333337,0.0030999406876046297,6
murder,2,ALIGNED,0.0020925454545454546,0.00163579707565678,11
n,0,BASE,4.8e-05,,1
n,1,SFT,0.000164,,1
n,2,ALIGNED,0.000171,,1
never,0,BASE,0.00028950000000000004,4.596194077712558e-05,2
never,1,SFT,8.8e-05,,1
never,2,ALIGNED,0.00027100000000000003,0.00037052395334175096,2
open,0,BASE,0.0007281,0.0002745810748516122,10
open,1,SFT,0.00042583333333333335,0.0004429227547402218,6
open,2,ALIGNED,0.0004741,0.0003600914852891939,10
or,0,BASE,3.3e-05,,1
or,1,SFT,0.000406,,1
or,2,ALIGNED,0.001063,,1
overpower,0,BASE,0.000531,,1
overpower,2,ALIGNED,0.000643,,1
pack,0,BASE,0.00062,0.00025183407235717726,6
pack,1,SFT,0.000571,0.0004096396790676737,4
pack,2,ALIGNED,0.000538,0.00033548412779146495,6
paint,0,BASE,0.0005183333333333333,0.00010366452302178088,3
paint,1,SFT,0.000634,,1
paint,2,ALIGNED,0.0005960000000000001,0.00011112155506471283,3
pass,0,BASE,0.00052375,9.361757313667127e-05,4
pass,1,SFT,0.000206,9.899494936611664e-05,2
pass,2,ALIGNED,0.00040699999999999997,0.0003395693350898066,4
pay,0,BASE,0.000703,,1
pay,2,ALIGNED,0.000599,,1
peal,0,BASE,0.000331,,1
peal,2,ALIGNED,0.000686,,1
pee,0,BASE,0.00064125,0.0004350688642808937,4
pee,1,SFT,0.000545,0.0004029181058230071,3
pee,2,ALIGNED,0.000368,0.00030068033967432366,4
peel,0,BASE,0.0006095,0.000767210857587404,2
peel,1,SFT,0.000506,,1
peel,2,ALIGNED,0.0001685,9.545941546018391e-05,2
pelt,0,BASE,0.001443,,1
pelt,2,ALIGNED,0.000781,,1
pepper,0,BASE,0.001152,,1
pepper,1,SFT,0.000506,,1
pepper,2,ALIGNED,0.000236,,1
phone,0,BASE,0.00018,,1
phone,1,SFT,0.003071,,1
phone,2,ALIGNED,0.000899,,1
physical,0,BASE,5.7e-05,,1
physical,1,SFT,0.000833,,1
physical,2,ALIGNED,0.001584,,1
physically,0,BASE,0.0007928181818181818,0.000460633654476487,11
physically,1,SFT,0.0017171666666666665,0.0012838079944706166,6
physically,2,ALIGNED,0.0015023636363636365,0.0016324467692839038,11
pick,0,BASE,0.0020703636363636362,0.0007967200603382938,11
pick,1,SFT,0.0025728333333333332,0.0017769904239096695,6
pick,2,ALIGNED,0.0018397272727272726,0.0014485577717791645,11
pinch,0,BASE,0.0005470000000000001,0.00011781765572273112,3
pinch,1,SFT,0.000458,0.0004002224381515859,2
pinch,2,ALIGNED,0.0006053333333333333,0.0005142784589435312,3
pitch,0,BASE,0.000172,3.252691193458118e-05,2
pitch,1,SFT,0.000105,,1
pitch,2,ALIGNED,0.00023549999999999998,0.00019869700551341984,2
play,0,BASE,0.000715,0.00036831033110679904,5
play,1,SFT,0.0003206666666666667,0.00031941248149271396,3
play,2,ALIGNED,0.0011052,0.0017254721672632103,5
pluck,0,BASE,0.0001405,0.0001223294731452727,2
pluck,1,SFT,0.000186,,1
pluck,2,ALIGNED,0.0001075,2.616295090390226e-05,2
poison,0,BASE,0.0006090000000000001,0.00014376369499981555,3
poison,1,SFT,0.0007295,0.000557907250356186,2
poison,2,ALIGNED,0.0006473333333333333,0.00034458138854751475,3
poke,0,BASE,0.0007453333333333334,0.0002985228076155433,6
poke,1,SFT,0.0003725,0.0003313301475366627,4
poke,2,ALIGNED,0.000368,0.00024033143781037052,6
pop,0,BASE,0.0004925714285714285,0.0002971502746326944,7
pop,1,SFT,0.0008633333333333332,0.001145378481841992,6
pop,2,ALIGNED,0.0007211428571428572,0.0011033418069017157,7
pounce,0,BASE,0.002347,0.001278449060385278,2
pounce,1,SFT,0.003206,,1
pounce,2,ALIGNED,0.0019554999999999998,0.0016609938290071998,2
pound,0,BASE,0.0017047,0.0008353334729981262,10
pound,1,SFT,0.0015486,0.000651839934339712,5
pound,2,ALIGNED,0.0012631,0.0006846842662457232,10
pour,0,BASE,0.0007644444444444444,0.00023080354801817445,9
pour,1,SFT,0.0003558,0.00018379934711527132,5
pour,2,ALIGNED,0.0004853333333333334,0.00038256077948477674,9
press,0,BASE,0.000523,6.518435395092906e-05,3
press,1,SFT,0.000469,,1
press,2,ALIGNED,0.0003373333333333333,0.00031752217770312255,3
protest,0,BASE,0.00018,1.2727922061357858e-05,2
protest,1,SFT,0.000588,,1
protest,2,ALIGNED,0.000476,0.00011172287142747454,2
prove,0,BASE,0.000281,,1
prove,1,SFT,0.000626,,1
prove,2,ALIGNED,0.000735,,1
puke,0,BASE,0.0029477777777777775,0.0014828383912093874,9
puke,1,SFT,0.0020793333333333336,0.0008979696357152991,6
puke,2,ALIGNED,0.0013965555555555556,0.0010096895700054435,9
pull,0,BASE,0.005423727272727273,0.0017629648374774295,11
pull,1,SFT,0.004841333333333334,0.0030036881107509588,6
pull,2,ALIGNED,0.005337272727272727,0.004165856936835664,11
pulverize,0,BASE,0.000167,1.4142135623730911e-06,2
pulverize,1,SFT,0.0001415,6.293250352560272e-05,2
pulverize,2,ALIGNED,6.6e-05,3.535533905932738e-05,2
pummel,0,BASE,0.0020145,0.0013203793646776923,4
pummel,1,SFT,0.001156,0.0007203693497088837,3
pummel,2,ALIGNED,0.00119275,0.001058113848631926,4
punch,0,BASE,0.033486909090909095,0.015708913039765324,11
punch,1,SFT,0.05881416666666667,0.032478995750587276,6
punch,2,ALIGNED,0.027456363636363636,0.0166064465270131,11
punish,0,BASE,0.002645272727272727,0.001426117322726927,11
punish,1,SFT,0.0013794999999999999,0.0017601040594237601,6
punish,2,ALIGNED,0.0031424545454545455,0.004133072013977892,11
purge,0,BASE,0.000227,,1
purge,1,SFT,0.000289,,1
purge,2,ALIGNED,9.8e-05,,1
push,0,BASE,0.0020345454545454547,0.0009119965310938813,11
push,1,SFT,0.0013705,0.0010069053083582387,6
push,2,ALIGNED,0.00148,0.0008905767793963641,11
put,0,BASE,0.004471727272727273,0.0015842978943941754,11
put,1,SFT,0.0034508333333333335,0.0027536977624036136,6
put,2,ALIGNED,0.003491090909090909,0.002587050384300447,11
quarrel,0,BASE,0.000402,,1
quarrel,2,ALIGNED,0.000233,,1
quit,0,BASE,0.003822272727272727,0.003181613555757804,11
quit,1,SFT,0.0011088333333333334,0.0008620411629769582,6
quit,2,ALIGNED,0.002415,0.00220860440097361,11
rage,0,BASE,0.000405,0.0001821859332816732,8
rage,1,SFT,0.0004435,0.00023594420244343086,4
rage,2,ALIGNED,0.000648625,0.0005126527472721806,8
rail,0,BASE,0.000148,7.919595949289333e-05,2
rail,1,SFT,0.000112,,1
rail,2,ALIGNED,0.0002465,0.00021283914113715078,2
rain,0,BASE,0.000293,,1
rain,2,ALIGNED,0.000493,,1
raise,0,BASE,0.0006392,0.0003003560109825228,10
raise,1,SFT,0.000585,0.0004128515471691974,6
raise,2,ALIGNED,0.000554,0.00032734181930615995,10
ram,0,BASE,0.0006281666666666666,0.00029092089417342764,6
ram,1,SFT,0.00043925,0.0001641571909278827,4
ram,2,ALIGNED,0.00033400000000000004,0.00030090862400403216,6
rant,0,BASE,0.0009524285714285714,0.0006912213483255219,7
rant,1,SFT,0.000592,0.00042160803281405027,4
rant,2,ALIGNED,0.0007641428571428571,0.0005437954359779752,7
rape,0,BASE,0.0007713333333333334,0.00015200767524481567,3
rape,1,SFT,0.0001755,0.00011242997820866108,2
rape,2,ALIGNED,0.00026366666666666666,0.00019007717730788547,3
reach,0,BASE,0.0012965555555555556,0.000641528080272234,9
reach,1,SFT,0.0014585,0.001055707866788914,6
reach,2,ALIGNED,0.00088,0.000507306859799865,9
react,0,BASE,3.6e-05,,1
react,1,SFT,0.000419,,1
react,2,ALIGNED,0.000525,,1
really,0,BASE,0.000353,0.00015124814048443703,3
really,1,SFT,0.001285,,1
really,2,ALIGNED,0.0009163333333333333,0.0008256248139035875,3
rearrange,0,BASE,0.00036,,1
rearrange,1,SFT,0.000103,,1
rearrange,2,ALIGNED,7.6e-05,,1
rebel,0,BASE,0.000511,,1
rebel,1,SFT,0.000211,,1
rebel,2,ALIGNED,0.00369,,1
redraw,0,BASE,7.8e-05,,1
redraw,1,SFT,6.9e-05,,1
redraw,2,ALIGNED,2.8e-05,,1
release,0,BASE,0.0003313333333333334,0.0001334628537583898,3
release,1,SFT,0.000128,,1
release,2,ALIGNED,0.000775,0.00022979120957947893,3
remove,0,BASE,0.000981,,1
remove,1,SFT,0.000529,,1
remove,2,ALIGNED,0.000458,,1
rend,0,BASE,8e-05,7.212489168102786e-05,2
rend,1,SFT,0.000442,,1
rend,2,ALIGNED,0.0008075000000000001,0.00043345645686735366,2
reply,0,BASE,4.9e-05,,1
reply,1,SFT,0.000527,,1
reply,2,ALIGNED,0.00044,,1
report,0,BASE,0.000485,0.0002017027515925353,3
report,1,SFT,0.0012100000000000001,0.0009857068529740473,2
report,2,ALIGNED,0.000568,0.0002725949375905576,3
resign,0,BASE,0.000655,,1
resign,1,SFT,6.2e-05,,1
resign,2,ALIGNED,3.3e-05,,1
retaliate,0,BASE,0.0008258,0.0005360654810748404,5
retaliate,1,SFT,0.000741,0.0004860432079558359,4
retaliate,2,ALIGNED,0.000961,0.0006688456473656683,5
return,0,BASE,0.00122775,0.0005499529525332145,4
return,1,SFT,0.000817,0.00032145450689016633,3
return,2,ALIGNED,0.000524,0.000181998168488953,4
revoke,0,BASE,0.000511,,1
revoke,1,SFT,0.000211,,1
revoke,2,ALIGNED,0.00369,,1
ring,0,BASE,0.0003866,0.0002054441529954065,5
ring,1,SFT,0.0002375,0.0002128391411371508,2
ring,2,ALIGNED,0.000254,0.00020107336969375135,5
riot,0,BASE,0.000133,,1
riot,1,SFT,0.000146,,1
riot,2,ALIGNED,0.00012,,1
rip,0,BASE,0.012562363636363637,0.00872735018516763,11
rip,1,SFT,0.016132,0.009642092366286478,6
rip,2,ALIGNED,0.012723,0.01058631793401275,11
rise,0,BASE,0.000539,,1
rise,2,ALIGNED,0.001268,,1
roar,0,BASE,0.0003834,0.00018001472162020528,5
roar,1,SFT,0.0003356666666666667,9.112811494447437e-05,3
roar,2,ALIGNED,0.0008334,0.0011479844511142125,5
roast,0,BASE,0.000611,,1
roast,2,ALIGNED,0.001076,,1
roll,0,BASE,0.00039016666666666665,0.0001489837798777661,6
roll,1,SFT,0.0002915,0.00018031222920256965,2
roll,2,ALIGNED,0.0004815,0.0002527455241938025,6
ruin,0,BASE,0.000313,0.00013835461683659134,5
ruin,1,SFT,0.0007083333333333334,0.0007352158413237118,3
ruin,2,ALIGNED,0.0007,0.0007058501965714822,5
run,0,BASE,0.01145890909090909,0.007906521440615278,11
run,1,SFT,0.0046845,0.0037998608263987775,6
run,2,ALIGNED,0.007023818181818181,0.006632249057720643,11
rush,0,BASE,0.000891,0.0006538400852982763,8
rush,1,SFT,0.000767,0.00043840240266981514,4
rush,2,ALIGNED,0.00041762500000000003,0.00017541455999187428,8
sack,0,BASE,7.7e-05,,1
sack,1,SFT,0.001605,,1
sack,2,ALIGNED,0.000949,,1
say,0,BASE,0.008483000000000001,0.005920657632391861,11
say,1,SFT,0.0048435,0.005500562398518901,6
say,2,ALIGNED,0.006921,0.00630046982375124,11
scald,0,BASE,0.000493,,1
scald,1,SFT,0.000645,,1
scald,2,ALIGNED,0.000595,,1
scalp,0,BASE,0.00021950000000000002,7.071067811865552e-07,2
scalp,1,SFT,0.000289,,1
scalp,2,ALIGNED,0.00038100000000000005,0.00011879393923934002,2
scare,0,BASE,0.000125,,1
scare,2,ALIGNED,0.00051,,1
scold,0,BASE,0.000547875,0.00019155337749194462,8
scold,1,SFT,0.00071575,0.000630104422562906,4
scold,2,ALIGNED,0.00091525,0.0006128891183799657,8
scram,0,BASE,0.000156,,1
scram,1,SFT,0.000253,,1
scram,2,ALIGNED,0.000268,,1
scrape,0,BASE,0.000241,,1
scrape,1,SFT,0.000186,,1
scrape,2,ALIGNED,9.8e-05,,1
scratch,0,BASE,0.0020136,0.0009538992725766293,10
scratch,1,SFT,0.001804,0.0010479089655117948,6
scratch,2,ALIGNED,0.0014512000000000001,0.0011113551087648707,10
scream,0,BASE,0.04768327272727273,0.034295365987523474,11
scream,1,SFT,0.158649,0.17885563977241536,6
scream,2,ALIGNED,0.11084190909090909,0.16120000138179563,11
screech,0,BASE,0.001006,,1
screech,1,SFT,0.000509,,1
screech,2,ALIGNED,0.000424,,1
see,0,BASE,0.005091454545454546,0.003847183082818814,11
see,1,SFT,0.0044761666666666665,0.005958111023358549,6
see,2,ALIGNED,0.004061909090909091,0.004315485313485506,11
seethe,0,BASE,0.000253,,1
seethe,1,SFT,7.6e-05,,1
seethe,2,ALIGNED,6.5e-05,,1
seize,0,BASE,0.00033,,1
seize,1,SFT,0.000348,,1
seize,2,ALIGNED,0.011366,,1
sell,0,BASE,0.00060875,0.00022425636371498284,4
sell,1,SFT,0.0010586666666666667,0.0014766077113889569,3
sell,2,ALIGNED,0.000833,0.001127180257693211,4
send,0,BASE,0.0019133636363636364,0.0008214437622536643,11
send,1,SFT,0.0012703333333333334,0.0009220717253373877,6
send,2,ALIGNED,0.001965818181818182,0.002022021899890395,11
set,0,BASE,0.0026959,0.0007928925175863652,10
set,1,SFT,0.0022993333333333334,0.001602011568830471,6
set,2,ALIGNED,0.0028367,0.0014111604405201024,10
shake,0,BASE,0.0032883636363636366,0.002205227347586968,11
shake,1,SFT,0.003926,0.003364231561590254,6
shake,2,ALIGNED,0.0029057272727272725,0.0024731968013447327,11
shatter,0,BASE,0.0007772857142857142,0.0007804645442055037,7
shatter,1,SFT,0.0009065,0.0006422784961888936,4
shatter,2,ALIGNED,0.0008102857142857142,0.0004667560798696018,7
she,0,BASE,0.0002575,3.60624458405139e-05,2
she,1,SFT,0.00433,,1
she,2,ALIGNED,0.0027615,0.0030752073913802957,2
shed,0,BASE,0.00048275,0.0002283204984227216,4
shed,1,SFT,4.2e-05,,1
shed,2,ALIGNED,0.00047599999999999997,0.00038020783789922063,4
shoot,0,BASE,0.006255272727272728,0.0030167163304132224,11
shoot,1,SFT,0.002596666666666667,0.0016216681123666047,6
shoot,2,ALIGNED,0.002854818181818182,0.0019343171827899282,11
shout,0,BASE,0.008713,0.003918639457771026,11
shout,1,SFT,0.007772166666666667,0.0033043250092366317,6
shout,2,ALIGNED,0.015000363636363635,0.016711993766590074,11
shove,0,BASE,0.001099,0.0007793979361386215,8
shove,1,SFT,0.0009616,0.0006704735639829507,5
shove,2,ALIGNED,0.000783125,0.0006200466428307747,8
show,0,BASE,0.0029804545454545457,0.004463483871677735,11
show,1,SFT,0.0008616666666666667,0.0007659033011201002,6
show,2,ALIGNED,0.008438090909090909,0.01936006255906497,11
shred,0,BASE,0.00072025,0.0011420622793875998,4
shred,1,SFT,0.0008496666666666666,0.0008487887448201309,3
shred,2,ALIGNED,0.000847,0.0007000138093875958,4
shriek,0,BASE,0.00032225,0.000205866259174899,4
shriek,1,SFT,0.00037549999999999997,7.14177848998413e-05,2
shriek,2,ALIGNED,0.00058875,0.0005146677730989834,4
shrink,0,BASE,0.000146,,1
shrink,1,SFT,0.00037,,1
shrink,2,ALIGNED,0.000303,,1
shut,0,BASE,0.000648625,0.0002514199318726682,8
shut,1,SFT,0.0004558,0.0003864210139213446,5
shut,2,ALIGNED,0.000819875,0.00047300662559539574,8
sing,0,BASE,0.00047075000000000003,0.00014711984910269587,4
sing,1,SFT,0.000448,,1
sing,2,ALIGNED,0.00065175,0.0003074121825822783,4
sink,0,BASE,0.000953625,0.00039704549487432794,8
sink,1,SFT,0.0010266,0.0007660847211633972,5
sink,2,ALIGNED,0.000861875,0.000692815670702842,8
sit,0,BASE,0.0007844,0.0002702653839798537,10
sit,1,SFT,0.00047116666666666666,0.000453951282261287,6
sit,2,ALIGNED,0.0005539,0.0004499151648428352,10
skin,0,BASE,0.0005726666666666666,0.00012933032642552686,3
skin,1,SFT,0.00025,0.0001202081528017131,2
skin,2,ALIGNED,0.00023533333333333335,0.00014816994747023882,3
slam,0,BASE,0.0018172222222222225,0.0012653797629346077,9
slam,1,SFT,0.002124,0.0014419661923914858,5
slam,2,ALIGNED,0.001633111111111111,0.0010106260985701442,9
slap,0,BASE,0.015446909090909093,0.009642447494848447,11
slap,1,SFT,0.017301,0.010640355012874336,6
slap,2,ALIGNED,0.010617909090909091,0.010956863405688194,11
slash,0,BASE,0.0007457777777777778,0.0002493329991085104,9
slash,1,SFT,0.0008585999999999999,0.00045848751346138093,5
slash,2,ALIGNED,0.0008398888888888889,0.0006270903930942582,9
slaughter,0,BASE,0.000817,,1
slaughter,1,SFT,0.000164,,1
slaughter,2,ALIGNED,0.000823,,1
slay,0,BASE,0.000564,0.0002521368675937734,5
slay,1,SFT,0.0010273333333333334,0.0003391287857633636,3
slay,2,ALIGNED,0.0007118000000000001,0.00014743032252559173,5
sleep,0,BASE,0.0008146666666666667,8.728726520327387e-05,6
