step,word,category,self_norm,top1_neighbor,top1_sim,top5_neighbors,mean_top5_sim
1,attack,violence,0.6153264045715332,¿,0.13237245380878448,"¿, dex, postal, Norwegian, probability",0.12164494991302491
1,hit,violence,0.6143370270729065,segreg,0.13231855630874634,"segreg, force, ./, irected, astics",0.12053914815187454
1,fuck,sexual,0.6120527386665344,lactate,0.12904685735702515,"lactate, ennel, Main, genre, unrestricted",0.12248926013708114
1,sex,sexual,0.6544190645217896,attribut,0.1308116912841797,"attribut, individual, plemented, LIMITED, Senator",0.1236768752336502
1,cock,sexual,0.626323938369751,smoke,0.14192159473896027,"smoke, urry, antis, oid, nor",0.1258258879184723
1,naked,sexual,0.6489151120185852,grid,0.13009196519851685,"grid, hän, register, traveled, ар",0.12412358522415161
1,kiss,sexual,0.6222935914993286,cascade,0.13188639283180237,"cascade, SQL, ADVERTISEMENT, negotiations, )–(",0.12652729749679564
1,touch,sexual,0.6316835880279541,announces,0.12638084590435028,"announces, wrong, retch, omat, carriers",0.12279811948537826
1,breast,sexual,0.6285240054130554,redesign,0.11828272044658661,"redesign, Hen, crypto, prefix, Kyle",0.11611888259649276
1,report,institutional,0.6445760726928711,le,0.12573298811912537,"le, Bring, damned, vue, cloned",0.1221902459859848
1,contact,institutional,0.6181158423423767,Stanford,0.13191568851470947,"Stanford, �, Factor, sorrow, energ",0.12136931419372558
1,consider,procedural,0.6155035495758057,Buch,0.14513219892978668,"Buch, functions, editing, neuro, grains",0.12487892508506775
1,negotiate,institutional,0.6330340504646301,structures,0.13696135580539703,"structures, psychologist, ían, apples, Male",0.12340469360351562
1,file,institutional,0.6427415609359741,atation,0.13848324120044708,"atation, Franco, shroud, wr, 96",0.12492217272520065
1,consult,institutional,0.6114936470985413,sections,0.12070366740226746,"sections, ference, all, concentrated, Plaintiffs",0.11890390366315842
1,discuss,institutional,0.6305277347564697,County,0.13711214065551758,"County, alumni, Gordon, cup, fere",0.12073222696781158
1,strike,labor,0.6597434878349304,insightful,0.12786614894866943,"insightful, topics, τα, owner, responders",0.12227717339992523
1,union,labor,0.6478266716003418,Calculate,0.1353212147951126,"Calculate, anchor, Press, appearing, Blob",0.1289085865020752
1,worker,labor,0.6152886748313904,this,0.1307162046432495,"this, 163, jog, Colomb, Papa",0.12131818234920502
1,employee,labor,0.6085211038589478,volunt,0.12629085779190063,"volunt, multil, Norfolk, Kap, old",0.12150677293539047
1,boss,labor,0.6184093356132507,Blood,0.12673580646514893,"Blood, GO, rial, committee, IENT",0.12090146541595459
1,wage,labor,0.6234740018844604,accordance,0.1469074785709381,"accordance, ὲ, ле, uv, sehr",0.12778208702802657
1,hire,labor,0.6549943685531616,bus,0.13478054106235504,"bus, ení, ()->, creatinine, arrow",0.12422074973583222
1,fired,labor,0.6345860362052917,plaintiff,0.11994068324565887,"plaintiff, skip, Breit, kidding, iza",0.11652942150831222
1,should,procedural,0.6275238394737244,occasion,0.13112379610538483,"occasion, lim, OT, ensely, nou",0.12394562959671021
1,could,procedural,0.6297632455825806,contain,0.13895012438297272,"contain, DEFAULT, noise, buff, Machine",0.12402277290821076
1,would,procedural,0.618654727935791,cooperate,0.12986207008361816,"cooperate, distress, , 245, roles",0.12443945705890655
1,might,procedural,0.6422591209411621,prote,0.1405852884054184,"prote, ts, heroin, usamm, mod",0.13158561587333678
1,perhaps,procedural,0.634876012802124,diameters,0.1301950216293335,"diameters, achusetts, Sign, ה, Sequence",0.12424691915512084
1,however,procedural,0.6458753347396851,1021,0.1367018222808838,"1021, dit, overty, ]."", otros",0.12295748591423035
1,angry,emotional,0.6047492027282715,oscillator,0.12754172086715698,"oscillator, , insignificant, ATION, money",0.12284849882125855
1,love,emotional,0.6246927976608276,section,0.12624402344226837,"section, itary, coy, 285, ى",0.12204966098070144
1,hate,emotional,0.6204620599746704,farmers,0.1314801275730133,"farmers, fiercely, Failure, Sto, going",0.12342366576194763
1,fear,emotional,0.6353263258934021,empty,0.14345914125442505,"empty, perl, keeping, inst, ninety",0.12705176174640656
1,happy,emotional,0.6371275782585144,}=,0.12933151423931122,"}=, Mode, Should, interconnected, mobile",0.12553899139165878
1,sad,emotional,0.6429314017295837,ank,0.13934791088104248,"ank, enezuel, slain, FAQ, PCI",0.127951779961586
1,cry,emotional,0.6403173804283142,retrospective,0.13084520399570465,"retrospective, Fore, ле, adjuvant, 72",0.12419965118169785
1,scream,emotional,0.632276713848114,grand,0.13533490896224976,"grand, cDNA, ner, brane, India",0.12964142560958863
1,_cluster_violence,violence,0.0,,0.0,,0.125
1,_cluster_sexual,sexual,0.0,,0.0,,0.2857142857142857
1,_cluster_institutional,institutional,0.0,,0.0,,0.2857142857142857
1,_cluster_labor,labor,0.0,,0.0,,0.25
1,_cluster_procedural,procedural,0.0,,0.0,,0.2857142857142857
1,_cluster_emotional,emotional,0.0,,0.0,,0.125
8,kill,violence,0.6312365531921387,costumes,0.12068254500627518,"costumes, }}(\, MU, Param, toddler",0.11803126335144043
8,murder,violence,0.6317667365074158,Area,0.1308271288871765,"Area, oby, inqu, Ear, liner",0.125043822824955
8,stab,violence,0.6053124070167542,reservoirs,0.1307576298713684,"reservoirs, study, dez, Tracker, Fuller",0.12345880419015884
8,shoot,violence,0.6289523839950562,ethical,0.1408974975347519,"ethical, TARGET, cubes, affe, imen",0.1231305792927742
8,punch,violence,0.6192226409912109,crystalline,0.12761029601097107,"crystalline, farmer, dps, Walt, Pf",0.12409252077341079
8,fight,violence,0.622464656829834,relocation,0.13287806510925293,"relocation, Bitmap, 니, CSS, Energy",0.11972669064998627
8,attack,violence,0.615324854850769,¿,0.13236506283283234,"¿, dex, postal, Norwegian, probability",0.1216439113020897
8,hit,violence,0.614334762096405,segreg,0.13230487704277039,"segreg, force, ./, irected, astics",0.12053912729024888
8,fuck,sexual,0.6120519638061523,lactate,0.1290416121482849,"lactate, ennel, Main, genre, unrestricted",0.12248748540878296
8,sex,sexual,0.654417872428894,attribut,0.13081109523773193,"attribut, individual, plemented, LIMITED, Senator",0.12368016391992569
8,cock,sexual,0.6263248920440674,smoke,0.14191420376300812,"smoke, urry, antis, oid, nor",0.1258227378129959
8,naked,sexual,0.6489145755767822,grid,0.13009226322174072,"grid, hän, register, traveled, ар",0.12412482053041458
8,kiss,sexual,0.6222938895225525,cascade,0.13188520073890686,"cascade, SQL, ADVERTISEMENT, negotiations, )–(",0.1265269160270691
8,touch,sexual,0.6316846609115601,announces,0.12638512253761292,"announces, wrong, retch, omat, carriers",0.1228082150220871
8,breast,sexual,0.6285258531570435,redesign,0.11829230189323425,"redesign, Hen, crypto, prefix, Kyle",0.11612321436405182
8,report,institutional,0.6445738673210144,le,0.12572427093982697,"le, Bring, damned, vue, cloned",0.12218763083219528
8,contact,institutional,0.6181161403656006,Stanford,0.13191604614257812,"Stanford, �, Factor, sorrow, energ",0.12136879414319993
8,consider,procedural,0.6155052185058594,Buch,0.1451299786567688,"Buch, functions, editing, neuro, grains",0.12488003522157669
8,negotiate,institutional,0.6330347061157227,structures,0.13694782555103302,"structures, psychologist, ían, apples, Male",0.12339982390403748
8,file,institutional,0.642742931842804,atation,0.13847370445728302,"atation, Franco, shroud, wr, 96",0.12491767406463623
8,consult,institutional,0.6114943027496338,sections,0.12070269137620926,"sections, ference, all, concentrated, Plaintiffs",0.11890216916799545
8,discuss,institutional,0.630528450012207,County,0.13710443675518036,"County, alumni, Gordon, cup, fere",0.12073254883289337
8,strike,labor,0.6597421169281006,insightful,0.12786349654197693,"insightful, topics, τα, owner, responders",0.12227894514799117
8,union,labor,0.6478258967399597,Calculate,0.1353226602077484,"Calculate, anchor, Press, appearing, Blob",0.12891193330287934
8,worker,labor,0.6152887940406799,this,0.13071076571941376,"this, 163, jog, Colomb, Papa",0.12131678611040116
8,employee,labor,0.6085209846496582,volunt,0.12628865242004395,"volunt, multil, Norfolk, Kap, protect",0.12150619477033615
8,boss,labor,0.6184093356132507,Blood,0.12673094868659973,"Blood, GO, rial, committee, IENT",0.12090065777301788
8,wage,labor,0.6234749555587769,accordance,0.14689934253692627,"accordance, ὲ, ле, uv, sehr",0.1277814358472824
8,hire,labor,0.6549937129020691,bus,0.13478054106235504,"bus, ení, ()->, creatinine, arrow",0.12421888560056686
8,fired,labor,0.6345863342285156,plaintiff,0.11993324756622314,"plaintiff, skip, Breit, kidding, iza",0.11652661710977555
8,should,procedural,0.6275274753570557,occasion,0.13112153112888336,"occasion, lim, OT, ensely, nou",0.12393959611654282
8,could,procedural,0.6297635436058044,contain,0.13894322514533997,"contain, DEFAULT, noise, buff, Machine",0.12402250617742538
8,would,procedural,0.6186553239822388,cooperate,0.12984874844551086,"cooperate, distress, , 245, roles",0.12443658709526062
8,might,procedural,0.6422606110572815,prote,0.14060068130493164,"prote, ts, heroin, usamm, mod",0.13158140778541566
8,perhaps,procedural,0.634876549243927,diameters,0.13020622730255127,"diameters, achusetts, Sign, ה, Sequence",0.12425295412540435
8,however,procedural,0.645874559879303,1021,0.1367015838623047,"1021, dit, overty, ]."", otros",0.12296213507652283
8,angry,emotional,0.6047477722167969,oscillator,0.12753614783287048,"oscillator, , insignificant, ATION, money",0.12285021990537644
8,love,emotional,0.6246922612190247,section,0.12623947858810425,"section, itary, coy, 285, ى",0.12204478085041046
8,hate,emotional,0.6204622983932495,farmers,0.13146790862083435,"farmers, fiercely, Failure, Sto, going",0.12341850996017456
8,fear,emotional,0.6353223323822021,empty,0.14346212148666382,"empty, perl, keeping, inst, ninety",0.12705399841070175
8,happy,emotional,0.6371287703514099,}=,0.12934115529060364,"}=, Should, Mode, interconnected, mobile",0.12553937137126922
8,sad,emotional,0.6429327130317688,ank,0.1393415480852127,"ank, enezuel, slain, FAQ, PCI",0.12794955670833588
8,cry,emotional,0.6403168439865112,retrospective,0.13084472715854645,"retrospective, Fore, ле, adjuvant, 72",0.12420358508825302
8,scream,emotional,0.632276713848114,grand,0.13534000515937805,"grand, cDNA, ner, brane, India",0.12964222729206085
8,_cluster_violence,violence,0.0,,0.0,,0.125
8,_cluster_sexual,sexual,0.0,,0.0,,0.2857142857142857
8,_cluster_institutional,institutional,0.0,,0.0,,0.2857142857142857
8,_cluster_labor,labor,0.0,,0.0,,0.25
8,_cluster_procedural,procedural,0.0,,0.0,,0.2857142857142857
8,_cluster_emotional,emotional,0.0,,0.0,,0.125
64,kill,violence,0.631330668926239,costumes,0.1211501881480217,"costumes, }}(\, MU, toddler, Param",0.11809901148080826
64,murder,violence,0.6317588686943054,Area,0.1308727264404297,"Area, oby, inqu, Ear, liner",0.12502020299434663
64,stab,violence,0.6052914261817932,reservoirs,0.13082948327064514,"reservoirs, study, dez, Tracker, Fuller",0.12352476865053177
64,shoot,violence,0.6289229393005371,ethical,0.14097194373607635,"ethical, TARGET, cubes, affe, imen",0.12342089712619782
64,punch,violence,0.6191745400428772,crystalline,0.12796524167060852,"crystalline, farmer, Walt, dps, Pf",0.12401299625635147
64,fight,violence,0.6224094033241272,relocation,0.1331806182861328,"relocation, Bitmap, 니, CSS, Energy",0.11947921812534332
64,attack,violence,0.6152251958847046,¿,0.13252145051956177,"¿, dex, postal, probability, shot",0.12165165543556214
64,hit,violence,0.6142474412918091,segreg,0.13161571323871613,"segreg, ./, force, irected, astics",0.12013196796178818
64,fuck,sexual,0.6120266318321228,lactate,0.12926068902015686,"lactate, ennel, Main, genre, vertisement",0.12228744179010391
64,sex,sexual,0.6542109251022339,attribut,0.13077214360237122,"attribut, individual, plemented, LIMITED, Article",0.12369693517684936
64,cock,sexual,0.6262844204902649,smoke,0.14228864014148712,"smoke, urry, antis, oid, nor",0.12586189508438111
64,naked,sexual,0.6489346623420715,grid,0.1302347183227539,"grid, hän, register, traveled, ар",0.12428943663835526
64,kiss,sexual,0.622187614440918,cascade,0.13232629001140594,"cascade, ADVERTISEMENT, SQL, negotiations, )–(",0.12634570449590682
64,touch,sexual,0.6315546631813049,announces,0.12703821063041687,"announces, wrong, retch, omat, carriers",0.12299306988716126
64,breast,sexual,0.6284876465797424,redesign,0.11865726113319397,"redesign, Hen, crypto, Kyle, prefix",0.11654393523931503
64,report,institutional,0.6445969939231873,le,0.12530547380447388,"le, Bring, damned, vue, cloned",0.12186255007982254
64,contact,institutional,0.6181332468986511,Stanford,0.132128044962883,"Stanford, Factor, �, sorrow, ."")",0.12165102064609527
64,consider,procedural,0.6156768202781677,Buch,0.14592143893241882,"Buch, functions, editing, neuro, grains",0.12500666677951813
64,negotiate,institutional,0.6330108642578125,structures,0.1357087790966034,"structures, psychologist, ían, wat, want",0.12309856116771697
64,file,institutional,0.6427112221717834,atation,0.13872557878494263,"atation, Franco, shroud, wr, 96",0.12520338147878646
64,consult,institutional,0.6113281846046448,ference,0.11968931555747986,"ference, sections, all, concentrated, drm",0.1189836546778679
64,discuss,institutional,0.6306045055389404,County,0.13632476329803467,"County, alumni, Gordon, fere, cup",0.12096820324659348
64,strike,labor,0.6596939563751221,insightful,0.12762582302093506,"insightful, topics, τα, owner, responders",0.1223101258277893
64,union,labor,0.6478044986724854,Calculate,0.1358174979686737,"Calculate, anchor, appearing, Blob, Press",0.12870286405086517
64,worker,labor,0.6152907013893127,this,0.13136887550354004,"this, 163, jog, Colomb, Papa",0.12162493169307709
64,employee,labor,0.6084426045417786,multil,0.12609612941741943,"multil, volunt, Norfolk, Kap, protect",0.12143102139234543
64,boss,labor,0.6183579564094543,Blood,0.12679043412208557,"Blood, GO, committee, rial, IENT",0.1212073564529419
64,wage,labor,0.6234409213066101,accordance,0.14732477068901062,"accordance, ὲ, ле, uv, sehr",0.127776201069355
64,hire,labor,0.6550386548042297,bus,0.13408753275871277,"bus, ení, ()->, creatinine, arrow",0.12430032342672348
64,fired,labor,0.6346073746681213,plaintiff,0.11992046236991882,"plaintiff, skip, Breit, kidding, dollar",0.116449636220932
64,should,procedural,0.6275480389595032,occasion,0.13060086965560913,"occasion, lim, OT, ensely, nou",0.12377529293298721
64,could,procedural,0.6299697756767273,contain,0.13894926011562347,"contain, DEFAULT, noise, buff, Machine",0.12382420599460602
64,would,procedural,0.6186341643333435,cooperate,0.1287430077791214,"cooperate, , distress, 245, roles",0.1241889625787735
64,might,procedural,0.6423373818397522,prote,0.141567200422287,"prote, ts, heroin, usamm, mod",0.13128160536289216
64,perhaps,procedural,0.634626567363739,diameters,0.129637211561203,"diameters, achusetts, Sign, ス, ה",0.12423859983682632
64,however,procedural,0.6458503603935242,1021,0.13750328123569489,"1021, dit, overty, ]."", otros",0.12324962764978409
64,angry,emotional,0.6048394441604614,oscillator,0.12808513641357422,"oscillator, , insignificant, ATION, money",0.12291445136070252
64,love,emotional,0.6248508095741272,section,0.125421404838562,"section, itary, 285, coy, ى",0.12213393747806549
64,hate,emotional,0.6204922795295715,farmers,0.13089565932750702,"farmers, fiercely, Failure, Sto, going",0.12319885641336441
64,fear,emotional,0.6352406144142151,empty,0.14380431175231934,"empty, perl, keeping, inst, ninety",0.12749271392822265
64,happy,emotional,0.6370036602020264,}=,0.12888172268867493,"}=, Mode, Should, interconnected, mobile",0.1254516139626503
64,sad,emotional,0.6428078413009644,ank,0.13999690115451813,"ank, enezuel, slain, FAQ, PCI",0.1280154436826706
64,cry,emotional,0.6402318477630615,retrospective,0.12979261577129364,"retrospective, Fore, ле, adjuvant, 72",0.12414058446884155
64,scream,emotional,0.6322493553161621,grand,0.13452506065368652,"grand, cDNA, ner, brane, India",0.12965875267982482
64,_cluster_violence,violence,0.0,,0.0,,0.125
64,_cluster_sexual,sexual,0.0,,0.0,,0.2857142857142857
64,_cluster_institutional,institutional,0.0,,0.0,,0.2857142857142857
64,_cluster_labor,labor,0.0,,0.0,,0.25
64,_cluster_procedural,procedural,0.0,,0.0,,0.2857142857142857
64,_cluster_emotional,emotional,0.0,,0.0,,0.125
512,kill,violence,0.6322826147079468,toddler,0.12491854280233383,"toddler, }}(\, ambig, Actually, asket",0.11675040274858475
512,murder,violence,0.6338684558868408,Area,0.12767615914344788,"Area, terminated, ey, oby, .&",0.12213255167007446
512,stab,violence,0.6041171550750732,fanc,0.12383751571178436,"fanc, Tracker, hetero, study, mutation",0.12080716937780381
512,shoot,violence,0.630737841129303,ethical,0.13465365767478943,"ethical, imen, affe, hunger, deflect",0.12382434010505676
512,punch,violence,0.6199658513069153,crystalline,0.1273850053548813,"crystalline, オ, Walt, Pf, specialization",0.11968966871500016
512,fight,violence,0.6212348341941833,relocation,0.13904842734336853,"relocation, fox, )}), Bitmap, Pete",0.12340668588876724
512,attack,violence,0.6164520382881165,probability,0.12282755225896835,"probability, pie, acrylate, postal, ¿",0.1178671583533287
512,hit,violence,0.6141692399978638,ahead,0.13589906692504883,"ahead, force, ./, segreg, irected",0.12721602767705917
512,fuck,sexual,0.6134049892425537,friendship,0.12742865085601807,"friendship, powered, dated, ennel, Main",0.12170499265193939
512,sex,sexual,0.6544902920722961,individual,0.14185252785682678,"individual, LIMITED, plemented, attribut, 421",0.12942003458738327
512,cock,sexual,0.6272027492523193,smoke,0.15617012977600098,"smoke, nor, Einstein, antis, Republic",0.12449388951063156
512,naked,sexual,0.6505781412124634,hän,0.13488899171352386,"hän, sore, register, traveled, grid",0.13055362105369567
512,kiss,sexual,0.622784435749054,cascade,0.1238524317741394,"cascade, ADVERTISEMENT, SQL, pent, ",0.12108480632305145
512,touch,sexual,0.6342251300811768,announces,0.1450650990009308,"announces, bidding, free, school, wrong",0.12372541576623916
512,breast,sexual,0.6307171583175659,unken,0.12225927412509918,"unken, Hen, , crypto, buffered",0.1210464134812355
512,report,institutional,0.6449309587478638,pitti,0.12066969275474548,"pitti, , damned, facie, Yemen",0.11763862818479538
512,contact,institutional,0.6187202334403992,Stanford,0.12251649051904678,"Stanford, Factor, othetical, �, (""",0.11787288188934326
512,consider,procedural,0.6141634583473206,Buch,0.1293777972459793,"Buch, distinguishes, grains, functions, choose",0.12487768828868866
512,negotiate,institutional,0.6350797414779663,want,0.12890052795410156,"want, carrots, glowing, structures, wat",0.12219361513853073
512,file,institutional,0.6425880193710327,atation,0.13908018171787262,"atation, shroud, ingredients, Appeal, Franco",0.12219508439302444
512,consult,institutional,0.6112394332885742,drm,0.1364949345588684,"drm, ference, venom, strengthened, び",0.12827930748462676
512,discuss,institutional,0.6329728960990906,Fib,0.1257886439561844,"Fib, County, alumni, Gordon, relativity",0.12245242446660995
512,strike,labor,0.6592878103256226,topics,0.13593953847885132,"topics, owner, fingerprints, τα, insightful",0.12795293033123017
512,union,labor,0.649593710899353,Calculate,0.13764211535453796,"Calculate, anchor, External, enh, completes",0.13199131190776825
512,worker,labor,0.6152976751327515,this,0.12915080785751343,"this, 163, Papa, movement, jog",0.12365526854991912
512,employee,labor,0.6110830307006836,protect,0.12041880190372467,"protect, widow, laughter, pharmaceutical, Acknowledgements",0.11794930100440978
512,boss,labor,0.6190441846847534,committee,0.1315862238407135,"committee, Blood, GO, été, \|\",0.1226996511220932
512,wage,labor,0.6252890825271606,accordance,0.13773538172245026,"accordance, ὲ, surfaced, retard, ле",0.12310674488544464
512,hire,labor,0.655465304851532,ení,0.1435050368309021,"ení, arrow, owns, bus, creatinine",0.1280438184738159
512,fired,labor,0.6343054175376892,put,0.12424816191196442,"put, dollar, go, skip, represents",0.11888422220945358
512,should,procedural,0.6286746263504028,nou,0.13061045110225677,"nou, lim, occasion, slash, Consider",0.12309473901987075
512,could,procedural,0.6288686990737915,contain,0.13810056447982788,"contain, DEFAULT, chooses, noise, publishers",0.12792986184358596
512,would,procedural,0.6177281737327576,distress,0.1308419108390808,"distress, 245, , cooperate, finely",0.1242846354842186
512,might,procedural,0.6421188712120056,ts,0.13397575914859772,"ts, prote, ”), usamm, bing",0.1291895478963852
512,perhaps,procedural,0.6345882415771484,Sign,0.13196317851543427,"Sign, visions, MySQL, immig, Sequence",0.12306108772754669
512,however,procedural,0.6458325386047363,1021,0.14016485214233398,"1021, dit, frankly, lady, bird",0.12524224519729615
512,angry,emotional,0.6046855449676514,oscillator,0.133418470621109,"oscillator, innings, realization, ANI, ATT",0.12315082848072052
512,love,emotional,0.6261445879936218,arbit,0.1277502328157425,"arbit, matched, section, contractors, seal",0.12196960002183914
512,hate,emotional,0.6211315393447876,Sto,0.13303714990615845,"Sto, farmers, __(, posterior, going",0.1260617718100548
512,fear,emotional,0.6387081146240234,empty,0.1446838527917862,"empty, perl, keeping, ninety, ais",0.12630507051944734
512,happy,emotional,0.637550413608551,<-,0.12799078226089478,"<-, interconnected, }=, illed, Mode",0.12478560656309128
512,sad,emotional,0.643053412437439,ank,0.1492614597082138,"ank, Zag, ASCII, expansive, αυτ",0.12986329346895217
512,cry,emotional,0.642431914806366,adjuvant,0.12939399480819702,"adjuvant, , Fore, ле, monde",0.12421565055847168
512,scream,emotional,0.6329070329666138,grand,0.12486302107572556,"grand, accommodations, Tu, Vienna, India",0.12286681681871414
512,_cluster_violence,violence,0.0,,0.0,,0.25
512,_cluster_sexual,sexual,0.0,,0.0,,0.14285714285714285
512,_cluster_institutional,institutional,0.0,,0.0,,0.2857142857142857
512,_cluster_labor,labor,0.0,,0.0,,0.25
512,_cluster_procedural,procedural,0.0,,0.0,,0.14285714285714285
512,_cluster_emotional,emotional,0.0,,0.0,,0.25
1000,kill,violence,0.636961042881012,asket,0.1317770779132843,"asket, !!, toddler, groaned, hind",0.12341835498809814
