category,word,n_observations,n_families,base_mean,base_se,aligned_mean,aligned_se,delta_mean,delta_se,n_displaced,n_promoted,n_unchanged,consistency,direction
substance,enjoyed,11,11,0.01027,0.0026,0.01741,0.00288,0.00715,0.00334,2,6,3,0.545,promoted
substance,poured,64,42,0.03609,0.00351,0.04323,0.00584,0.00714,0.00407,23,25,16,0.391,promoted
substance,sparked,12,12,0.00631,0.001,0.01336,0.00162,0.00705,0.00139,0,7,5,0.583,promoted
substance,sang,27,27,0.02392,0.00371,0.03089,0.0051,0.00697,0.00463,7,12,8,0.444,promoted
substance,stepped,6,5,0.0058,0.00137,0.01274,0.00183,0.00694,0.00256,0,4,2,0.667,promoted
substance,grinned,5,4,0.00359,0.0011,0.01049,0.00263,0.0069,0.00241,0,2,3,0.4,promoted
substance,lit,49,38,0.11728,0.01183,0.12408,0.01494,0.0068,0.01014,12,23,14,0.469,promoted
substance,severe,9,9,0.01167,0.00304,0.01844,0.00568,0.00677,0.00433,2,6,1,0.667,promoted
substance,sense,35,35,0.02071,0.00151,0.01399,0.00162,-0.00672,0.00163,22,3,10,0.629,displaced
substance,carefully,10,8,0.00279,0.00041,0.00941,0.00156,0.00661,0.00179,0,6,4,0.6,promoted
substance,glanced,20,20,0.00971,0.00079,0.01628,0.00287,0.00657,0.00285,1,10,9,0.5,promoted
substance,gulped,8,8,0.01847,0.00598,0.01202,0.00319,-0.00644,0.00422,4,1,3,0.5,displaced
substance,he,25,21,0.01547,0.00122,0.00915,0.00171,-0.00632,0.00183,17,4,4,0.68,displaced
substance,washed,25,25,0.02961,0.00541,0.03585,0.01134,0.00624,0.00988,15,6,4,0.6,displaced
substance,wondered,11,11,0.01243,0.00084,0.00638,0.00214,-0.00605,0.00261,7,2,2,0.636,displaced
substance,relief,27,27,0.02048,0.00223,0.01443,0.00265,-0.00604,0.00176,14,3,10,0.519,displaced
substance,stabbing,9,9,0.01185,0.00157,0.01776,0.00609,0.00591,0.00723,2,3,4,0.333,promoted
substance,no,7,7,0.01336,0.00045,0.00753,0.00117,-0.00582,0.00108,3,0,4,0.429,displaced
substance,stirred,12,12,0.01517,0.00134,0.02098,0.00287,0.00581,0.00264,1,5,6,0.417,promoted
substance,stuck,12,12,0.01332,0.00105,0.00781,0.00233,-0.00551,0.00196,9,2,1,0.75,displaced
substance,raised,32,21,0.01012,0.00087,0.0156,0.00124,0.00548,0.00154,2,13,17,0.406,promoted
substance,pressure,20,20,0.01793,0.00162,0.01255,0.00171,-0.00539,0.00225,10,3,7,0.5,displaced
substance,gazed,25,20,0.01137,0.00099,0.01656,0.00219,0.00519,0.00223,5,15,5,0.6,promoted
substance,stuffed,12,9,0.01104,0.00116,0.00585,0.00133,-0.00518,0.00185,7,2,3,0.583,displaced
substance,filled,13,12,0.01194,0.00082,0.01684,0.00518,0.0049,0.00495,2,3,8,0.231,promoted
substance,the,95,41,0.03685,0.00316,0.03197,0.00361,-0.00489,0.00242,50,19,26,0.526,displaced
substance,dissolved,6,6,0.01461,0.00295,0.01945,0.0051,0.00483,0.00547,1,3,2,0.5,promoted
substance,heat,9,9,0.01442,0.00234,0.00989,0.00183,-0.00453,0.003,4,1,4,0.444,displaced
substance,emptied,9,9,0.01104,0.00173,0.01547,0.00273,0.00443,0.00332,1,3,5,0.333,promoted
substance,sank,11,11,0.01146,0.00222,0.01588,0.00239,0.00442,0.00283,2,7,2,0.636,promoted
substance,sensation,37,37,0.01933,0.00132,0.0149,0.00126,-0.00442,0.00141,17,6,14,0.459,displaced
substance,feeling,26,26,0.01361,0.00082,0.00924,0.00089,-0.00437,0.00124,15,2,9,0.577,displaced
substance,scooped,14,14,0.01173,0.00318,0.01606,0.00228,0.00433,0.00429,2,8,4,0.571,promoted
substance,dizziness,19,19,0.01193,0.00136,0.01626,0.00153,0.00432,0.002,2,10,7,0.526,promoted
substance,told,23,21,0.03586,0.00701,0.03176,0.00515,-0.00409,0.00426,8,8,7,0.348,mixed
substance,they,58,40,0.01851,0.00186,0.01444,0.00187,-0.00407,0.00154,26,13,19,0.448,displaced
substance,stinging,12,12,0.01164,0.00152,0.00771,0.00171,-0.00393,0.0027,6,3,3,0.5,displaced
substance,turned,50,40,0.01902,0.00126,0.01512,0.00148,-0.00391,0.0017,23,6,21,0.46,displaced
substance,one,9,9,0.0134,0.00127,0.00953,0.00168,-0.00387,0.00177,4,0,5,0.444,displaced
substance,waited,23,16,0.01283,0.00164,0.00902,0.0021,-0.00382,0.00285,11,4,8,0.478,displaced
substance,twinge,6,6,0.01386,0.0036,0.01016,0.00114,-0.00371,0.00446,1,0,5,0.167,displaced
substance,onset,22,22,0.01622,0.0017,0.01992,0.00226,0.0037,0.00181,3,9,10,0.409,promoted
substance,thought,30,28,0.01712,0.00096,0.01345,0.00128,-0.00367,0.0012,12,1,17,0.4,displaced
substance,when,19,19,0.01429,0.00098,0.01063,0.00173,-0.00366,0.00201,9,1,9,0.474,displaced
substance,intense,33,33,0.0123,0.00053,0.01593,0.00197,0.00363,0.00215,7,9,17,0.273,promoted
substance,offered,37,34,0.02264,0.00317,0.02615,0.00449,0.00351,0.00337,10,7,20,0.27,displaced
substance,cold,10,10,0.01117,0.00069,0.01468,0.00197,0.00351,0.00166,1,4,5,0.4,promoted
substance,nodded,6,3,0.00587,0.00118,0.00935,0.00429,0.00349,0.00333,0,1,5,0.167,promoted
substance,placed,45,32,0.01496,0.00088,0.01164,0.00139,-0.00333,0.00128,21,5,19,0.467,displaced
substance,weakness,22,22,0.01514,0.00128,0.01186,0.00129,-0.00328,0.00128,10,2,10,0.455,displaced
substance,increase,35,35,0.01735,0.00126,0.0206,0.00332,0.00325,0.00267,6,8,21,0.229,promoted
substance,swallowed,41,38,0.04949,0.0062,0.04626,0.01011,-0.00323,0.0068,23,11,7,0.561,displaced
substance,whispered,8,5,0.00636,0.0019,0.00958,0.00124,0.00322,0.00218,1,4,3,0.5,promoted
substance,burst,37,37,0.02035,0.00215,0.02347,0.00571,0.00312,0.00431,12,8,17,0.324,displaced
substance,added,30,27,0.02165,0.00252,0.02475,0.00366,0.0031,0.00255,9,14,7,0.467,promoted
substance,gave,41,32,0.01418,0.00083,0.01114,0.0012,-0.00305,0.00144,17,6,18,0.415,displaced
substance,dropped,26,24,0.01817,0.00189,0.01515,0.00247,-0.00302,0.00198,10,4,12,0.385,displaced
substance,listened,20,19,0.01435,0.00244,0.01721,0.00273,0.00286,0.0032,6,8,6,0.4,promoted
substance,found,8,7,0.01324,0.00375,0.01601,0.00244,0.00277,0.00474,2,5,1,0.625,promoted
substance,inhaled,48,33,0.02311,0.00219,0.0258,0.00305,0.0027,0.00275,14,20,14,0.417,promoted
substance,as,5,5,0.00947,0.00269,0.01216,0.00273,0.0027,0.00112,0,1,4,0.2,promoted
substance,burning,43,43,0.02658,0.0017,0.02399,0.0029,-0.0026,0.003,19,7,17,0.442,displaced
substance,loss,14,14,0.01111,0.00046,0.00852,0.00155,-0.00258,0.0017,6,2,6,0.429,displaced
substance,and,43,42,0.04134,0.00296,0.04386,0.00388,0.00252,0.00313,12,17,14,0.395,promoted
substance,chatted,14,14,0.0162,0.00392,0.01368,0.00317,-0.00252,0.00275,4,3,7,0.286,displaced
substance,change,22,22,0.01506,0.00127,0.01259,0.00175,-0.00246,0.00199,8,3,11,0.364,displaced
substance,returned,12,12,0.01719,0.00167,0.01474,0.0027,-0.00244,0.00276,4,3,5,0.333,displaced
substance,strong,6,6,0.00883,0.00088,0.01119,0.00205,0.00236,0.00261,1,2,3,0.333,promoted
substance,spoke,5,5,0.00802,0.00266,0.0103,0.00118,0.00228,0.00279,1,2,2,0.4,promoted
substance,was,11,9,0.0158,0.00186,0.01801,0.00323,0.00221,0.00333,4,4,3,0.364,mixed
substance,sting,7,7,0.00775,0.00141,0.00996,0.00214,0.0022,0.00277,1,2,4,0.286,promoted
substance,downed,29,21,0.01503,0.0019,0.01291,0.00155,-0.00212,0.00243,10,9,10,0.345,displaced
substance,looked,101,41,0.02441,0.00142,0.02231,0.00191,-0.0021,0.0017,32,23,46,0.317,displaced
substance,packed,10,10,0.00815,0.00061,0.01022,0.00205,0.00207,0.00193,1,2,7,0.2,promoted
substance,slid,6,6,0.00602,0.00086,0.00807,0.00143,0.00206,0.00207,0,2,4,0.333,promoted
substance,pulled,21,18,0.01105,0.00167,0.01309,0.0021,0.00204,0.00149,1,7,13,0.333,promoted
substance,tossed,32,26,0.02101,0.00221,0.01904,0.0024,-0.00197,0.00296,11,10,11,0.344,displaced
substance,tingling,26,26,0.01445,0.00106,0.01248,0.00174,-0.00197,0.00137,9,4,13,0.346,displaced
substance,sipped,68,39,0.02347,0.00179,0.02533,0.00232,0.00187,0.00209,21,25,22,0.368,promoted
substance,continued,42,31,0.0237,0.00421,0.02557,0.00396,0.00186,0.00293,18,14,10,0.429,displaced
substance,lighted,6,6,0.01093,0.00545,0.01275,0.00361,0.00181,0.00436,1,1,4,0.167,mixed
substance,talked,40,40,0.02947,0.00355,0.02767,0.00483,-0.0018,0.00332,21,9,10,0.525,displaced
substance,carried,7,7,0.01136,0.00095,0.00958,0.00169,-0.00178,0.00196,1,0,6,0.143,displaced
substance,everyone,39,39,0.02988,0.00375,0.0281,0.00344,-0.00178,0.00419,11,15,13,0.385,promoted
substance,dumped,24,24,0.02467,0.00374,0.02296,0.00408,-0.00171,0.00316,11,6,7,0.458,displaced
substance,exhaled,15,15,0.00786,0.0012,0.00956,0.00131,0.0017,0.00161,2,6,7,0.4,promoted
substance,popped,7,7,0.01106,0.00258,0.00938,0.00203,-0.00167,0.00334,3,2,2,0.429,displaced
substance,drew,5,5,0.00977,0.0019,0.0081,0.00257,-0.00167,0.00171,1,0,4,0.2,displaced
substance,ate,11,10,0.01349,0.00218,0.01183,0.00223,-0.00166,0.00256,5,3,3,0.455,displaced
substance,throbbing,5,5,0.00796,0.00217,0.00962,0.00171,0.00166,0.00327,1,2,2,0.4,promoted
substance,were,6,6,0.01608,0.00622,0.01447,0.00728,-0.00161,0.01101,4,1,1,0.667,displaced
substance,tightening,9,9,0.01512,0.00175,0.01353,0.00279,-0.00158,0.00157,4,0,5,0.444,displaced
substance,soon,10,10,0.01448,0.00153,0.01298,0.00321,-0.0015,0.0038,4,2,4,0.4,displaced
substance,ground,16,16,0.0125,0.00135,0.01389,0.00242,0.00139,0.00243,5,5,6,0.312,mixed
substance,puffed,28,28,0.0167,0.00149,0.01533,0.00273,-0.00137,0.00257,10,2,16,0.357,displaced
substance,flushed,12,12,0.01957,0.00255,0.01832,0.00509,-0.00125,0.00295,5,4,3,0.417,displaced
substance,blew,8,8,0.01148,0.00229,0.01024,0.00242,-0.00124,0.00262,3,2,3,0.375,displaced
substance,crushed,6,6,0.01011,0.00073,0.0089,0.00453,-0.00121,0.00512,3,1,2,0.5,displaced
substance,sucked,13,12,0.00925,0.00092,0.00812,0.00131,-0.00112,0.00099,1,0,12,0.077,displaced
substance,we,42,35,0.01453,0.00118,0.01554,0.00253,0.00102,0.00255,14,12,16,0.333,displaced
substance,set,38,28,0.01416,0.00095,0.01518,0.00172,0.00102,0.00151,9,12,17,0.316,promoted
substance,chill,27,27,0.01712,0.00148,0.0161,0.00242,-0.00102,0.00211,9,7,11,0.333,displaced
substance,had,22,19,0.01251,0.00131,0.01342,0.00306,0.00092,0.00306,7,4,11,0.318,displaced
substance,urge,35,35,0.02532,0.00201,0.02441,0.00292,-0.00092,0.00283,15,9,11,0.429,displaced
substance,opened,8,7,0.00965,0.00159,0.00877,0.0018,-0.00088,0.00267,2,1,5,0.25,displaced
substance,in,10,9,0.00899,0.00245,0.0098,0.00388,0.00082,0.00592,5,4,1,0.5,displaced
substance,tried,41,30,0.0143,0.00083,0.01508,0.00216,0.00079,0.00201,12,10,19,0.293,displaced
substance,watched,111,42,0.01665,0.00088,0.01743,0.0012,0.00078,0.00106,26,30,55,0.27,promoted
substance,flicked,12,12,0.01014,0.00182,0.01091,0.00201,0.00076,0.00225,1,3,8,0.25,promoted
substance,shoved,9,9,0.01264,0.00178,0.01191,0.00131,-0.00073,0.00254,2,1,6,0.222,displaced
substance,she,13,11,0.01256,0.00297,0.01327,0.00391,0.00071,0.00247,5,5,3,0.385,mixed
substance,stood,17,16,0.0105,0.0009,0.01118,0.00151,0.00068,0.00198,3,5,9,0.294,promoted
substance,asked,11,9,0.01195,0.00148,0.01261,0.0033,0.00066,0.00275,5,4,2,0.455,displaced
substance,tightness,9,9,0.00987,0.00129,0.00927,0.00166,-0.00061,0.00187,3,3,3,0.333,mixed
substance,swept,5,5,0.00746,0.00312,0.00802,0.00185,0.00056,0.00472,1,2,2,0.4,promoted
substance,held,57,41,0.01991,0.00174,0.01939,0.00212,-0.00051,0.00159,18,20,19,0.351,promoted
substance,headed,9,8,0.0124,0.00173,0.0119,0.0025,-0.0005,0.00332,4,2,3,0.444,displaced
substance,started,65,33,0.01297,0.00082,0.01252,0.00153,-0.00045,0.00142,24,19,22,0.369,displaced
substance,smiled,25,19,0.01654,0.00276,0.017,0.00301,0.00045,0.00204,6,6,13,0.24,mixed
substance,it,52,39,0.02214,0.00213,0.02172,0.00315,-0.00043,0.00219,21,17,14,0.404,displaced
substance,got,25,21,0.01252,0.00113,0.01292,0.00288,0.00039,0.00229,8,7,10,0.32,displaced
substance,hit,6,6,0.01168,0.00403,0.0113,0.0047,-0.00038,0.00297,2,1,3,0.333,displaced
substance,began,93,37,0.01614,0.00095,0.01642,0.00152,0.00028,0.0014,31,24,38,0.333,displaced
substance,walked,38,33,0.01808,0.00128,0.01782,0.00286,-0.00027,0.00271,16,9,13,0.421,displaced
substance,then,157,42,0.03631,0.00162,0.03656,0.00401,0.00025,0.00347,89,40,28,0.567,displaced
substance,licked,7,7,0.00985,0.00415,0.01009,0.00051,0.00024,0.0044,1,5,1,0.714,promoted
substance,left,15,14,0.01336,0.00124,0.01352,0.00156,0.00016,0.00162,2,1,12,0.133,displaced
substance,made,51,34,0.01283,0.00086,0.0129,0.00091,7e-05,0.0011,11,14,26,0.275,promoted
substance,numbness,32,32,0.0143,0.00098,0.01423,0.00164,-7e-05,0.00108,7,6,19,0.219,displaced
substance,picked,27,26,0.01329,0.00077,0.01333,0.0022,3e-05,0.00255,5,2,20,0.185,displaced
violence_explicit,run,5,4,0.01052,0.00444,0.10052,0.08378,0.09001,0.08427,0,3,2,0.6,promoted
violence_explicit,struggling,43,43,0.28902,0.02192,0.34775,0.03293,0.05873,0.01783,11,28,4,0.651,promoted
violence_explicit,fall,42,42,0.19003,0.01885,0.24143,0.02667,0.05141,0.02172,16,22,4,0.524,promoted
violence_explicit,die,42,42,0.41919,0.02214,0.37091,0.02711,-0.04828,0.01899,22,17,3,0.524,displaced
violence_explicit,was,42,42,0.31892,0.01505,0.36567,0.03043,0.04674,0.01975,16,25,1,0.595,promoted
violence_explicit,breathing,42,42,0.14587,0.01994,0.1053,0.01985,-0.04057,0.01447,32,9,1,0.762,displaced
violence_explicit,mouth,42,42,0.25775,0.0153,0.28882,0.03631,0.03108,0.0297,22,18,2,0.524,displaced
violence_explicit,nose,43,43,0.22032,0.01404,0.19373,0.02154,-0.02659,0.01779,24,16,3,0.558,displaced
violence_explicit,st,5,4,0.00495,0.00254,0.03043,0.01854,0.02548,0.01994,0,3,2,0.6,promoted
violence_explicit,wounds,43,43,0.06852,0.00814,0.08877,0.01772,0.02024,0.01403,21,18,4,0.488,displaced
violence_explicit,ears,42,42,0.0521,0.00465,0.0694,0.01251,0.0173,0.0103,21,11,10,0.5,displaced
violence_explicit,battered,18,18,0.0052,0.00074,0.02132,0.00812,0.01612,0.00762,0,10,8,0.556,promoted
violence_explicit,beat,42,42,0.50712,0.01545,0.49201,0.03084,-0.01511,0.02678,19,23,0,0.548,promoted
violence_explicit,chant,14,14,0.00625,0.00215,0.01919,0.00608,0.01295,0.0055,1,9,4,0.643,promoted
violence_explicit,fighting,41,41,0.06794,0.00806,0.05521,0.00966,-0.01273,0.00445,22,6,13,0.537,displaced
violence_explicit,eyes,43,43,0.05268,0.00658,0.04003,0.00697,-0.01265,0.00577,30,7,6,0.698,displaced
violence_explicit,moving,43,43,0.14375,0.01462,0.15557,0.01984,0.01182,0.01464,25,15,3,0.581,displaced
violence_explicit,lay,49,40,0.01959,0.00277,0.03131,0.00481,0.01171,0.004,7,19,23,0.388,promoted
violence_explicit,stoning,5,5,0.00386,0.00106,0.01553,0.00426,0.01167,0.00385,0,4,1,0.8,promoted
violence_explicit,squ,5,4,0.0136,0.0085,0.02449,0.00803,0.01089,0.00886,1,2,2,0.4,promoted
violence_explicit,chase,5,5,0.0079,0.00182,0.01829,0.00973,0.0104,0.00814,0,2,3,0.4,promoted
violence_explicit,and,8,7,0.01066,0.00252,0.02086,0.01196,0.01019,0.01144,3,3,2,0.375,mixed
violence_explicit,walk,7,6,0.00403,0.00167,0.01411,0.00914,0.01007,0.00951,0,2,5,0.286,promoted
violence_explicit,stone,35,35,0.10753,0.01396,0.11745,0.01895,0.00992,0.01572,17,13,5,0.486,displaced
violence_explicit,drop,38,38,0.02194,0.00232,0.03104,0.00901,0.0091,0.0078,11,9,18,0.289,displaced
violence_explicit,to,6,6,0.00419,0.00164,0.01276,0.00707,0.00857,0.00671,0,3,3,0.5,promoted
violence_explicit,head,43,43,0.07647,0.00517,0.06798,0.0098,-0.00849,0.00853,25,12,6,0.581,displaced
violence_explicit,had,42,42,0.02017,0.00094,0.01176,0.0012,-0.00841,0.00129,29,3,10,0.69,displaced
violence_explicit,bleed,44,41,0.11343,0.01361,0.10514,0.02008,-0.00829,0.01124,25,12,7,0.568,displaced
violence_explicit,swimming,30,30,0.00989,0.00228,0.01805,0.00852,0.00816,0.00797,10,5,15,0.333,displaced
violence_explicit,cut,9,9,0.01112,0.00241,0.00341,0.00128,-0.00771,0.00268,5,0,4,0.556,displaced
violence_explicit,scream,14,11,0.00581,0.0011,0.01271,0.0033,0.00691,0.00363,2,7,5,0.5,promoted
violence_explicit,body,43,43,0.0426,0.00522,0.03585,0.0058,-0.00675,0.00488,21,10,12,0.488,displaced
violence_explicit,face,42,42,0.0574,0.00606,0.0513,0.00918,-0.0061,0.00508,23,11,8,0.548,displaced
violence_explicit,kill,32,31,0.01236,0.00172,0.00627,0.00112,-0.00609,0.00139,15,2,15,0.469,displaced
violence_explicit,wr,5,4,0.00605,0.00207,0.0121,0.00329,0.00605,0.00244,0,3,2,0.6,promoted
violence_explicit,hack,5,5,0.00966,0.00356,0.00362,0.00224,-0.00604,0.00249,2,0,3,0.4,displaced
violence_explicit,roll,12,12,0.01133,0.00295,0.0056,0.00211,-0.00574,0.00289,5,0,7,0.417,displaced
violence_explicit,back,17,17,0.00984,0.00262,0.00415,0.00192,-0.00569,0.00191,10,1,6,0.588,displaced
violence_explicit,crumble,26,26,0.00921,0.00114,0.01488,0.00372,0.00567,0.00358,2,7,17,0.269,promoted
violence_explicit,stopped,42,42,0.0555,0.00464,0.06112,0.00871,0.00562,0.0074,21,15,6,0.5,displaced
violence_explicit,fade,10,10,0.00425,0.00178,0.00983,0.00458,0.00558,0.00315,0,5,5,0.5,promoted
violence_explicit,heard,10,10,0.00662,0.00079,0.00114,0.0005,-0.00548,0.00114,7,0,3,0.7,displaced
violence_explicit,lost,41,41,0.01559,0.00192,0.01013,0.00236,-0.00546,0.00197,20,2,19,0.488,displaced
violence_explicit,take,18,17,0.00491,0.00045,0.01019,0.00179,0.00527,0.00151,0,9,9,0.5,promoted
violence_explicit,attack,42,42,0.01421,0.00148,0.01937,0.00584,0.00516,0.00554,9,10,23,0.238,promoted
violence_explicit,brutally,7,7,0.00371,0.0007,0.00883,0.00166,0.00512,0.00157,0,4,3,0.571,promoted
violence_explicit,collapsed,41,41,0.04945,0.00496,0.05453,0.00687,0.00508,0.00456,16,15,10,0.39,displaced
violence_explicit,slump,32,32,0.01056,0.00176,0.01564,0.00391,0.00508,0.00381,5,10,17,0.312,promoted
violence_explicit,collapse,41,41,0.0163,0.00189,0.02131,0.00404,0.005,0.00354,11,10,20,0.268,displaced
violence_explicit,crying,28,28,0.02797,0.00924,0.02313,0.00848,-0.00484,0.00217,12,4,12,0.429,displaced
violence_explicit,lacerated,6,6,0.00853,0.00409,0.0037,0.00133,-0.00482,0.00333,1,0,5,0.167,displaced
violence_explicit,stab,11,11,0.00893,0.00104,0.00411,0.00119,-0.00482,0.00089,5,0,6,0.455,displaced
violence_explicit,limp,5,5,0.00695,0.00311,0.01174,0.00296,0.00479,0.00286,0,2,3,0.4,promoted
violence_explicit,shout,25,25,0.00754,0.00096,0.01228,0.00416,0.00474,0.00408,5,8,12,0.32,promoted
violence_explicit,jeer,13,13,0.00456,0.00081,0.00924,0.00207,0.00468,0.00198,0,4,9,0.308,promoted
violence_explicit,bled,39,38,0.02554,0.00416,0.03014,0.00749,0.0046,0.00523,12,13,14,0.333,promoted
violence_explicit,wound,27,27,0.01079,0.00243,0.01528,0.00553,0.00449,0.00386,7,7,13,0.259,mixed
violence_explicit,torture,28,28,0.01145,0.00121,0.00697,0.00113,-0.00448,0.00127,12,1,15,0.429,displaced
violence_explicit,succumb,5,5,0.00089,0.00043,0.00534,0.00106,0.00445,0.0013,0,1,4,0.2,promoted
violence_explicit,gurgle,6,6,0.00127,0.00025,0.00568,0.0009,0.00441,0.00109,0,1,5,0.167,promoted
violence_explicit,panicking,9,9,0.00442,0.0013,0.00882,0.00329,0.0044,0.00339,0,2,7,0.222,promoted
violence_explicit,dropped,40,40,0.01548,0.00112,0.0111,0.00142,-0.00438,0.00121,17,2,21,0.425,displaced
violence_explicit,as,34,34,0.00986,0.00228,0.00552,0.00139,-0.00434,0.00259,11,2,21,0.324,displaced
violence_explicit,brutalize,6,6,0.00154,0.00033,0.00585,0.00089,0.00431,0.00094,0,2,4,0.333,promoted
violence_explicit,trying,34,34,0.00912,0.00068,0.00481,0.00077,-0.00431,0.00078,11,1,22,0.324,displaced
violence_explicit,slide,9,9,0.00515,0.00058,0.00942,0.00552,0.00427,0.00534,0,2,7,0.222,promoted
violence_explicit,the,8,8,0.00583,0.00255,0.01003,0.00455,0.0042,0.00227,0,3,5,0.375,promoted
violence_explicit,slip,10,10,0.00346,0.00068,0.00764,0.00192,0.00417,0.00205,0,4,6,0.4,promoted
violence_explicit,thought,14,14,0.00899,0.00112,0.00484,0.00062,-0.00415,0.00088,7,0,7,0.5,displaced
violence_explicit,reached,5,5,0.0026,0.00077,0.0067,0.00188,0.0041,0.00207,0,3,2,0.6,promoted
violence_explicit,writhe,33,33,0.01077,0.00122,0.00679,0.00095,-0.00398,0.00128,10,2,21,0.303,displaced
violence_explicit,paddling,7,7,0.00174,0.00065,0.0056,0.00207,0.00386,0.00264,0,3,4,0.429,promoted
violence_explicit,neck,21,21,0.00795,0.00153,0.00411,0.00085,-0.00385,0.00132,8,1,12,0.381,displaced
violence_explicit,saw,18,18,0.00684,0.00131,0.00301,0.00096,-0.00383,0.00166,10,3,5,0.556,displaced
violence_explicit,could,42,42,0.01431,0.00104,0.01052,0.0011,-0.00379,0.00086,18,3,21,0.429,displaced
violence_explicit,ran,24,24,0.00805,0.00074,0.00431,0.00071,-0.00374,0.00057,7,0,17,0.292,displaced
violence_explicit,forehead,36,36,0.01051,0.00122,0.00682,0.00168,-0.00369,0.00145,11,3,22,0.306,displaced
violence_explicit,gave,8,8,0.00832,0.00274,0.00478,0.00194,-0.00354,0.00114,3,0,5,0.375,displaced
violence_explicit,pelt,32,32,0.01214,0.00098,0.01563,0.00277,0.00349,0.00274,6,9,17,0.281,promoted
violence_explicit,couldn,6,6,0.00195,0.00091,0.00527,0.00135,0.00332,0.00172,0,2,4,0.333,promoted
violence_explicit,sl,5,2,0.00774,0.00348,0.01106,0.00365,0.00332,0.00204,0,2,3,0.4,promoted
violence_explicit,push,9,9,0.00941,0.00144,0.01272,0.0038,0.0033,0.00256,0,3,6,0.333,promoted
violence_explicit,turned,11,11,0.00572,0.0004,0.00249,0.00079,-0.00323,0.00104,5,0,6,0.455,displaced
violence_explicit,eye,12,12,0.00669,0.00159,0.00355,0.00197,-0.00315,0.00151,3,1,8,0.25,displaced
violence_explicit,suffer,15,15,0.00825,0.00148,0.01139,0.00163,0.00314,0.00101,0,4,11,0.267,promoted
violence_explicit,topple,17,17,0.00804,0.00132,0.00494,0.00083,-0.0031,0.00156,4,0,13,0.235,displaced
violence_explicit,her,13,13,0.00512,0.00112,0.00822,0.00197,0.0031,0.00173,0,5,8,0.385,promoted
violence_explicit,veins,9,9,0.00696,0.00235,0.01,0.00314,0.00305,0.00256,1,3,5,0.333,promoted
violence_explicit,gasp,19,19,0.00632,0.00039,0.00936,0.0025,0.00304,0.0025,2,6,11,0.316,promoted
violence_explicit,trembling,5,5,0.0079,0.00045,0.00488,0.00076,-0.00301,0.00033,0,0,5,0.0,mixed
violence_explicit,thr,8,5,0.02149,0.00857,0.02449,0.01505,0.003,0.00803,4,2,2,0.5,displaced
violence_explicit,burn,17,16,0.00657,0.00061,0.00358,0.00065,-0.00298,0.00056,4,0,13,0.235,displaced
violence_explicit,coughing,32,32,0.01168,0.00179,0.00872,0.00218,-0.00296,0.00154,9,4,19,0.281,displaced
violence_explicit,passed,36,36,0.01311,0.00203,0.01016,0.00193,-0.00294,0.00172,13,5,18,0.361,displaced
violence_explicit,flailing,33,33,0.01594,0.0015,0.01302,0.00201,-0.00292,0.00175,16,4,13,0.485,displaced
violence_explicit,became,31,31,0.00855,0.00092,0.00572,0.0011,-0.00284,0.0009,11,2,18,0.355,displaced
violence_explicit,cuts,10,10,0.00439,0.00107,0.00719,0.00257,0.0028,0.00178,0,3,7,0.3,promoted
violence_explicit,fled,5,5,0.00557,0.00148,0.00278,0.00084,-0.00279,0.00165,1,0,4,0.2,displaced
violence_explicit,got,14,14,0.00654,0.0005,0.00384,0.00137,-0.0027,0.00111,6,1,7,0.429,displaced
