family,role,category,pos,n,resistance,median
olmo-tiny,superego,substance,2,1000,-0.35544792423005706,-0.04213242207260603
olmo-tiny,superego,substance,3,1000,0.06365545049047347,-0.04869699719364148
olmo-tiny,superego,substance,4,1000,0.08948398008098167,-0.0010438347116036948
olmo-tiny,superego,substance,5,1000,0.2023571139735195,0.020522458415517506
olmo-tiny,superego,substance,6,1000,0.14247600718587083,-0.030512715783181203
olmo-tiny,superego,substance,7,1000,0.23138708755747292,-0.037087886650238634
olmo-tiny,superego,substance,8,1000,0.17073720365623352,0.007773388321793652
olmo-tiny,superego,substance,9,1000,0.2653493680647079,0.0035284824107347534
pythia,superego,substance,0,1000,-0.6274660384153927,-0.5674890239761234
pythia,superego,substance,1,1000,-0.13779415891428967,-0.030250678874909148
pythia,superego,substance,2,1000,-0.04640339104448788,-0.011622764680602738
pythia,superego,substance,3,1000,-0.021585305577671344,-0.014547577285874356
pythia,superego,substance,4,1000,-0.03461120655129771,-0.013346337209722857
pythia,superego,substance,5,1000,-0.042050261948981,-0.018211684670358098
pythia,superego,substance,6,1000,-0.0355410255102708,-0.004578040629671582
pythia,superego,substance,7,1000,0.002414026174854547,-0.004342266704988061
pythia,superego,substance,8,1000,0.15209013238373512,-0.021402656990169334
pythia,superego,substance,9,983,-0.03795529686396747,-0.034091676451932604
qwen,superego,substance,0,500,0.28496027348983616,0.2653531046330053
qwen,superego,substance,1,500,-0.5210376498110892,-0.639982342475337
qwen,superego,substance,2,500,-0.19463235153342207,-0.16111628391479138
qwen,superego,substance,3,500,0.09863283193187528,-0.09668992593354932
qwen,superego,substance,4,500,-0.18184629325180757,-0.043149645487934665
qwen,superego,substance,5,500,0.05311011876218792,-0.016201508424899425
qwen,superego,substance,6,500,-0.07009056672252446,-0.0011554851388695644
qwen,superego,substance,7,500,-0.06438066156451185,-0.00943964793776805
qwen,superego,substance,8,500,0.03638886310979426,-0.011186605254243694
qwen,superego,substance,9,500,0.03268822329224828,-0.006897168306696886
qwen-tiny,superego,substance,0,500,-0.7509849678184343,-0.5557118916843722
qwen-tiny,superego,substance,1,500,1.1104936239279484,0.9970798920947115
qwen-tiny,superego,substance,2,500,-0.015232430236779159,-0.13443432557971535
qwen-tiny,superego,substance,3,500,-0.1539243382666976,-0.12154417904570247
qwen-tiny,superego,substance,4,500,0.12245460122790781,0.0035040627356002097
qwen-tiny,superego,substance,5,500,0.16832160611010372,0.017177989550605028
qwen-tiny,superego,substance,6,500,-0.019798740122297733,-0.09910823089255397
qwen-tiny,superego,substance,7,500,0.13789792958043454,-5.503499281249678e-06
qwen-tiny,superego,substance,8,500,0.17650504795661204,0.01190308936127555
qwen-tiny,superego,substance,9,500,0.15173749365670047,0.006960159636670635
qwen3,superego,substance,0,500,-0.22266991862438099,-0.26732296084916296
qwen3,superego,substance,1,500,0.6751727022247304,0.4463435287213455
qwen3,superego,substance,2,500,-0.187860312276724,-0.25313253471665037
qwen3,superego,substance,3,500,-0.08459066477918535,-0.18542268689682057
qwen3,superego,substance,4,500,-0.10132797168494617,-0.31132172279351916
qwen3,superego,substance,5,500,0.0777005835249754,-0.0404900143309706
qwen3,superego,substance,6,500,0.09532815872868625,-0.004804571993845742
qwen3,superego,substance,7,500,0.4144283617193108,-0.004387818579273653
qwen3,superego,substance,8,500,0.9968407554120718,-0.0031208303204070032
qwen3,superego,substance,9,500,0.6236854350090586,-0.01928059847668758
redpajama,superego,substance,0,500,2.59165587321398,1.6589376254682098
redpajama,superego,substance,1,500,0.920859464879562,-0.12304375058608721
redpajama,superego,substance,2,500,1.120579446977297,-0.2746646549058534
redpajama,superego,substance,3,500,2.170932346410405,-0.10266624741379295
redpajama,superego,substance,4,500,1.2620794316887625,-0.10123253039782554
redpajama,superego,substance,5,500,1.6363018159731286,-0.00014154883413759994
redpajama,superego,substance,6,500,2.0711209286802466,-0.00010628930755529215
redpajama,superego,substance,7,500,2.6860160552093832,0.4855051239789157
redpajama,superego,substance,8,500,5.700589855346034,0.7237700518538528
redpajama,superego,substance,9,474,5.286285523635947,1.5342360765809193
smol,superego,substance,0,500,0.7364788250057049,0.7784305244691556
smol,superego,substance,1,500,-5.492571245805662,-5.281179047202104
smol,superego,substance,2,500,-0.13539560199644954,-0.1210456236699143
smol,superego,substance,3,500,-0.03227130482313397,-0.1642119884054451
smol,superego,substance,4,500,-0.046455454995099385,-0.08004383209900945
smol,superego,substance,5,500,0.12309413928034954,0.06795738972904708
smol,superego,substance,6,500,0.37209140107041555,0.3372366243285758
smol,superego,substance,7,500,0.19144555336903338,0.10081371546936573
smol,superego,substance,8,500,0.3568069121983172,0.14568972294316712
smol,superego,substance,9,500,0.7946600395893854,0.37863193676131046
smol3,superego,substance,0,500,0.06473005541711889,0.05176719548245214
smol3,superego,substance,1,500,-7.031363346910903,-6.70409507171848
smol3,superego,substance,2,500,0.3100993329388071,-0.034849720577185446
smol3,superego,substance,3,500,0.35236333380376245,0.006827646971051281
smol3,superego,substance,4,500,0.1549607157420587,-0.0643273068629837
smol3,superego,substance,5,500,-0.061633313435511504,-0.05562851463757654
smol3,superego,substance,6,500,-0.07908587389954927,-0.10144540960157244
smol3,superego,substance,7,500,-0.025478382241058185,-0.03195890009793188
smol3,superego,substance,8,500,0.030962688338922458,-0.015857940566840294
smol3,superego,substance,9,500,0.10792162467862591,-0.0018876172337210766
stablelm,superego,substance,0,500,4.221026762541807,0.7608107578091378
stablelm,superego,substance,1,500,0.1914246094543706,0.12248794679139564
stablelm,superego,substance,2,500,0.45322977901191835,0.36115655209146214
stablelm,superego,substance,3,500,0.3649117410098739,0.0337381130729945
stablelm,superego,substance,4,500,0.1982376930399195,0.12630229918912736
stablelm,superego,substance,5,500,0.2555390922819561,0.2238622855388547
stablelm,superego,substance,6,500,0.27310366985423906,0.10969130085316572
stablelm,superego,substance,7,500,0.26579826210018254,0.08578416154517182
stablelm,superego,substance,8,500,0.2730881806462561,0.09852507393985435
stablelm,superego,substance,9,500,0.27499551343383905,0.13809634805018484
zephyr,superego,substance,0,1000,7.554260373390832,1.4657340650521833
zephyr,superego,substance,1,1000,2.114725560073051,-0.008629843630360855
zephyr,superego,substance,2,1000,4.660281376202102,0.03939860688788315
zephyr,superego,substance,3,1000,3.958483401154891,0.24090903049409895
zephyr,superego,substance,4,1000,2.168809069517103,0.01055255558170125
zephyr,superego,substance,5,1000,2.2957556521452624,0.02810401770910084
zephyr,superego,substance,6,1000,1.7484020121894444,0.04327096826388247
zephyr,superego,substance,7,1000,1.689346753754468,0.05941122635154136
zephyr,superego,substance,8,1000,2.032626652560665,0.036699426512729894
zephyr,superego,substance,9,997,1.4544566592324435,0.021793743779898796
amber,ego,violence_explicit,0,1000,8.269771384257949,2.0575223062908825
amber,ego,violence_explicit,1,1000,1.884570703903846,-0.0940319017158568
amber,ego,violence_explicit,2,1000,1.8754510679697105,0.054383966308867035
amber,ego,violence_explicit,3,1000,2.306689865260321,0.2199345097291207
amber,ego,violence_explicit,4,1000,3.437009809094305,0.5385689028142071
amber,ego,violence_explicit,5,1000,3.148307068638321,0.49455736244909165
amber,ego,violence_explicit,6,1000,2.858537932152594,0.49280298098177694
amber,ego,violence_explicit,7,1000,1.767428783685856,0.031631268307980756
amber,ego,violence_explicit,8,1000,1.4647378973124159,0.10461512995754638
amber,ego,violence_explicit,9,994,1.339691409892462,0.166982848507679
archangel-dpo,ego,violence_explicit,0,2000,0.009086183824234005,-0.011351235122419003
archangel-dpo,ego,violence_explicit,1,2000,-0.0037475839499504305,-0.006567527260932063
archangel-dpo,ego,violence_explicit,2,2000,0.007335285488475772,0.0035125002277288826
archangel-dpo,ego,violence_explicit,3,2000,0.006935221473445666,-0.0004990975632684243
archangel-dpo,ego,violence_explicit,4,2000,0.008075508815435617,-0.0034159381088069048
archangel-dpo,ego,violence_explicit,5,2000,0.006716101284050592,-0.000683551431150619
archangel-dpo,ego,violence_explicit,6,2000,0.04584494618090752,0.00890134778288756
archangel-dpo,ego,violence_explicit,7,2000,0.03205186411117375,-4.294367240248092e-05
archangel-dpo,ego,violence_explicit,8,2000,0.4948574070204326,0.015253944044623526
archangel-dpo,ego,violence_explicit,9,1882,-0.001960769647395154,-3.341957381222785e-05
ct-llm,ego,violence_explicit,0,500,0.08878890841145547,0.007234212598950259
ct-llm,ego,violence_explicit,1,500,0.03263317938842902,0.008437535516384305
ct-llm,ego,violence_explicit,2,500,0.051933586040443756,0.04914636859913727
ct-llm,ego,violence_explicit,3,500,0.046718238812296024,0.03511551631157361
ct-llm,ego,violence_explicit,4,500,0.04201370348415969,0.015243190914158716
ct-llm,ego,violence_explicit,5,500,0.041570746135121774,0.02333457612198411
ct-llm,ego,violence_explicit,6,500,0.05326095076976312,0.02438005445113031
ct-llm,ego,violence_explicit,7,500,0.049305118304223954,0.026856766891832397
ct-llm,ego,violence_explicit,8,500,0.048222634962434285,0.02714166126818859
ct-llm,ego,violence_explicit,9,500,0.034573720504448346,0.02082991032195077
map-neo,ego,violence_explicit,0,500,16.281239287191635,16.001765926251107
map-neo,ego,violence_explicit,1,500,3.9666637869161816,0.42581740546983854
map-neo,ego,violence_explicit,2,500,4.437100355008836,5.3732732483200545
map-neo,ego,violence_explicit,3,500,5.704722610053968,4.765452319750373
map-neo,ego,violence_explicit,4,500,5.049139935987989,4.870061153164865
map-neo,ego,violence_explicit,5,500,3.3018368110651153,1.9810261330108
map-neo,ego,violence_explicit,6,499,3.2513267483652464,2.284281112903106
map-neo,ego,violence_explicit,7,498,3.4239191333878356,2.1490599145292633
map-neo,ego,violence_explicit,8,497,3.0518438119878284,1.5951998882289025
map-neo,ego,violence_explicit,9,482,2.902145885871239,1.5441051387186047
minicpm,ego,violence_explicit,0,500,0.09595143585316779,0.09465076088538903
minicpm,ego,violence_explicit,1,500,0.20654698066758784,0.2510656657373604
minicpm,ego,violence_explicit,2,500,0.03856945821521632,0.055698312062871666
minicpm,ego,violence_explicit,3,500,0.05560908331601533,0.07558295991151116
minicpm,ego,violence_explicit,4,500,0.008174488711170373,0.001008609667978574
minicpm,ego,violence_explicit,5,500,0.0936240416812818,0.06981038446910168
minicpm,ego,violence_explicit,6,500,0.04833629917848189,0.01456832370571758
minicpm,ego,violence_explicit,7,500,0.04153273986462291,0.003847548955159222
minicpm,ego,violence_explicit,8,500,0.08987391259868632,0.0026307571265329057
minicpm,ego,violence_explicit,9,498,0.04801442625719676,0.0034397891514367524
olmo,ego,violence_explicit,0,1000,-0.4167000048249308,0.1409441157768434
olmo,ego,violence_explicit,1,1000,0.013671598881922787,0.007839523430820665
olmo,ego,violence_explicit,2,1000,-0.09927242341746233,0.09054939321874145
olmo,ego,violence_explicit,3,1000,-0.4381422065821261,0.0002445098537508222
olmo,ego,violence_explicit,4,1000,-0.19471067980836534,0.0005302617030549928
olmo,ego,violence_explicit,5,1000,0.011689405125633441,0.009738909830807975
olmo,ego,violence_explicit,6,1000,0.3173230442757348,2.648573553125847e-05
olmo,ego,violence_explicit,7,998,0.5433422148227138,0.0010734093430674646
olmo,ego,violence_explicit,8,998,0.3693032308062475,0.00453711911278286
olmo,ego,violence_explicit,9,994,0.6626784953862809,0.02873535048114134
olmo-hybrid,ego,violence_explicit,0,500,0.09434456837372711,0.07711952468932855
olmo-hybrid,ego,violence_explicit,1,500,0.007638134196658109,0.030996444200284773
olmo-hybrid,ego,violence_explicit,2,500,0.128265588734715,0.08613446957224258
olmo-hybrid,ego,violence_explicit,3,500,0.10199926529949409,0.035766646425261735
olmo-hybrid,ego,violence_explicit,4,500,0.10249259236714953,0.043960107493953425
olmo-hybrid,ego,violence_explicit,5,500,0.11013483376415972,0.053164319184004334
olmo-hybrid,ego,violence_explicit,6,500,0.10539146065962403,0.05766633477590634
olmo-hybrid,ego,violence_explicit,7,500,0.1048515164257925,0.0641878850121373
olmo-hybrid,ego,violence_explicit,8,500,0.11172343373059465,0.045986376083119035
olmo-hybrid,ego,violence_explicit,9,500,0.08637682695243355,0.03636090184308548
olmo-tiny,ego,violence_explicit,0,1000,0.6176207665723048,0.23057138746654848
olmo-tiny,ego,violence_explicit,1,1000,0.37982689649052304,0.035610001785964976
olmo-tiny,ego,violence_explicit,2,1000,0.07910620136598112,0.018950723309495758
olmo-tiny,ego,violence_explicit,3,1000,0.45107740678176306,0.04884682468909499
olmo-tiny,ego,violence_explicit,4,1000,0.22974881759628546,0.05764469635159706
olmo-tiny,ego,violence_explicit,5,1000,0.23339022494330808,0.030865761019918884
olmo-tiny,ego,violence_explicit,6,1000,0.32439812497408427,0.06511491279880977
olmo-tiny,ego,violence_explicit,7,999,0.14262302322404868,0.021760193049894024
olmo-tiny,ego,violence_explicit,8,999,0.16685889614861307,0.036325774715306736
olmo-tiny,ego,violence_explicit,9,999,0.15740819322172964,0.04661827721345642
pythia,ego,violence_explicit,0,1000,-0.24965393884553097,-0.2657026745218526
pythia,ego,violence_explicit,1,1000,-0.0861882086565066,0.0013520547078862584
pythia,ego,violence_explicit,2,1000,-0.018270433927705797,-0.0005510368348288846
pythia,ego,violence_explicit,3,1000,0.04690349072035434,0.01472990156318997
pythia,ego,violence_explicit,4,1000,-0.05582455671121515,-0.0011671420632449073
pythia,ego,violence_explicit,5,1000,0.017234951424645706,8.427353327524574e-06
pythia,ego,violence_explicit,6,1000,-0.006093936459208325,-4.626537097542173e-05
pythia,ego,violence_explicit,7,1000,0.004970191840474035,-0.00042649062508927875
pythia,ego,violence_explicit,8,1000,0.12786228059938892,0.0033207051921522973
pythia,ego,violence_explicit,9,982,-0.03325509851920767,-0.0013385141408733332
redpajama,ego,violence_explicit,0,500,0.7678409331843067,0.6843156755265557
redpajama,ego,violence_explicit,1,500,1.28099422248747,1.3125479087593903
redpajama,ego,violence_explicit,2,500,1.9197096860190312,1.4315964773293262
redpajama,ego,violence_explicit,3,500,1.6203386079351836,1.3118332219452091
redpajama,ego,violence_explicit,4,500,2.329660677353683,1.3558849620452904
redpajama,ego,violence_explicit,5,500,2.7048471279915223,1.487059574875006
redpajama,ego,violence_explicit,6,500,2.346576149678102,1.4278839368548293
redpajama,ego,violence_explicit,7,500,2.4904260835252976,1.9526836386083728
redpajama,ego,violence_explicit,8,500,2.4964011400418027,1.1916977730628062
redpajama,ego,violence_explicit,9,497,2.2528200895273405,1.4450290767951077
stablelm,ego,violence_explicit,0,500,0.3279801480087296,0.6987297717446359
stablelm,ego,violence_explicit,1,500,-0.127742318015925,-0.005518583167451054
stablelm,ego,violence_explicit,2,500,0.4743941242351399,-0.019290782202679706
stablelm,ego,violence_explicit,3,500,0.6353961589373787,-0.03182178351741818
stablelm,ego,violence_explicit,4,500,0.2955703053622087,-0.030696222072198378
stablelm,ego,violence_explicit,5,500,0.3986729577590277,-0.0018717945123099568
stablelm,ego,violence_explicit,6,500,0.28626615278703965,0.028749532342449213
stablelm,ego,violence_explicit,7,500,0.1068822210928799,-0.05152245032487375
stablelm,ego,violence_explicit,8,500,0.24103687297737664,-0.013287445046424961
stablelm,ego,violence_explicit,9,497,0.15787661298223046,-0.012842604201232915
zephyr,ego,violence_explicit,0,1000,9.026668606832517,5.078389778996048
zephyr,ego,violence_explicit,1,1000,2.329520503425269,-0.004806119421491822
zephyr,ego,violence_explicit,2,1000,4.653119111439796,0.13019512980773096
zephyr,ego,violence_explicit,3,1000,3.84765613636718,1.0079291722181356
zephyr,ego,violence_explicit,4,1000,2.0548278920940395,0.1125344387705441
zephyr,ego,violence_explicit,5,1000,2.5339024198851967,0.43117166780790084
zephyr,ego,violence_explicit,6,1000,2.911227405085268,0.37797119369370513
zephyr,ego,violence_explicit,7,1000,2.914928995369644,0.515316864060449
zephyr,ego,violence_explicit,8,1000,2.6070176342392615,0.3119041164687289
zephyr,ego,violence_explicit,9,998,1.8337317523546497,0.15301165973496467
olmo,reinforced,violence_explicit,0,500,-0.18931468577620192,-2.040684033648647
olmo,reinforced,violence_explicit,1,500,0.07711928751015056,0.1673188039429337
olmo,reinforced,violence_explicit,2,500,-0.12375955797854865,0.008785123627051685
olmo,reinforced,violence_explicit,3,500,-0.7598351220798276,-0.8225379374171226
olmo,reinforced,violence_explicit,4,500,-0.49075659577402886,-0.03353572346451448
olmo,reinforced,violence_explicit,5,500,0.02638433456858506,-0.0005968324652931842
olmo,reinforced,violence_explicit,6,500,0.8479636771253152,-0.00014543769746818563
olmo,reinforced,violence_explicit,7,500,1.3513349741869887,0.050290930852304946
olmo,reinforced,violence_explicit,8,500,0.6222179230401652,-4.299580366682474e-06
olmo,reinforced,violence_explicit,9,500,1.3465715416952684,0.0932216273649935
olmo-tiny,reinforced,violence_explicit,0,500,2.2451126473673217,1.6398772948590936
olmo-tiny,reinforced,violence_explicit,1,500,-0.23084577284356722,0.00788151056595784
olmo-tiny,reinforced,violence_explicit,2,500,0.17053283592859028,0.4099098857118994
olmo-tiny,reinforced,violence_explicit,3,500,0.9735887951984594,0.7778984908739225
olmo-tiny,reinforced,violence_explicit,4,500,0.42184322515765854,0.0005824265552902249
olmo-tiny,reinforced,violence_explicit,5,500,0.563860557793344,0.09434871016495554
olmo-tiny,reinforced,violence_explicit,6,500,0.7641922150886968,0.13046182378059965
olmo-tiny,reinforced,violence_explicit,7,499,0.29978733478960823,0.07429722275329596
olmo-tiny,reinforced,violence_explicit,8,499,0.40821280657191505,0.05517028223365379
olmo-tiny,reinforced,violence_explicit,9,499,0.42765961221901866,0.18037882080831225
amber,superego,violence_explicit,0,1000,10.662304746071833,4.186905644782295
amber,superego,violence_explicit,1,1000,3.595341180783512,-0.0022716372532104122
amber,superego,violence_explicit,2,1000,3.3644392422149973,9.75179005264284e-05
amber,superego,violence_explicit,3,1000,2.764626845024782,0.4955278215550788
amber,superego,violence_explicit,4,1000,3.071078057286624,0.9520365719017119
amber,superego,violence_explicit,5,1000,3.2671550886131038,0.004471223863787568
amber,superego,violence_explicit,6,1000,2.382422518842239,0.0668330496332178
amber,superego,violence_explicit,7,998,2.569219389643018,0.0009154552832160824
amber,superego,violence_explicit,8,997,2.9477674664037736,0.4926123271700154
amber,superego,violence_explicit,9,991,3.7073891068073466,0.9848888395376478
archangel-dpo,superego,violence_explicit,0,500,0.00027738466883449125,0.027043833613496077
archangel-dpo,superego,violence_explicit,1,500,0.007502013883153895,0.0040606254576145565
archangel-dpo,superego,violence_explicit,2,500,0.007209727137100879,-3.863005079104293e-05
archangel-dpo,superego,violence_explicit,3,500,0.016831398449448764,0.0065792551006864835
archangel-dpo,superego,violence_explicit,4,500,0.024996782500406187,0.003591960875393398
archangel-dpo,superego,violence_explicit,5,500,0.04351803026203495,0.005681072671025564
archangel-dpo,superego,violence_explicit,6,500,0.07908959006495339,-0.00023222121914342824
archangel-dpo,superego,violence_explicit,7,500,0.10619912825243148,0.004734100640880054
archangel-dpo,superego,violence_explicit,8,500,0.8112773853954403,0.009765586107821127
archangel-dpo,superego,violence_explicit,9,462,0.3209274365429856,0.02009991959932805
ct-llm,superego,violence_explicit,0,500,-0.07066505231555521,-0.007234212598950264
ct-llm,superego,violence_explicit,1,500,-0.02535200584469384,-0.008437535516384292
ct-llm,superego,violence_explicit,2,500,-0.030164669801994923,-0.02627357879414135
ct-llm,superego,violence_explicit,3,500,-0.022987136795171167,-0.022303543153117625
ct-llm,superego,violence_explicit,4,500,-0.0289362092705242,-0.0037016102947084696
ct-llm,superego,violence_explicit,5,500,-0.02799977408820681,-0.02266801914394244
ct-llm,superego,violence_explicit,6,500,-0.04127005186116323,-0.01965726143733353
ct-llm,superego,violence_explicit,7,500,-0.03884533141754382,-0.015738690887849432
ct-llm,superego,violence_explicit,8,500,-0.03353513235263963,-0.022865608206688426
ct-llm,superego,violence_explicit,9,500,-0.009239537583530735,-0.008985459150105436
deepseek-7b,superego,violence_explicit,0,500,0.4920633060884205,-0.06777103767326204
deepseek-7b,superego,violence_explicit,1,500,1.2783200233530472,-0.010721318711753388
deepseek-7b,superego,violence_explicit,2,500,0.21808617664746208,0.25990824986403416
deepseek-7b,superego,violence_explicit,3,500,1.017172925732595,-0.00974565837971714
deepseek-7b,superego,violence_explicit,4,500,1.0863351514120825,0.31027178269988753
deepseek-7b,superego,violence_explicit,5,500,0.48023482382166505,-0.026279011820549564
deepseek-7b,superego,violence_explicit,6,500,0.7773324022703031,0.06670352938242267
deepseek-7b,superego,violence_explicit,7,500,1.134142436249823,-0.013984979616599008
deepseek-7b,superego,violence_explicit,8,500,1.7262675791778717,-0.037863631700096156
deepseek-7b,superego,violence_explicit,9,490,2.961177328418669,0.22177538655041554
llama,superego,violence_explicit,0,500,-1.3189026259108918,-1.2427377658103267
llama,superego,violence_explicit,1,500,-3.7826327606542822,-4.078495067634764
llama,superego,violence_explicit,2,500,0.15462136555820546,-0.19939337720323566
llama,superego,violence_explicit,3,500,-0.1241948882169896,-0.07818720531021114
llama,superego,violence_explicit,4,500,0.37932030238637715,0.038747109196662986
llama,superego,violence_explicit,5,500,0.217761033820864,-0.023722111593057493
llama,superego,violence_explicit,6,500,0.5277140756445787,0.026581085486677754
llama,superego,violence_explicit,7,500,0.28271752679609735,-0.049129418117962564
llama,superego,violence_explicit,8,500,0.07643064244716598,-0.052800505296407146
llama,superego,violence_explicit,9,500,0.1432604432937727,-0.04960825543961497
map-neo,superego,violence_explicit,0,500,17.38528955496584,18.212091165177668
map-neo,superego,violence_explicit,1,500,5.033084251995286,0.34690005233048526
map-neo,superego,violence_explicit,2,500,5.335153049395728,6.349455522849695
map-neo,superego,violence_explicit,3,500,5.800136517968546,5.542162113628324
map-neo,superego,violence_explicit,4,500,5.466375001901715,4.4306146802407955
map-neo,superego,violence_explicit,5,500,3.2282101579262212,2.338396225291326
map-neo,superego,violence_explicit,6,498,3.4563886400278023,2.2511852886295576
map-neo,superego,violence_explicit,7,497,3.355402691433122,2.0764976981065573
map-neo,superego,violence_explicit,8,497,3.1145517126736486,1.821726684856864
map-neo,superego,violence_explicit,9,480,3.2616891838466167,1.920494245156294
minicpm,superego,violence_explicit,0,500,-0.08744178510972607,-0.0946507608853888
minicpm,superego,violence_explicit,1,500,-0.2023658108421764,-0.2510656657373604
minicpm,superego,violence_explicit,2,500,-0.016480844735790486,-0.04357081821046001
minicpm,superego,violence_explicit,3,500,0.052857974100797116,0.004647918952701272
minicpm,superego,violence_explicit,4,500,0.016705716090200568,-0.0007794640959298838
minicpm,superego,violence_explicit,5,500,-0.020939315936301547,-0.014937806819574278
minicpm,superego,violence_explicit,6,500,-0.020805393124452582,-0.00995797324744363
minicpm,superego,violence_explicit,7,500,-0.004545204086172488,-0.0030350774248042592
minicpm,superego,violence_explicit,8,500,0.05153699552705319,-0.0008690624742722472
minicpm,superego,violence_explicit,9,498,-0.010451049575998015,-0.00109214395408405
olmo,superego,violence_explicit,0,1000,0.12368813227476014,-0.14094411577684338
olmo,superego,violence_explicit,1,1000,0.322238345091334,-0.017815054035826186
olmo,superego,violence_explicit,2,1000,-0.0015446393616700763,-0.03078874520190552
olmo,superego,violence_explicit,3,1000,-0.4054750066526143,-0.012842524513208204
olmo,superego,violence_explicit,4,1000,-0.2582675798737735,-0.009563468720033231
olmo,superego,violence_explicit,5,1000,0.03489717479749933,-0.0005564149451229389
olmo,superego,violence_explicit,6,1000,0.3894337106420606,1.719828148782049e-07
olmo,superego,violence_explicit,7,1000,0.6123086514190269,2.9237550799827324e-06
olmo,superego,violence_explicit,8,1000,0.3756958034029484,5.933724092804318e-06
olmo,superego,violence_explicit,9,1000,0.7394713052818082,0.0022428151544234623
olmo-hybrid,superego,violence_explicit,0,500,-0.08802114967893146,-0.07711952468932853
olmo-hybrid,superego,violence_explicit,1,500,0.019182290077313778,0.02932205478467939
olmo-hybrid,superego,violence_explicit,2,500,-0.11886669985413215,-0.04588608228337901
olmo-hybrid,superego,violence_explicit,3,500,-0.0823024203531385,-0.027281586734842975
olmo-hybrid,superego,violence_explicit,4,500,-0.08361735742025746,-0.03335511491037127
olmo-hybrid,superego,violence_explicit,5,500,-0.0518364273114838,-0.018527682814456693
olmo-hybrid,superego,violence_explicit,6,500,-0.04719804462945283,-0.03442610023758305
olmo-hybrid,superego,violence_explicit,7,500,-0.052095452872720896,-0.025981185185524218
olmo-hybrid,superego,violence_explicit,8,500,-0.042385382992350916,-0.028156936475439917
olmo-hybrid,superego,violence_explicit,9,500,-0.00642094724476535,-0.023660165384233038
olmo-tiny,superego,violence_explicit,0,1000,1.00376361447568,0.055013663277666894
olmo-tiny,superego,violence_explicit,1,1000,-0.08525089060095807,-0.015153212846104989
olmo-tiny,superego,violence_explicit,2,1000,0.10069026467787448,0.022707658628283216
olmo-tiny,superego,violence_explicit,3,1000,0.508180491232654,-0.0005028614822392545
olmo-tiny,superego,violence_explicit,4,1000,0.22245262686714673,-0.006135426687693978
olmo-tiny,superego,violence_explicit,5,1000,0.3096540020629271,0.008780236881785449
olmo-tiny,superego,violence_explicit,6,1000,0.3895134306879793,0.03246878722415913
olmo-tiny,superego,violence_explicit,7,999,0.1535055745020931,-0.0020824844226415167
olmo-tiny,superego,violence_explicit,8,999,0.2105874771921394,-3.009773351293449e-05
olmo-tiny,superego,violence_explicit,9,999,0.24846897692982312,0.09993527436025723
pythia,superego,violence_explicit,0,1000,-0.32471357359117914,-0.30807903832092814
pythia,superego,violence_explicit,1,1000,-0.1561046645673406,-0.04414948297037355
pythia,superego,violence_explicit,2,1000,-0.014349979130479515,-0.0020637303730415167
pythia,superego,violence_explicit,3,1000,0.012102357853663015,-0.0010227151742320123
pythia,superego,violence_explicit,4,1000,-0.09823289903066872,-0.0060274078860635
pythia,superego,violence_explicit,5,1000,-0.015091748161206857,-0.010160210850233118
pythia,superego,violence_explicit,6,1000,-0.044215249481508366,-0.00927608798414656
pythia,superego,violence_explicit,7,1000,-0.023796800707655393,-0.020862478012868956
pythia,superego,violence_explicit,8,1000,0.10236178291115694,-0.009528414822265444
pythia,superego,violence_explicit,9,981,-0.03983983050407464,-0.026540166698909125
qwen,superego,violence_explicit,0,500,0.00788197176401351,0.06562005866078298
qwen,superego,violence_explicit,1,500,-0.05840497760041034,-0.5312482607879548
qwen,superego,violence_explicit,2,500,0.007936820718351894,-0.06583876933715745
qwen,superego,violence_explicit,3,500,-0.1639254257413463,-0.05967960615252133
qwen,superego,violence_explicit,4,500,-0.054197168745164115,-0.00044741023932635184
qwen,superego,violence_explicit,5,500,-0.08875003406609659,-3.474230747193748e-05
qwen,superego,violence_explicit,6,500,0.14247389481705233,8.599135105879598e-07
qwen,superego,violence_explicit,7,500,0.059670052237911775,-0.0023243342225496484
qwen,superego,violence_explicit,8,500,0.29460802488724325,-0.004005740494124218
qwen,superego,violence_explicit,9,500,0.29718860786336654,-0.00364326276757761
qwen-tiny,superego,violence_explicit,0,500,-0.5968673378871461,-0.6833810424691202
qwen-tiny,superego,violence_explicit,1,500,1.6987106956242752,1.4955950058118415
qwen-tiny,superego,violence_explicit,2,500,-0.23631593308788174,-0.07923609367407833
qwen-tiny,superego,violence_explicit,3,500,0.4428979478339219,0.1828085394419159
qwen-tiny,superego,violence_explicit,4,500,-0.16856395105028227,-0.07137097985177769
qwen-tiny,superego,violence_explicit,5,500,-0.14833893866063114,-0.26448131507647044
qwen-tiny,superego,violence_explicit,6,500,0.12857561961326033,-2.339019818361047e-05
qwen-tiny,superego,violence_explicit,7,500,0.14251754616564746,0.017504319007061793
qwen-tiny,superego,violence_explicit,8,500,0.21490353730385428,0.012343379117473692
qwen-tiny,superego,violence_explicit,9,500,0.13673243794118065,0.0031138768626123563
qwen3,superego,violence_explicit,0,500,1.373671361453365,1.17113036117925
qwen3,superego,violence_explicit,1,500,0.4143322560932077,0.5266871029592884
qwen3,superego,violence_explicit,2,500,0.08055488561578725,-0.4092026782271471
qwen3,superego,violence_explicit,3,500,0.6462480053046112,-0.037493630637440725
