label,layer,alpha,js_to_base,js_to_dpo,baseline_js,closure,version,init
sexual_liminal_1,8,-0.5,0.0012059272266924381,0.24448441714048386,0.24472973495721817,0.0010024029845707085,v2,self
sexual_liminal_1,8,0.0,0.0,0.24472973495721817,0.24472973495721817,0.0,v2,self
sexual_liminal_1,8,0.5,0.0019198114750906825,0.24497606605291367,0.24472973495721817,-0.0010065433844340876,v2,self
sexual_liminal_1,8,1.0,0.009686839766800404,0.24660803377628326,0.24472973495721817,-0.007674992249689006,v2,self
sexual_liminal_1,8,1.5,0.02400401420891285,0.25105684995651245,0.24472973495721817,-0.02585347873808771,v2,self
sexual_liminal_1,8,2.0,0.042596565559506416,0.25884100794792175,0.24472973495721817,-0.0576606393708979,v2,self
sexual_liminal_1,16,-0.5,0.003320209332741797,0.2524459809064865,0.24472973495721817,-0.03152966250961387,v2,self
sexual_liminal_1,16,0.0,0.0,0.24472973495721817,0.24472973495721817,0.0,v2,self
sexual_liminal_1,16,0.5,0.00491863745264709,0.239497572183609,0.24472973495721817,0.021379350468073727,v2,self
sexual_liminal_1,16,1.0,0.026239968836307526,0.24052225053310394,0.24472973495721817,0.01719237110623173,v2,self
sexual_liminal_1,16,1.5,0.07804583385586739,0.26293228566646576,0.24472973495721817,-0.07437817358985668,v2,self
sexual_liminal_1,16,2.0,0.15530302375555038,0.31105226278305054,0.24472973495721817,-0.2710031449076933,v2,self
sexual_liminal_1,24,-0.5,0.006137650227174163,0.2719423621892929,0.24472973495721817,-0.1111946091750226,v2,self
sexual_liminal_1,24,0.0,0.0,0.24472973495721817,0.24472973495721817,0.0,v2,self
sexual_liminal_1,24,0.5,0.011216531973332167,0.21492303162813187,0.24472973495721817,0.12179436771055585,v2,self
sexual_liminal_1,24,1.0,0.06455409154295921,0.2004064917564392,0.24472973495721817,0.1811109843621055,v2,self
sexual_liminal_1,24,1.5,0.2012990415096283,0.265036478638649,0.24472973495721817,-0.08297620101202942,v2,self
sexual_liminal_1,24,2.0,0.391191765666008,0.38866981863975525,0.24472973495721817,-0.5881593575365888,v2,self
sexual_liminal_1,28,-0.5,0.010792942717671394,0.2883581668138504,0.24472973495721817,-0.17827188782049322,v2,self
sexual_liminal_1,28,0.0,0.0,0.24472973495721817,0.24472973495721817,0.0,v2,self
sexual_liminal_1,28,0.5,0.016611003316938877,0.19729150086641312,0.24472973495721817,0.19383927375681526,v2,self
sexual_liminal_1,28,1.0,0.092656709253788,0.15205632895231247,0.24472973495721817,0.3786765266636119,v2,self
