f1,f2,js_base,js_aligned
deepseek-7b,llama,0.689297080039978,0.6916210651397705
deepseek-7b,olmo,0.6857551336288452,0.6864817142486572
deepseek-7b,olmo-tiny,0.6869659423828125,0.690418004989624
deepseek-7b,pythia,0.6293063163757324,0.6585562229156494
deepseek-7b,qwen,0.6878713369369507,0.6912369132041931
deepseek-7b,qwen-tiny,0.688865065574646,0.6896368265151978
deepseek-7b,smol,0.6279478073120117,0.6591804623603821
deepseek-7b,tulu,0.689297080039978,0.6924703121185303
deepseek-7b,zephyr,0.6156896352767944,0.6531366109848022
llama,olmo,0.034921400249004364,0.04929129779338837
llama,olmo-tiny,0.040908083319664,0.07682482898235321
llama,pythia,0.5835379362106323,0.5897930860519409
llama,qwen,0.688457190990448,0.6911623477935791
llama,qwen-tiny,0.689603865146637,0.6907013654708862
llama,smol,0.5831925868988037,0.5900890827178955
llama,tulu,0.0,0.05017198249697685
llama,zephyr,0.5795285701751709,0.5878990292549133
olmo,olmo-tiny,0.0425804927945137,0.10357864201068878
olmo,pythia,0.6135451793670654,0.6191264390945435
olmo,qwen,0.6871455907821655,0.6884229183197021
olmo,qwen-tiny,0.6880813241004944,0.6862870454788208
olmo,smol,0.6135673522949219,0.6203147172927856
olmo,tulu,0.034921400249004364,0.11588017642498016
olmo,zephyr,0.6017849445343018,0.6163202524185181
olmo-tiny,pythia,0.586417555809021,0.591442346572876
olmo-tiny,qwen,0.6863672733306885,0.6901594400405884
olmo-tiny,qwen-tiny,0.6868578195571899,0.6890681385993958
olmo-tiny,smol,0.5856696367263794,0.5916351079940796
olmo-tiny,tulu,0.040908083319664,0.11414129287004471
olmo-tiny,zephyr,0.5715668201446533,0.5563156604766846
pythia,qwen,0.6033996343612671,0.574259340763092
pythia,qwen-tiny,0.5851723551750183,0.5954868197441101
pythia,smol,0.6896750926971436,0.6920628547668457
pythia,tulu,0.5835379362106323,0.49025678634643555
pythia,zephyr,0.6030208468437195,0.5969936847686768
qwen,qwen-tiny,0.04822171851992607,0.05599658936262131
qwen,smol,0.602889895439148,0.5743706822395325
qwen,tulu,0.688457190990448,0.692102313041687
qwen,zephyr,0.5940508842468262,0.5661967992782593
qwen-tiny,smol,0.5850222110748291,0.595834493637085
qwen-tiny,tulu,0.689603865146637,0.6920492649078369
qwen-tiny,zephyr,0.5646992325782776,0.5690152645111084
smol,tulu,0.5831925868988037,0.4903322458267212
smol,zephyr,0.5997805595397949,0.6346532106399536
tulu,zephyr,0.5795285701751709,0.488633930683136
amber,deepseek-7b,0.6236944198608398,0.651008129119873
amber,llama,0.6292568445205688,0.636552095413208
amber,olmo,0.6443569660186768,0.6876803040504456
amber,olmo-tiny,0.6213209629058838,0.5517249703407288
amber,pythia,0.6590113639831543,0.6622939109802246
amber,qwen,0.6409252285957336,0.639417290687561
amber,qwen-tiny,0.6464805006980896,0.6426296830177307
amber,smol,0.6512773036956787,0.5586403608322144
amber,tulu,0.6292568445205688,0.5978133082389832
amber,zephyr,0.6797245740890503,0.689049243927002
deepseek-7b,llama,0.6839649677276611,0.6879400014877319
deepseek-7b,olmo,0.6810449957847595,0.680519700050354
deepseek-7b,olmo-tiny,0.6817349195480347,0.6870331764221191
deepseek-7b,pythia,0.646263599395752,0.6568161845207214
deepseek-7b,qwen,0.681589663028717,0.6868045330047607
deepseek-7b,qwen-tiny,0.679591178894043,0.6847715377807617
deepseek-7b,smol,0.6478755474090576,0.65842205286026
deepseek-7b,tulu,0.6839649677276611,0.6898504495620728
deepseek-7b,zephyr,0.612552285194397,0.6453697085380554
llama,olmo,0.11438444256782532,0.5218564867973328
llama,olmo-tiny,0.05250666290521622,0.23531867563724518
llama,pythia,0.6616708040237427,0.671515703201294
llama,qwen,0.6734424829483032,0.6766337752342224
llama,qwen-tiny,0.680964469909668,0.6837372779846191
llama,smol,0.6609848141670227,0.6706404685974121
llama,tulu,0.0,0.09144850075244904
llama,zephyr,0.6438395977020264,0.6618878841400146
olmo,olmo-tiny,0.09061148762702942,0.44343864917755127
olmo,pythia,0.6680967807769775,0.6885594725608826
olmo,qwen,0.6735368967056274,0.6874411106109619
olmo,qwen-tiny,0.6799030900001526,0.6885571479797363
olmo,smol,0.6649874448776245,0.6880930662155151
olmo,tulu,0.11438444256782532,0.5824967622756958
olmo,zephyr,0.6516933441162109,0.6866744756698608
olmo-tiny,pythia,0.6564767360687256,0.6075764894485474
olmo-tiny,qwen,0.6766310334205627,0.6812120676040649
olmo-tiny,qwen-tiny,0.6804680824279785,0.6838064193725586
olmo-tiny,smol,0.6564478874206543,0.6046237945556641
olmo-tiny,tulu,0.05250666290521622,0.19254615902900696
olmo-tiny,zephyr,0.638658344745636,0.5929088592529297
pythia,qwen,0.6579885482788086,0.6603219509124756
pythia,qwen-tiny,0.662341296672821,0.6560325622558594
pythia,smol,0.6802345514297485,0.6834284067153931
pythia,tulu,0.6616708040237427,0.6568410396575928
pythia,zephyr,0.6608473658561707,0.6615414619445801
qwen,qwen-tiny,0.18716788291931152,0.19780662655830383
qwen,smol,0.6613911390304565,0.6636148691177368
qwen,tulu,0.6734424829483032,0.6785631775856018
qwen,zephyr,0.6400282382965088,0.6382747888565063
qwen-tiny,smol,0.6650133728981018,0.6596721410751343
qwen-tiny,tulu,0.680964469909668,0.6872785687446594
qwen-tiny,zephyr,0.6471935510635376,0.6409153342247009
smol,tulu,0.6609848141670227,0.6549299955368042
smol,zephyr,0.6550184488296509,0.5584535598754883
tulu,zephyr,0.6438395977020264,0.6481448411941528
amber,deepseek-7b,0.5642920732498169,0.5483976006507874
amber,llama,0.6021130681037903,0.6416534185409546
amber,olmo,0.6113487482070923,0.602482795715332
amber,olmo-tiny,0.6299527883529663,0.6003574132919312
amber,pythia,0.6366889476776123,0.6512613296508789
amber,qwen,0.6313966512680054,0.6537131071090698
amber,qwen-tiny,0.5837712287902832,0.5967206954956055
amber,smol,0.6360925436019897,0.6610226631164551
amber,tulu,0.6021130681037903,0.6171432733535767
amber,zephyr,0.6745730638504028,0.6887834072113037
deepseek-7b,llama,0.6720781326293945,0.6795389652252197
deepseek-7b,olmo,0.6719363927841187,0.6779069900512695
deepseek-7b,olmo-tiny,0.6747090816497803,0.6787344217300415
deepseek-7b,pythia,0.6071546673774719,0.5910132527351379
deepseek-7b,qwen,0.6785743236541748,0.6824417114257812
deepseek-7b,qwen-tiny,0.6743202209472656,0.6798925995826721
deepseek-7b,smol,0.6011931300163269,0.5869337916374207
deepseek-7b,tulu,0.6720781326293945,0.6837067604064941
deepseek-7b,zephyr,0.5687246918678284,0.548235297203064
llama,olmo,0.04214199259877205,0.26189687848091125
llama,olmo-tiny,0.06217460334300995,0.12658822536468506
llama,pythia,0.6279116868972778,0.6508875489234924
llama,qwen,0.6684123277664185,0.6741235256195068
llama,qwen-tiny,0.6667308807373047,0.6720966100692749
llama,smol,0.6273151636123657,0.6580772399902344
llama,tulu,0.0,0.05090387165546417
llama,zephyr,0.6054564714431763,0.6409289836883545
olmo,olmo-tiny,0.05900155007839203,0.29939910769462585
olmo,pythia,0.6330899000167847,0.6372209787368774
olmo,qwen,0.6701170802116394,0.6730994582176208
olmo,qwen-tiny,0.6668541431427002,0.6728700399398804
olmo,smol,0.6337995529174805,0.6316882371902466
olmo,tulu,0.04214199259877205,0.21845686435699463
olmo,zephyr,0.6176600456237793,0.6024682521820068
olmo-tiny,pythia,0.6426416635513306,0.6236189007759094
olmo-tiny,qwen,0.6709731817245483,0.6756583452224731
olmo-tiny,qwen-tiny,0.6679126024246216,0.6724921464920044
olmo-tiny,smol,0.6427438855171204,0.627976655960083
olmo-tiny,tulu,0.06217460334300995,0.08629263937473297
olmo-tiny,zephyr,0.6332985758781433,0.6011550426483154
pythia,qwen,0.662126898765564,0.6698691844940186
pythia,qwen-tiny,0.6468139886856079,0.6553120017051697
pythia,smol,0.6765347719192505,0.6809334754943848
pythia,tulu,0.6279116868972778,0.6386212110519409
pythia,zephyr,0.639374315738678,0.647404670715332
qwen,qwen-tiny,0.1355224847793579,0.20981457829475403
qwen,smol,0.6499861478805542,0.664725661277771
qwen,tulu,0.6684123277664185,0.6802182197570801
qwen,zephyr,0.6367746591567993,0.6563003063201904
qwen-tiny,smol,0.6291248202323914,0.6306360960006714
qwen-tiny,tulu,0.6667308807373047,0.6791388988494873
qwen-tiny,zephyr,0.5932378768920898,0.5947001576423645
smol,tulu,0.6273151636123657,0.6439135670661926
smol,zephyr,0.6429203748703003,0.6591705083847046
tulu,zephyr,0.6054564714431763,0.6167005896568298
amber,deepseek-7b,0.5886884927749634,0.5704435706138611
amber,llama,0.6144417524337769,0.5481860041618347
amber,olmo,0.6187596321105957,0.5391252040863037
amber,olmo-tiny,0.6389932036399841,0.6024819016456604
amber,pythia,0.6466333866119385,0.6489863395690918
amber,qwen,0.5926070213317871,0.5870964527130127
amber,qwen-tiny,0.6000533103942871,0.5905361175537109
amber,smol,0.659329891204834,0.6312721967697144
amber,tulu,0.6144417524337769,0.5605747699737549
amber,zephyr,0.679844319820404,0.677129864692688
deepseek-7b,llama,0.6700695753097534,0.6656743288040161
deepseek-7b,olmo,0.6591974496841431,0.6726437211036682
deepseek-7b,olmo-tiny,0.6711041927337646,0.669888973236084
deepseek-7b,pythia,0.6365903615951538,0.6383280754089355
deepseek-7b,qwen,0.6638851165771484,0.6690804362297058
deepseek-7b,qwen-tiny,0.6682830452919006,0.6668254137039185
deepseek-7b,smol,0.612236499786377,0.6054713726043701
deepseek-7b,tulu,0.6700695753097534,0.6744066476821899
deepseek-7b,zephyr,0.5958932638168335,0.5957851409912109
llama,olmo,0.04003120958805084,0.631319522857666
llama,olmo-tiny,0.054948024451732635,0.1457255333662033
llama,pythia,0.6516846418380737,0.6533471345901489
llama,qwen,0.6619369983673096,0.6642502546310425
llama,qwen-tiny,0.6631782054901123,0.6619433164596558
llama,smol,0.6472891569137573,0.6487923860549927
llama,tulu,0.0,0.06153703108429909
llama,zephyr,0.6249309182167053,0.5631078481674194
olmo,olmo-tiny,0.058628469705581665,0.6313256025314331
olmo,pythia,0.6564177870750427,0.664375364780426
olmo,qwen,0.6542641520500183,0.6735353469848633
olmo,qwen-tiny,0.6559915542602539,0.6726898550987244
olmo,smol,0.6510810852050781,0.658698558807373
olmo,tulu,0.04003120958805084,0.6395161747932434
olmo,zephyr,0.6323777437210083,0.5462830066680908
olmo-tiny,pythia,0.6686729192733765,0.6386588215827942
olmo-tiny,qwen,0.6641179919242859,0.6676515340805054
olmo-tiny,qwen-tiny,0.6649038195610046,0.6646616458892822
olmo-tiny,smol,0.6651480197906494,0.634382963180542
olmo-tiny,tulu,0.054948024451732635,0.12135764956474304
olmo-tiny,zephyr,0.6518532037734985,0.616365909576416
pythia,qwen,0.6573724150657654,0.6618898510932922
pythia,qwen-tiny,0.6619588136672974,0.6593064069747925
pythia,smol,0.6801769733428955,0.681634783744812
pythia,tulu,0.6516846418380737,0.6282854080200195
pythia,zephyr,0.6526488065719604,0.6605982780456543
qwen,qwen-tiny,0.09947153925895691,0.1114867627620697
qwen,smol,0.6611509323120117,0.6648861765861511
qwen,tulu,0.6619369983673096,0.6754735112190247
qwen,zephyr,0.6021862030029297,0.6043410301208496
qwen-tiny,smol,0.6655334234237671,0.6628633141517639
qwen-tiny,tulu,0.6631782054901123,0.6749948263168335
qwen-tiny,zephyr,0.609783411026001,0.6064234972000122
smol,tulu,0.6472891569137573,0.6261695623397827
smol,zephyr,0.6586906909942627,0.6648601293563843
tulu,zephyr,0.6249309182167053,0.5698710680007935
amber,deepseek-7b,0.5704329013824463,0.5684593319892883
amber,llama,0.6565161943435669,0.6698580980300903
amber,olmo,0.6494358777999878,0.643913745880127
amber,olmo-tiny,0.6532703042030334,0.6558763980865479
amber,pythia,0.6700184941291809,0.6839672327041626
amber,qwen,0.6414657235145569,0.6616425514221191
amber,qwen-tiny,0.6587436199188232,0.67378830909729
amber,smol,0.6570924520492554,0.6686662435531616
amber,tulu,0.6565161943435669,0.6647367477416992
amber,zephyr,0.6809789538383484,0.6918696165084839
deepseek-7b,llama,0.6755517721176147,0.6795350313186646
deepseek-7b,olmo,0.6764782667160034,0.6741955876350403
deepseek-7b,olmo-tiny,0.6752480268478394,0.6805133819580078
deepseek-7b,pythia,0.6020029783248901,0.6047748327255249
deepseek-7b,qwen,0.6783334016799927,0.6808682680130005
deepseek-7b,qwen-tiny,0.6771314740180969,0.6800743341445923
deepseek-7b,smol,0.6006651520729065,0.5988842248916626
deepseek-7b,tulu,0.6755517721176147,0.6841671466827393
deepseek-7b,zephyr,0.5735235810279846,0.5661467909812927
llama,olmo,0.08759824931621552,0.19530299305915833
llama,olmo-tiny,0.03722815215587616,0.08710714429616928
llama,pythia,0.6670141816139221,0.6775492429733276
llama,qwen,0.6731656193733215,0.6790832281112671
llama,qwen-tiny,0.6693911552429199,0.6777704954147339
llama,smol,0.6626340746879578,0.6777180433273315
llama,tulu,0.0,0.061274610459804535
llama,zephyr,0.6558371782302856,0.6677640676498413
olmo,olmo-tiny,0.11883361637592316,0.22986508905887604
olmo,pythia,0.666621744632721,0.668578028678894
olmo,qwen,0.6713295578956604,0.6746866703033447
olmo,qwen-tiny,0.6670000553131104,0.6723140478134155
olmo,smol,0.6604412794113159,0.6679091453552246
olmo,tulu,0.08759824931621552,0.26763346791267395
olmo,zephyr,0.6502760648727417,0.6418130397796631
olmo-tiny,pythia,0.6632214784622192,0.6669713854789734
olmo-tiny,qwen,0.6724514365196228,0.6800990700721741
olmo-tiny,qwen-tiny,0.6675575971603394,0.6781831979751587
olmo-tiny,smol,0.657721996307373,0.6648818254470825
olmo-tiny,tulu,0.03722815215587616,0.09420346468687057
olmo-tiny,zephyr,0.6532411575317383,0.6532443761825562
pythia,qwen,0.6686426997184753,0.6770675182342529
pythia,qwen-tiny,0.6719944477081299,0.6777350902557373
pythia,smol,0.6738117337226868,0.681765615940094
pythia,tulu,0.6670141816139221,0.6760919690132141
pythia,zephyr,0.6731964349746704,0.6765979528427124
qwen,qwen-tiny,0.11766543239355087,0.12424521893262863
qwen,smol,0.6704596281051636,0.6793627738952637
qwen,tulu,0.6731656193733215,0.6848563551902771
qwen,zephyr,0.6437641382217407,0.6601214408874512
qwen-tiny,smol,0.671288251876831,0.6781918406486511
qwen-tiny,tulu,0.6693911552429199,0.6825618743896484
qwen-tiny,zephyr,0.6592003107070923,0.6716161966323853
smol,tulu,0.6626340746879578,0.6754920482635498
smol,zephyr,0.6632587909698486,0.6676886081695557
tulu,zephyr,0.6558371782302856,0.6635574102401733
amber,deepseek-7b,0.5824935436248779,0.5734070539474487
amber,llama,0.5650842189788818,0.5646266937255859
amber,olmo,0.5818485617637634,0.557942271232605
amber,olmo-tiny,0.5663635730743408,0.512309730052948
amber,pythia,0.6139965653419495,0.6299018263816833
amber,qwen,0.5727708339691162,0.5830190777778625
amber,qwen-tiny,0.5710813403129578,0.5992411971092224
amber,smol,0.6334954500198364,0.6384543180465698
amber,tulu,0.5650842189788818,0.5082254409790039
amber,zephyr,0.6738201379776001,0.6916218996047974
deepseek-7b,llama,0.6730083227157593,0.6759985685348511
deepseek-7b,olmo,0.6640802621841431,0.6754083633422852
deepseek-7b,olmo-tiny,0.6690282821655273,0.6769251823425293
deepseek-7b,pythia,0.6270883083343506,0.6196991205215454
deepseek-7b,qwen,0.6693410873413086,0.6758341789245605
deepseek-7b,qwen-tiny,0.6706951856613159,0.6746545433998108
deepseek-7b,smol,0.6231261491775513,0.6205728054046631
deepseek-7b,tulu,0.6730083227157593,0.6843541860580444
deepseek-7b,zephyr,0.5902146697044373,0.5719191431999207
llama,olmo,0.06967739760875702,0.19239965081214905
llama,olmo-tiny,0.08777360618114471,0.18305464088916779
llama,pythia,0.6181870698928833,0.6308667063713074
llama,qwen,0.6668840646743774,0.6655595302581787
llama,qwen-tiny,0.6666784286499023,0.6650903224945068
llama,smol,0.6020069122314453,0.6046892404556274
llama,tulu,0.0,0.08121262490749359
llama,zephyr,0.5678424835205078,0.5624196529388428
olmo,olmo-tiny,0.054304338991642,0.27692869305610657
olmo,pythia,0.6294081211090088,0.6264361143112183
olmo,qwen,0.659762978553772,0.6726065874099731
olmo,qwen-tiny,0.6590793132781982,0.6705381870269775
olmo,smol,0.6159035563468933,0.5789381265640259
olmo,tulu,0.06967739760875702,0.1893959790468216
olmo,zephyr,0.5853103399276733,0.5553452968597412
olmo-tiny,pythia,0.6176310777664185,0.55722975730896
olmo-tiny,qwen,0.663405179977417,0.6717126369476318
olmo-tiny,qwen-tiny,0.6606922149658203,0.6674317121505737
olmo-tiny,smol,0.6077626347541809,0.5480314493179321
olmo-tiny,tulu,0.08777360618114471,0.16772225499153137
olmo-tiny,zephyr,0.5700359344482422,0.5101414918899536
pythia,qwen,0.640666127204895,0.6493444442749023
pythia,qwen-tiny,0.6509464979171753,0.6569279432296753
pythia,smol,0.6763109564781189,0.684446394443512
pythia,tulu,0.6181870698928833,0.5790079236030579
pythia,zephyr,0.6271377801895142,0.6327494978904724
qwen,qwen-tiny,0.1392003893852234,0.17205384373664856
qwen,smol,0.6355397701263428,0.6412758827209473
qwen,tulu,0.6668840646743774,0.679245114326477
qwen,zephyr,0.5810339450836182,0.5821539163589478
qwen-tiny,smol,0.6430299282073975,0.6544360518455505
qwen-tiny,tulu,0.6666784286499023,0.6774420142173767
qwen-tiny,zephyr,0.5821211338043213,0.598365306854248
smol,tulu,0.6020069122314453,0.5385462641716003
smol,zephyr,0.6358538866043091,0.6355998516082764
tulu,zephyr,0.5678424835205078,0.5069934129714966
amber,deepseek-7b,0.5690476894378662,0.5514601469039917
amber,llama,0.6796262264251709,0.6844978928565979
amber,olmo,0.674872636795044,0.6856685876846313
amber,olmo-tiny,0.6779325604438782,0.681754469871521
amber,pythia,0.6836144924163818,0.6885944604873657
amber,qwen,0.6661474704742432,0.6860133409500122
amber,qwen-tiny,0.626349925994873,0.6369402408599854
amber,smol,0.6753172874450684,0.683303952217102
amber,tulu,0.6796262264251709,0.6895371079444885
amber,zephyr,0.6876251101493835,0.6926049590110779
deepseek-7b,llama,0.6868792772293091,0.68690425157547
deepseek-7b,olmo,0.6832278966903687,0.684074878692627
deepseek-7b,olmo-tiny,0.686303973197937,0.6895120143890381
deepseek-7b,pythia,0.6426318287849426,0.6321412324905396
deepseek-7b,qwen,0.6812441945075989,0.6884390115737915
deepseek-7b,qwen-tiny,0.6819653511047363,0.6841177940368652
deepseek-7b,smol,0.6383255124092102,0.6291322708129883
deepseek-7b,tulu,0.6868792772293091,0.6909534931182861
deepseek-7b,zephyr,0.5729864835739136,0.549308717250824
llama,olmo,0.04879681020975113,0.2216721773147583
llama,olmo-tiny,0.04085888713598251,0.04925868287682533
llama,pythia,0.6409417390823364,0.6440390944480896
llama,qwen,0.6713934540748596,0.6785526275634766
llama,qwen-tiny,0.6850171089172363,0.6833088397979736
llama,smol,0.6820505857467651,0.6828656792640686
llama,tulu,0.0,0.04765278473496437
llama,zephyr,0.6828957796096802,0.6840127110481262
olmo,olmo-tiny,0.047254592180252075,0.27529194951057434
olmo,pythia,0.6359577178955078,0.6273320913314819
olmo,qwen,0.6573354005813599,0.6840171813964844
olmo,qwen-tiny,0.6769286394119263,0.6826866269111633
olmo,smol,0.6774418354034424,0.6838639378547668
olmo,tulu,0.04879681020975113,0.24006150662899017
olmo,zephyr,0.678841233253479,0.6848540306091309
olmo-tiny,pythia,0.6385195255279541,0.6488982439041138
olmo-tiny,qwen,0.6691280007362366,0.6758474111557007
olmo-tiny,qwen-tiny,0.6814448833465576,0.6855694055557251
olmo-tiny,smol,0.679365336894989,0.6828451156616211
olmo-tiny,tulu,0.04085888713598251,0.06934073567390442
olmo-tiny,zephyr,0.6814570426940918,0.6816070079803467
pythia,qwen,0.682175874710083,0.688917875289917
pythia,qwen-tiny,0.6634845733642578,0.6638738512992859
pythia,smol,0.6867228150367737,0.6893799304962158
pythia,tulu,0.6409417390823364,0.6495175957679749
pythia,zephyr,0.6835627555847168,0.6871798038482666
qwen,qwen-tiny,0.19762709736824036,0.3013797104358673
qwen,smol,0.6829848885536194,0.6893532276153564
qwen,tulu,0.6713934540748596,0.6821381449699402
qwen,zephyr,0.6698253154754639,0.6859841346740723
qwen-tiny,smol,0.6616665720939636,0.6626152992248535
qwen-tiny,tulu,0.6850171089172363,0.6892820596694946
qwen-tiny,zephyr,0.6294670104980469,0.6358845829963684
smol,tulu,0.6820505857467651,0.6888253688812256
smol,zephyr,0.6770120859146118,0.6826174259185791
tulu,zephyr,0.6828957796096802,0.6894605159759521
amber,deepseek-7b,0.6352005004882812,0.640507698059082
amber,llama,0.5735825896263123,0.6222623586654663
amber,olmo,0.6207184791564941,0.6329836249351501
amber,olmo-tiny,0.6385537385940552,0.604074239730835
amber,pythia,0.6493967771530151,0.6426239013671875
amber,qwen,0.6140838861465454,0.6423681974411011
amber,qwen-tiny,0.6224902868270874,0.6447752714157104
amber,smol,0.6572535037994385,0.6739492416381836
amber,tulu,0.5735825896263123,0.5331072211265564
amber,zephyr,0.6857116222381592,0.6925469636917114
deepseek-7b,llama,0.6843357086181641,0.6811109781265259
deepseek-7b,olmo,0.6761900186538696,0.681102991104126
deepseek-7b,olmo-tiny,0.6804648637771606,0.6883411407470703
deepseek-7b,pythia,0.65574711561203,0.6446483135223389
deepseek-7b,qwen,0.6750646829605103,0.680548906326294
deepseek-7b,qwen-tiny,0.6673494577407837,0.6661714315414429
deepseek-7b,smol,0.6417371034622192,0.6331514120101929
deepseek-7b,tulu,0.6843357086181641,0.6897709369659424
deepseek-7b,zephyr,0.6375112533569336,0.6365035772323608
llama,olmo,0.09499937295913696,0.21265794336795807
llama,olmo-tiny,0.0663217306137085,0.07863424718379974
llama,pythia,0.5807062387466431,0.6253759860992432
llama,qwen,0.6840074062347412,0.6835535764694214
llama,qwen-tiny,0.6816480755805969,0.6775527000427246
llama,smol,0.5791454315185547,0.6230099201202393
llama,tulu,0.0,0.07797306776046753
llama,zephyr,0.5765067934989929,0.6210417747497559
olmo,olmo-tiny,0.04266083240509033,0.15961797535419464
olmo,pythia,0.6345870494842529,0.6418359279632568
olmo,qwen,0.6780498027801514,0.6821340918540955
olmo,qwen-tiny,0.673783004283905,0.6789766550064087
olmo,smol,0.6316500306129456,0.6384081840515137
olmo,tulu,0.09499937295913696,0.34053120017051697
olmo,zephyr,0.6250905990600586,0.6323124170303345
olmo-tiny,pythia,0.6476389169692993,0.6098483800888062
olmo-tiny,qwen,0.6819921731948853,0.6883279085159302
olmo-tiny,qwen-tiny,0.677222728729248,0.6864907741546631
olmo-tiny,smol,0.645637035369873,0.6089915037155151
olmo-tiny,tulu,0.0663217306137085,0.15626642107963562
olmo-tiny,zephyr,0.6413785219192505,0.6039570569992065
pythia,qwen,0.6619306802749634,0.6742116212844849
pythia,qwen-tiny,0.656220555305481,0.6632198691368103
pythia,smol,0.6871543526649475,0.6892213225364685
pythia,tulu,0.5807062387466431,0.5346389412879944
pythia,zephyr,0.64908766746521,0.641371488571167
qwen,qwen-tiny,0.15267325937747955,0.2373293787240982
qwen,smol,0.6579784154891968,0.6723775267601013
qwen,tulu,0.6840074062347412,0.6898782849311829
qwen,zephyr,0.6183916330337524,0.6416749358177185
qwen-tiny,smol,0.6502597332000732,0.6590009927749634
qwen-tiny,tulu,0.6816480755805969,0.6887344717979431
qwen-tiny,zephyr,0.6285722255706787,0.6426595449447632
smol,tulu,0.5791454315185547,0.5340940952301025
smol,zephyr,0.6658514738082886,0.6793192625045776
tulu,zephyr,0.5765067934989929,0.5329467058181763
amber,deepseek-7b,0.6135684251785278,0.58967125415802
amber,llama,0.6575460433959961,0.63498854637146
amber,olmo,0.6327352523803711,0.6903899908065796
amber,olmo-tiny,0.6395031213760376,0.6574236154556274
amber,pythia,0.6815795302391052,0.6859003305435181
amber,qwen,0.6378651261329651,0.6517586708068848
amber,qwen-tiny,0.6339971423149109,0.622504472732544
amber,smol,0.6772043704986572,0.6823418140411377
amber,tulu,0.6575460433959961,0.6526369452476501
amber,zephyr,0.6870312094688416,0.6927640438079834
deepseek-7b,llama,0.6901991367340088,0.6913204193115234
deepseek-7b,olmo,0.6883400678634644,0.6923884153366089
deepseek-7b,olmo-tiny,0.6888751983642578,0.6923938989639282
deepseek-7b,pythia,0.6247426867485046,0.591464102268219
deepseek-7b,qwen,0.6880382299423218,0.6912696361541748
deepseek-7b,qwen-tiny,0.6882897615432739,0.6905384063720703
deepseek-7b,smol,0.6239051222801208,0.5914688110351562
deepseek-7b,tulu,0.6901991367340088,0.6926685571670532
deepseek-7b,zephyr,0.6140704154968262,0.5879082083702087
llama,olmo,0.038226183503866196,0.3680917024612427
llama,olmo-tiny,0.06166253983974457,0.191054105758667
llama,pythia,0.6762315034866333,0.6706314086914062
llama,qwen,0.681517481803894,0.6838963031768799
llama,qwen-tiny,0.6822303533554077,0.6840963363647461
llama,smol,0.6724692583084106,0.668610692024231
llama,tulu,0.0,0.06345836818218231
llama,zephyr,0.6579979062080383,0.6335442066192627
olmo,olmo-tiny,0.06392017751932144,0.3522945046424866
olmo,pythia,0.672238826751709,0.6911349296569824
olmo,qwen,0.675025224685669,0.6874420642852783
olmo,qwen-tiny,0.6765938401222229,0.6880813837051392
olmo,smol,0.6680719256401062,0.690239667892456
olmo,tulu,0.038226183503866196,0.2580483853816986
olmo,zephyr,0.6331082582473755,0.6896971464157104
olmo-tiny,pythia,0.6704649925231934,0.6755037307739258
olmo-tiny,qwen,0.6698600053787231,0.6751722097396851
olmo-tiny,qwen-tiny,0.6714516878128052,0.6814519762992859
olmo-tiny,smol,0.6658889055252075,0.6742990016937256
olmo-tiny,tulu,0.06166253983974457,0.20363496243953705
olmo-tiny,zephyr,0.6396242380142212,0.6567619442939758
pythia,qwen,0.6753079891204834,0.6807236075401306
pythia,qwen-tiny,0.6664227843284607,0.6682029366493225
pythia,smol,0.6892789602279663,0.6902158856391907
pythia,tulu,0.6762315034866333,0.6728683710098267
pythia,zephyr,0.6801880598068237,0.6826701760292053
qwen,qwen-tiny,0.12833938002586365,0.16345533728599548
qwen,smol,0.6764965653419495,0.6813963651657104
qwen,tulu,0.681517481803894,0.690108060836792
qwen,zephyr,0.637665331363678,0.6499583721160889
qwen-tiny,smol,0.6670551300048828,0.6687988042831421
qwen-tiny,tulu,0.6822303533554077,0.6901309490203857
qwen-tiny,zephyr,0.6350147724151611,0.6210862994194031
smol,tulu,0.6724692583084106,0.6715617179870605
smol,zephyr,0.6765313744544983,0.6799801588058472
tulu,zephyr,0.6579979062080383,0.6521915197372437
amber,deepseek-7b,0.6076666116714478,0.6093230247497559
amber,llama,0.669198215007782,0.6574589014053345
amber,olmo,0.6475062370300293,0.6856652498245239
amber,olmo-tiny,0.6503746509552002,0.6483222246170044
amber,pythia,0.6695659160614014,0.6797860860824585
amber,qwen,0.6173457503318787,0.630748987197876
amber,qwen-tiny,0.6492798328399658,0.6308584809303284
amber,smol,0.6681098937988281,0.6584928035736084
amber,tulu,0.669198215007782,0.6828575134277344
amber,zephyr,0.6906334757804871,0.6920222640037537
deepseek-7b,llama,0.6764823198318481,0.6785356998443604
deepseek-7b,olmo,0.6652690172195435,0.6806132793426514
deepseek-7b,olmo-tiny,0.6735578179359436,0.6818053722381592
deepseek-7b,pythia,0.639649510383606,0.6339221000671387
deepseek-7b,qwen,0.6595196723937988,0.6739513874053955
deepseek-7b,qwen-tiny,0.6719955205917358,0.6704913377761841
deepseek-7b,smol,0.6347746253013611,0.6256589293479919
deepseek-7b,tulu,0.6764823198318481,0.6861377954483032
deepseek-7b,zephyr,0.6300671100616455,0.6072812080383301
llama,olmo,0.11493608355522156,0.19084694981575012
llama,olmo-tiny,0.07857886701822281,0.10325294733047485
llama,pythia,0.6789541840553284,0.6717038750648499
