family,side,prompt_key,base_entropy,base_top1,base_eff_vocab,aligned_entropy,aligned_top1,aligned_eff_vocab
tulu,institution,institutional_govt_agency_2,4.4486918449401855,0.14424441754817963,110,4.623960971832275,0.1032319888472557,108
tulu,individual,institutional_political_citizen_1,4.445425987243652,0.17023861408233643,86,4.121346950531006,0.13190068304538727,73
tulu,institution,institutional_political_party_1,4.585402488708496,0.17232662439346313,127,3.9144275188446045,0.28538641333580017,97
zephyr,individual,institutional_labor_worker_1,1.4644360542297363,0.6863444447517395,22,1.6649134159088135,0.6347004771232605,28
zephyr,institution,institutional_labor_mgmt_1,3.966053009033203,0.16831602156162262,89,3.1985955238342285,0.30046990513801575,71
zephyr,individual,institutional_labor_worker_2,3.589776039123535,0.25428253412246704,72,2.92617130279541,0.27996790409088135,47
zephyr,institution,institutional_labor_mgmt_2,3.950059175491333,0.16378429532051086,86,4.020588397979736,0.10401516407728195,82
zephyr,individual,institutional_labor_worker_3,3.5114665031433105,0.2550012767314911,81,4.03519868850708,0.09200894832611084,80
zephyr,institution,institutional_labor_mgmt_3,3.220672130584717,0.3936852812767029,72,3.8869051933288574,0.18333721160888672,84
zephyr,individual,institutional_labor_worker_4,3.009808301925659,0.25816860795021057,66,3.296337604522705,0.20824569463729858,56
zephyr,institution,institutional_labor_mgmt_4,4.4678497314453125,0.09045401215553284,104,3.5478930473327637,0.20149143040180206,74
zephyr,individual,institutional_labor_worker_5,2.6163172721862793,0.400939404964447,47,2.1476211547851562,0.5096333026885986,35
zephyr,institution,institutional_labor_mgmt_5,2.7519006729125977,0.32976508140563965,46,2.550579071044922,0.3780536949634552,40
zephyr,individual,institutional_housing_tenant_1,2.6937637329101562,0.3108714818954468,48,2.2403995990753174,0.4150157570838928,33
zephyr,institution,institutional_housing_landlord_1,2.7625889778137207,0.46357211470603943,52,2.4399681091308594,0.562055766582489,50
zephyr,individual,institutional_housing_tenant_2,3.4863438606262207,0.1610773354768753,69,3.5608179569244385,0.1402478814125061,67
zephyr,institution,institutional_housing_landlord_2,4.236362457275391,0.16876427829265594,95,3.9883103370666504,0.1641043871641159,86
zephyr,individual,institutional_medical_patient_1,1.803297996520996,0.5574591755867004,25,1.443044662475586,0.7020344734191895,21
zephyr,institution,institutional_medical_doctor_1,3.8817474842071533,0.18424421548843384,90,4.032975196838379,0.185173898935318,93
zephyr,individual,institutional_police_citizen_1,2.6994733810424805,0.26036787033081055,55,2.463167667388916,0.3174366056919098,38
zephyr,institution,institutional_police_officer_1,4.332554817199707,0.10329590737819672,102,3.8111183643341064,0.2712526023387909,83
zephyr,individual,institutional_govt_citizen_1,1.4576849937438965,0.6585204601287842,15,0.8714534044265747,0.8152984380722046,12
zephyr,institution,institutional_govt_agency_1,3.5542173385620117,0.18406620621681213,67,3.7222113609313965,0.18806332349777222,69
zephyr,individual,institutional_govt_citizen_2,3.4485559463500977,0.2547329068183899,81,1.072262167930603,0.7160748839378357,15
zephyr,institution,institutional_govt_agency_2,2.9750380516052246,0.3879345953464508,66,4.286476135253906,0.1436069905757904,102
zephyr,individual,institutional_political_citizen_1,3.525062084197998,0.21944205462932587,67,3.252851724624634,0.23404225707054138,62
zephyr,institution,institutional_political_party_1,4.290657043457031,0.19762836396694183,113,4.307539939880371,0.1862325370311737,108
