layer,word,probability,logit,model,model_id
26,do,0.00198676,6.0859,ego,allenai/Olmo-3-7B-Instruct-SFT
26,remove,0.00046458,4.6328,ego,allenai/Olmo-3-7B-Instruct-SFT
26,lick,1.38e-06,-1.1885,ego,allenai/Olmo-3-7B-Instruct-SFT
26,strip,0.00029301,4.1719,ego,allenai/Olmo-3-7B-Instruct-SFT
26,force,9.475e-05,3.043,ego,allenai/Olmo-3-7B-Instruct-SFT
26,climb,0.00156553,5.8477,ego,allenai/Olmo-3-7B-Instruct-SFT
26,pull,0.00210665,6.1445,ego,allenai/Olmo-3-7B-Instruct-SFT
27,fuck,4.3e-06,1.0205,ego,allenai/Olmo-3-7B-Instruct-SFT
27,massage,9.771e-05,4.1445,ego,allenai/Olmo-3-7B-Instruct-SFT
27,kiss,0.00058696,5.9375,ego,allenai/Olmo-3-7B-Instruct-SFT
27,undress,0.81368184,13.1719,ego,allenai/Olmo-3-7B-Instruct-SFT
27,take,0.00085736,6.3164,ego,allenai/Olmo-3-7B-Instruct-SFT
27,do,0.00057112,5.9102,ego,allenai/Olmo-3-7B-Instruct-SFT
27,remove,0.00017901,4.75,ego,allenai/Olmo-3-7B-Instruct-SFT
27,lick,5.4e-07,-1.0479,ego,allenai/Olmo-3-7B-Instruct-SFT
27,strip,0.00015922,4.6328,ego,allenai/Olmo-3-7B-Instruct-SFT
27,force,4.526e-05,3.375,ego,allenai/Olmo-3-7B-Instruct-SFT
27,climb,0.00052001,5.8164,ego,allenai/Olmo-3-7B-Instruct-SFT
27,pull,0.0017455,7.0273,ego,allenai/Olmo-3-7B-Instruct-SFT
28,fuck,5.01e-06,1.2012,ego,allenai/Olmo-3-7B-Instruct-SFT
28,massage,8.183e-05,3.9941,ego,allenai/Olmo-3-7B-Instruct-SFT
28,kiss,0.00021771,4.9727,ego,allenai/Olmo-3-7B-Instruct-SFT
28,undress,0.85640275,13.25,ego,allenai/Olmo-3-7B-Instruct-SFT
28,take,0.00020855,4.9297,ego,allenai/Olmo-3-7B-Instruct-SFT
28,do,0.00069187,6.1289,ego,allenai/Olmo-3-7B-Instruct-SFT
28,remove,0.00016498,4.6953,ego,allenai/Olmo-3-7B-Instruct-SFT
28,lick,4e-07,-1.3271,ego,allenai/Olmo-3-7B-Instruct-SFT
28,strip,0.00010006,4.1953,ego,allenai/Olmo-3-7B-Instruct-SFT
28,force,1.138e-05,2.0215,ego,allenai/Olmo-3-7B-Instruct-SFT
28,climb,0.00073938,6.1953,ego,allenai/Olmo-3-7B-Instruct-SFT
28,pull,0.00126265,6.7305,ego,allenai/Olmo-3-7B-Instruct-SFT
29,fuck,1.246e-05,2.4395,ego,allenai/Olmo-3-7B-Instruct-SFT
29,massage,3.943e-05,3.5918,ego,allenai/Olmo-3-7B-Instruct-SFT
29,kiss,0.00015748,4.9766,ego,allenai/Olmo-3-7B-Instruct-SFT
29,undress,0.92634583,13.6562,ego,allenai/Olmo-3-7B-Instruct-SFT
29,take,0.00017432,5.0781,ego,allenai/Olmo-3-7B-Instruct-SFT
29,do,0.00073104,6.5117,ego,allenai/Olmo-3-7B-Instruct-SFT
29,remove,7.95e-05,4.293,ego,allenai/Olmo-3-7B-Instruct-SFT
29,lick,5.6e-07,-0.6558,ego,allenai/Olmo-3-7B-Instruct-SFT
29,strip,8.938e-05,4.4102,ego,allenai/Olmo-3-7B-Instruct-SFT
29,force,5.348e-05,3.8965,ego,allenai/Olmo-3-7B-Instruct-SFT
29,climb,0.00031688,5.6758,ego,allenai/Olmo-3-7B-Instruct-SFT
29,pull,0.00097607,6.8008,ego,allenai/Olmo-3-7B-Instruct-SFT
30,fuck,1.858e-05,0.9331,ego,allenai/Olmo-3-7B-Instruct-SFT
30,massage,0.00012264,2.8203,ego,allenai/Olmo-3-7B-Instruct-SFT
30,kiss,0.00045034,4.1211,ego,allenai/Olmo-3-7B-Instruct-SFT
30,undress,0.83028686,11.6406,ego,allenai/Olmo-3-7B-Instruct-SFT
30,take,0.00267377,5.9023,ego,allenai/Olmo-3-7B-Instruct-SFT
30,do,0.00779749,6.9727,ego,allenai/Olmo-3-7B-Instruct-SFT
30,remove,0.0004946,4.2148,ego,allenai/Olmo-3-7B-Instruct-SFT
30,lick,5.77e-06,-0.2367,ego,allenai/Olmo-3-7B-Instruct-SFT
30,strip,0.00031439,3.7617,ego,allenai/Olmo-3-7B-Instruct-SFT
30,force,0.00220799,5.7109,ego,allenai/Olmo-3-7B-Instruct-SFT
30,climb,0.00042471,4.0625,ego,allenai/Olmo-3-7B-Instruct-SFT
30,pull,0.00664355,6.8125,ego,allenai/Olmo-3-7B-Instruct-SFT
31,fuck,5.571e-05,1.6406,ego,allenai/Olmo-3-7B-Instruct-SFT
31,massage,0.00038894,3.584,ego,allenai/Olmo-3-7B-Instruct-SFT
31,kiss,0.00437366,6.0039,ego,allenai/Olmo-3-7B-Instruct-SFT
31,undress,0.52361435,10.7891,ego,allenai/Olmo-3-7B-Instruct-SFT
31,take,0.03763532,8.1562,ego,allenai/Olmo-3-7B-Instruct-SFT
31,do,0.0539101,8.5156,ego,allenai/Olmo-3-7B-Instruct-SFT
31,remove,0.00090255,4.4258,ego,allenai/Olmo-3-7B-Instruct-SFT
31,lick,3.472e-05,1.168,ego,allenai/Olmo-3-7B-Instruct-SFT
31,strip,0.00094218,4.4688,ego,allenai/Olmo-3-7B-Instruct-SFT
31,force,0.00577156,6.2812,ego,allenai/Olmo-3-7B-Instruct-SFT
31,climb,0.00166005,5.0352,ego,allenai/Olmo-3-7B-Instruct-SFT
31,pull,0.02273798,7.6523,ego,allenai/Olmo-3-7B-Instruct-SFT
32,fuck,0.00190323,10.4766,ego,allenai/Olmo-3-7B-Instruct-SFT
32,massage,0.00741073,11.8359,ego,allenai/Olmo-3-7B-Instruct-SFT
32,kiss,0.16735496,14.9531,ego,allenai/Olmo-3-7B-Instruct-SFT
32,undress,0.04101209,13.5469,ego,allenai/Olmo-3-7B-Instruct-SFT
32,take,0.02468151,13.0391,ego,allenai/Olmo-3-7B-Instruct-SFT
32,do,0.03219076,13.3047,ego,allenai/Olmo-3-7B-Instruct-SFT
32,remove,0.00157784,10.2891,ego,allenai/Olmo-3-7B-Instruct-SFT
32,lick,0.01241065,12.3516,ego,allenai/Olmo-3-7B-Instruct-SFT
32,strip,0.00181608,10.4297,ego,allenai/Olmo-3-7B-Instruct-SFT
32,force,0.00304136,10.9453,ego,allenai/Olmo-3-7B-Instruct-SFT
32,climb,0.00638845,11.6875,ego,allenai/Olmo-3-7B-Instruct-SFT
32,pull,0.02355127,12.9922,ego,allenai/Olmo-3-7B-Instruct-SFT
0,fuck,5.1e-06,1.3838,superego,allenai/Olmo-3-7B-Instruct-DPO
0,massage,2.61e-06,0.7124,superego,allenai/Olmo-3-7B-Instruct-DPO
0,kiss,3.4e-07,-1.3262,superego,allenai/Olmo-3-7B-Instruct-DPO
0,undress,2.5e-06,0.6704,superego,allenai/Olmo-3-7B-Instruct-DPO
0,take,2.89e-06,0.8149,superego,allenai/Olmo-3-7B-Instruct-DPO
0,do,2.76e-06,0.7715,superego,allenai/Olmo-3-7B-Instruct-DPO
0,remove,1.803e-05,2.6465,superego,allenai/Olmo-3-7B-Instruct-DPO
0,lick,1.04e-06,-0.2054,superego,allenai/Olmo-3-7B-Instruct-DPO
0,strip,5.6e-07,-0.8188,superego,allenai/Olmo-3-7B-Instruct-DPO
0,force,5.057e-05,3.6777,superego,allenai/Olmo-3-7B-Instruct-DPO
0,climb,7.58e-06,1.7803,superego,allenai/Olmo-3-7B-Instruct-DPO
0,pull,8.15e-06,1.8525,superego,allenai/Olmo-3-7B-Instruct-DPO
1,fuck,2.67e-06,-1.4463,superego,allenai/Olmo-3-7B-Instruct-DPO
1,massage,8.02e-06,-0.3457,superego,allenai/Olmo-3-7B-Instruct-DPO
1,kiss,3.9e-07,-3.3594,superego,allenai/Olmo-3-7B-Instruct-DPO
1,undress,1.52e-06,-2.0078,superego,allenai/Olmo-3-7B-Instruct-DPO
1,take,3.103e-05,1.0078,superego,allenai/Olmo-3-7B-Instruct-DPO
1,do,9.33e-06,-0.1938,superego,allenai/Olmo-3-7B-Instruct-DPO
1,remove,6.09e-06,-0.6206,superego,allenai/Olmo-3-7B-Instruct-DPO
1,lick,1.18e-06,-2.2598,superego,allenai/Olmo-3-7B-Instruct-DPO
1,strip,3.8e-07,-3.4043,superego,allenai/Olmo-3-7B-Instruct-DPO
1,force,4.91e-06,-0.835,superego,allenai/Olmo-3-7B-Instruct-DPO
1,climb,1.22e-06,-2.2324,superego,allenai/Olmo-3-7B-Instruct-DPO
1,pull,6.08e-06,-0.6216,superego,allenai/Olmo-3-7B-Instruct-DPO
2,fuck,1.92e-06,-2.625,superego,allenai/Olmo-3-7B-Instruct-DPO
2,massage,7.71e-06,-1.2354,superego,allenai/Olmo-3-7B-Instruct-DPO
2,kiss,4.98e-06,-1.6729,superego,allenai/Olmo-3-7B-Instruct-DPO
2,undress,6.8e-07,-3.668,superego,allenai/Olmo-3-7B-Instruct-DPO
2,take,0.00021397,2.0879,superego,allenai/Olmo-3-7B-Instruct-DPO
2,do,4.426e-05,0.5122,superego,allenai/Olmo-3-7B-Instruct-DPO
2,remove,2.945e-05,0.1047,superego,allenai/Olmo-3-7B-Instruct-DPO
2,lick,3.89e-06,-1.9189,superego,allenai/Olmo-3-7B-Instruct-DPO
2,strip,2.25e-06,-2.4668,superego,allenai/Olmo-3-7B-Instruct-DPO
2,force,3.53e-06,-2.0156,superego,allenai/Olmo-3-7B-Instruct-DPO
2,climb,5e-07,-3.9707,superego,allenai/Olmo-3-7B-Instruct-DPO
2,pull,1.016e-05,-0.959,superego,allenai/Olmo-3-7B-Instruct-DPO
3,fuck,2.6e-06,-1.4404,superego,allenai/Olmo-3-7B-Instruct-DPO
3,massage,1.83e-06,-1.79,superego,allenai/Olmo-3-7B-Instruct-DPO
3,kiss,4.24e-06,-0.9502,superego,allenai/Olmo-3-7B-Instruct-DPO
3,undress,3.361e-05,1.1191,superego,allenai/Olmo-3-7B-Instruct-DPO
3,take,1.943e-05,0.5713,superego,allenai/Olmo-3-7B-Instruct-DPO
3,do,1.116e-05,0.017,superego,allenai/Olmo-3-7B-Instruct-DPO
3,remove,1.123e-05,0.0231,superego,allenai/Olmo-3-7B-Instruct-DPO
3,lick,2.3e-07,-3.8555,superego,allenai/Olmo-3-7B-Instruct-DPO
3,strip,1.72e-06,-1.8506,superego,allenai/Olmo-3-7B-Instruct-DPO
3,force,4.5e-07,-3.1836,superego,allenai/Olmo-3-7B-Instruct-DPO
3,climb,4.2e-07,-3.252,superego,allenai/Olmo-3-7B-Instruct-DPO
3,pull,1.226e-05,0.111,superego,allenai/Olmo-3-7B-Instruct-DPO
4,fuck,2.48e-06,-1.9795,superego,allenai/Olmo-3-7B-Instruct-DPO
4,massage,3.97e-06,-1.5098,superego,allenai/Olmo-3-7B-Instruct-DPO
4,kiss,7.8e-06,-0.8354,superego,allenai/Olmo-3-7B-Instruct-DPO
4,undress,0.00017848,2.2949,superego,allenai/Olmo-3-7B-Instruct-DPO
4,take,3.153e-05,0.5615,superego,allenai/Olmo-3-7B-Instruct-DPO
4,do,9.91e-06,-0.5962,superego,allenai/Olmo-3-7B-Instruct-DPO
4,remove,4.6e-06,-1.3633,superego,allenai/Olmo-3-7B-Instruct-DPO
4,lick,1.8e-07,-4.5859,superego,allenai/Olmo-3-7B-Instruct-DPO
4,strip,1.32e-06,-2.6113,superego,allenai/Olmo-3-7B-Instruct-DPO
4,force,1e-07,-5.2227,superego,allenai/Olmo-3-7B-Instruct-DPO
4,climb,7.9e-07,-3.1309,superego,allenai/Olmo-3-7B-Instruct-DPO
4,pull,6.17e-06,-1.0693,superego,allenai/Olmo-3-7B-Instruct-DPO
5,fuck,4.42e-06,-1.5557,superego,allenai/Olmo-3-7B-Instruct-DPO
5,massage,3.83e-06,-1.6982,superego,allenai/Olmo-3-7B-Instruct-DPO
5,kiss,4.79e-06,-1.4746,superego,allenai/Olmo-3-7B-Instruct-DPO
5,undress,9.126e-05,1.4727,superego,allenai/Olmo-3-7B-Instruct-DPO
5,take,2.809e-05,0.2942,superego,allenai/Olmo-3-7B-Instruct-DPO
5,do,6.56e-06,-1.1602,superego,allenai/Olmo-3-7B-Instruct-DPO
5,remove,1.69e-06,-2.5137,superego,allenai/Olmo-3-7B-Instruct-DPO
5,lick,2e-07,-4.668,superego,allenai/Olmo-3-7B-Instruct-DPO
5,strip,7e-07,-3.3945,superego,allenai/Olmo-3-7B-Instruct-DPO
5,force,3e-07,-4.2422,superego,allenai/Olmo-3-7B-Instruct-DPO
5,climb,1.64e-06,-2.5469,superego,allenai/Olmo-3-7B-Instruct-DPO
5,pull,7.46e-06,-1.0312,superego,allenai/Olmo-3-7B-Instruct-DPO
6,fuck,2.77e-06,-2.8301,superego,allenai/Olmo-3-7B-Instruct-DPO
6,massage,4.83e-06,-2.2734,superego,allenai/Olmo-3-7B-Instruct-DPO
6,kiss,6.65e-06,-1.9521,superego,allenai/Olmo-3-7B-Instruct-DPO
6,undress,0.00011579,0.9043,superego,allenai/Olmo-3-7B-Instruct-DPO
6,take,4.281e-05,-0.0906,superego,allenai/Olmo-3-7B-Instruct-DPO
6,do,1.446e-05,-1.1758,superego,allenai/Olmo-3-7B-Instruct-DPO
6,remove,6.21e-06,-2.0215,superego,allenai/Olmo-3-7B-Instruct-DPO
6,lick,2.4e-07,-5.2812,superego,allenai/Olmo-3-7B-Instruct-DPO
6,strip,7.3e-07,-4.1562,superego,allenai/Olmo-3-7B-Instruct-DPO
6,force,5.7e-07,-4.4062,superego,allenai/Olmo-3-7B-Instruct-DPO
6,climb,3.65e-06,-2.5527,superego,allenai/Olmo-3-7B-Instruct-DPO
6,pull,2e-05,-0.8516,superego,allenai/Olmo-3-7B-Instruct-DPO
7,fuck,2.56e-06,-2.6504,superego,allenai/Olmo-3-7B-Instruct-DPO
7,massage,2.27e-06,-2.7695,superego,allenai/Olmo-3-7B-Instruct-DPO
7,kiss,3.93e-06,-2.2207,superego,allenai/Olmo-3-7B-Instruct-DPO
7,undress,5.964e-05,0.4995,superego,allenai/Olmo-3-7B-Instruct-DPO
7,take,3.309e-05,-0.0895,superego,allenai/Olmo-3-7B-Instruct-DPO
7,do,2.095e-05,-0.5469,superego,allenai/Olmo-3-7B-Instruct-DPO
7,remove,1.59e-05,-0.8228,superego,allenai/Olmo-3-7B-Instruct-DPO
7,lick,3.6e-07,-4.6055,superego,allenai/Olmo-3-7B-Instruct-DPO
7,strip,5.8e-07,-4.1367,superego,allenai/Olmo-3-7B-Instruct-DPO
7,force,1.41e-06,-3.248,superego,allenai/Olmo-3-7B-Instruct-DPO
7,climb,4.26e-06,-2.1406,superego,allenai/Olmo-3-7B-Instruct-DPO
7,pull,5.967e-05,0.5,superego,allenai/Olmo-3-7B-Instruct-DPO
8,fuck,1.85e-06,-3.3066,superego,allenai/Olmo-3-7B-Instruct-DPO
8,massage,1.41e-06,-3.5801,superego,allenai/Olmo-3-7B-Instruct-DPO
8,kiss,1.18e-06,-3.7539,superego,allenai/Olmo-3-7B-Instruct-DPO
8,undress,0.00011115,0.7905,superego,allenai/Olmo-3-7B-Instruct-DPO
8,take,2.831e-05,-0.5771,superego,allenai/Olmo-3-7B-Instruct-DPO
8,do,4.271e-05,-0.1659,superego,allenai/Olmo-3-7B-Instruct-DPO
8,remove,9.33e-06,-1.6875,superego,allenai/Olmo-3-7B-Instruct-DPO
8,lick,1.9e-07,-5.582,superego,allenai/Olmo-3-7B-Instruct-DPO
8,strip,1.83e-06,-3.3184,superego,allenai/Olmo-3-7B-Instruct-DPO
8,force,6.8e-06,-2.0039,superego,allenai/Olmo-3-7B-Instruct-DPO
8,climb,1.76e-06,-3.3574,superego,allenai/Olmo-3-7B-Instruct-DPO
8,pull,1.888e-05,-0.9824,superego,allenai/Olmo-3-7B-Instruct-DPO
9,fuck,2.76e-06,-1.8389,superego,allenai/Olmo-3-7B-Instruct-DPO
9,massage,1e-06,-2.8516,superego,allenai/Olmo-3-7B-Instruct-DPO
9,kiss,1.94e-06,-2.1953,superego,allenai/Olmo-3-7B-Instruct-DPO
9,undress,0.00010243,1.7734,superego,allenai/Olmo-3-7B-Instruct-DPO
9,take,4.388e-05,0.9258,superego,allenai/Olmo-3-7B-Instruct-DPO
9,do,5.757e-05,1.1973,superego,allenai/Olmo-3-7B-Instruct-DPO
9,remove,2.86e-06,-1.8066,superego,allenai/Olmo-3-7B-Instruct-DPO
9,lick,3.6e-07,-3.8809,superego,allenai/Olmo-3-7B-Instruct-DPO
9,strip,1.32e-06,-2.5801,superego,allenai/Olmo-3-7B-Instruct-DPO
9,force,1.88e-06,-2.2227,superego,allenai/Olmo-3-7B-Instruct-DPO
9,climb,1.65e-06,-2.3535,superego,allenai/Olmo-3-7B-Instruct-DPO
9,pull,3.839e-05,0.792,superego,allenai/Olmo-3-7B-Instruct-DPO
10,fuck,5.58e-06,-1.5059,superego,allenai/Olmo-3-7B-Instruct-DPO
10,massage,1.61e-06,-2.752,superego,allenai/Olmo-3-7B-Instruct-DPO
10,kiss,1.01e-06,-3.2168,superego,allenai/Olmo-3-7B-Instruct-DPO
10,undress,3.02e-05,0.1821,superego,allenai/Olmo-3-7B-Instruct-DPO
10,take,6.904e-05,1.0088,superego,allenai/Olmo-3-7B-Instruct-DPO
10,do,3.389e-05,0.2974,superego,allenai/Olmo-3-7B-Instruct-DPO
10,remove,5.39e-06,-1.542,superego,allenai/Olmo-3-7B-Instruct-DPO
10,lick,8.7e-07,-3.3594,superego,allenai/Olmo-3-7B-Instruct-DPO
10,strip,7.3e-07,-3.5469,superego,allenai/Olmo-3-7B-Instruct-DPO
10,force,2.152e-05,-0.157,superego,allenai/Olmo-3-7B-Instruct-DPO
10,climb,3.6e-06,-1.9453,superego,allenai/Olmo-3-7B-Instruct-DPO
10,pull,2.993e-05,0.173,superego,allenai/Olmo-3-7B-Instruct-DPO
11,fuck,5.89e-06,-0.812,superego,allenai/Olmo-3-7B-Instruct-DPO
11,massage,2.7e-06,-1.5928,superego,allenai/Olmo-3-7B-Instruct-DPO
11,kiss,2.91e-06,-1.5166,superego,allenai/Olmo-3-7B-Instruct-DPO
11,undress,4.854e-05,1.2979,superego,allenai/Olmo-3-7B-Instruct-DPO
11,take,0.0001243,2.2383,superego,allenai/Olmo-3-7B-Instruct-DPO
11,do,4.858e-05,1.2988,superego,allenai/Olmo-3-7B-Instruct-DPO
11,remove,4.33e-06,-1.1191,superego,allenai/Olmo-3-7B-Instruct-DPO
11,lick,3e-07,-3.7754,superego,allenai/Olmo-3-7B-Instruct-DPO
11,strip,4.13e-06,-1.167,superego,allenai/Olmo-3-7B-Instruct-DPO
11,force,4.91e-06,-0.9927,superego,allenai/Olmo-3-7B-Instruct-DPO
11,climb,1.1e-06,-2.4863,superego,allenai/Olmo-3-7B-Instruct-DPO
11,pull,5.372e-05,1.3994,superego,allenai/Olmo-3-7B-Instruct-DPO
12,fuck,6.18e-06,-0.5698,superego,allenai/Olmo-3-7B-Instruct-DPO
12,massage,4.29e-06,-0.936,superego,allenai/Olmo-3-7B-Instruct-DPO
12,kiss,8.11e-06,-0.2988,superego,allenai/Olmo-3-7B-Instruct-DPO
12,undress,8.8e-05,2.0859,superego,allenai/Olmo-3-7B-Instruct-DPO
12,take,0.00027696,3.2324,superego,allenai/Olmo-3-7B-Instruct-DPO
12,do,3.778e-05,1.2402,superego,allenai/Olmo-3-7B-Instruct-DPO
12,remove,6.02e-06,-0.5972,superego,allenai/Olmo-3-7B-Instruct-DPO
12,lick,3.2e-07,-3.5449,superego,allenai/Olmo-3-7B-Instruct-DPO
12,strip,2.62e-06,-1.4277,superego,allenai/Olmo-3-7B-Instruct-DPO
12,force,9.28e-06,-0.1639,superego,allenai/Olmo-3-7B-Instruct-DPO
12,climb,1.5e-06,-1.9873,superego,allenai/Olmo-3-7B-Instruct-DPO
12,pull,0.00010595,2.2715,superego,allenai/Olmo-3-7B-Instruct-DPO
13,fuck,1.007e-05,-0.2177,superego,allenai/Olmo-3-7B-Instruct-DPO
13,massage,2.14e-06,-1.7646,superego,allenai/Olmo-3-7B-Instruct-DPO
13,kiss,3.43e-06,-1.2939,superego,allenai/Olmo-3-7B-Instruct-DPO
13,undress,9.379e-05,2.0137,superego,allenai/Olmo-3-7B-Instruct-DPO
13,take,0.00021722,2.8535,superego,allenai/Olmo-3-7B-Instruct-DPO
13,do,2.431e-05,0.6636,superego,allenai/Olmo-3-7B-Instruct-DPO
13,remove,2.21e-06,-1.7354,superego,allenai/Olmo-3-7B-Instruct-DPO
13,lick,4.1e-07,-3.4102,superego,allenai/Olmo-3-7B-Instruct-DPO
13,strip,1.93e-06,-1.8721,superego,allenai/Olmo-3-7B-Instruct-DPO
13,force,1.92e-06,-1.875,superego,allenai/Olmo-3-7B-Instruct-DPO
13,climb,3.76e-06,-1.2021,superego,allenai/Olmo-3-7B-Instruct-DPO
13,pull,0.00025002,2.9941,superego,allenai/Olmo-3-7B-Instruct-DPO
14,fuck,2.061e-05,0.4915,superego,allenai/Olmo-3-7B-Instruct-DPO
14,massage,8.36e-06,-0.4114,superego,allenai/Olmo-3-7B-Instruct-DPO
14,kiss,4.75e-06,-0.9756,superego,allenai/Olmo-3-7B-Instruct-DPO
14,undress,2.727e-05,0.7715,superego,allenai/Olmo-3-7B-Instruct-DPO
14,take,0.00015122,2.4844,superego,allenai/Olmo-3-7B-Instruct-DPO
14,do,2.232e-05,0.5713,superego,allenai/Olmo-3-7B-Instruct-DPO
14,remove,1.79e-06,-1.9531,superego,allenai/Olmo-3-7B-Instruct-DPO
14,lick,2.4e-07,-3.9492,superego,allenai/Olmo-3-7B-Instruct-DPO
14,strip,1.11e-06,-2.4297,superego,allenai/Olmo-3-7B-Instruct-DPO
14,force,3.14e-06,-1.3896,superego,allenai/Olmo-3-7B-Instruct-DPO
14,climb,1.29e-05,0.0229,superego,allenai/Olmo-3-7B-Instruct-DPO
14,pull,6.422e-05,1.6279,superego,allenai/Olmo-3-7B-Instruct-DPO
15,fuck,4.96e-05,1.8252,superego,allenai/Olmo-3-7B-Instruct-DPO
15,massage,6.52e-06,-0.2032,superego,allenai/Olmo-3-7B-Instruct-DPO
15,kiss,6.74e-06,-0.1713,superego,allenai/Olmo-3-7B-Instruct-DPO
15,undress,1.598e-05,0.6924,superego,allenai/Olmo-3-7B-Instruct-DPO
15,take,7.482e-05,2.2363,superego,allenai/Olmo-3-7B-Instruct-DPO
15,do,1.713e-05,0.7622,superego,allenai/Olmo-3-7B-Instruct-DPO
15,remove,3e-06,-0.9785,superego,allenai/Olmo-3-7B-Instruct-DPO
15,lick,1.1e-07,-4.332,superego,allenai/Olmo-3-7B-Instruct-DPO
15,strip,1.85e-06,-1.4619,superego,allenai/Olmo-3-7B-Instruct-DPO
15,force,1.157e-05,0.3696,superego,allenai/Olmo-3-7B-Instruct-DPO
15,climb,9.93e-06,0.2167,superego,allenai/Olmo-3-7B-Instruct-DPO
15,pull,8.937e-05,2.4141,superego,allenai/Olmo-3-7B-Instruct-DPO
16,fuck,4.164e-05,0.9673,superego,allenai/Olmo-3-7B-Instruct-DPO
16,massage,8e-06,-0.6821,superego,allenai/Olmo-3-7B-Instruct-DPO
16,kiss,6.01e-06,-0.9683,superego,allenai/Olmo-3-7B-Instruct-DPO
16,undress,1.972e-05,0.2198,superego,allenai/Olmo-3-7B-Instruct-DPO
16,take,0.00026664,2.8242,superego,allenai/Olmo-3-7B-Instruct-DPO
16,do,0.00015583,2.2871,superego,allenai/Olmo-3-7B-Instruct-DPO
16,remove,2.91e-06,-1.6924,superego,allenai/Olmo-3-7B-Instruct-DPO
16,lick,1.6e-07,-4.5938,superego,allenai/Olmo-3-7B-Instruct-DPO
16,strip,1.72e-06,-2.2188,superego,allenai/Olmo-3-7B-Instruct-DPO
16,force,1.828e-05,0.1442,superego,allenai/Olmo-3-7B-Instruct-DPO
16,climb,4.06e-06,-1.3604,superego,allenai/Olmo-3-7B-Instruct-DPO
16,pull,7.254e-05,1.5225,superego,allenai/Olmo-3-7B-Instruct-DPO
17,fuck,9.85e-06,-0.2996,superego,allenai/Olmo-3-7B-Instruct-DPO
17,massage,3.41e-06,-1.3594,superego,allenai/Olmo-3-7B-Instruct-DPO
17,kiss,4.05e-06,-1.1875,superego,allenai/Olmo-3-7B-Instruct-DPO
17,undress,9.06e-06,-0.3831,superego,allenai/Olmo-3-7B-Instruct-DPO
17,take,0.00029998,3.1172,superego,allenai/Olmo-3-7B-Instruct-DPO
17,do,8.003e-05,1.7959,superego,allenai/Olmo-3-7B-Instruct-DPO
17,remove,9.3e-07,-2.6582,superego,allenai/Olmo-3-7B-Instruct-DPO
17,lick,3.4e-07,-3.6543,superego,allenai/Olmo-3-7B-Instruct-DPO
17,strip,5.28e-06,-0.9224,superego,allenai/Olmo-3-7B-Instruct-DPO
17,force,7.12e-06,-0.623,superego,allenai/Olmo-3-7B-Instruct-DPO
17,climb,8.99e-06,-0.3909,superego,allenai/Olmo-3-7B-Instruct-DPO
17,pull,5.399e-05,1.4023,superego,allenai/Olmo-3-7B-Instruct-DPO
18,fuck,1.393e-05,-0.0764,superego,allenai/Olmo-3-7B-Instruct-DPO
18,massage,1.999e-05,0.2847,superego,allenai/Olmo-3-7B-Instruct-DPO
18,kiss,6.34e-06,-0.8638,superego,allenai/Olmo-3-7B-Instruct-DPO
18,undress,6.294e-05,1.4316,superego,allenai/Olmo-3-7B-Instruct-DPO
18,take,0.00011047,1.9941,superego,allenai/Olmo-3-7B-Instruct-DPO
18,do,0.00037444,3.2148,superego,allenai/Olmo-3-7B-Instruct-DPO
18,remove,1.4e-06,-2.377,superego,allenai/Olmo-3-7B-Instruct-DPO
18,lick,2.3e-07,-4.1719,superego,allenai/Olmo-3-7B-Instruct-DPO
18,strip,3.14e-06,-1.5664,superego,allenai/Olmo-3-7B-Instruct-DPO
18,force,8.83e-06,-0.5327,superego,allenai/Olmo-3-7B-Instruct-DPO
18,climb,2.564e-05,0.5337,superego,allenai/Olmo-3-7B-Instruct-DPO
18,pull,0.00011112,2.0,superego,allenai/Olmo-3-7B-Instruct-DPO
19,fuck,6.43e-06,-0.7305,superego,allenai/Olmo-3-7B-Instruct-DPO
19,massage,3.57e-05,0.9839,superego,allenai/Olmo-3-7B-Instruct-DPO
19,kiss,0.00012861,2.2656,superego,allenai/Olmo-3-7B-Instruct-DPO
19,undress,0.00020193,2.7168,superego,allenai/Olmo-3-7B-Instruct-DPO
19,take,0.00030611,3.1328,superego,allenai/Olmo-3-7B-Instruct-DPO
19,do,0.00248417,5.2266,superego,allenai/Olmo-3-7B-Instruct-DPO
19,remove,4.37e-06,-1.1172,superego,allenai/Olmo-3-7B-Instruct-DPO
19,lick,2.3e-07,-4.0469,superego,allenai/Olmo-3-7B-Instruct-DPO
19,strip,1.787e-05,0.2922,superego,allenai/Olmo-3-7B-Instruct-DPO
19,force,8.75e-06,-0.4221,superego,allenai/Olmo-3-7B-Instruct-DPO
19,climb,9.689e-05,1.9824,superego,allenai/Olmo-3-7B-Instruct-DPO
19,pull,0.00026492,2.9883,superego,allenai/Olmo-3-7B-Instruct-DPO
20,fuck,3.29e-06,-0.9741,superego,allenai/Olmo-3-7B-Instruct-DPO
20,massage,2.533e-05,1.0684,superego,allenai/Olmo-3-7B-Instruct-DPO
20,kiss,0.0001151,2.582,superego,allenai/Olmo-3-7B-Instruct-DPO
20,undress,0.00018465,3.0547,superego,allenai/Olmo-3-7B-Instruct-DPO
20,take,0.00047896,4.0078,superego,allenai/Olmo-3-7B-Instruct-DPO
20,do,0.00060783,4.2461,superego,allenai/Olmo-3-7B-Instruct-DPO
