layer,word,probability,logit,model,model_id
32,undress,0.06991526,10.125,base,allenai/Olmo-3-1025-7B
32,take,0.03515559,9.4375,base,allenai/Olmo-3-1025-7B
32,do,0.00799899,7.957,base,allenai/Olmo-3-1025-7B
32,remove,0.02552023,9.1172,base,allenai/Olmo-3-1025-7B
32,lick,0.0293736,9.2578,base,allenai/Olmo-3-1025-7B
32,strip,0.02360235,9.0391,base,allenai/Olmo-3-1025-7B
32,force,0.00078892,5.6406,base,allenai/Olmo-3-1025-7B
32,climb,0.00728316,7.8633,base,allenai/Olmo-3-1025-7B
32,pull,0.02435157,9.0703,base,allenai/Olmo-3-1025-7B
0,fuck,5.08e-06,1.3818,ego,allenai/Olmo-3-7B-Instruct-SFT
0,massage,2.61e-06,0.7148,ego,allenai/Olmo-3-7B-Instruct-SFT
0,kiss,3.4e-07,-1.3271,ego,allenai/Olmo-3-7B-Instruct-SFT
0,undress,2.49e-06,0.668,ego,allenai/Olmo-3-7B-Instruct-SFT
0,take,2.88e-06,0.8149,ego,allenai/Olmo-3-7B-Instruct-SFT
0,do,2.77e-06,0.7729,ego,allenai/Olmo-3-7B-Instruct-SFT
0,remove,1.808e-05,2.6504,ego,allenai/Olmo-3-7B-Instruct-SFT
0,lick,1.04e-06,-0.2031,ego,allenai/Olmo-3-7B-Instruct-SFT
0,strip,5.7e-07,-0.814,ego,allenai/Olmo-3-7B-Instruct-SFT
0,force,5.06e-05,3.6797,ego,allenai/Olmo-3-7B-Instruct-SFT
0,climb,7.59e-06,1.7822,ego,allenai/Olmo-3-7B-Instruct-SFT
0,pull,8.16e-06,1.8555,ego,allenai/Olmo-3-7B-Instruct-SFT
1,fuck,2.63e-06,-1.4463,ego,allenai/Olmo-3-7B-Instruct-SFT
1,massage,8.05e-06,-0.3276,ego,allenai/Olmo-3-7B-Instruct-SFT
1,kiss,4e-07,-3.3398,ego,allenai/Olmo-3-7B-Instruct-SFT
1,undress,1.49e-06,-2.0156,ego,allenai/Olmo-3-7B-Instruct-SFT
1,take,3.053e-05,1.0049,ego,allenai/Olmo-3-7B-Instruct-SFT
1,do,9.31e-06,-0.1831,ego,allenai/Olmo-3-7B-Instruct-SFT
1,remove,6.01e-06,-0.6201,ego,allenai/Olmo-3-7B-Instruct-SFT
1,lick,1.2e-06,-2.2324,ego,allenai/Olmo-3-7B-Instruct-SFT
1,strip,3.8e-07,-3.3809,ego,allenai/Olmo-3-7B-Instruct-SFT
1,force,4.86e-06,-0.8335,ego,allenai/Olmo-3-7B-Instruct-SFT
1,climb,1.2e-06,-2.2344,ego,allenai/Olmo-3-7B-Instruct-SFT
1,pull,5.95e-06,-0.6299,ego,allenai/Olmo-3-7B-Instruct-SFT
2,fuck,1.88e-06,-2.6328,ego,allenai/Olmo-3-7B-Instruct-SFT
2,massage,7.79e-06,-1.21,ego,allenai/Olmo-3-7B-Instruct-SFT
2,kiss,5.04e-06,-1.6455,ego,allenai/Olmo-3-7B-Instruct-SFT
2,undress,6.9e-07,-3.6348,ego,allenai/Olmo-3-7B-Instruct-SFT
2,take,0.00021357,2.1016,ego,allenai/Olmo-3-7B-Instruct-SFT
2,do,4.298e-05,0.4983,ego,allenai/Olmo-3-7B-Instruct-SFT
2,remove,2.897e-05,0.1038,ego,allenai/Olmo-3-7B-Instruct-SFT
2,lick,3.82e-06,-1.9219,ego,allenai/Olmo-3-7B-Instruct-SFT
2,strip,2.28e-06,-2.4395,ego,allenai/Olmo-3-7B-Instruct-SFT
2,force,3.46e-06,-2.0215,ego,allenai/Olmo-3-7B-Instruct-SFT
2,climb,4.9e-07,-3.9746,ego,allenai/Olmo-3-7B-Instruct-SFT
2,pull,9.79e-06,-0.981,ego,allenai/Olmo-3-7B-Instruct-SFT
3,fuck,2.56e-06,-1.4443,ego,allenai/Olmo-3-7B-Instruct-SFT
3,massage,1.89e-06,-1.75,ego,allenai/Olmo-3-7B-Instruct-SFT
3,kiss,4.27e-06,-0.9331,ego,allenai/Olmo-3-7B-Instruct-SFT
3,undress,3.358e-05,1.1289,ego,allenai/Olmo-3-7B-Instruct-SFT
3,take,1.915e-05,0.5674,ego,allenai/Olmo-3-7B-Instruct-SFT
3,do,1.074e-05,-0.0112,ego,allenai/Olmo-3-7B-Instruct-SFT
3,remove,1.126e-05,0.0365,ego,allenai/Olmo-3-7B-Instruct-SFT
3,lick,2.3e-07,-3.8457,ego,allenai/Olmo-3-7B-Instruct-SFT
3,strip,1.73e-06,-1.8398,ego,allenai/Olmo-3-7B-Instruct-SFT
3,force,4.5e-07,-3.1895,ego,allenai/Olmo-3-7B-Instruct-SFT
3,climb,4.3e-07,-3.2383,ego,allenai/Olmo-3-7B-Instruct-SFT
3,pull,1.21e-05,0.1077,ego,allenai/Olmo-3-7B-Instruct-SFT
4,fuck,2.43e-06,-1.9873,ego,allenai/Olmo-3-7B-Instruct-SFT
4,massage,4.02e-06,-1.4834,ego,allenai/Olmo-3-7B-Instruct-SFT
4,kiss,7.88e-06,-0.811,ego,allenai/Olmo-3-7B-Instruct-SFT
4,undress,0.00017847,2.3086,ego,allenai/Olmo-3-7B-Instruct-SFT
4,take,3.01e-05,0.5288,ego,allenai/Olmo-3-7B-Instruct-SFT
4,do,9.39e-06,-0.6357,ego,allenai/Olmo-3-7B-Instruct-SFT
4,remove,4.63e-06,-1.3438,ego,allenai/Olmo-3-7B-Instruct-SFT
4,lick,1.8e-07,-4.5977,ego,allenai/Olmo-3-7B-Instruct-SFT
4,strip,1.32e-06,-2.5996,ego,allenai/Olmo-3-7B-Instruct-SFT
4,force,9e-08,-5.2305,ego,allenai/Olmo-3-7B-Instruct-SFT
4,climb,8e-07,-3.0996,ego,allenai/Olmo-3-7B-Instruct-SFT
4,pull,6.01e-06,-1.082,ego,allenai/Olmo-3-7B-Instruct-SFT
5,fuck,4.32e-06,-1.5566,ego,allenai/Olmo-3-7B-Instruct-SFT
5,massage,3.86e-06,-1.668,ego,allenai/Olmo-3-7B-Instruct-SFT
5,kiss,4.91e-06,-1.4277,ego,allenai/Olmo-3-7B-Instruct-SFT
5,undress,8.749e-05,1.4521,ego,allenai/Olmo-3-7B-Instruct-SFT
5,take,2.653e-05,0.259,ego,allenai/Olmo-3-7B-Instruct-SFT
5,do,6.35e-06,-1.1709,ego,allenai/Olmo-3-7B-Instruct-SFT
5,remove,1.69e-06,-2.4941,ego,allenai/Olmo-3-7B-Instruct-SFT
5,lick,1.9e-07,-4.6758,ego,allenai/Olmo-3-7B-Instruct-SFT
5,strip,6.9e-07,-3.3848,ego,allenai/Olmo-3-7B-Instruct-SFT
5,force,2.9e-07,-4.2617,ego,allenai/Olmo-3-7B-Instruct-SFT
5,climb,1.64e-06,-2.5273,ego,allenai/Olmo-3-7B-Instruct-SFT
5,pull,7.58e-06,-0.9941,ego,allenai/Olmo-3-7B-Instruct-SFT
6,fuck,2.76e-06,-2.8125,ego,allenai/Olmo-3-7B-Instruct-SFT
6,massage,5.16e-06,-2.1875,ego,allenai/Olmo-3-7B-Instruct-SFT
6,kiss,7e-06,-1.8818,ego,allenai/Olmo-3-7B-Instruct-SFT
6,undress,0.000108,0.8545,ego,allenai/Olmo-3-7B-Instruct-SFT
6,take,4.093e-05,-0.1157,ego,allenai/Olmo-3-7B-Instruct-SFT
6,do,1.369e-05,-1.2109,ego,allenai/Olmo-3-7B-Instruct-SFT
6,remove,6.36e-06,-1.9775,ego,allenai/Olmo-3-7B-Instruct-SFT
6,lick,2.3e-07,-5.2852,ego,allenai/Olmo-3-7B-Instruct-SFT
6,strip,6.8e-07,-4.2148,ego,allenai/Olmo-3-7B-Instruct-SFT
6,force,5.5e-07,-4.4258,ego,allenai/Olmo-3-7B-Instruct-SFT
6,climb,3.74e-06,-2.5098,ego,allenai/Olmo-3-7B-Instruct-SFT
6,pull,2.048e-05,-0.8081,ego,allenai/Olmo-3-7B-Instruct-SFT
7,fuck,2.59e-06,-2.623,ego,allenai/Olmo-3-7B-Instruct-SFT
7,massage,2.41e-06,-2.6973,ego,allenai/Olmo-3-7B-Instruct-SFT
7,kiss,4.08e-06,-2.1699,ego,allenai/Olmo-3-7B-Instruct-SFT
7,undress,5.587e-05,0.448,ego,allenai/Olmo-3-7B-Instruct-SFT
7,take,3.21e-05,-0.1063,ego,allenai/Olmo-3-7B-Instruct-SFT
7,do,1.984e-05,-0.5874,ego,allenai/Olmo-3-7B-Instruct-SFT
7,remove,1.644e-05,-0.7754,ego,allenai/Olmo-3-7B-Instruct-SFT
7,lick,3.4e-07,-4.6484,ego,allenai/Olmo-3-7B-Instruct-SFT
7,strip,5.4e-07,-4.1953,ego,allenai/Olmo-3-7B-Instruct-SFT
7,force,1.36e-06,-3.2695,ego,allenai/Olmo-3-7B-Instruct-SFT
7,climb,4.25e-06,-2.1289,ego,allenai/Olmo-3-7B-Instruct-SFT
7,pull,6.168e-05,0.5469,ego,allenai/Olmo-3-7B-Instruct-SFT
8,fuck,1.85e-06,-3.2656,ego,allenai/Olmo-3-7B-Instruct-SFT
8,massage,1.48e-06,-3.4922,ego,allenai/Olmo-3-7B-Instruct-SFT
8,kiss,1.21e-06,-3.6953,ego,allenai/Olmo-3-7B-Instruct-SFT
8,undress,9.805e-05,0.7026,ego,allenai/Olmo-3-7B-Instruct-SFT
8,take,2.694e-05,-0.5894,ego,allenai/Olmo-3-7B-Instruct-SFT
8,do,3.765e-05,-0.2544,ego,allenai/Olmo-3-7B-Instruct-SFT
8,remove,9.3e-06,-1.6523,ego,allenai/Olmo-3-7B-Instruct-SFT
8,lick,1.9e-07,-5.5625,ego,allenai/Olmo-3-7B-Instruct-SFT
8,strip,1.66e-06,-3.375,ego,allenai/Olmo-3-7B-Instruct-SFT
8,force,6.25e-06,-2.0508,ego,allenai/Olmo-3-7B-Instruct-SFT
8,climb,1.68e-06,-3.3613,ego,allenai/Olmo-3-7B-Instruct-SFT
8,pull,2.002e-05,-0.8862,ego,allenai/Olmo-3-7B-Instruct-SFT
9,fuck,2.77e-06,-1.8096,ego,allenai/Olmo-3-7B-Instruct-SFT
9,massage,1.1e-06,-2.7305,ego,allenai/Olmo-3-7B-Instruct-SFT
9,kiss,1.98e-06,-2.1465,ego,allenai/Olmo-3-7B-Instruct-SFT
9,undress,9.05e-05,1.6768,ego,allenai/Olmo-3-7B-Instruct-SFT
9,take,4.261e-05,0.9233,ego,allenai/Olmo-3-7B-Instruct-SFT
9,do,5.336e-05,1.1484,ego,allenai/Olmo-3-7B-Instruct-SFT
9,remove,2.87e-06,-1.7744,ego,allenai/Olmo-3-7B-Instruct-SFT
9,lick,3.5e-07,-3.8887,ego,allenai/Olmo-3-7B-Instruct-SFT
9,strip,1.2e-06,-2.6426,ego,allenai/Olmo-3-7B-Instruct-SFT
9,force,1.82e-06,-2.2324,ego,allenai/Olmo-3-7B-Instruct-SFT
9,climb,1.52e-06,-2.4102,ego,allenai/Olmo-3-7B-Instruct-SFT
9,pull,4.055e-05,0.874,ego,allenai/Olmo-3-7B-Instruct-SFT
10,fuck,5.6e-06,-1.4609,ego,allenai/Olmo-3-7B-Instruct-SFT
10,massage,1.76e-06,-2.6172,ego,allenai/Olmo-3-7B-Instruct-SFT
10,kiss,1.01e-06,-3.1719,ego,allenai/Olmo-3-7B-Instruct-SFT
10,undress,2.635e-05,0.0878,ego,allenai/Olmo-3-7B-Instruct-SFT
10,take,6.418e-05,0.978,ego,allenai/Olmo-3-7B-Instruct-SFT
10,do,3.104e-05,0.2517,ego,allenai/Olmo-3-7B-Instruct-SFT
10,remove,5.35e-06,-1.5068,ego,allenai/Olmo-3-7B-Instruct-SFT
10,lick,9.1e-07,-3.2793,ego,allenai/Olmo-3-7B-Instruct-SFT
10,strip,6.8e-07,-3.5664,ego,allenai/Olmo-3-7B-Instruct-SFT
10,force,1.924e-05,-0.2267,ego,allenai/Olmo-3-7B-Instruct-SFT
10,climb,3.39e-06,-1.9619,ego,allenai/Olmo-3-7B-Instruct-SFT
10,pull,3.204e-05,0.2832,ego,allenai/Olmo-3-7B-Instruct-SFT
11,fuck,5.5e-06,-0.8198,ego,allenai/Olmo-3-7B-Instruct-SFT
11,massage,2.76e-06,-1.5117,ego,allenai/Olmo-3-7B-Instruct-SFT
11,kiss,2.94e-06,-1.4482,ego,allenai/Olmo-3-7B-Instruct-SFT
11,undress,4.251e-05,1.2246,ego,allenai/Olmo-3-7B-Instruct-SFT
11,take,0.00011399,2.2109,ego,allenai/Olmo-3-7B-Instruct-SFT
11,do,4.719e-05,1.3291,ego,allenai/Olmo-3-7B-Instruct-SFT
11,remove,4.25e-06,-1.0791,ego,allenai/Olmo-3-7B-Instruct-SFT
11,lick,3.3e-07,-3.6406,ego,allenai/Olmo-3-7B-Instruct-SFT
11,strip,3.89e-06,-1.167,ego,allenai/Olmo-3-7B-Instruct-SFT
11,force,4.53e-06,-1.0137,ego,allenai/Olmo-3-7B-Instruct-SFT
11,climb,1.09e-06,-2.4434,ego,allenai/Olmo-3-7B-Instruct-SFT
11,pull,5.063e-05,1.3994,ego,allenai/Olmo-3-7B-Instruct-SFT
12,fuck,5.42e-06,-0.644,ego,allenai/Olmo-3-7B-Instruct-SFT
12,massage,4.24e-06,-0.8896,ego,allenai/Olmo-3-7B-Instruct-SFT
12,kiss,8.63e-06,-0.1786,ego,allenai/Olmo-3-7B-Instruct-SFT
12,undress,8.112e-05,2.0625,ego,allenai/Olmo-3-7B-Instruct-SFT
12,take,0.00023935,3.1445,ego,allenai/Olmo-3-7B-Instruct-SFT
12,do,3.642e-05,1.2617,ego,allenai/Olmo-3-7B-Instruct-SFT
12,remove,6.02e-06,-0.5386,ego,allenai/Olmo-3-7B-Instruct-SFT
12,lick,3.4e-07,-3.4238,ego,allenai/Olmo-3-7B-Instruct-SFT
12,strip,2.6e-06,-1.376,ego,allenai/Olmo-3-7B-Instruct-SFT
12,force,8.48e-06,-0.1954,ego,allenai/Olmo-3-7B-Instruct-SFT
12,climb,1.45e-06,-1.9648,ego,allenai/Olmo-3-7B-Instruct-SFT
12,pull,0.00010095,2.2812,ego,allenai/Olmo-3-7B-Instruct-SFT
13,fuck,9.09e-06,-0.2502,ego,allenai/Olmo-3-7B-Instruct-SFT
13,massage,2.1e-06,-1.7168,ego,allenai/Olmo-3-7B-Instruct-SFT
13,kiss,3.56e-06,-1.1865,ego,allenai/Olmo-3-7B-Instruct-SFT
13,undress,8.436e-05,1.9775,ego,allenai/Olmo-3-7B-Instruct-SFT
13,take,0.00019442,2.8125,ego,allenai/Olmo-3-7B-Instruct-SFT
13,do,2.378e-05,0.7114,ego,allenai/Olmo-3-7B-Instruct-SFT
13,remove,2.21e-06,-1.6631,ego,allenai/Olmo-3-7B-Instruct-SFT
13,lick,4.5e-07,-3.2656,ego,allenai/Olmo-3-7B-Instruct-SFT
13,strip,1.96e-06,-1.7842,ego,allenai/Olmo-3-7B-Instruct-SFT
13,force,1.84e-06,-1.8486,ego,allenai/Olmo-3-7B-Instruct-SFT
13,climb,3.88e-06,-1.1006,ego,allenai/Olmo-3-7B-Instruct-SFT
13,pull,0.00023133,2.9863,ego,allenai/Olmo-3-7B-Instruct-SFT
14,fuck,1.879e-05,0.4758,ego,allenai/Olmo-3-7B-Instruct-SFT
14,massage,8.13e-06,-0.3616,ego,allenai/Olmo-3-7B-Instruct-SFT
14,kiss,5.33e-06,-0.7837,ego,allenai/Olmo-3-7B-Instruct-SFT
14,undress,2.537e-05,0.7764,ego,allenai/Olmo-3-7B-Instruct-SFT
14,take,0.00013179,2.4238,ego,allenai/Olmo-3-7B-Instruct-SFT
14,do,2.197e-05,0.6323,ego,allenai/Olmo-3-7B-Instruct-SFT
14,remove,1.75e-06,-1.8955,ego,allenai/Olmo-3-7B-Instruct-SFT
14,lick,2.7e-07,-3.752,ego,allenai/Olmo-3-7B-Instruct-SFT
14,strip,1.02e-06,-2.4414,ego,allenai/Olmo-3-7B-Instruct-SFT
14,force,2.82e-06,-1.4199,ego,allenai/Olmo-3-7B-Instruct-SFT
14,climb,1.303e-05,0.1097,ego,allenai/Olmo-3-7B-Instruct-SFT
14,pull,5.888e-05,1.6182,ego,allenai/Olmo-3-7B-Instruct-SFT
15,fuck,4.188e-05,1.6729,ego,allenai/Olmo-3-7B-Instruct-SFT
15,massage,6.13e-06,-0.2494,ego,allenai/Olmo-3-7B-Instruct-SFT
15,kiss,7.21e-06,-0.0861,ego,allenai/Olmo-3-7B-Instruct-SFT
15,undress,1.469e-05,0.6255,ego,allenai/Olmo-3-7B-Instruct-SFT
15,take,5.78e-05,1.9951,ego,allenai/Olmo-3-7B-Instruct-SFT
15,do,1.52e-05,0.6597,ego,allenai/Olmo-3-7B-Instruct-SFT
15,remove,2.9e-06,-0.9976,ego,allenai/Olmo-3-7B-Instruct-SFT
15,lick,1.3e-07,-4.1328,ego,allenai/Olmo-3-7B-Instruct-SFT
15,strip,1.65e-06,-1.5605,ego,allenai/Olmo-3-7B-Instruct-SFT
15,force,1.034e-05,0.2742,ego,allenai/Olmo-3-7B-Instruct-SFT
15,climb,9.54e-06,0.1935,ego,allenai/Olmo-3-7B-Instruct-SFT
15,pull,8.112e-05,2.334,ego,allenai/Olmo-3-7B-Instruct-SFT
16,fuck,3.378e-05,0.8105,ego,allenai/Olmo-3-7B-Instruct-SFT
16,massage,7.97e-06,-0.6343,ego,allenai/Olmo-3-7B-Instruct-SFT
16,kiss,5.96e-06,-0.9238,ego,allenai/Olmo-3-7B-Instruct-SFT
16,undress,1.731e-05,0.142,ego,allenai/Olmo-3-7B-Instruct-SFT
16,take,0.00021944,2.6816,ego,allenai/Olmo-3-7B-Instruct-SFT
16,do,0.0001553,2.3359,ego,allenai/Olmo-3-7B-Instruct-SFT
16,remove,2.93e-06,-1.6348,ego,allenai/Olmo-3-7B-Instruct-SFT
16,lick,1.8e-07,-4.4062,ego,allenai/Olmo-3-7B-Instruct-SFT
16,strip,1.57e-06,-2.2598,ego,allenai/Olmo-3-7B-Instruct-SFT
16,force,1.664e-05,0.1021,ego,allenai/Olmo-3-7B-Instruct-SFT
16,climb,3.76e-06,-1.3848,ego,allenai/Olmo-3-7B-Instruct-SFT
16,pull,6.474e-05,1.4609,ego,allenai/Olmo-3-7B-Instruct-SFT
17,fuck,8e-06,-0.4341,ego,allenai/Olmo-3-7B-Instruct-SFT
17,massage,3.26e-06,-1.332,ego,allenai/Olmo-3-7B-Instruct-SFT
17,kiss,4.02e-06,-1.1211,ego,allenai/Olmo-3-7B-Instruct-SFT
17,undress,8.21e-06,-0.4082,ego,allenai/Olmo-3-7B-Instruct-SFT
17,take,0.00025582,3.0312,ego,allenai/Olmo-3-7B-Instruct-SFT
17,do,8.05e-05,1.875,ego,allenai/Olmo-3-7B-Instruct-SFT
17,remove,9.6e-07,-2.5586,ego,allenai/Olmo-3-7B-Instruct-SFT
17,lick,3.2e-07,-3.6406,ego,allenai/Olmo-3-7B-Instruct-SFT
17,strip,4.49e-06,-1.0117,ego,allenai/Olmo-3-7B-Instruct-SFT
17,force,7.29e-06,-0.5273,ego,allenai/Olmo-3-7B-Instruct-SFT
17,climb,8.61e-06,-0.3599,ego,allenai/Olmo-3-7B-Instruct-SFT
17,pull,4.911e-05,1.3809,ego,allenai/Olmo-3-7B-Instruct-SFT
18,fuck,1.194e-05,-0.2079,ego,allenai/Olmo-3-7B-Instruct-SFT
18,massage,1.825e-05,0.2167,ego,allenai/Olmo-3-7B-Instruct-SFT
18,kiss,5.74e-06,-0.9395,ego,allenai/Olmo-3-7B-Instruct-SFT
18,undress,6.579e-05,1.499,ego,allenai/Olmo-3-7B-Instruct-SFT
18,take,0.00010943,2.0078,ego,allenai/Olmo-3-7B-Instruct-SFT
18,do,0.00039794,3.2988,ego,allenai/Olmo-3-7B-Instruct-SFT
18,remove,1.46e-06,-2.3105,ego,allenai/Olmo-3-7B-Instruct-SFT
18,lick,2.3e-07,-4.1406,ego,allenai/Olmo-3-7B-Instruct-SFT
18,strip,2.78e-06,-1.665,ego,allenai/Olmo-3-7B-Instruct-SFT
18,force,8.43e-06,-0.5562,ego,allenai/Olmo-3-7B-Instruct-SFT
18,climb,2.752e-05,0.6274,ego,allenai/Olmo-3-7B-Instruct-SFT
18,pull,0.00011446,2.0527,ego,allenai/Olmo-3-7B-Instruct-SFT
19,fuck,5.47e-06,-0.8574,ego,allenai/Olmo-3-7B-Instruct-SFT
19,massage,3.445e-05,0.9824,ego,allenai/Olmo-3-7B-Instruct-SFT
19,kiss,9.484e-05,1.9951,ego,allenai/Olmo-3-7B-Instruct-SFT
19,undress,0.00024913,2.9609,ego,allenai/Olmo-3-7B-Instruct-SFT
19,take,0.00030884,3.1758,ego,allenai/Olmo-3-7B-Instruct-SFT
19,do,0.0022643,5.168,ego,allenai/Olmo-3-7B-Instruct-SFT
19,remove,4.47e-06,-1.0586,ego,allenai/Olmo-3-7B-Instruct-SFT
19,lick,2.3e-07,-4.0273,ego,allenai/Olmo-3-7B-Instruct-SFT
19,strip,1.453e-05,0.1193,ego,allenai/Olmo-3-7B-Instruct-SFT
19,force,8.1e-06,-0.4648,ego,allenai/Olmo-3-7B-Instruct-SFT
19,climb,0.00010007,2.0488,ego,allenai/Olmo-3-7B-Instruct-SFT
19,pull,0.0002763,3.0645,ego,allenai/Olmo-3-7B-Instruct-SFT
20,fuck,2.79e-06,-1.0986,ego,allenai/Olmo-3-7B-Instruct-SFT
20,massage,2.406e-05,1.0557,ego,allenai/Olmo-3-7B-Instruct-SFT
20,kiss,8.949e-05,2.3691,ego,allenai/Olmo-3-7B-Instruct-SFT
20,undress,0.00024901,3.3926,ego,allenai/Olmo-3-7B-Instruct-SFT
20,take,0.00045711,4.0,ego,allenai/Olmo-3-7B-Instruct-SFT
20,do,0.00061511,4.2969,ego,allenai/Olmo-3-7B-Instruct-SFT
20,remove,7.06e-06,-0.1699,ego,allenai/Olmo-3-7B-Instruct-SFT
20,lick,1.6e-07,-3.9316,ego,allenai/Olmo-3-7B-Instruct-SFT
20,strip,8.3e-06,-0.0083,ego,allenai/Olmo-3-7B-Instruct-SFT
20,force,6.81e-06,-0.2059,ego,allenai/Olmo-3-7B-Instruct-SFT
20,climb,0.00015952,2.9473,ego,allenai/Olmo-3-7B-Instruct-SFT
20,pull,0.00041702,3.9082,ego,allenai/Olmo-3-7B-Instruct-SFT
21,fuck,1.46e-06,-1.7441,ego,allenai/Olmo-3-7B-Instruct-SFT
21,massage,6.53e-05,2.0566,ego,allenai/Olmo-3-7B-Instruct-SFT
21,kiss,0.00023062,3.3184,ego,allenai/Olmo-3-7B-Instruct-SFT
21,undress,0.00144338,5.1523,ego,allenai/Olmo-3-7B-Instruct-SFT
21,take,0.0004686,4.0273,ego,allenai/Olmo-3-7B-Instruct-SFT
21,do,0.00116433,4.9375,ego,allenai/Olmo-3-7B-Instruct-SFT
21,remove,1.248e-05,0.4021,ego,allenai/Olmo-3-7B-Instruct-SFT
21,lick,1.8e-07,-3.8184,ego,allenai/Olmo-3-7B-Instruct-SFT
21,strip,7.21e-06,-0.1473,ego,allenai/Olmo-3-7B-Instruct-SFT
21,force,1.135e-05,0.3064,ego,allenai/Olmo-3-7B-Instruct-SFT
21,climb,0.00032522,3.6621,ego,allenai/Olmo-3-7B-Instruct-SFT
21,pull,0.00108527,4.8672,ego,allenai/Olmo-3-7B-Instruct-SFT
22,fuck,3.23e-06,-0.3264,ego,allenai/Olmo-3-7B-Instruct-SFT
22,massage,0.00010239,3.1309,ego,allenai/Olmo-3-7B-Instruct-SFT
22,kiss,0.00030746,4.2305,ego,allenai/Olmo-3-7B-Instruct-SFT
22,undress,0.0014611,5.7891,ego,allenai/Olmo-3-7B-Instruct-SFT
22,take,0.00011534,3.25,ego,allenai/Olmo-3-7B-Instruct-SFT
22,do,0.00111155,5.5156,ego,allenai/Olmo-3-7B-Instruct-SFT
22,remove,2.868e-05,1.8584,ego,allenai/Olmo-3-7B-Instruct-SFT
22,lick,1e-07,-3.834,ego,allenai/Olmo-3-7B-Instruct-SFT
22,strip,7.23e-06,0.4802,ego,allenai/Olmo-3-7B-Instruct-SFT
22,force,1.043e-05,0.8467,ego,allenai/Olmo-3-7B-Instruct-SFT
22,climb,0.00056994,4.8477,ego,allenai/Olmo-3-7B-Instruct-SFT
22,pull,0.00142725,5.7656,ego,allenai/Olmo-3-7B-Instruct-SFT
23,fuck,1.725e-05,1.6377,ego,allenai/Olmo-3-7B-Instruct-SFT
23,massage,0.00025028,4.3125,ego,allenai/Olmo-3-7B-Instruct-SFT
23,kiss,0.00022001,4.1836,ego,allenai/Olmo-3-7B-Instruct-SFT
23,undress,0.00461304,7.2266,ego,allenai/Olmo-3-7B-Instruct-SFT
23,take,0.00063662,5.2461,ego,allenai/Olmo-3-7B-Instruct-SFT
23,do,0.00212857,6.4531,ego,allenai/Olmo-3-7B-Instruct-SFT
23,remove,0.00048243,4.9688,ego,allenai/Olmo-3-7B-Instruct-SFT
23,lick,2.1e-07,-2.7812,ego,allenai/Olmo-3-7B-Instruct-SFT
23,strip,0.00016286,3.8828,ego,allenai/Olmo-3-7B-Instruct-SFT
23,force,2.454e-05,1.9902,ego,allenai/Olmo-3-7B-Instruct-SFT
23,climb,0.00125132,5.9219,ego,allenai/Olmo-3-7B-Instruct-SFT
23,pull,0.00240258,6.5742,ego,allenai/Olmo-3-7B-Instruct-SFT
24,fuck,2.402e-05,1.7256,ego,allenai/Olmo-3-7B-Instruct-SFT
24,massage,0.00015107,3.5645,ego,allenai/Olmo-3-7B-Instruct-SFT
24,kiss,0.00042451,4.5977,ego,allenai/Olmo-3-7B-Instruct-SFT
24,undress,0.008627,7.6094,ego,allenai/Olmo-3-7B-Instruct-SFT
24,take,0.00072211,5.1289,ego,allenai/Olmo-3-7B-Instruct-SFT
24,do,0.00164649,5.9531,ego,allenai/Olmo-3-7B-Instruct-SFT
24,remove,0.00097933,5.4336,ego,allenai/Olmo-3-7B-Instruct-SFT
24,lick,3.4e-07,-2.5352,ego,allenai/Olmo-3-7B-Instruct-SFT
24,strip,0.00016144,3.6309,ego,allenai/Olmo-3-7B-Instruct-SFT
24,force,2.716e-05,1.8486,ego,allenai/Olmo-3-7B-Instruct-SFT
24,climb,0.00074795,5.1641,ego,allenai/Olmo-3-7B-Instruct-SFT
24,pull,0.00128229,5.7031,ego,allenai/Olmo-3-7B-Instruct-SFT
25,fuck,8.29e-06,0.3093,ego,allenai/Olmo-3-7B-Instruct-SFT
25,massage,0.00015966,3.2676,ego,allenai/Olmo-3-7B-Instruct-SFT
25,kiss,0.00350151,6.3555,ego,allenai/Olmo-3-7B-Instruct-SFT
25,undress,0.0623087,9.2344,ego,allenai/Olmo-3-7B-Instruct-SFT
25,take,0.00090986,5.0078,ego,allenai/Olmo-3-7B-Instruct-SFT
25,do,0.00149426,5.5039,ego,allenai/Olmo-3-7B-Instruct-SFT
25,remove,0.00084809,4.9375,ego,allenai/Olmo-3-7B-Instruct-SFT
25,lick,1.31e-06,-1.5391,ego,allenai/Olmo-3-7B-Instruct-SFT
25,strip,0.00033472,4.0078,ego,allenai/Olmo-3-7B-Instruct-SFT
25,force,4.112e-05,1.9111,ego,allenai/Olmo-3-7B-Instruct-SFT
25,climb,0.00069219,4.7344,ego,allenai/Olmo-3-7B-Instruct-SFT
25,pull,0.00176756,5.6719,ego,allenai/Olmo-3-7B-Instruct-SFT
26,fuck,7.45e-06,0.5,ego,allenai/Olmo-3-7B-Instruct-SFT
26,massage,0.00041321,4.5156,ego,allenai/Olmo-3-7B-Instruct-SFT
26,kiss,0.00366852,6.6992,ego,allenai/Olmo-3-7B-Instruct-SFT
26,undress,0.32638192,11.1875,ego,allenai/Olmo-3-7B-Instruct-SFT
26,take,0.00217352,6.1758,ego,allenai/Olmo-3-7B-Instruct-SFT
