family,pair,layer,prompt,pole1_mass,pole2_mass,blend_mass,in_frame,remainder
tulu,pleasure/pain,rlvr,B,0.00833411962349414,0.3836318027404372,0.0917215102585588,0.4836874326224901,0.51631256737751
tulu,pleasure/pain,rlvr,AB,0.08525897689996872,0.17461820389547608,0.14706265839760585,0.40693983919305066,0.5930601608069493
zephyr,love/hate,base,A,0.47968255178007674,0.006859107103015893,0.0826583816005673,0.5692000404836599,0.4307999595163401
zephyr,love/hate,base,B,0.04968411171251374,0.32357373814685697,0.048431045135854674,0.4216888949952254,0.5783111050047747
zephyr,love/hate,base,AB,0.22774635998421905,0.33874842953418355,0.04630507064687739,0.61279986016528,0.38720013983472
zephyr,love/hate,sft,A,0.6475776569784828,0.002914259530599239,0.09318389159231195,0.743675808101394,0.256324191898606
zephyr,love/hate,sft,B,0.040344123590746184,0.2454980095113755,0.0604565293325838,0.34629866243470553,0.6537013375652945
zephyr,love/hate,sft,AB,0.27923806663610895,0.3626527123900003,0.057167441603958015,0.6990582206300673,0.3009417793699327
zephyr,love/hate,dpo,A,0.7185012832205144,0.002835560060994616,0.06817519571937133,0.7895120390008804,0.2104879609991196
zephyr,love/hate,dpo,B,0.041154882335394945,0.24992937688178526,0.04893563151223519,0.3400198907294154,0.6599801092705846
zephyr,love/hate,dpo,AB,0.2546719003062996,0.415261661681168,0.04186970729736902,0.7118032692848366,0.2881967307151634
zephyr,trust/fear,base,A,0.28894275471049313,0.021227634417462025,0.1864672413684933,0.49663763049644843,0.5033623695035516
zephyr,trust/fear,base,B,0.11123391791790233,0.18907815248562984,0.173130063066614,0.47344213347014613,0.5265578665298538
zephyr,trust/fear,base,AB,0.18613960883030664,0.0979333146311087,0.16952865932569505,0.4536015827871104,0.5463984172128896
zephyr,trust/fear,sft,A,0.2813683629882364,0.02605426105643752,0.24939104332669398,0.556813667371368,0.44318633262863205
zephyr,trust/fear,sft,B,0.08018944222561858,0.21954520232472233,0.17122197620815433,0.47095662075849526,0.5290433792415048
zephyr,trust/fear,sft,AB,0.15375091668795,0.12708495715972376,0.1893058163816969,0.47014169022937063,0.5298583097706293
zephyr,trust/fear,dpo,A,0.2680557753073221,0.027954999843448902,0.26580076229877425,0.5618115374495453,0.43818846255045474
zephyr,trust/fear,dpo,B,0.060706432656538564,0.27329262841722296,0.16215747998168217,0.4961565410554437,0.5038434589445563
zephyr,trust/fear,dpo,AB,0.12738100769287944,0.17677267705490582,0.17464387381702015,0.47879755856480544,0.5212024414351946
zephyr,beautiful/disgusting,base,A,0.14456964255694532,0.02949325670289499,0.030509651688767243,0.20457255094860755,0.7954274490513924
zephyr,beautiful/disgusting,base,B,0.009096007857906725,0.1660639106963904,0.022956945490618323,0.19811686404491546,0.8018831359550845
zephyr,beautiful/disgusting,base,AB,0.1588934542204311,0.06443410722106127,0.026599056666012505,0.24992661810750488,0.7500733818924952
zephyr,beautiful/disgusting,sft,A,0.14696604131823443,0.03851893939161084,0.04838845231013254,0.23387343301997782,0.7661265669800221
zephyr,beautiful/disgusting,sft,B,0.006051842320458471,0.2705411648686899,0.030129287822609013,0.3067222950117574,0.6932777049882426
zephyr,beautiful/disgusting,sft,AB,0.18513321297073632,0.08180833360921624,0.03538528763073148,0.30232683421068407,0.6976731657893159
zephyr,beautiful/disgusting,dpo,A,0.16575707487618868,0.043883017813677906,0.0429597572621498,0.2525998499520164,0.7474001500479837
zephyr,beautiful/disgusting,dpo,B,0.0057889525570313585,0.32257808757978346,0.023414080941305846,0.3517811210781207,0.6482188789218792
zephyr,beautiful/disgusting,dpo,AB,0.2094850734662771,0.09297184589670593,0.02638687060346457,0.3288437899664476,0.6711562100335524
zephyr,obey/rebel,base,A,0.3264749238556963,0.015087837661381236,0.11986042065178551,0.461423182168863,0.538576817831137
zephyr,obey/rebel,base,B,0.14971113768881636,0.10235577445526951,0.20233446870054472,0.4544013808446306,0.5455986191553694
zephyr,obey/rebel,base,AB,0.21537880437693965,0.0610528969593111,0.18107430783121675,0.4575060091674675,0.5424939908325326
zephyr,obey/rebel,sft,A,0.3188639063834131,0.015395190649248406,0.10475359277126316,0.43901268980392466,0.5609873101960754
zephyr,obey/rebel,sft,B,0.11170407155760738,0.20499249078326465,0.16039379651997887,0.4770903588608509,0.5229096411391492
zephyr,obey/rebel,sft,AB,0.21791049268148302,0.10212138545603125,0.16180578291720987,0.48183766105472414,0.5181623389452759
zephyr,obey/rebel,dpo,A,0.3024643367763487,0.01710037544122158,0.0822964726135947,0.40186118483116495,0.598138815168835
zephyr,obey/rebel,dpo,B,0.09432443778425406,0.2733785656599739,0.12462395600390029,0.4923269594481283,0.5076730405518717
zephyr,obey/rebel,dpo,AB,0.2021352624536113,0.14561101186339326,0.13852163952998164,0.4862679138469862,0.5137320861530138
zephyr,pleasure/pain,base,A,0.11881028147144243,0.07143997588114392,0.1759091109171573,0.36615936826974366,0.6338406317302563
zephyr,pleasure/pain,base,B,0.01709672971111199,0.514117167400545,0.07695159495685863,0.6081654920685157,0.39183450793148433
zephyr,pleasure/pain,base,AB,0.0994803331772029,0.1571701494745826,0.16871541111411048,0.42536589376589595,0.574634106234104
zephyr,pleasure/pain,sft,A,0.1513452604123609,0.10798154343990729,0.2216617526537683,0.4809885565060365,0.5190114434939634
zephyr,pleasure/pain,sft,B,0.0061835684434650255,0.4765178025201273,0.07662791823502596,0.5593292891986184,0.44067071080138165
zephyr,pleasure/pain,sft,AB,0.07122749545583602,0.14758772727794067,0.2084177605711122,0.4272329833048889,0.5727670166951111
zephyr,pleasure/pain,dpo,A,0.1927898440805322,0.140162607793942,0.2060746656949288,0.539027117569403,0.460972882430597
zephyr,pleasure/pain,dpo,B,0.005961202145515628,0.5409246479111803,0.059325529999996233,0.6062113800566922,0.3937886199433078
zephyr,pleasure/pain,dpo,AB,0.08855982647237971,0.21125555184267766,0.17690684479108978,0.4767222231061472,0.5232777768938528
olmo-tiny,love/hate,base,A,0.4711684014328233,0.013100059591248684,0.06015751175983918,0.5444259727839111,0.45557402721608886
olmo-tiny,love/hate,base,B,0.052262159564052814,0.42482077551249386,0.04111068903357683,0.5181936241101235,0.4818063758898765
olmo-tiny,love/hate,base,AB,0.3529980490863665,0.13517602348275812,0.05388912135717351,0.5420631939262981,0.4579368060737019
olmo-tiny,love/hate,sft,A,0.1855072466629327,0.018370382562004066,0.1418395500485629,0.34571717927349965,0.6542828207265003
olmo-tiny,love/hate,sft,B,0.05800414093957422,0.16284099466534638,0.09298851657295057,0.3138336521778712,0.6861663478221288
olmo-tiny,love/hate,sft,AB,0.20924576967046635,0.31026784835474536,0.04504615977161588,0.5645597777968275,0.43544022220317247
olmo-tiny,love/hate,dpo,A,0.1404831754367191,0.0158790131222577,0.1306289994532685,0.2869911880122453,0.7130088119877547
olmo-tiny,love/hate,dpo,B,0.03458292078468782,0.13883997815100768,0.07982189649533503,0.2532447954310305,0.7467552045689695
olmo-tiny,love/hate,dpo,AB,0.15929845634429135,0.31858278719805605,0.042320603026771354,0.5202018465691187,0.4797981534308813
olmo-tiny,love/hate,rlvr,A,0.13683038422397248,0.015161931384583889,0.13296433842308727,0.2849566540316436,0.7150433459683564
olmo-tiny,love/hate,rlvr,B,0.033347375959535124,0.1351642796347803,0.08132521065321455,0.24983686624753,0.75016313375247
olmo-tiny,love/hate,rlvr,AB,0.1639036605156227,0.30176696274028714,0.043585027256000546,0.5092556505119104,0.49074434948808965
olmo-tiny,trust/fear,base,A,0.3098802064982289,0.02914732045330961,0.1144261085383349,0.4534536354898734,0.5465463645101266
olmo-tiny,trust/fear,base,B,0.098500063879479,0.15366439311831956,0.12838018114304156,0.3805446381408401,0.6194553618591598
olmo-tiny,trust/fear,base,AB,0.16281395346008087,0.05511680005857392,0.1294159922623227,0.34734674578097746,0.6526532542190225
olmo-tiny,trust/fear,sft,A,0.3666663964061655,0.029415701272795886,0.10682173523569037,0.5029038329146518,0.4970961670853482
olmo-tiny,trust/fear,sft,B,0.10251355626136445,0.15580493040664978,0.12072344297301392,0.3790419296410281,0.6209580703589719
olmo-tiny,trust/fear,sft,AB,0.13968128685784642,0.044297157407055664,0.13648558758965898,0.32046403185456107,0.6795359681454389
olmo-tiny,trust/fear,dpo,A,0.36938766253692434,0.024884449571115984,0.08445854478509483,0.47873065689313515,0.5212693431068649
olmo-tiny,trust/fear,dpo,B,0.0850230912197627,0.14621767107636696,0.09815354211627998,0.32939430441240963,0.6706056955875903
olmo-tiny,trust/fear,dpo,AB,0.13007950190484355,0.03409302483407427,0.10513822460439226,0.26931075134331006,0.7306892486566899
olmo-tiny,trust/fear,rlvr,A,0.36943893482763057,0.025425019653659054,0.08374406165038646,0.4786080161316761,0.5213919838683239
olmo-tiny,trust/fear,rlvr,B,0.08429376617902368,0.14795631137028428,0.09943051392861725,0.3316805914779252,0.6683194085220747
olmo-tiny,trust/fear,rlvr,AB,0.12508459438483252,0.03521325316793986,0.10522631286571665,0.26552416041848903,0.734475839581511
olmo-tiny,beautiful/disgusting,base,A,0.19587966492445175,0.015879977180807726,0.01865239393693713,0.2304120360421966,0.7695879639578034
olmo-tiny,beautiful/disgusting,base,B,0.004557802616437628,0.21803021408447554,0.01498656263257793,0.23757457933349108,0.7624254206665089
olmo-tiny,beautiful/disgusting,base,AB,0.16599100833306105,0.03346683902528908,0.021891430612120552,0.22134927797047066,0.7786507220295293
olmo-tiny,beautiful/disgusting,sft,A,0.06424666784211662,0.01642948367018119,0.010776613472287781,0.0914527649845856,0.9085472350154145
olmo-tiny,beautiful/disgusting,sft,B,0.0035347011667476082,0.07749284762799061,0.011681563974827046,0.09270911276956526,0.9072908872304347
olmo-tiny,beautiful/disgusting,sft,AB,0.06536437667066136,0.02475933188302729,0.020573556868871447,0.11069726542256009,0.8893027345774399
olmo-tiny,beautiful/disgusting,dpo,A,0.0872088419603328,0.015253014014833869,0.010722954356019193,0.11318481033118585,0.8868151896688141
olmo-tiny,beautiful/disgusting,dpo,B,0.00269768820705273,0.08752014798463857,0.01014062773405806,0.10035846392574936,0.8996415360742507
olmo-tiny,beautiful/disgusting,dpo,AB,0.07561558968560757,0.022350237619510854,0.018639740428228333,0.11660556773334675,0.8833944322666533
olmo-tiny,beautiful/disgusting,rlvr,A,0.0823502869868081,0.014873589982627137,0.01090999574915367,0.10813387271858892,0.8918661272814111
olmo-tiny,beautiful/disgusting,rlvr,B,0.0026108535531401394,0.08533783108061169,0.009743702143200358,0.09769238677695219,0.9023076132230479
olmo-tiny,beautiful/disgusting,rlvr,AB,0.07789132939361842,0.02289825538720751,0.019034884261203526,0.11982446904202945,0.8801755309579705
olmo-tiny,obey/rebel,base,A,0.3353217589627572,0.015269792464091622,0.11799896048436402,0.4685905119112128,0.5314094880887872
olmo-tiny,obey/rebel,base,B,0.1275281450117863,0.11326373795277454,0.15296304733391142,0.39375493029847225,0.6062450697015278
olmo-tiny,obey/rebel,base,AB,0.20996417076392646,0.07436537158090793,0.19355000528491434,0.4778795476297487,0.5221204523702513
olmo-tiny,obey/rebel,sft,A,0.5383358106235562,0.01821337816484141,0.08594413791451651,0.642493326702914,0.35750667329708596
olmo-tiny,obey/rebel,sft,B,0.20365772920621283,0.1499584341569596,0.13973932064765143,0.4933554840108239,0.5066445159891761
olmo-tiny,obey/rebel,sft,AB,0.5099555327696396,0.036695168433786673,0.12012190457366693,0.6667726057770932,0.3332273942229068
olmo-tiny,obey/rebel,dpo,A,0.5892789968079624,0.009957029719697672,0.05968423786495107,0.6589202643926111,0.3410797356073889
olmo-tiny,obey/rebel,dpo,B,0.2111310028749863,0.14936521162572353,0.10041949321698646,0.46091570771769624,0.5390842922823038
olmo-tiny,obey/rebel,dpo,AB,0.5821872269971736,0.02788642154169493,0.07019281051930239,0.680266459058171,0.31973354094182904
olmo-tiny,obey/rebel,rlvr,A,0.5970211618744905,0.009739147401119443,0.058473795228520475,0.6652341045041305,0.33476589549586955
olmo-tiny,obey/rebel,rlvr,B,0.21404336927431528,0.15068882838269604,0.10008593520612334,0.46481813286313467,0.5351818671368653
olmo-tiny,obey/rebel,rlvr,AB,0.5884704008138234,0.026466162361036383,0.0712081393705324,0.6861447025453922,0.31385529745460783
olmo-tiny,pleasure/pain,base,A,0.07966100868085,0.04979881077484697,0.12882286294993628,0.25828268240563323,0.7417173175943668
olmo-tiny,pleasure/pain,base,B,0.009609226552042712,0.41486184914239627,0.0896640442425114,0.5141351199369504,0.4858648800630496
olmo-tiny,pleasure/pain,base,AB,0.08901872783926494,0.15338565592188988,0.11929318398809172,0.36169756774924655,0.6383024322507534
olmo-tiny,pleasure/pain,sft,A,0.08027316938678083,0.03043126308691466,0.13196472613658017,0.24266915861027566,0.7573308413897244
olmo-tiny,pleasure/pain,sft,B,0.003988622663404639,0.20963017661141148,0.15228763992669161,0.3659064392015077,0.6340935607984923
olmo-tiny,pleasure/pain,sft,AB,0.021197481848296354,0.06585539162703836,0.14592461595350414,0.23297748942883886,0.7670225105711611
olmo-tiny,pleasure/pain,dpo,A,0.10039516827515174,0.029946859789865422,0.11972665945820848,0.25006868752322564,0.7499313124767744
olmo-tiny,pleasure/pain,dpo,B,0.002398291302769069,0.21095712155797577,0.15985481016068176,0.3732102230214266,0.6267897769785734
olmo-tiny,pleasure/pain,dpo,AB,0.01777114701308667,0.06070672207892683,0.1308736413445888,0.20935151043660227,0.7906484895633977
olmo-tiny,pleasure/pain,rlvr,A,0.09780558840316615,0.027845754432611697,0.12116055682603571,0.24681189966181355,0.7531881003381864
olmo-tiny,pleasure/pain,rlvr,B,0.002544310957665157,0.21692765752394552,0.1595383675525658,0.3790103360341765,0.6209896639658234
olmo-tiny,pleasure/pain,rlvr,AB,0.018016311571166444,0.055924273185813875,0.1285695498158188,0.20251013457279912,0.7974898654272009
