family,pair,layer,prompt,pole1_mass,pole2_mass,blend_mass,in_frame,remainder
qwen,trust/fear,base,A,0.2020626926381861,0.044263588583122945,0.0931384131665863,0.3394646943878954,0.6605353056121046
qwen,trust/fear,base,B,0.08681849731253771,0.24526499482646535,0.12413267440919958,0.45621616654820263,0.5437838334517974
qwen,trust/fear,base,AB,0.31358524596410076,0.04267819489901173,0.14470949854443682,0.5009729394075493,0.4990270605924507
qwen,trust/fear,dpo,A,0.24498218954674386,0.0385646131318928,0.12481871886722898,0.4083655215458656,0.5916344784541344
qwen,trust/fear,dpo,B,0.053664176248449505,0.46587198127688684,0.10591340422006038,0.6254495617453967,0.3745504382546033
qwen,trust/fear,dpo,AB,0.37369189360551663,0.04417835936712566,0.2136680593494936,0.6315383123221359,0.36846168767786414
qwen,beautiful/disgusting,base,A,0.12349067416501797,0.016173010866702246,0.01581719616353905,0.15548088119525927,0.8445191188047407
qwen,beautiful/disgusting,base,B,0.008983322177718016,0.1501045227659831,0.009898934085059478,0.1689867790287606,0.8310132209712394
qwen,beautiful/disgusting,base,AB,0.12485330662418231,0.05799012188892983,0.018161242965099095,0.20100467147821124,0.7989953285217888
qwen,beautiful/disgusting,dpo,A,0.21486387305646687,0.02522532539587148,0.02033449450838135,0.2604236929607197,0.7395763070392802
qwen,beautiful/disgusting,dpo,B,0.006787170674001459,0.17221347855294128,0.007432180431777442,0.18643282965872016,0.8135671703412799
qwen,beautiful/disgusting,dpo,AB,0.18228546093460304,0.09210333217174113,0.012387486759098716,0.2867762798654429,0.713223720134557
qwen,obey/rebel,base,A,0.2779781185284883,0.011258967034998037,0.0933827633847844,0.3826198489482707,0.6173801510517293
qwen,obey/rebel,base,B,0.07018653931476851,0.13977602845717776,0.2083462701020229,0.41830883787396916,0.5816911621260308
qwen,obey/rebel,base,AB,0.2150018068151798,0.06295808098267597,0.17498797627650012,0.45294786407435583,0.5470521359256442
qwen,obey/rebel,dpo,A,0.367225732170454,0.006736353928753055,0.09578258747316953,0.4697446735723766,0.5302553264276234
qwen,obey/rebel,dpo,B,0.07010385984001345,0.22542317809176826,0.19574642040197185,0.4912734583337536,0.5087265416662464
qwen,obey/rebel,dpo,AB,0.19418039477735938,0.06924807700780658,0.2231655660474995,0.4865940378326654,0.5134059621673346
qwen,pleasure/pain,base,A,0.06140547099727826,0.021045630126463988,0.06421128053047874,0.14666238165422096,0.853337618345779
qwen,pleasure/pain,base,B,0.011277217486704783,0.1978652132824631,0.07286191266045751,0.2820043434296254,0.7179956565703747
