family,direction,category,position,mean_resist,std_resist,n
ct-llm,reverse,violence_explicit,4,0.5023397357023315,0.7659559868938046,1000
ct-llm,reverse,violence_explicit,5,0.3836501662548376,0.6271861828220902,1000
ct-llm,reverse,violence_explicit,6,0.650764105808439,0.8405524945561432,1000
ct-llm,reverse,violence_explicit,7,0.3662957395640489,0.6087030095767462,1000
ct-llm,reverse,violence_explicit,8,0.5815487764448807,0.7035770473381421,1000
ct-llm,reverse,violence_explicit,9,0.4878574159652958,0.7064272412466883,1000
deepseek-7b,forward,sexual_explicit,0,0.2333797524998815,1.3239217443735143,1000
deepseek-7b,forward,sexual_explicit,1,0.3120677368301887,1.2478551597966807,1000
deepseek-7b,forward,sexual_explicit,2,1.543488403790709,4.703447778306587,1000
deepseek-7b,forward,sexual_explicit,3,3.0437399812822816,6.611864977752075,1000
deepseek-7b,forward,sexual_explicit,4,0.5493097268191574,2.487152109140244,1000
deepseek-7b,forward,sexual_explicit,5,0.2766660383008234,1.1231959242836347,1000
deepseek-7b,forward,sexual_explicit,6,0.22418619496122236,0.9410477970992944,1000
deepseek-7b,forward,sexual_explicit,7,0.15443164512072274,0.9377674869663526,1000
deepseek-7b,forward,sexual_explicit,8,0.6573163037159815,3.292277549744072,998
deepseek-7b,forward,sexual_explicit,9,0.6567069780537358,3.1169626068810428,945
deepseek-7b,forward,sexual_explicit,10,0.5536321310875969,2.791413751290365,534
llama,reverse,profanity,0,0.41010403340141355,0.47154275309996707,500
llama,reverse,profanity,1,0.27354847881667743,0.6883508893127732,500
llama,reverse,profanity,2,0.6525497682732202,0.6778239249562493,500
llama,reverse,profanity,3,0.5988553631679431,0.8605727719479275,500
llama,reverse,profanity,4,0.38781551829946365,0.6068204741753948,500
llama,reverse,profanity,5,0.5451772411504102,0.7358700393126966,500
llama,reverse,profanity,6,0.33765990574606863,0.6390365585420859,500
llama,reverse,profanity,7,0.4887177838151574,0.8218089466177885,500
llama,reverse,profanity,8,0.4729778344548555,0.7895099604838305,500
llama,reverse,profanity,9,0.5256035386304094,1.115243657824676,500
archangel-dpo,reverse,institutional,0,0.09170193171829014,0.24014872255174546,4800
archangel-dpo,reverse,institutional,1,0.193462941663333,0.24710516217315745,4800
archangel-dpo,reverse,institutional,2,0.11941154372398634,0.17377650709405715,4800
archangel-dpo,reverse,institutional,3,0.17925192368173673,0.2560968144430604,4800
archangel-dpo,reverse,institutional,4,0.11083506820376599,0.1634668392452173,4800
archangel-dpo,reverse,institutional,5,0.11688827865492844,0.2556281129621067,4800
archangel-dpo,reverse,institutional,6,0.1174673566242619,0.2633703637586184,4800
archangel-dpo,reverse,institutional,7,0.11199437357317266,0.37004738082105193,4800
archangel-dpo,reverse,institutional,8,0.5741856802189763,1.9404541532454673,4800
archangel-dpo,reverse,institutional,9,0.24224384100804427,1.2914054223019158,4518
olmo,forward,violence_liminal,0,0.20792945964237047,1.9040051388283885,10500
olmo,forward,violence_liminal,1,0.8848358033334197,2.6303104258067473,10500
olmo,forward,violence_liminal,2,0.39133317743750445,1.3603810763833901,10500
olmo,forward,violence_liminal,3,0.2220447237368257,1.1669781123247625,10500
olmo,forward,violence_liminal,4,0.21151767658411608,1.0185267926904091,10500
olmo,forward,violence_liminal,5,0.2913171039320418,1.4125051190081157,10500
olmo,forward,violence_liminal,6,0.3425762111382195,1.5901743691001542,10500
olmo,forward,violence_liminal,7,0.48107165115364514,2.3462006292940933,10500
olmo,forward,violence_liminal,8,0.46131646556316436,2.274295515402646,10492
olmo,forward,violence_liminal,9,0.4662429075030385,1.793761572209097,10471
olmo,forward,violence_liminal,10,0.34142025318278607,1.6265237018058931,9159
zephyr,forward,sexual_liminal,0,0.1667031676596937,0.6457440372880184,16500
zephyr,forward,sexual_liminal,1,0.08723003147354257,0.4114659854292378,16500
zephyr,forward,sexual_liminal,2,0.1606768731183759,0.5394813985865397,16500
zephyr,forward,sexual_liminal,3,0.10423204840314457,0.41249588253649294,16500
zephyr,forward,sexual_liminal,4,0.1406422824126481,0.5132962953277584,16500
zephyr,forward,sexual_liminal,5,0.11605430372308294,0.48799509456047196,16500
zephyr,forward,sexual_liminal,6,0.1540867441170547,0.5381875304933252,16500
zephyr,forward,sexual_liminal,7,0.1364428678195474,0.4769673686403236,16500
zephyr,forward,sexual_liminal,8,0.13377575527306115,0.49123768956843017,16500
zephyr,forward,sexual_liminal,9,0.15259357208742855,0.5581779469137788,16496
olmo,reverse,profanity,0,0.4098446985660363,0.9398338530620896,1500
olmo,reverse,profanity,1,0.8691963598340202,1.7197804898488178,1500
olmo,reverse,profanity,2,1.1457691089251405,1.5478852615686327,1500
olmo,reverse,profanity,3,0.9992115741073453,2.079128591556748,1500
olmo,reverse,profanity,4,1.2516808700721334,1.49441607175439,1500
olmo,reverse,profanity,5,0.9768175546908998,1.4662862483974566,1500
olmo,reverse,profanity,6,0.9114652699453091,1.3012441951301161,1500
olmo,reverse,profanity,7,1.0821248784811235,1.5715610044144757,1500
olmo,reverse,profanity,8,1.138519281517252,2.398910482759171,1500
olmo,reverse,profanity,9,1.326036521504494,2.664398321801191,1500
qwen,forward,institutional,0,-0.17253773217499319,2.551938951206332,12000
qwen,forward,institutional,1,0.27683509877234935,4.500597419518387,12000
qwen,forward,institutional,2,1.3020855507433116,2.4989657307225577,12000
qwen,forward,institutional,3,1.1014026396629857,2.0614524576125386,12000
qwen,forward,institutional,4,1.2343474189811148,2.2916802498007893,12000
qwen,forward,institutional,5,1.0678693912345003,2.089159209985169,12000
qwen,forward,institutional,6,0.9066724343396345,1.9803225679673984,12000
qwen,forward,institutional,7,0.9171878501788762,1.9571637151526524,12000
qwen,forward,institutional,8,0.7956539316110338,1.7648603800960108,11999
qwen,forward,institutional,9,0.8105281547545676,1.8015512612050026,11994
qwen,forward,institutional,10,0.872457462262056,1.9159797097770601,10257
olmo-tiny,forward,death,0,0.016405215229655,1.0656287997503409,6000
olmo-tiny,forward,death,1,0.39937934708660094,5.2349295962228934,6000
olmo-tiny,forward,death,2,0.08255350129848579,0.8437156943934035,6000
olmo-tiny,forward,death,3,0.21049579940318966,0.7643254117444371,6000
olmo-tiny,forward,death,4,0.3846489112661869,0.979519297793893,6000
olmo-tiny,forward,death,5,0.2516798014977826,0.9478252528673063,6000
olmo-tiny,forward,death,6,0.36579144854270323,0.9500085008899805,6000
olmo-tiny,forward,death,7,0.2810015928102564,0.9447627293020433,6000
olmo-tiny,forward,death,8,0.28451214643712897,0.9032189730415529,6000
olmo-tiny,forward,death,9,0.2506942106908805,0.8686658408066534,5998
olmo-tiny,forward,death,10,0.2994272249443985,0.9869975452922471,5978
qwen,forward,violence_explicit,0,0.04769173501868199,3.0922374241883985,2500
qwen,forward,violence_explicit,1,-0.23024140641319846,7.13241291552227,2500
qwen,forward,violence_explicit,2,0.6344673001937503,2.0516386252662246,2500
qwen,forward,violence_explicit,3,2.091802938517656,3.9470295047024146,2500
qwen,forward,violence_explicit,4,2.1609401592685034,3.526995394369168,2500
qwen,forward,violence_explicit,5,2.128838122036242,3.5930821594829387,2500
qwen,forward,violence_explicit,6,1.688766983350697,3.0815779394182745,2500
qwen,forward,violence_explicit,7,1.83840133534458,3.193941758862285,2496
qwen,forward,violence_explicit,8,1.625502853494598,3.05592802256018,2492
qwen,forward,violence_explicit,9,1.6396427240712697,3.2990217213545616,2463
qwen,forward,violence_explicit,10,1.675523698385071,3.4768213538765345,2267
qwen,reverse,institutional,0,1.465537240281117,2.095707232911077,2400
qwen,reverse,institutional,1,0.6067582900582952,0.9423466849534603,2400
qwen,reverse,institutional,2,0.36719276038449666,0.6749518280170336,2400
qwen,reverse,institutional,3,0.671052071540398,1.2957469854997565,2400
qwen,reverse,institutional,4,0.401380395765111,0.6174038579436582,2400
qwen,reverse,institutional,5,0.39732503132980207,0.6797744481747582,2400
qwen,reverse,institutional,6,0.35064257452025716,0.5016420100625627,2400
qwen,reverse,institutional,7,0.36660119368818583,0.7782031534042574,2400
qwen,reverse,institutional,8,0.4275002356767809,1.2711266063492934,2400
qwen,reverse,institutional,9,0.3199797553252929,0.8669074351844516,2395
deepseek-7b,reverse,violence_liminal,0,1.3936581274157969,2.5204029044363865,500
deepseek-7b,reverse,violence_liminal,1,0.9936052059877665,2.9726364419126523,500
deepseek-7b,reverse,violence_liminal,2,0.9964834257911591,1.9048588610431865,500
deepseek-7b,reverse,violence_liminal,3,1.340526272168256,2.3713553447286593,500
deepseek-7b,reverse,violence_liminal,4,1.0357983714316956,1.8454957024553726,500
deepseek-7b,reverse,violence_liminal,5,1.0152662314671959,1.6553358326583187,500
deepseek-7b,reverse,violence_liminal,6,0.5143595842392683,1.442871029700319,500
deepseek-7b,reverse,violence_liminal,7,0.6175736682093012,1.451870743117189,500
deepseek-7b,reverse,violence_liminal,8,0.4828427248356653,1.6917623281797265,500
deepseek-7b,reverse,violence_liminal,9,0.5582502049452891,1.6407280836174731,482
falcon-7b-legacy,forward,death,0,0.0,1.2729234859952308,1000
falcon-7b-legacy,forward,death,1,0.2091943036510405,2.619525313874804,1000
falcon-7b-legacy,forward,death,2,0.11168776596202165,0.7043535753566332,1000
falcon-7b-legacy,forward,death,3,0.17105251790235035,0.6162812081477221,1000
falcon-7b-legacy,forward,death,4,0.23713288581879804,0.7479498140027335,1000
falcon-7b-legacy,forward,death,5,0.178251188395311,0.7503682444408339,1000
falcon-7b-legacy,forward,death,6,0.14754265030251382,0.6591562256326521,1000
falcon-7b-legacy,forward,death,7,0.2753438293527471,0.8004430127453743,1000
falcon-7b-legacy,forward,death,8,0.26854469163768224,0.8489199902490869,1000
falcon-7b-legacy,forward,death,9,0.24463107979023074,0.845799182259691,1000
falcon-7b-legacy,forward,death,10,0.2792941837828923,0.9916935870948389,998
olmo-tiny,forward,institutional,0,-0.1412606983338603,1.5637585054864556,28800
olmo-tiny,forward,institutional,1,0.45895776791290127,2.1352522356440438,28800
olmo-tiny,forward,institutional,2,0.5310164324802834,1.5318694370593329,28800
olmo-tiny,forward,institutional,3,0.36294157957994166,1.0667008261615714,28800
olmo-tiny,forward,institutional,4,0.4749742138292008,1.1598461047040567,28800
olmo-tiny,forward,institutional,5,0.47643598966579814,1.1115962869756362,28800
olmo-tiny,forward,institutional,6,0.4286660143905606,1.1312819280106838,28798
olmo-tiny,forward,institutional,7,0.4594254065783696,1.149041550268306,28786
olmo-tiny,forward,institutional,8,0.37070854825983757,0.9684739378763875,28764
olmo-tiny,forward,institutional,9,0.43372842967676284,1.106423468662363,28698
olmo-tiny,forward,institutional,10,0.445877043588432,1.1466544710286175,26631
tulu-sft-nopersona,reverse,institutional,0,0.33770614586499986,0.95493646716588,2400
tulu-sft-nopersona,reverse,institutional,1,0.3041340740273828,0.6094579446627352,2400
tulu-sft-nopersona,reverse,institutional,2,0.23069456562206583,0.5304595828504477,2400
tulu-sft-nopersona,reverse,institutional,3,0.33509989585004796,0.6194345833422376,2400
tulu-sft-nopersona,reverse,institutional,4,0.24607040578360379,0.516771400692833,2400
tulu-sft-nopersona,reverse,institutional,5,0.28471820591961716,0.6420606378867326,2400
tulu-sft-nopersona,reverse,institutional,6,0.3284602868409018,0.6483787782406653,2400
tulu-sft-nopersona,reverse,institutional,7,0.2590230574310128,0.48773581563075613,2400
tulu-sft-nopersona,reverse,institutional,8,0.2801650889925501,0.5670089192458388,2400
tulu-sft-nopersona,reverse,institutional,9,0.2689134098710375,0.658345390982008,2400
amber,reverse,substance,0,14.996331161306909,5.236052010076619,1000
amber,reverse,substance,1,5.313617648849975,6.34288563445203,1000
amber,reverse,substance,2,9.330269734460144,6.510154610529843,1000
amber,reverse,substance,3,5.751253946974494,5.074515712265504,1000
amber,reverse,substance,4,3.1631225725893786,3.845479487166214,1000
amber,reverse,substance,5,4.375981915843029,4.318339710935976,1000
amber,reverse,substance,6,3.3463390226636545,3.4557515903316083,1000
amber,reverse,substance,7,2.745261717077679,3.4944442798331976,1000
amber,reverse,substance,8,1.9786968190077556,3.2827513625496105,1000
amber,reverse,substance,9,1.978948019984639,3.4869593927648963,971
amber,forward,substance,0,0.6348910074009869,1.4752389263248347,3000
amber,forward,substance,1,0.23716610777115754,0.790844301503668,3000
amber,forward,substance,2,0.3274836818431961,0.9020988713197163,3000
amber,forward,substance,3,0.3267244589582677,0.9604175984356705,3000
amber,forward,substance,4,0.375631558463479,1.0867061566322407,3000
amber,forward,substance,5,0.40724091799362844,1.142988329259372,3000
amber,forward,substance,6,0.5061795973365223,1.2164185819286837,3000
amber,forward,substance,7,0.5203028365781721,1.322353116779188,3000
amber,forward,substance,8,0.7413083014184533,1.653615745173872,3000
amber,forward,substance,9,0.8943858767787419,1.98344711838937,2996
tulu,reverse,institutional,0,1.120239142364173,1.9739233733989217,7200
tulu,reverse,institutional,1,0.5679117423317266,0.8157601452364774,7200
tulu,reverse,institutional,2,0.4549823050709121,1.0042182197329312,7200
tulu,reverse,institutional,3,0.6430768855214117,0.8166486122057344,7200
tulu,reverse,institutional,4,0.4305371344136497,0.7695797012875231,7200
tulu,reverse,institutional,5,0.49777584452041385,0.7657778974692235,7200
tulu,reverse,institutional,6,0.5135613130340159,0.8187626470299809,7200
tulu,reverse,institutional,7,0.44804476274239236,0.7231698469555725,7200
tulu,reverse,institutional,8,0.45090770057990154,0.8267449766446902,7200
tulu,reverse,institutional,9,0.4508270407343041,0.9068090840087006,7200
qwen3,reverse,institutional,0,1.1134270539102338,1.0786962155062758,2400
qwen3,reverse,institutional,1,0.6654526961480404,0.7286327503301251,2400
qwen3,reverse,institutional,2,0.69370327659007,0.7813722528936293,2400
qwen3,reverse,institutional,3,0.7748112386093235,0.8057925274563622,2400
qwen3,reverse,institutional,4,0.7574119462209129,0.7784294340995783,2400
qwen3,reverse,institutional,5,0.6541344651639295,0.6569972243570981,2400
qwen3,reverse,institutional,6,0.6313481070507632,0.685597831849115,2400
qwen3,reverse,institutional,7,0.5733216678643251,0.7259120034179216,2400
qwen3,reverse,institutional,8,0.61053294674825,0.878270619845326,2400
qwen3,reverse,institutional,9,0.577724497471988,0.8231784400891763,2399
qwen-tiny,reverse,neutral,0,0.6949745667930716,1.1988842116325988,700
qwen-tiny,reverse,neutral,1,0.26373087237367415,0.47106391716601687,700
qwen-tiny,reverse,neutral,2,0.15463202046802718,0.9705504451450458,700
qwen-tiny,reverse,neutral,3,0.1825600772347755,0.5536095808326308,700
qwen-tiny,reverse,neutral,4,0.29568340411628663,0.6732024849838146,700
qwen-tiny,reverse,neutral,5,0.1762580204941676,0.9300966137336366,700
qwen-tiny,reverse,neutral,6,0.2591603424160854,1.3360019019640086,700
qwen-tiny,reverse,neutral,7,0.14591325487617063,0.5272328727244372,700
qwen-tiny,reverse,neutral,8,0.12825453005002488,0.48171229582420905,700
qwen-tiny,reverse,neutral,9,0.20033211092462783,0.7853705964059903,700
pythia,reverse,neutral,0,0.23523929201170315,0.2336434078945811,1400
pythia,reverse,neutral,1,0.1918440562891606,0.18131455816559636,1400
pythia,reverse,neutral,2,0.13688046195348766,0.17687948375223655,1400
pythia,reverse,neutral,3,0.09701263247043765,0.16322823804171224,1400
pythia,reverse,neutral,4,0.11339690435734887,0.24636790599037672,1400
pythia,reverse,neutral,5,0.10045706532275801,0.16762590372760075,1400
pythia,reverse,neutral,6,0.09233327356064742,0.19604236186931356,1400
pythia,reverse,neutral,7,0.055471861724883546,0.260627385598394,1400
pythia,reverse,neutral,8,0.30950777194742046,1.151435831808969,1400
pythia,reverse,neutral,9,0.1586902795330263,0.40714472690192643,1362
map-neo,reverse,power,0,11.894289147326628,7.261782267934369,1000
map-neo,reverse,power,1,6.432020158572997,5.617502548974611,1000
map-neo,reverse,power,2,4.430657411928131,4.346073757702697,999
map-neo,reverse,power,3,3.7852149908780417,4.567774770647417,999
map-neo,reverse,power,4,3.240296339548582,4.825079377516806,999
map-neo,reverse,power,5,2.854052426648439,4.43869399504194,999
map-neo,reverse,power,6,2.390623870477714,3.685961235707441,998
map-neo,reverse,power,7,2.3322526868698823,4.095352799386627,996
map-neo,reverse,power,8,1.5274178154948521,3.412980196350394,939
map-neo,reverse,power,9,1.332252453521331,3.7654607387624814,827
olmo,reverse,violence_explicit,0,0.7246700796449789,1.1704713494779253,1500
olmo,reverse,violence_explicit,1,0.7385366689234274,0.8921818996106515,1500
olmo,reverse,violence_explicit,2,1.3059681772857614,1.5761719815463502,1500
olmo,reverse,violence_explicit,3,1.2300599561006784,1.939620501776331,1500
olmo,reverse,violence_explicit,4,1.8668678344437184,3.333178182389698,1500
olmo,reverse,violence_explicit,5,1.1300331839382785,2.237385603316316,1500
olmo,reverse,violence_explicit,6,1.412749150835594,2.9782683924230073,1500
olmo,reverse,violence_explicit,7,1.2896873425441855,2.998966422747365,1498
olmo,reverse,violence_explicit,8,3.411274173773977,6.5418111736657885,1498
olmo,reverse,violence_explicit,9,3.4318491086328464,5.990864732410892,1491
amber,reverse,institutional,0,15.484007785688494,4.169011357079079,4800
amber,reverse,institutional,1,7.685049541016119,4.590430652097963,4800
amber,reverse,institutional,2,4.89854151893122,4.721706964876787,4800
amber,reverse,institutional,3,4.123335257446214,4.676985265844587,4800
amber,reverse,institutional,4,3.289941769220342,3.9504877649586976,4800
amber,reverse,institutional,5,2.8087716348628895,3.702099367924616,4800
amber,reverse,institutional,6,2.690081244017539,3.7317958086159875,4800
amber,reverse,institutional,7,2.3943913435926687,3.6386471834445766,4799
amber,reverse,institutional,8,2.0698795177007727,3.4971936099188548,4788
amber,reverse,institutional,9,2.068330478378629,3.4923717778025654,4649
falcon3-7b,reverse,death,0,0.21921297875238274,0.3841457257539063,500
falcon3-7b,reverse,death,1,0.17475254326868378,0.3254473516297787,500
falcon3-7b,reverse,death,2,0.24629658132381313,0.3779855257128501,500
falcon3-7b,reverse,death,3,0.2998850355440152,0.6071600117832081,500
falcon3-7b,reverse,death,4,0.25531012665703606,0.5012140692451801,500
falcon3-7b,reverse,death,5,0.3409135046405795,0.9775687690263168,500
falcon3-7b,reverse,death,6,0.4012184334184934,0.7975478349188214,500
falcon3-7b,reverse,death,7,0.3501846010978169,0.5900345791024626,500
falcon3-7b,reverse,death,8,0.26983810273433323,0.6068009059180414,500
falcon3-7b,reverse,death,9,0.31463361664136086,0.8032020295198287,500
smol3,reverse,violence_explicit,0,0.24334565362984217,0.8189118074280879,500
smol3,reverse,violence_explicit,1,0.23057796950910656,0.39585303436830754,500
smol3,reverse,violence_explicit,2,0.20810383691792067,0.48387359800123503,500
smol3,reverse,violence_explicit,3,0.14085066866824122,0.39152136142463273,500
smol3,reverse,violence_explicit,4,0.25867357625797116,0.4468310332990093,500
smol3,reverse,violence_explicit,5,0.19217313153873544,0.5360253485529867,500
smol3,reverse,violence_explicit,6,0.31332236174463335,0.7222912139202604,500
smol3,reverse,violence_explicit,7,0.2836137331906303,0.6281491256710177,500
smol3,reverse,violence_explicit,8,0.22714917159429113,0.5925506634511238,500
smol3,reverse,violence_explicit,9,0.24232077115057474,0.6763975732489428,500
olmo,forward,neutral,0,0.087478294960155,1.7326016027681772,14700
olmo,forward,neutral,1,0.6451614954202657,3.643507962601408,14700
olmo,forward,neutral,2,0.3530676023447945,2.298141237447958,14700
olmo,forward,neutral,3,0.41900525042786074,1.52597299702865,14700
olmo,forward,neutral,4,0.3742432248597122,1.8956041066664968,14700
olmo,forward,neutral,5,0.44331488027319443,1.776624490437755,14700
olmo,forward,neutral,6,0.6747723430433882,2.5487293901809465,14700
olmo,forward,neutral,7,0.483450625542438,1.9491438099419367,14700
olmo,forward,neutral,8,0.42572081364129144,2.015589127020771,14690
olmo,forward,neutral,9,0.4732619528700779,1.951633333667317,14670
olmo,forward,neutral,10,0.47312874575971314,1.9124221456197386,13519
llama,forward,substance,0,-0.009196913307246672,0.8614789915952971,17000
llama,forward,substance,1,0.9521760529061856,3.911257713503462,17000
llama,forward,substance,2,0.15226108928165755,0.7041815932690948,17000
llama,forward,substance,3,0.28048395212333943,0.7143608919289701,17000
llama,forward,substance,4,0.1864808679695429,0.6317601658813062,17000
llama,forward,substance,5,0.2519047418771115,0.8092775713112671,17000
llama,forward,substance,6,0.2250925113830899,0.8494913832859712,17000
llama,forward,substance,7,0.2153277415225578,0.7737162256292498,17000
llama,forward,substance,8,0.22763778932112697,0.740897168225079,17000
llama,forward,substance,9,0.24363228136022777,0.7745302831187585,17000
llama,forward,substance,10,0.2648011318606016,0.8092828541284067,15940
qwen-tiny,forward,substance,0,-3.552713678800501e-17,0.9442886563475612,1000
qwen-tiny,forward,substance,1,0.1026004179317498,1.3092815834425042,1000
qwen-tiny,forward,substance,2,0.018285802586960997,0.46863050823979513,1000
qwen-tiny,forward,substance,3,0.11659867921326218,0.6084171532154686,1000
qwen-tiny,forward,substance,4,0.19358903043922032,0.5663256785438314,1000
qwen-tiny,forward,substance,5,0.14041803332412314,0.6051259868156083,1000
qwen-tiny,forward,substance,6,0.11611870521544573,0.6066215623326017,1000
qwen-tiny,forward,substance,7,0.07467521105585652,0.6496688189548014,1000
qwen-tiny,forward,substance,8,0.4645090805934224,2.750582821288479,1000
qwen-tiny,forward,substance,9,0.29549362833637466,1.9116347479909634,1000
qwen-tiny,forward,substance,10,0.20607993398775387,1.035590710558835,1000
olmo-tiny,forward,substance,0,-0.03969792398023685,0.9699679274084665,6000
olmo-tiny,forward,substance,1,0.3962127694025156,2.115020367469955,6000
olmo-tiny,forward,substance,2,0.1710376149643228,1.5763644305120266,6000
olmo-tiny,forward,substance,3,0.2180033044217965,0.7810120170096916,6000
olmo-tiny,forward,substance,4,0.29828200658359244,1.0398936310594051,6000
olmo-tiny,forward,substance,5,0.2662591229063968,0.8881756591077675,6000
olmo-tiny,forward,substance,6,0.29870730178374716,0.9170214349596056,5996
olmo-tiny,forward,substance,7,0.4121005404569558,1.1576841300663434,5992
olmo-tiny,forward,substance,8,0.31900553604913334,0.9696725321251445,5988
olmo-tiny,forward,substance,9,0.3774805696886701,1.1802459369602172,5980
olmo-tiny,forward,substance,10,0.40907296440563923,1.0964093060977234,5889
archangel-ppo,reverse,substance,0,0.15460248126249052,0.12688379380759762,500
archangel-ppo,reverse,substance,1,0.0641328287687393,0.09025038604224878,500
archangel-ppo,reverse,substance,2,0.03411406502060648,0.13135241583864288,500
archangel-ppo,reverse,substance,3,0.06528513080262457,0.16045027257816927,500
archangel-ppo,reverse,substance,4,0.1159644676585088,0.6059123092934877,500
archangel-ppo,reverse,substance,5,0.06640468016006573,0.1418002419920127,500
archangel-ppo,reverse,substance,6,0.054473668329766356,1.0709239072470467,500
archangel-ppo,reverse,substance,7,0.645636447482014,3.0428564825912714,500
archangel-ppo,reverse,substance,8,0.7689452788569348,2.831566478780049,500
archangel-ppo,reverse,substance,9,0.685451900800232,2.5979065760111903,481
stablelm,reverse,death,0,0.6857010829220404,1.007182028981266,1000
stablelm,reverse,death,1,0.4913507074635113,0.858701165263586,1000
stablelm,reverse,death,2,1.0729483844634347,1.3539166289605478,1000
stablelm,reverse,death,3,1.3072179073477692,1.2601195074174991,1000
stablelm,reverse,death,4,1.0993798331037026,1.343136080581392,1000
stablelm,reverse,death,5,0.8588020781640803,1.0621525839423809,1000
stablelm,reverse,death,6,0.8317396760036252,1.0530589544221067,1000
stablelm,reverse,death,7,0.7529161049222287,0.9775241346403363,1000
stablelm,reverse,death,8,0.6683245368724309,0.9807376415417735,1000
stablelm,reverse,death,9,0.7185049104201963,1.2951140376885262,1000
llama,forward,sexual_liminal,0,-0.0028449228241577778,1.0172255201978493,22200
llama,forward,sexual_liminal,1,0.6580934121268814,3.140417912114272,22200
llama,forward,sexual_liminal,2,0.1382087685093753,0.5737575150172146,22200
llama,forward,sexual_liminal,3,0.22177486163846952,0.8883593627796381,22200
llama,forward,sexual_liminal,4,0.21511827024734237,0.7868743071675838,22200
llama,forward,sexual_liminal,5,0.24009052875468476,0.7528177264434422,22200
llama,forward,sexual_liminal,6,0.20847536290769977,0.7568871354841469,22200
llama,forward,sexual_liminal,7,0.1933134034813571,0.722413019749862,22200
llama,forward,sexual_liminal,8,0.2077694981953909,0.7267087218162618,22200
llama,forward,sexual_liminal,9,0.24416442634963637,0.817062128175516,22200
llama,forward,sexual_liminal,10,0.26919490712828553,0.8855455849449125,21698
llama,reverse,neutral,0,2.166506559087674,3.849708638783854,700
llama,reverse,neutral,1,0.5195005664400091,0.5753343381695013,700
llama,reverse,neutral,2,0.754532702808999,0.833561582595608,700
llama,reverse,neutral,3,0.7498027928337033,1.076574423668283,700
llama,reverse,neutral,4,0.8908640480301491,1.3202882965956553,700
llama,reverse,neutral,5,0.8091932260850023,1.2395502967961396,700
llama,reverse,neutral,6,0.6874340953372567,0.9373978652640959,700
llama,reverse,neutral,7,0.675040608631195,0.9376280050465384,700
llama,reverse,neutral,8,0.6966395915502924,0.9642029216782257,700
llama,reverse,neutral,9,0.635652674889525,0.9943379187516417,700
zephyr,forward,sexual_explicit,0,0.36652046877925676,1.0001423247957169,12500
zephyr,forward,sexual_explicit,1,0.11414334835737575,0.4788740460856219,12500
zephyr,forward,sexual_explicit,2,0.2057156200197195,0.7805802343858153,12500
zephyr,forward,sexual_explicit,3,0.19264477953649276,0.6627859542538436,12500
zephyr,forward,sexual_explicit,4,0.2366160781309611,0.7914987181115453,12500
zephyr,forward,sexual_explicit,5,0.19020025021016046,0.7184702288381161,12500
zephyr,forward,sexual_explicit,6,0.26329915793593417,0.9304070332752826,12500
zephyr,forward,sexual_explicit,7,0.2340037542871081,0.7840610306409455,12500
zephyr,forward,sexual_explicit,8,0.26461682788300817,0.9426621097534954,12500
zephyr,forward,sexual_explicit,9,0.2560965453336493,0.9935131707160699,12496
pythia,reverse,institutional,0,0.09178018589975295,0.26534285606870706,4800
pythia,reverse,institutional,1,0.1602700315461144,0.24629728232181938,4800
pythia,reverse,institutional,2,0.15346045784769477,0.23390199213645588,4800
pythia,reverse,institutional,3,0.1941311049230823,0.27119871717828004,4800
pythia,reverse,institutional,4,0.15545543035770645,0.22973828900949952,4800
pythia,reverse,institutional,5,0.15596557482459855,0.22749862568295465,4800
pythia,reverse,institutional,6,0.17070011302999555,0.29869183339952027,4800
pythia,reverse,institutional,7,0.13545196890531552,0.2672787144791785,4800
pythia,reverse,institutional,8,0.46127237366622315,1.5035192409229279,4800
pythia,reverse,institutional,9,0.15750566431439197,0.42711475810551525,4583
llama,reverse,death,0,0.7889205380129656,0.7549397265384052,500
llama,reverse,death,1,0.5674050978281245,0.8174776759398112,500
llama,reverse,death,2,0.560431849872119,0.77168984160346,500
llama,reverse,death,3,0.519381772897777,0.694749109669027,500
llama,reverse,death,4,1.0991017443022448,1.3425864362171591,500
llama,reverse,death,5,0.9697097085250339,1.2975924006839241,500
llama,reverse,death,6,0.5618839149685518,0.795688206280598,500
llama,reverse,death,7,0.496156550345882,0.7967899557573646,500
llama,reverse,death,8,0.6058502398117241,0.8586911585584026,500
llama,reverse,death,9,0.606927756513172,0.9933535140630811,500
stablelm,reverse,sexual_explicit,0,0.8592503020246501,1.292499904974798,1000
stablelm,reverse,sexual_explicit,1,0.7829673516602582,0.8909441736888356,1000
stablelm,reverse,sexual_explicit,2,1.6662406010355901,1.3466426205106798,1000
stablelm,reverse,sexual_explicit,3,1.1442800890589362,1.3420008209886694,1000
stablelm,reverse,sexual_explicit,4,1.1390611479256731,1.203693512301485,1000
stablelm,reverse,sexual_explicit,5,1.1547611704574021,1.509645600279892,1000
stablelm,reverse,sexual_explicit,6,0.9461757206476352,1.6966304177351077,1000
stablelm,reverse,sexual_explicit,7,0.9984863877032631,1.3919146605407637,1000
stablelm,reverse,sexual_explicit,8,1.031575035937916,1.2257661693593496,1000
stablelm,reverse,sexual_explicit,9,1.0226008650593237,1.9052013083024748,1000
