family,direction,category,position,mean_resist,std_resist,n
qwen,reverse,power,6,0.5459944806894921,1.6884941007120364,500
qwen,reverse,power,7,0.41117632454900316,1.18951532708313,500
qwen,reverse,power,8,0.7424441462247839,2.303524256422615,500
qwen,reverse,power,9,0.756385490917389,2.5174885575109287,496
tulu-sft-nowildchat,reverse,institutional,0,0.47182876511065736,0.8906292464965616,2400
tulu-sft-nowildchat,reverse,institutional,1,0.3874182531079247,0.6454483132890145,2400
tulu-sft-nowildchat,reverse,institutional,2,0.2758348363603048,0.5860524282721364,2400
tulu-sft-nowildchat,reverse,institutional,3,0.4343528466450554,0.5832611916335674,2400
tulu-sft-nowildchat,reverse,institutional,4,0.2690262406101681,0.5362354255104057,2400
tulu-sft-nowildchat,reverse,institutional,5,0.361541810704858,0.7718230410938611,2400
tulu-sft-nowildchat,reverse,institutional,6,0.3480709008720791,0.5503826022991013,2400
tulu-sft-nowildchat,reverse,institutional,7,0.30245878162775625,0.5294393627586726,2400
tulu-sft-nowildchat,reverse,institutional,8,0.3241678442723748,0.642517217372249,2400
tulu-sft-nowildchat,reverse,institutional,9,0.2943535771191049,0.6683155674729245,2400
amber,reverse,neutral,0,11.654826999342102,5.034008237913544,1400
amber,reverse,neutral,1,5.3662772088918365,5.546392051520781,1400
amber,reverse,neutral,2,4.065999579453372,4.892172394013582,1400
amber,reverse,neutral,3,3.831493702577844,4.354100523459093,1400
amber,reverse,neutral,4,3.7799945213645554,4.809760311524554,1400
amber,reverse,neutral,5,3.9948466603071755,4.466737049411401,1400
amber,reverse,neutral,6,2.914973365834136,3.8162429951308607,1400
amber,reverse,neutral,7,2.5725998487050763,3.8918051977220482,1400
amber,reverse,neutral,8,2.327388746035771,3.7430216585296407,1393
amber,reverse,neutral,9,1.6968470595546625,3.0501800445384624,1278
zephyr,forward,institutional,0,0.2828916018733499,0.842611980139637,60000
zephyr,forward,institutional,1,0.18147863414078005,0.6169236979929377,60000
zephyr,forward,institutional,2,0.13595167467187028,0.5250115142887066,60000
zephyr,forward,institutional,3,0.13586101304396359,0.5104601984721365,60000
zephyr,forward,institutional,4,0.1220674805132009,0.5010360779373997,60000
zephyr,forward,institutional,5,0.15295879424034006,0.577375245064421,60000
zephyr,forward,institutional,6,0.11955082037178191,0.4764195053392204,60000
zephyr,forward,institutional,7,0.1226006409137749,0.48272893589238214,60000
zephyr,forward,institutional,8,0.13983099814407232,0.5610466977407068,60000
zephyr,forward,institutional,9,0.1652550889659684,0.6426445491612167,60000
tulu,reverse,violence_explicit,0,0.30423661420279824,0.42599176544069417,1500
