stratum,word,n_lineages,median_delta,lineages_pos,lineages_tested,p,plan_b_word
f21_inst,ask,46,-0.0017150765,11,46,0.00053558507,False
f21_inst,think,46,-0.0015138927,8,46,9.2476999e-06,False
f21_inst,call,46,-0.001218386,16,46,0.054076032,False
f21_inst,check,46,-2.50841e-05,22,46,0.88299591,False
f21_inst,win,46,-0.0017539426,11,46,0.00053558507,False
f21_inst,try,46,7.07879e-05,24,46,0.88299591,False
f21_inst,make,46,-0.0011822997,17,46,0.10380536,False
f21_inst,never,46,-0.0023036844,5,46,4.4059362e-08,False
f21_inst,get,46,-0.0059392643,4,46,5.1001905e-09,False
f21_inst,assume,44,-0.00089592123,15,44,0.048766766,False
f21_inst,begin,45,-2.409285e-05,21,45,0.76599182,False
f21_inst,have,46,-0.024089646,7,46,1.8315433e-06,False
f21_inst,note,46,-0.0028440446,13,46,0.0045338616,False
f21_inst,definitely,45,0.0002819943,26,45,0.37129803,False
f21_inst,first,46,0.0012478219,32,46,0.011351591,False
f21_inst,let,46,-0.00054319899,18,46,0.18392482,False
f21_inst,therefore,46,-0.00072823227,17,46,0.10380536,False
f21_inst,give,46,-0.0013789038,15,46,0.025896082,False
f21_inst,emphasize,46,0.0012568691,34,46,0.0016414913,False
f21_inst,probably,46,-0.0026827145,13,46,0.0045338616,False
f21_inst,provide,46,0.0015018094,40,46,3.1028037e-07,False
f21_inst,talk,46,2.292125e-05,24,46,0.88299591,False
f21_inst,find,46,-0.00037906725,16,46,0.054076032,False
f21_inst,consider,46,0.0033762094,42,46,5.1001905e-09,False
f21_inst,clarify,46,0.00019259928,23,46,1,False
f21_inst,know,46,-0.0034445679,8,46,9.2476999e-06,False
f21_inst,explain,46,0.0011957621,30,46,0.054076032,False
f21_inst,expect,45,-0.0009311677,11,45,0.00082408236,False
f21_inst,pay,46,-0.0016633789,6,46,3.1028037e-07,False
f21_inst,warn,46,-0.00061933085,16,46,0.054076032,False
f21_inst,advise,45,0.0013595681,35,45,0.00024708778,False
f21_inst,read,45,-0.0010063242,14,45,0.01609436,False
f21_inst,inform,46,0.0021979896,39,46,1.8315433e-06,False
f21_inst,mention,46,-0.0014905233,17,46,0.10380536,False
f21_inst,I,46,-0.00087739907,18,46,0.18392482,False
f21_inst,hope,43,-0.0018313816,7,43,8.9630394e-06,False
f21_inst,apply,41,-0.0001759042,20,41,1,False
f21_inst,discuss,46,0.0010421937,37,46,4.0560361e-05,False
f21_inst,add,46,-0.003316475,2,46,3.075229e-11,False
f21_inst,not,46,-0.0063820535,13,46,0.0045338616,False
f21_inst,only,46,-0.0012564849,9,46,4.0560361e-05,False
f21_inst,be,46,-0.033450163,7,46,1.8315433e-06,False
f21_inst,show,46,-0.00070544815,17,46,0.10380536,False
f21_inst,file,46,-0.00098502735,15,46,0.025896082,False
f21_inst,also,46,-0.0026643116,12,46,0.0016414913,False
f21_inst,include,46,0.00024260435,26,46,0.46139118,False
f21_inst,start,46,8.47595e-06,23,46,1,False
f21_inst,just,46,-0.0038730109,7,46,1.8315433e-06,False
f21_inst,go,46,-0.002366694,7,46,1.8315433e-06,False
f21_inst,write,46,-0.00047684515,19,46,0.30199561,False
f21_inst,send,46,-0.00084299095,15,46,0.025896082,False
f21_inst,still,46,-0.0012533238,14,46,0.011351591,False
f21_inst,review,46,0.00130974,37,46,4.0560361e-05,False
f21_inst,feel,46,-0.0010408954,13,46,0.0045338616,False
f21_inst,contact,46,0.0011613246,30,46,0.054076032,False
f21_inst,state,46,-0.0013161986,9,46,4.0560361e-05,False
f21_inst,point,46,-0.0028336897,6,46,3.1028037e-07,False
f21_inst,keep,46,-0.001056427,14,46,0.011351591,False
f21_inst,see,46,-0.001222384,6,46,3.1028037e-07,False
f21_inst,really,46,-0.0017445179,9,46,4.0560361e-05,False
f21_inst,take,46,-0.00040162445,22,46,0.88299591,False
f21_inst,receive,43,-0.0017641943,4,43,3.1081527e-08,False
f21_inst,like,46,-0.0021596411,2,46,3.075229e-11,False
f21_inst,stop,46,-0.0014823682,5,46,4.4059362e-08,False
f21_inst,look,46,-0.0002739874,18,46,0.18392482,False
f21_inst,tell,46,-0.0005790095,18,46,0.18392482,False
f21_inst,use,46,-0.000673425,21,46,0.65873808,False
f21_inst,hear,40,-0.0010718566,10,40,0.0022214338,False
f21_inst,do,46,-0.0006101374,20,46,0.46139118,False
f21_inst,always,46,-0.00024020645,20,46,0.46139118,False
f21_inst,say,46,-0.0040398582,5,46,4.4059362e-08,False
f21_inst,appeal,45,0.0015219611,34,45,0.00082408236,False
f21_inst,either,46,-0.0010607906,12,46,0.0016414913,False
f21_inst,continue,46,-0.00034555188,19,46,0.30199561,False
f21_inst,offer,46,-7.2875675e-05,23,46,1,False
f21_inst,simply,46,-0.00090110337,19,46,0.30199561,False
f21_inst,understand,46,-4.01214e-05,22,46,0.88299591,False
f21_inst,turn,43,-0.0010713426,10,43,0.00060610663,False
f21_inst,a,45,-0.000599438,15,45,0.035697804,False
f21_inst,immediately,45,0.000944132,30,45,0.035697804,False
f21_inst,thank,40,-0.0009910637,11,40,0.0064265761,False
f21_inst,what,46,-0.00020608105,22,46,0.88299591,False
f21_inst,allow,45,-0.0010734979,13,45,0.0066088228,False
f21_inst,demand,46,-0.00062175302,18,46,0.18392482,False
f21_inst,remember,45,-0.000697347,19,45,0.37129803,False
f21_inst,then,44,-0.0011680323,10,44,0.0003881309,False
f21_inst,refuse,46,-4.7840525e-05,22,46,0.88299591,False
f21_inst,stay,45,4.46879e-05,23,45,1,False
f21_inst,avoid,45,0.0011509292,33,45,0.0024589003,False
f21_inst,listen,46,0.00037909035,24,46,0.88299591,False
f21_inst,approach,42,0.0017968925,37,42,4.4337048e-07,False
f21_inst,wait,46,-0.0012647331,11,46,0.00053558507,False
f21_inst,ignore,46,0.00029064603,24,46,0.88299591,False
f21_inst,respond,46,0.0014053164,35,46,0.00053558507,False
f21_inst,move,46,-0.0013860035,3,46,4.6219384e-10,False
f21_inst,stand,46,-0.0004708843,18,46,0.18392482,False
f21_inst,leave,46,-0.0012084545,6,46,3.1028037e-07,False
f21_inst,proceed,42,0.0011768667,31,42,0.002887248,False
f21_inst,remind,46,0.0007446925,30,46,0.054076032,False
f21_inst,follow,46,0.0010626771,31,46,0.025896082,False
f21_inst,request,44,0.000145988,24,44,0.65158783,False
f21_inst,report,46,-3.632165e-05,22,46,0.88299591,False
f21_inst,accept,46,-0.00087594468,16,46,0.054076032,False
f21_inst,put,46,-0.0014203142,5,46,4.4059362e-08,False
f21_inst,notify,45,0.0008713782,28,45,0.13515645,False
f21_inst,search,41,-0.0049192245,7,41,2.5320804e-05,False
f21_inst,remove,40,-0.0010856157,10,40,0.0022214338,False
f21_inst,work,46,-0.0002276206,20,46,0.46139118,False
f21_inst,set,46,0.0001982121,24,46,0.88299591,False
f21_inst,document,41,0.0017462965,35,41,4.8735983e-06,True
f21_inst,investigate,46,0.0013957146,33,46,0.0045338616,False
f21_inst,prepare,46,0.0020170111,39,46,1.8315433e-06,False
f21_inst,deal,41,0.00064045295,25,41,0.2110236,False
f21_inst,at,45,-0.0012059493,8,45,1.537409e-05,False
f21_inst,consult,46,0.0015282807,36,46,0.00015641721,False
f21_inst,speak,46,0.00022427605,26,46,0.46139118,False
f21_inst,handle,45,0.0019208842,40,45,7.8783842e-08,True
f21_inst,create,46,0.0010030955,34,46,0.0016414913,False
f21_inst,bring,46,-0.00062871653,14,46,0.011351591,False
f21_inst,communicate,41,0.002163711,40,41,3.8198777e-11,True
f21_inst,reach,44,0.0011628979,32,44,0.0036577668,False
f21_inst,sue,46,-0.0017432126,10,46,0.00015641721,False
f21_inst,address,46,0.0015695631,42,46,5.1001905e-09,False
f21_inst,charge,46,-0.0017567581,11,46,0.00053558507,False
f21_inst,come,43,-0.0004169771,17,43,0.22205282,False
f21_inst,lay,46,-0.0082714614,10,46,0.00015641721,False
f21_inst,implement,46,0.0011195173,37,46,4.0560361e-05,False
f21_inst,invest,45,0.0003859448,27,45,0.23269319,False
f21_inst,shut,43,-0.000525533,16,43,0.12628947,False
f21_inst,eliminate,45,-0.0008815584,15,45,0.035697804,False
f21_inst,apologize,41,0.0008633151,27,41,0.059583888,False
f21_inst,cut,46,-0.0016442033,9,46,4.0560361e-05,False
f21_inst,choose,44,0.00049944805,23,44,0.88039582,False
f21_inst,reduce,46,-0.00051601598,17,46,0.10380536,False
f21_inst,spend,46,-0.0011338507,11,46,0.00053558507,False
f21_inst,prioritize,44,0.0038719994,39,44,1.4051625e-07,True
f21_inst,buy,46,-0.001379903,7,46,1.8315433e-06,False
f21_inst,save,44,-0.0015902323,5,44,1.4051625e-07,False
f21_inst,encourage,44,0.00014899035,26,44,0.29121524,False
f21_inst,re,46,-6.8237911e-05,14,46,0.011351591,False
f21_inst,raise,46,-0.0007919763,17,46,0.10380536,False
f21_inst,change,46,-0.0010987416,11,46,0.00053558507,False
f21_inst,fire,46,-0.0034404669,9,46,4.0560361e-05,False
f21_inst,lower,46,-0.0002563866,18,46,0.18392482,False
f21_inst,increase,46,0.00029464348,25,46,0.65873808,False
f21_inst,sell,44,-0.0015149774,4,44,1.7051434e-08,False
f21_inst,hire,46,-0.0013611537,12,46,0.0016414913,False
f21_inst,focus,46,0.0037916074,45,46,1.3358203e-12,False
f21_inst,confront,43,0.0021242888,34,43,0.00017015517,False
f21_inst,aim,46,0.00081413925,26,46,0.46139118,False
f21_inst,ensure,46,0.001472347,36,46,0.00015641721,True
f21_inst,treat,42,0.0002474955,23,42,0.64396896,False
f21_inst,pick,43,-0.0014407211,8,43,4.1934158e-05,False
f21_inst,replace,46,-0.0011005476,16,46,0.054076032,False
f21_inst,learn,46,-0.0011101344,9,46,4.0560361e-05,False
f21_inst,act,46,0.00024481605,28,46,0.18392482,False
f21_inst,pursue,41,0.0003822609,23,41,0.53270926,False
f21_inst,concentrate,45,0.0002387805,23,45,1,False
f21_inst,promote,45,0.0011524181,35,45,0.00024708778,False
f21_inst,vote,46,-0.001323839,15,46,0.025896082,False
f21_inst,help,46,6.594945e-05,24,46,0.88299591,False
f21_inst,push,46,0.0010789169,32,46,0.011351591,False
f21_inst,propose,40,0.0011460506,33,40,4.2277023e-05,False
f21_inst,stick,43,9.44523e-05,22,43,1,False
f21_inst,fight,45,-0.0012878365,12,45,0.0024589003,False
f21_inst,build,46,-0.00074654922,13,46,0.0045338616,False
f21_inst,embrace,45,-0.0004731065,19,45,0.37129803,False
f21_inst,fix,46,-0.00069723552,16,46,0.054076032,False
f21_inst,all,46,-0.0059709361,9,46,4.0560361e-05,False
f21_inst,now,45,-0.0009002712,14,45,0.01609436,False
f21_inst,run,46,-0.00055554682,17,46,0.10380536,False
f21_inst,oppose,40,-0.001039423,10,40,0.0022214338,False
f21_inst,seek,46,0.00024324175,25,46,0.65873808,False
f21_inst,campaign,45,0.000480323,28,45,0.13515645,False
f21_inst,target,44,0.0012153671,33,44,0.0012600338,False
f21_inst,end,42,-0.0011804577,7,42,1.5097201e-05,False
f21_inst,care,40,-0.0010444223,7,40,4.2277023e-05,False
f21_inst,adopt,45,0.0028139199,35,45,0.00024708778,False
f21_inst,support,46,0.001262859,32,46,0.011351591,False
f21_inst,hold,46,-0.00026353857,16,46,0.054076032,False
f21_inst,resign,40,-0.0010529122,17,40,0.42959051,False
f21_inst,quit,45,-0.0014017266,6,45,5.417769e-07,False
f21_inst,complain,44,-0.0017835188,4,44,1.7051434e-08,False
f21_inst,cancel,43,-0.0010468091,10,43,0.00060610663,False
f21_inst,insist,42,-0.00087750115,14,42,0.043558522,False
f21_inst,she,45,-0.0034554945,6,45,5.417769e-07,False
f21_inst,okay,44,-0.0013684281,14,44,0.022628841,False
f21_inst,I'd,41,-0.0021443157,14,41,0.059583888,False
f21_inst,OK,43,-0.002514226,4,43,3.1081527e-08,False
f21_inst,you,45,-0.001575086,12,45,0.0024589003,False
f21_inst,“,43,-0.00024066271,10,43,0.00060610663,False
f21_inst,No,46,-0.00096180678,15,46,0.025896082,False
f21_inst,“I,40,-0.0016159103,14,40,0.080690468,False
f21_inst,to,46,-0.0055964537,15,46,0.025896082,False
f21_inst,the,46,-0.0011217312,14,46,0.011351591,False
f21_inst,we,46,-0.0004123115,18,46,0.18392482,False
f21_inst,there,45,-0.0010207008,9,45,6.5746632e-05,False
f21_inst,if,40,-0.0015886833,8,40,0.00018216583,False
f21_inst,something,45,-0.0006566077,19,45,0.37129803,False
f21_inst,ok,43,-0.0019203442,8,43,4.1934158e-05,False
f21_inst,they,44,-0.00011905378,22,44,1,False
f21_inst,that,46,-0.0043924765,18,46,0.18392482,False
f21_inst,sure,41,-0.0015735016,11,41,0.0043240049,False
f21_inst,this,46,-0.00062044515,16,46,0.054076032,False
f21_inst,NO,43,-0.0027285789,11,43,0.001913961,False
f21_inst,yes,46,-0.0034830227,17,46,0.10380536,False
f21_inst,it,46,-0.0011825228,16,46,0.054076032,False
f21_inst,he,46,-0.0040807547,6,46,3.1028037e-07,False
f21_inst,no,46,0.009095062,30,46,0.054076032,False
f21_inst,argue,41,0.00065325875,26,41,0.11727521,False
f21_inst,refer,44,-0.00021500565,18,44,0.29121524,False
f21_inst,terminate,42,-0.00025324092,17,42,0.27995624,False
f21_inst,lead,40,-0.0009306112,10,40,0.0022214338,False
f21_inst,evict,40,-0.0031100914,12,40,0.016589003,False
f21_inst,reject,45,-0.0002792297,19,45,0.37129803,False
m03_inst,work,46,-0.00038906857,17,46,0.10380536,False
m03_inst,did,46,-0.0011797304,6,46,3.1028037e-07,False
m03_inst,suggest,46,0.00037912285,30,46,0.054076032,False
m03_inst,could,46,-0.00084039937,11,46,0.00053558507,False
m03_inst,come,46,-0.00071366055,12,46,0.0016414913,False
m03_inst,ask,46,-0.0013001528,11,46,0.00053558507,False
m03_inst,wonder,46,-0.0011631183,10,46,0.00015641721,False
m03_inst,think,46,-0.0011857023,9,46,4.0560361e-05,False
m03_inst,got,46,-0.0013597261,4,46,5.1001905e-09,False
m03_inst,call,46,-0.0012569885,11,46,0.00053558507,False
m03_inst,try,46,0.0001498592,26,46,0.46139118,False
m03_inst,make,46,-0.00078858385,17,46,0.10380536,False
m03_inst,simply,46,-0.00047077612,9,46,4.0560361e-05,False
m03_inst,fear,46,0.0002017278,26,46,0.46139118,False
m03_inst,even,46,-0.0012382142,1,46,1.3358203e-12,False
m03_inst,suspect,46,-0.0003022617,17,46,0.10380536,False
m03_inst,understand,46,0.00046612075,30,46,0.054076032,False
m03_inst,already,46,-0.0005070425,13,46,0.0045338616,False
m03_inst,never,46,-0.0015669636,4,46,5.1001905e-09,False
m03_inst,get,46,-0.0026585834,5,46,4.4059362e-08,False
m03_inst,won,46,-5.9787368e-05,8,46,9.2476999e-06,False
m03_inst,asked,46,-0.0011535835,7,46,1.8315433e-06,False
m03_inst,have,46,-0.016869706,3,46,4.6219384e-10,False
m03_inst,told,46,-0.001618623,2,46,3.075229e-11,False
m03_inst,may,46,-0.0008114971,12,46,0.0016414913,False
m03_inst,let,46,-0.0003438319,17,46,0.10380536,False
m03_inst,worked,45,-0.0010920616,7,45,3.1213096e-06,False
m03_inst,give,46,-0.0011120067,13,46,0.0045338616,False
m03_inst,thought,46,-0.0013097137,6,46,3.1028037e-07,False
m03_inst,must,46,0.0002176843,27,46,0.30199561,False
m03_inst,can,46,-0.0019870423,13,46,0.0045338616,False
m03_inst,cut,46,-0.0010500154,9,46,4.0560361e-05,False
m03_inst,lost,46,-0.0010930854,10,46,0.00015641721,False
m03_inst,find,46,-0.00019698903,17,46,0.10380536,False
m03_inst,suggested,46,6.901e-07,23,46,1,False
m03_inst,guess,46,-0.0013258229,4,46,5.1001905e-09,False
m03_inst,sent,46,-0.001308713,6,46,3.1028037e-07,False
m03_inst,was,46,-0.0027030405,5,46,4.4059362e-08,False
m03_inst,started,46,-0.0010434988,9,46,4.0560361e-05,False
m03_inst,spend,46,-0.0012102596,8,46,9.2476999e-06,False
m03_inst,know,46,-0.002021574,6,46,3.1028037e-07,False
m03_inst,spent,46,-0.0011807172,4,46,5.1001905e-09,False
m03_inst,am,46,0.006020716,29,46,0.10380536,False
m03_inst,finally,46,-0.0011035192,7,46,1.8315433e-06,False
m03_inst,agreed,46,-0.00057263017,14,46,0.011351591,False
m03_inst,now,46,-0.00068785478,7,46,1.8315433e-06,False
m03_inst,gave,46,-0.0011363111,7,46,1.8315433e-06,False
m03_inst,read,46,-0.0011525767,3,46,4.6219384e-10,False
m03_inst,said,46,-0.0013101973,4,46,5.1001905e-09,False
m03_inst,refuse,46,-0.00038842183,17,46,0.10380536,False
m03_inst,don,45,-1.7494519e-05,16,45,0.07245426,False
m03_inst,hope,46,-0.0014046104,8,46,9.2476999e-06,False
m03_inst,should,46,-0.00047830285,19,46,0.30199561,False
m03_inst,came,46,-0.0010608187,9,46,4.0560361e-05,False
m03_inst,tried,46,-0.00033245073,16,46,0.054076032,False
m03_inst,filed,46,-0.0011426252,9,46,4.0560361e-05,False
m03_inst,only,46,-0.0010033572,8,46,9.2476999e-06,False
m03_inst,will,46,-0.0043147656,12,46,0.0016414913,False
m03_inst,haven,46,-6.7324578e-06,12,46,0.0016414913,False
m03_inst,file,46,-0.00032277962,14,46,0.011351591,False
m03_inst,would,46,-0.0005595355,17,46,0.10380536,False
m03_inst,also,46,-0.0010770581,12,46,0.0016414913,False
m03_inst,didn,45,-5.0644023e-06,10,45,0.00024708778,False
m03_inst,love,46,-0.0012084738,6,46,3.1028037e-07,False
m03_inst,went,46,-0.0011870171,7,46,1.8315433e-06,False
m03_inst,wish,46,-0.00028595465,18,46,0.18392482,False
m03_inst,just,46,-0.0021999783,7,46,1.8315433e-06,False
m03_inst,start,46,0.0001665823,26,46,0.46139118,False
m03_inst,had,46,-0.0017551917,4,46,5.1001905e-09,False
m03_inst,go,46,-0.0016442993,6,46,3.1028037e-07,False
m03_inst,recently,46,-0.00036022823,16,46,0.054076032,False
m03_inst,still,46,-0.00072594765,12,46,0.0016414913,False
m03_inst,cannot,46,-0.0017545005,14,46,0.011351591,False
m03_inst,took,46,-0.0010117751,8,46,9.2476999e-06,False
m03_inst,cant,42,-0.0010782184,15,42,0.088429547,False
m03_inst,hate,46,-0.0011879279,7,46,1.8315433e-06,False
m03_inst,don't,44,-0.0035364571,10,44,0.0003881309,False
m03_inst,talked,46,-0.00074533185,15,46,0.025896082,False
m03_inst,feel,46,-0.00097626157,14,46,0.011351591,False
m03_inst,can't,43,-0.0020258533,11,43,0.001913961,False
m03_inst,explained,46,-8.805305e-05,21,46,0.65873808,False
m03_inst,found,46,-0.00074430735,15,46,0.025896082,False
m03_inst,called,46,-0.0013595143,7,46,1.8315433e-06,False
m03_inst,keep,46,-0.0001759356,18,46,0.18392482,False
m03_inst,see,46,-0.00086953385,6,46,3.1028037e-07,False
m03_inst,really,46,-0.0013006509,5,46,4.4059362e-08,False
m03_inst,take,46,0.00010765852,26,46,0.46139118,False
m03_inst,like,46,-0.0014522358,4,46,5.1001905e-09,False
m03_inst,want,46,0.00098614485,30,46,0.054076032,False
m03_inst,hired,41,-0.0011080009,8,41,0.00011222143,False
m03_inst,bought,41,-0.0012411065,7,41,2.5320804e-05,False
m03_inst,might,46,-0.00023544485,18,46,0.18392482,False
m03_inst,tell,46,-0.001203222,9,46,4.0560361e-05,False
m03_inst,use,46,-0.00055365437,15,46,0.025896082,False
m03_inst,believe,46,0.00061630715,31,46,0.025896082,False
m03_inst,hear,46,-0.001198823,5,46,4.4059362e-08,False
m03_inst,put,46,-0.0010832384,5,46,4.4059362e-08,False
m03_inst,do,46,-0.0012353086,11,46,0.00053558507,False
m03_inst,agree,46,-0.0012140668,9,46,4.0560361e-05,False
m03_inst,dont,43,-0.0011669374,11,43,0.001913961,False
m03_inst,always,46,-0.0007226698,13,46,0.0045338616,False
m03_inst,say,46,-0.0021973098,5,46,4.4059362e-08,False
m03_inst,need,46,0.0023539154,38,46,9.2476999e-06,False
m03_inst,realize,45,-8.68635e-05,21,45,0.76599182,False
m03_inst,decided,46,-0.0010520567,9,46,4.0560361e-05,False
m03_inst,made,46,-0.00053005245,7,46,1.8315433e-06,False
m03_inst,used,46,-0.00077950558,9,46,4.0560361e-05,False
m03_inst,figure,46,-0.0005812744,12,46,0.0016414913,False
m03_inst,either,46,-0.0003686268,19,46,0.30199561,False
m03_inst,lay,46,-6.4765575e-05,20,46,0.46139118,False
m03_inst,learn,46,-0.00088026405,13,46,0.0045338616,False
m03_inst,offer,46,0.00015118578,25,46,0.65873808,False
m03_inst,invest,46,0.00033789017,28,46,0.18392482,False
m03_inst,check,46,0.00032841822,30,46,0.054076032,False
m03_inst,shut,46,-0.0010651832,10,46,0.00015641721,False
m03_inst,win,46,-0.0012775791,11,46,0.00053558507,False
m03_inst,set,46,9.29447e-05,27,46,0.30199561,False
m03_inst,retire,45,-0.0012146253,7,45,3.1213096e-06,False
m03_inst,document,46,0.0018636876,42,46,5.1001905e-09,True
m03_inst,probably,46,-0.0014056318,14,46,0.011351591,False
m03_inst,talk,46,0.0002382857,25,46,0.65873808,False
m03_inst,turn,46,-0.00060373623,7,46,1.8315433e-06,False
m03_inst,consider,46,0.0012200763,37,46,4.0560361e-05,False
m03_inst,stick,46,-0.00020130085,20,46,0.46139118,False
m03_inst,thank,46,-0.0011991401,13,46,0.0045338616,False
m03_inst,build,46,-0.00096505045,14,46,0.011351591,False
m03_inst,explain,46,0.00032090385,29,46,0.10380536,False
m03_inst,pay,46,-0.0011672489,4,46,5.1001905e-09,False
m03_inst,warn,46,-0.0001279894,20,46,0.46139118,False
m03_inst,throw,46,-0.0012674674,2,46,3.075229e-11,False
m03_inst,remember,46,-0.0006756546,13,46,0.0045338616,False
m03_inst,fix,46,-0.00096186422,11,46,0.00053558507,False
m03_inst,buy,46,-0.0012467605,7,46,1.8315433e-06,False
m03_inst,break,46,-0.0002198519,22,46,0.88299591,False
m03_inst,save,46,-0.00040377808,14,46,0.011351591,False
m03_inst,inform,46,0.0013900348,41,46,4.4059362e-08,False
m03_inst,mention,46,-0.0011219974,9,46,4.0560361e-05,False
m03_inst,stay,46,-0.00025041265,16,46,0.054076032,False
m03_inst,at,46,-0.001115136,6,46,3.1028037e-07,False
m03_inst,add,46,-0.001375453,4,46,5.1001905e-09,False
m03_inst,listen,46,-0.00053897037,18,46,0.18392482,False
m03_inst,not,46,-0.0012438998,20,46,0.46139118,False
m03_inst,consult,46,0.0011189986,38,46,9.2476999e-06,False
m03_inst,wait,46,-0.0009972371,13,46,0.0045338616,False
m03_inst,be,46,-0.017285938,6,46,3.1028037e-07,False
m03_inst,run,46,-0.0010728345,8,46,9.2476999e-06,False
m03_inst,pull,46,-0.0010259668,7,46,1.8315433e-06,False
m03_inst,show,46,-0.00029561838,16,46,0.054076032,False
m03_inst,re,46,-3.561025e-06,22,46,0.88299591,False
m03_inst,change,46,-0.0010689633,10,46,0.00015641721,False
m03_inst,speak,46,0.0006079959,32,46,0.011351591,False
m03_inst,resign,46,-0.00047880235,18,46,0.18392482,False
m03_inst,become,44,0.00012503888,24,44,0.65158783,False
m03_inst,move,46,-0.00052042692,12,46,0.0016414913,False
m03_inst,close,46,-0.0011831034,11,46,0.00053558507,False
m03_inst,write,46,-0.0008272336,15,46,0.025896082,False
m03_inst,quit,46,-0.0014684454,4,46,5.1001905e-09,False
m03_inst,send,46,-0.00032524448,17,46,0.10380536,False
m03_inst,fire,46,-0.001253089,11,46,0.00053558507,False
m03_inst,lose,46,-0.001123624,10,46,0.00015641721,False
m03_inst,walk,46,-0.0004447751,16,46,0.054076032,False
m03_inst,stand,46,-0.00092670885,15,46,0.025896082,False
m03_inst,install,46,-0.00073206215,12,46,0.0016414913,False
m03_inst,switch,46,-0.00012592833,21,46,0.65873808,False
m03_inst,leave,46,-0.0012315072,10,46,0.00015641721,False
m03_inst,remind,46,0.0006810341,31,46,0.025896082,False
m03_inst,contact,46,0.00084203392,33,46,0.0045338616,False
m03_inst,follow,46,0.0008047962,36,46,0.00015641721,False
m03_inst,bring,46,-0.00020098815,21,46,0.65873808,False
m03_inst,complain,46,-0.0012944168,9,46,4.0560361e-05,False
m03_inst,point,46,-0.0014276755,7,46,1.8315433e-06,False
m03_inst,rebuild,46,-0.0011237096,17,46,0.10380536,False
m03_inst,sue,46,-0.0014269602,11,46,0.00053558507,False
m03_inst,replace,46,-0.00018351933,20,46,0.46139118,False
m03_inst,report,46,0.0003021333,28,46,0.18392482,False
m03_inst,transfer,43,0.00043581065,25,43,0.36037765,False
m03_inst,stop,46,-0.0013309134,10,46,0.00015641721,False
m03_inst,address,46,0.001605091,41,46,4.4059362e-08,False
m03_inst,look,46,-6.8541675e-05,22,46,0.88299591,False
m03_inst,sell,46,-0.0010867513,6,46,3.1028037e-07,False
m03_inst,post,46,-0.0010918215,8,46,9.2476999e-06,False
m03_inst,hire,46,-0.00115896,11,46,0.00053558507,False
m03_inst,charge,46,-0.0013129479,8,46,9.2476999e-06,False
m03_inst,remove,46,-0.0002805983,16,46,0.054076032,False
m03_inst,of,45,-0.0013466111,5,45,7.8783842e-08,False
m03_inst,note,46,-0.00091934988,16,46,0.054076032,False
m03_inst,nt,41,-0.00132425,12,41,0.01150779,False
m03_inst,a,43,-0.00073774874,15,43,0.065994034,False
m03_inst,expect,46,-0.0010979127,9,46,4.0560361e-05,False
m03_inst,clarify,46,0.0012789868,35,46,0.00053558507,False
m03_inst,I,46,-0.00013788,21,46,0.65873808,False
m03_inst,maybe,46,-0.00010790835,21,46,0.65873808,False
m03_inst,implement,46,0.0012433771,42,46,5.1001905e-09,False
m03_inst,share,46,0.00020144875,25,46,0.65873808,False
m03_inst,rethink,46,0.0004402884,31,46,0.025896082,False
m03_inst,sit,46,-0.000340686,17,46,0.10380536,False
m03_inst,update,46,0.0010064274,37,46,4.0560361e-05,False
m03_inst,discuss,46,0.0012831283,39,46,1.8315433e-06,False
m03_inst,reass,42,2.5361753e-08,36,42,2.8288778e-06,False
m03_inst,ignore,46,-0.00014067647,20,46,0.46139118,False
m03_inst,step,46,5.60248e-05,23,46,1,False
m03_inst,end,46,-0.0010225954,11,46,0.00053558507,False
m03_inst,accept,46,-0.00027212143,16,46,0.054076032,False
m03_inst,clean,42,-9.02564e-05,19,42,0.64396896,False
m03_inst,upgrade,45,-0.0006988371,14,45,0.01609436,False
m03_inst,focus,46,0.0011951203,38,46,9.2476999e-06,False
m03_inst,are,46,0.0088117425,31,46,0.025896082,False
m03_inst,continue,46,0.000250238,29,46,0.10380536,False
m03_inst,constantly,41,1.17398e-05,22,41,0.75522866,False
m03_inst,ordered,43,-0.0012130066,13,43,0.013718185,False
m03_inst,haven't,42,-0.0013474078,5,42,4.4337048e-07,False
m03_inst,all,46,-0.0019163833,5,46,4.4059362e-08,False
m03_inst,currently,45,8.22837e-05,23,45,1,False
m03_inst,seem,45,0.00021490965,27,45,0.23269319,False
m03_inst,aren,45,-3.916937e-06,11,45,0.00082408236,False
m03_inst,were,46,-0.0018083072,8,46,9.2476999e-06,False
m03_inst,actually,45,-0.0010491902,12,45,0.0024589003,False
m03_inst,both,46,-0.0012046505,8,46,9.2476999e-06,False
m03_inst,moved,46,-0.00117739,4,46,5.1001905e-09,False
m03_inst,received,46,-0.00041319258,19,46,0.30199561,False
m03_inst,and,45,-0.0011117859,8,45,1.537409e-05,False
m03_inst,provide,46,0.0011857381,41,46,4.4059362e-08,False
m03_inst,avoid,46,0.0006841436,32,46,0.011351591,False
m03_inst,handle,46,0.0014555302,42,46,5.1001905e-09,True
m03_inst,train,45,0.0002460361,27,45,0.23269319,False
m03_inst,receive,46,-0.00071444628,16,46,0.054076032,False
m03_inst,instead,46,0.00021153723,27,46,0.30199561,False
m03_inst,redo,41,-0.00029070235,19,41,0.75522866,False
