lineage,scenario,condition,js_indiv,js_inst,d_js,resid_indiv,resid_inst,nw_indiv,nw_inst,mass_indiv,mass_inst
mistralai/Mistral-7B-v0.1,m03_N6,I_medial,0.051555952751128564,0.06048047471689137,0.008924521965762808,0.1378973,0.15653305,108,126,0.8665085253779231,0.8434668590991546
mistralai/Mistral-7B-v0.1,m03_N6,we_absent,0.018355902516503812,0.01538315802223125,-0.0029727444942725615,0.28249308,0.43532377,70,56,0.7323059865299996,0.5791744818200001
mistralai/Mistral-7B-v0.1,m03_N6,we_final,0.036948045472849085,0.06889920506707092,0.03195115959422184,0.10081828,0.1907462,58,140,0.8991818036062551,0.8132652864404718
mistralai/Mistral-7B-v0.1,m03_N6,we_medial,0.061455086999441556,0.08867289476316274,0.027217807763721187,0.12548164,0.1635859,93,155,0.8745184091152691,0.8364141431077273
mistralai/Mistral-7B-v0.1,m03_N7,I_absent,0.19868557064245626,0.037239994786151136,-0.16144557585630512,0.21569166,0.2976364,75,115,0.7843084260000002,0.70285572753
mistralai/Mistral-7B-v0.1,m03_N7,I_final,0.20725326704531513,0.03332402724657551,-0.17392923979873962,0.12052982,0.13804707,87,89,0.8794702086100002,0.8619529917426642
mistralai/Mistral-7B-v0.1,m03_N7,I_final_ought,0.19429731739589223,0.041283313727780095,-0.15301400366811213,0.14972603,0.16692121,103,102,0.8502740070512647,0.8330788692420351
mistralai/Mistral-7B-v0.1,m03_N7,I_medial,0.14886389788927806,0.06312957497531031,-0.08573432291396775,0.123684146,0.14616893,97,118,0.8763159335086907,0.8538311006591003
mistralai/Mistral-7B-v0.1,m03_N7,we_absent,0.03808528577314124,0.0399876523268359,0.0019023665536946552,0.2096628,0.28792006,59,101,0.7903373753000001,0.7225606972817337
mistralai/Mistral-7B-v0.1,m03_N7,we_final,0.2017575703759327,0.04838843238283123,-0.15336913799310148,0.11998095,0.15581656,105,100,0.8800190506824384,0.8441835576240396
mistralai/Mistral-7B-v0.1,m03_N7,we_medial,0.09566252422323422,0.08078546817415004,-0.01487705604908418,0.09781192,0.13886014,72,109,0.902188219317549,0.8611398757748494
mistralai/Mistral-7B-v0.1,m03_U1,I_absent,0.02556900194548484,0.025246115899647623,-0.00032288604583721736,0.20286793,0.22374947,105,110,0.8066168486020461,0.7928254920992898
mistralai/Mistral-7B-v0.1,m03_U1,I_final,0.04431738331035186,0.024814467446314204,-0.019502915864037653,0.09582482,0.118940175,66,63,0.9041752236877201,0.8810598793967621
mistralai/Mistral-7B-v0.1,m03_U1,I_final_ought,0.08882106551823302,0.039213577794824275,-0.04960748772340874,0.1301386,0.16619962,88,116,0.8747616310989997,0.8394602459291343
mistralai/Mistral-7B-v0.1,m03_U1,I_medial,0.07052613458519222,0.05510502877122786,-0.015421105813964359,0.112066075,0.15253565,81,116,0.8879340979846573,0.8474643996118084
mistralai/Mistral-7B-v0.1,m03_U1,we_absent,0.03665126803908002,0.028234093150358425,-0.008417174888721592,0.18673582,0.21568932,96,109,0.8403521725491602,0.80616368451
mistralai/Mistral-7B-v0.1,m03_U1,we_final,0.033252143078591104,0.028731490736863485,-0.004520652341727618,0.0803061,0.11967705,31,75,0.9301426765,0.8803230156523999
