stratum,labeling,frm,to,fwd,rev,e_fwd,e_rev,reciprocal,p,bonferroni,E,p_edge
ALL,induced,grammatical_function,object_handling,384137,310534,43,40,True,0.0,True,83,0.8264047244491931
ALL,induced,grammatical_function,perception_cognition,262142,111734,41,39,True,0.0,True,80,0.9110721212260926
ALL,induced,object_handling,perception_cognition,196446,86602,39,39,True,0.0,True,78,1.0
ALL,induced,object_handling,nonverbal_expression,72454,29433,39,38,True,0.0,True,77,1.0
ALL,induced,grammatical_function,nonverbal_expression,104439,35983,39,39,True,0.0,True,78,1.0
ALL,induced,perception_cognition,nonverbal_expression,26556,24439,38,38,True,7.144472742446665e-21,True,76,1.0
ALL,induced,person_reference,object_handling,128359,46720,38,39,True,0.0,True,77,1.0
ALL,induced,person_reference,grammatical_function,199358,141393,41,43,True,0.0,True,84,0.9132023622245976
ALL,induced,person_reference,perception_cognition,90693,19928,40,39,True,0.0,True,79,1.0
ALL,induced,object_handling,contact_care,26492,22441,39,39,True,5.837303215107652e-75,True,78,1.0
ALL,induced,grammatical_function,contact_care,28503,21384,39,39,True,1.2763450499780915e-223,True,78,1.0
ALL,induced,contact_care,perception_cognition,14873,6048,38,38,True,0.0,True,76,1.0
ALL,induced,locomotion_posture,object_handling,229900,208053,39,39,True,4.510077297491634e-239,True,78,1.0
ALL,induced,grammatical_function,locomotion_posture,267809,237306,40,40,True,0.0,True,80,1.0
ALL,induced,locomotion_posture,perception_cognition,140836,52494,39,38,True,0.0,True,77,1.0
ALL,induced,grammatical_function,entity_noun,11648,9068,40,39,True,5.585944757264715e-72,True,79,1.0
ALL,induced,speech_act,transfer_possession,38881,37593,39,39,True,3.2547144745107026e-06,True,78,1.0
ALL,induced,locomotion_posture,transfer_possession,68459,55962,39,39,True,2.3419535822846806e-275,True,78,1.0
ALL,induced,bodily_violence,speech_act,34962,12787,39,38,True,0.0,True,77,1.0
ALL,induced,bodily_violence,locomotion_posture,37349,20664,39,39,True,0.0,True,78,1.0
ALL,induced,bodily_violence,transfer_possession,16101,8458,39,38,True,0.0,True,77,1.0
ALL,induced,object_handling,speech_act,121823,112907,39,39,True,1.2424100540508182e-75,True,78,1.0
ALL,induced,object_handling,transfer_possession,93035,91377,39,40,True,0.0001140347365189,True,79,1.0
ALL,induced,speech_act,perception_cognition,79580,36691,39,39,True,0.0,True,78,1.0
ALL,induced,transfer_possession,perception_cognition,53952,25629,39,39,True,0.0,True,78,1.0
ALL,induced,grammatical_function,speech_act,197584,163509,40,39,True,0.0,True,79,1.0
ALL,induced,person_reference,speech_act,73745,34555,39,39,True,0.0,True,78,1.0
ALL,induced,person_reference,transfer_possession,46172,21758,38,39,True,0.0,True,77,1.0
ALL,induced,grammatical_function,transfer_possession,153466,120989,40,40,True,0.0,True,80,1.0
ALL,induced,person_reference,contact_care,11076,4825,37,38,True,0.0,True,75,1.0
ALL,induced,contact_care,speech_act,13348,8363,39,38,True,4.985565216031722e-253,True,77,1.0
ALL,induced,person_reference,locomotion_posture,93275,37362,39,39,True,0.0,True,78,1.0
ALL,induced,locomotion_posture,speech_act,86075,75821,39,39,True,2.5136912264322906e-143,True,78,1.0
ALL,induced,object_handling,procedural_operation,38031,20844,39,40,True,0.0,True,79,1.0
ALL,induced,procedural_operation,perception_cognition,17622,14639,39,39,True,5.5065981866730755e-62,True,78,1.0
ALL,induced,transfer_possession,procedural_operation,22361,11676,39,39,True,0.0,True,78,1.0
ALL,induced,entity_noun,quality_manner,867,321,37,35,True,2.110994456865586e-58,True,72,0.906294324703081
ALL,induced,object_handling,entity_noun,6315,5857,39,38,True,3.4324354109113274e-05,True,77,1.0
ALL,induced,bodily_violence,object_handling,53181,29566,39,39,True,0.0,True,78,1.0
ALL,induced,locomotion_posture,quality_manner,32622,5940,38,38,True,0.0,True,76,1.0
ALL,induced,property_damage,locomotion_posture,18546,17259,39,39,True,1.0684846385300269e-11,True,78,1.0
ALL,induced,property_damage,grammatical_function,29455,29276,39,39,True,0.462650015131966,False,78,1.0
ALL,induced,property_damage,quality_manner,2399,650,38,32,True,8.991411597301189e-234,True,70,0.5504125118224712
ALL,induced,property_damage,perception_cognition,12860,5461,39,39,True,0.0,True,78,1.0
ALL,induced,property_damage,object_handling,28197,23227,39,38,True,1.3658462125133454e-106,True,77,1.0
ALL,induced,object_handling,quality_manner,47049,9772,38,38,True,0.0,True,76,1.0
ALL,induced,transfer_possession,quality_manner,13925,3281,38,38,True,0.0,True,76,1.0
ALL,induced,grammatical_function,quality_manner,60000,16474,38,39,True,0.0,True,77,1.0
ALL,induced,person_reference,quality_manner,19925,3446,38,39,True,0.0,True,77,1.0
ALL,induced,perception_cognition,quality_manner,14130,5559,38,38,True,0.0,True,76,1.0
ALL,induced,speech_act,quality_manner,16532,3580,38,39,True,0.0,True,77,1.0
ALL,induced,bodily_violence,grammatical_function,50845,36731,39,39,True,0.0,True,78,1.0
ALL,induced,bodily_violence,quality_manner,6438,1107,39,36,True,0.0,True,75,0.8175538505509841
ALL,induced,bodily_violence,perception_cognition,22871,7282,39,38,True,0.0,True,77,1.0
ALL,induced,bodily_violence,contact_care,4913,2181,39,38,True,1.2234625615692314e-236,True,77,1.0
ALL,induced,locomotion_posture,contact_care,15597,12885,38,38,True,3.772650785015418e-58,True,76,1.0
ALL,induced,contact_care,transfer_possession,5975,4923,38,39,True,7.094985273362777e-24,True,77,1.0
ALL,induced,property_damage,contact_care,1227,540,37,34,True,2.0316032281671786e-61,True,71,0.8125886494061619
ALL,induced,contact_care,nonverbal_expression,6046,2986,38,38,True,8.128117834155538e-232,True,76,1.0
ALL,induced,bodily_violence,property_damage,6399,4815,38,39,True,1.0941698348321104e-50,True,77,1.0
ALL,induced,transfer_possession,nonverbal_expression,18527,8075,38,39,True,0.0,True,77,1.0
ALL,induced,locomotion_posture,nonverbal_expression,54175,18401,39,39,True,0.0,True,78,1.0
ALL,induced,speech_act,nonverbal_expression,32960,18940,39,39,True,0.0,True,78,1.0
ALL,induced,ritual_observance,object_handling,8672,7909,39,39,True,3.245611268912914e-09,True,78,1.0
ALL,induced,grammatical_function,ritual_observance,12481,8606,39,38,True,1.1156483564386566e-157,True,77,1.0
ALL,induced,ritual_observance,perception_cognition,4197,1566,37,38,True,6.908422366430579e-273,True,75,1.0
ALL,induced,transfer_possession,ritual_observance,2587,2576,38,38,True,0.8893167172064994,False,76,1.0
ALL,induced,locomotion_posture,ritual_observance,5771,5307,38,38,True,1.084652643863316e-05,True,76,1.0
ALL,induced,ritual_observance,speech_act,3924,3224,38,37,True,1.2930107729099676e-16,True,75,1.0
ALL,induced,entity_noun,transfer_possession,2423,2304,40,38,True,0.086099267540169,False,78,0.9099464518745242
ALL,induced,bodily_violence,procedural_operation,4320,1301,39,38,True,0.0,True,77,1.0
ALL,induced,person_reference,bodily_violence,12728,8091,38,39,True,2.1489348329336968e-228,True,77,1.0
ALL,induced,person_reference,nonverbal_expression,39617,7162,38,38,True,0.0,True,76,1.0
ALL,induced,entity_noun,nonverbal_expression,1662,581,37,34,True,6.251036608815555e-120,True,71,0.8125886494061619
ALL,induced,locomotion_posture,entity_noun,4142,3502,39,39,True,2.6145023853442025e-13,True,78,1.0
ALL,induced,entity_noun,perception_cognition,3862,1787,39,38,True,1.51806166943296e-171,True,77,1.0
ALL,induced,bodily_violence,nonverbal_expression,13693,3532,38,38,True,0.0,True,76,1.0
ALL,induced,nonverbal_expression,quality_manner,4511,1972,38,35,True,5.860004665802595e-224,True,73,0.8151212352249976
ALL,induced,speech_act,procedural_operation,22506,10565,38,39,True,0.0,True,77,1.0
ALL,induced,grammatical_function,procedural_operation,92587,40328,39,39,True,0.0,True,78,1.0
ALL,induced,locomotion_posture,process_event,9074,5427,38,38,True,1.6049758732147572e-203,True,76,1.0
ALL,induced,process_event,perception_cognition,4979,3219,38,38,True,1.0379705451043198e-84,True,76,1.0
ALL,induced,bodily_violence,process_event,3264,707,39,37,True,0.0,True,76,0.9087769252754927
ALL,induced,object_handling,process_event,12568,8140,38,39,True,2.030682290303188e-209,True,77,1.0
ALL,induced,process_event,procedural_operation,959,871,38,35,True,0.0419493213573409,False,73,0.8151212352249976
ALL,induced,process_event,nonverbal_expression,1790,1124,38,38,True,3.6511033532841237e-35,True,76,1.0
ALL,induced,transfer_possession,process_event,3945,2580,38,38,True,1.985915782329961e-64,True,76,1.0
ALL,induced,locomotion_posture,procedural_operation,24373,12739,40,39,True,0.0,True,79,1.0
ALL,induced,procedural_operation,nonverbal_expression,5389,3217,37,39,True,2.0532710575356704e-122,True,76,0.9087769252754927
ALL,induced,entity_noun,procedural_operation,1438,796,39,37,True,1.8296571822793098e-42,True,76,0.9087769252754927
ALL,induced,grammatical_function,process_event,20103,11330,38,39,True,0.0,True,77,1.0
ALL,induced,speech_act,process_event,6038,3304,37,39,True,1.8492453161665125e-178,True,76,0.9087769252754927
ALL,induced,person_reference,procedural_operation,25240,7782,38,39,True,0.0,True,77,1.0
ALL,induced,person_reference,process_event,7211,2256,38,38,True,0.0,True,76,1.0
ALL,induced,property_damage,entity_noun,562,399,36,36,True,1.6245560530915996e-07,True,72,1.0
ALL,induced,entity_noun,speech_act,3934,3055,39,38,True,7.280464621590288e-26,True,77,1.0
ALL,induced,procedural_operation,quality_manner,3678,1953,38,37,True,1.1563859810154058e-118,True,75,1.0
ALL,induced,person_reference,entity_noun,3373,1647,38,39,True,1.3772542349618419e-133,True,77,1.0
ALL,induced,property_damage,transfer_possession,7348,6752,38,38,True,5.400223405790577e-07,True,76,1.0
ALL,induced,contact_care,quality_manner,3607,755,38,36,True,0.0,True,74,0.9075606176124984
ALL,induced,person_reference,ritual_observance,4077,1282,36,36,True,0.0,True,72,1.0
ALL,induced,bodily_violence,ritual_observance,1117,489,39,35,True,1.2906703410362705e-56,True,74,0.7275470834894697
ALL,induced,ritual_observance,nonverbal_expression,1519,704,37,38,True,2.568076805668727e-68,True,75,1.0
ALL,induced,contact_care,ritual_observance,612,510,34,36,True,0.0025522360398787,False,70,0.9049745264594622
ALL,induced,ritual_observance,entity_noun,144,125,29,26,True,0.2724021811211509,False,55,0.7877061896700431
ALL,induced,entity_noun,contact_care,596,447,34,37,True,4.431241673944488e-06,True,71,0.8125886494061619
ALL,induced,property_damage,ritual_observance,1455,761,38,34,True,7.471752807430541e-50,True,72,0.7239481457469141
ALL,induced,person_reference,property_damage,10087,3967,38,38,True,0.0,True,76,1.0
ALL,induced,bodily_violence,entity_noun,1195,976,39,37,True,2.8342434471551185e-06,True,76,0.9087769252754927
ALL,induced,contact_care,procedural_operation,1625,726,38,36,True,1.6774134029235974e-78,True,74,0.9075606176124984
ALL,induced,property_damage,nonverbal_expression,5638,1944,38,38,True,0.0,True,76,1.0
ALL,induced,property_damage,speech_act,13636,9055,39,38,True,1.967244174930163e-204,True,77,1.0
ALL,induced,contact_care,process_event,524,350,36,36,True,4.341464835428208e-09,True,72,1.0
ALL,induced,process_event,quality_manner,811,402,37,33,True,2.762943727943186e-32,True,70,0.7202027723528612
ALL,induced,property_damage,process_event,2682,808,38,38,True,1.6296893614914636e-232,True,76,1.0
ALL,induced,property_damage,procedural_operation,2845,1305,38,38,True,3.81516387017225e-129,True,76,1.0
ALL,induced,ritual_observance,quality_manner,564,104,33,20,True,2.4415753455519028e-77,True,53,0.09837064844049181
ALL,induced,entity_noun,process_event,342,172,35,34,True,5.355952211252087e-14,True,69,1.0
ALL,induced,ritual_observance,procedural_operation,985,556,38,36,True,5.073292868575271e-28,True,74,0.9075606176124984
ALL,induced,ritual_observance,process_event,357,340,35,31,True,0.5445166006526477,False,66,0.7122308826373509
ALL,usas,Z5,A10,24275,9861,38,39,True,0.0,True,77,1.0
ALL,usas,Z5,X2.1,16830,4521,39,39,True,0.0,True,78,1.0
ALL,usas,Z5,X3.2,8670,3540,38,39,True,0.0,True,77,1.0
ALL,usas,Z5,S7.4,7395,4118,38,38,True,1.4878834617637935e-207,True,76,1.0
ALL,usas,Z5,X3.4,20860,6714,40,39,True,0.0,True,79,1.0
ALL,usas,A10,T2,8838,8065,39,38,True,2.868739710865864e-09,True,77,1.0
ALL,usas,T2,X2.1,8148,4263,38,39,True,8.556668877904906e-271,True,77,1.0
ALL,usas,T2,X3.2,3169,2711,38,39,True,2.481568620579711e-09,True,77,1.0
ALL,usas,T2,S7.4,3630,3394,38,38,True,0.0050439588072596,False,76,1.0
ALL,usas,Z5,T2,31375,14233,39,38,True,0.0,True,77,1.0
ALL,usas,T2,X3.4,7205,6472,38,39,True,3.834701611435371e-10,True,77,1.0
ALL,usas,A10,X2.1,5658,3881,38,40,True,2.6189594629924e-74,True,78,0.9099464518745242
ALL,usas,X3.2,A10,2129,1887,38,39,True,0.0001423724229941,False,77,1.0
ALL,usas,A10,S7.4,2329,2144,38,37,True,0.005932068503702,False,75,1.0
ALL,usas,A10,X3.4,4771,4703,38,39,True,0.4912356102540461,False,77,1.0
ALL,usas,E4.1,A10,2673,1766,38,38,True,2.1327055043746268e-42,True,76,1.0
ALL,usas,E4.1,X2.1,3124,1831,39,38,True,4.2756926958978327e-76,True,77,1.0
ALL,usas,E4.1,X3.2,1350,857,38,38,True,7.244727650666709e-26,True,76,1.0
ALL,usas,E4.1,S7.4,1034,586,38,30,True,5.244004693277856e-29,True,68,0.39612484029702977
ALL,usas,Z5,E4.1,9199,3479,40,38,True,0.0,True,78,0.9099464518745242
ALL,usas,E4.1,X3.4,2917,1753,39,38,True,1.2899518629079534e-65,True,77,1.0
ALL,usas,A10,A1.1.1,14450,13681,39,39,True,4.666467665642286e-06,False,78,1.0
ALL,usas,A1.1.1,X2.1,12895,8240,38,39,True,1.055814468141249e-226,True,77,1.0
ALL,usas,A1.1.1,X3.2,4897,4035,38,38,True,7.708222398482025e-20,True,76,1.0
ALL,usas,S7.4,A1.1.1,6182,5163,38,38,True,1.134141419427419e-21,True,76,1.0
ALL,usas,Z5,A1.1.1,42994,21071,38,41,True,0.0,True,79,0.8221442424521863
ALL,usas,A1.1.1,X3.4,12078,9036,39,39,True,1.3827371537549276e-97,True,78,1.0
ALL,usas,A9,A10,24936,16972,43,41,True,0.0,True,84,0.9132023622245976
ALL,usas,A9,X2.1,24115,10866,39,40,True,0.0,True,79,1.0
ALL,usas,A9,X3.2,7321,4288,38,39,True,3.0585921505541137e-176,True,77,1.0
ALL,usas,A9,S7.4,8213,6834,39,39,True,2.5486823336667775e-29,True,78,1.0
ALL,usas,Z5,A9,56892,37664,39,39,True,0.0,True,78,1.0
ALL,usas,A9,X3.4,18652,9883,38,39,True,0.0,True,77,1.0
ALL,usas,Z8m,A10,10592,2143,40,39,True,0.0,True,79,1.0
ALL,usas,Z8m,X2.1,6106,1114,37,35,True,0.0,True,72,0.906294324703081
ALL,usas,Z8m,X3.2,3961,749,36,35,True,0.0,True,71,1.0
ALL,usas,Z8m,S7.4,3717,820,38,34,True,0.0,True,72,0.7239481457469141
ALL,usas,Z8m,Z5,18611,11979,39,43,True,5.048355e-317,True,82,0.7406528413457827
ALL,usas,Z8m,X3.4,9642,1541,37,39,True,0.0,True,76,0.9087769252754927
ALL,usas,M2,A10,35335,17113,40,39,True,0.0,True,79,1.0
ALL,usas,M2,X2.1,25479,7830,39,38,True,0.0,True,77,1.0
ALL,usas,M2,X3.2,13962,5504,38,39,True,0.0,True,77,1.0
ALL,usas,M2,S7.4,14523,7013,39,38,True,0.0,True,77,1.0
ALL,usas,Z5,M2,65214,54973,43,39,True,5.626912556342311e-192,True,82,0.7406528413457827
ALL,usas,M2,X3.4,37090,12885,38,38,True,0.0,True,76,1.0
ALL,usas,X3.2,X2.1,1762,963,39,37,True,1.657298092390802e-53,True,76,0.9087769252754927
ALL,usas,S7.4,X2.1,1833,1530,37,38,True,1.8777373486079619e-07,True,75,1.0
ALL,usas,X3.4,X2.1,3514,3305,38,38,True,0.011768246005865,False,76,1.0
ALL,usas,Y2,A10,4444,1597,37,38,True,2.140860368842897e-305,True,75,1.0
ALL,usas,Y2,X2.1,2489,755,35,35,True,3.359250917042342e-214,True,70,1.0
ALL,usas,Y2,X3.2,1512,784,35,36,True,7.27882634221123e-53,True,71,1.0
ALL,usas,Y2,S7.4,1534,673,37,34,True,8.03912796043966e-77,True,71,0.8125886494061619
ALL,usas,Z5,Y2,11591,6783,40,38,True,1.1545858693306895e-278,True,78,0.9099464518745242
ALL,usas,Y2,X3.4,4331,1227,37,37,True,0.0,True,74,1.0
ALL,usas,A10,X2.2,2671,1851,39,40,True,2.660457380765855e-34,True,79,1.0
ALL,usas,X2.2,X2.1,3522,2206,38,39,True,3.2940868564972008e-68,True,77,1.0
ALL,usas,X3.2,X2.2,500,297,36,36,True,6.30769426267096e-13,True,72,1.0
ALL,usas,S7.4,X2.2,836,655,37,38,True,3.056061975220632e-06,True,75,1.0
ALL,usas,Z5,X2.2,6904,3070,38,38,True,0.0,True,76,1.0
ALL,usas,X3.4,X2.2,1378,1159,38,38,True,1.486918111162192e-05,False,76,1.0
ALL,usas,B1,A10,3284,2721,39,38,True,3.940857927676248e-13,True,77,1.0
ALL,usas,B1,X2.1,2491,1718,39,37,True,7.964316019968452e-33,True,76,0.9087769252754927
ALL,usas,B1,X3.2,1210,1114,39,37,True,0.0487426491506481,False,76,0.9087769252754927
ALL,usas,B1,S7.4,1099,874,37,31,True,4.460480237613969e-07,True,68,0.5446122234192592
ALL,usas,Z5,B1,10704,4579,38,42,True,0.0,True,80,0.7375543089843226
ALL,usas,B1,X3.4,3369,2745,38,38,True,1.5315928384244525e-15,True,76,1.0
ALL,usas,N4,A10,6073,3862,38,39,True,8.057893560396869e-110,True,77,1.0
ALL,usas,N4,X2.1,3927,2116,39,38,True,9.665020858696792e-122,True,77,1.0
ALL,usas,N4,X3.2,2101,1459,38,38,True,4.6523904102596896e-27,True,76,1.0
ALL,usas,N4,S7.4,1731,1526,38,37,True,0.0003493882611353,False,75,1.0
ALL,usas,Z5,N4,16451,10134,43,38,True,0.0,True,81,0.6569924675863577
ALL,usas,N4,X3.4,5644,3054,38,37,True,3.591584185271702e-172,True,75,1.0
ALL,usas,A3,A10,6979,3106,38,39,True,0.0,True,77,1.0
ALL,usas,A3,X2.1,6701,2684,38,43,True,0.0,True,81,0.6569924675863577
ALL,usas,A3,X3.2,2327,953,38,39,True,6.199639835413583e-131,True,77,1.0
ALL,usas,A3,S7.4,2682,970,38,38,True,2.376997563211414e-183,True,76,1.0
ALL,usas,A3,Z5,12515,11394,38,40,True,4.33671212767365e-13,True,78,0.9099464518745242
ALL,usas,A3,X3.4,6351,1927,38,39,True,0.0,True,77,1.0
ALL,usas,B2,O4.6,451,371,35,36,True,0.005828282568548,False,71,1.0
ALL,usas,B2,O4.4,179,68,31,20,True,1.0676663125900398e-12,True,51,0.16077960181198847
ALL,usas,B1,B2,866,463,40,35,True,1.0794209595523602e-28,True,75,0.6444639138942256
ALL,usas,B2,N5,344,187,35,30,True,9.167391135047499e-12,True,65,0.6201447650813029
ALL,usas,B2,Q1.1,119,41,24,14,True,5.212205484279704e-10,True,38,0.14330665429588407
ALL,usas,Z5,O4.6,3799,1288,38,38,True,1.9319103927446735e-283,True,76,1.0
ALL,usas,Z5,O4.4,5404,1628,38,38,True,0.0,True,76,1.0
ALL,usas,Z5,B2,1704,629,37,37,True,1.0890119144310008e-113,True,74,1.0
ALL,usas,Z5,N5,12786,10112,41,39,True,5.51632922801994e-70,True,80,0.9110721212260926
ALL,usas,Z5,Q1.1,2567,1096,38,36,True,5.4170773850481295e-134,True,74,0.9075606176124984
ALL,usas,O4.6,O4.4,377,190,35,28,True,3.1962809966198085e-15,True,63,0.44996253629022254
ALL,usas,B1,O4.6,598,506,36,35,True,0.0061415767523686,False,71,1.0
ALL,usas,N5,O4.6,527,527,38,36,True,1.0,False,74,0.9075606176124984
ALL,usas,O4.6,Q1.1,216,150,27,26,True,0.0006595728815835,False,53,1.0
ALL,usas,O4.6,A1.1.2,1285,659,37,36,True,2.1400709040119684e-46,True,73,1.0
ALL,usas,A1.1.2,O4.4,775,363,37,33,True,6.929575141238371e-35,True,70,0.7202027723528612
ALL,usas,B1,A1.1.2,1795,1457,38,37,True,3.3246065244958982e-09,True,75,1.0
ALL,usas,B2,A1.1.2,790,752,37,33,True,0.3460749469015237,False,70,0.7202027723528612
ALL,usas,N5,A1.1.2,891,686,37,37,True,2.689633174639686e-07,True,74,1.0
ALL,usas,A1.1.2,Q1.1,315,215,37,32,True,1.6159106282851232e-05,False,69,0.6304564917867981
ALL,usas,X7,O4.6,398,316,38,33,True,0.0024112699699202,False,71,0.6353076420876663
ALL,usas,X7,O4.4,482,284,35,35,True,8.227768061825646e-13,True,70,1.0
ALL,usas,B1,X7,940,858,38,37,True,0.0560708585051762,False,75,1.0
ALL,usas,X7,B2,167,87,29,25,True,5.833677750850406e-07,True,54,0.6834892282353371
ALL,usas,N5,X7,1996,989,38,38,True,3.570441086148781e-77,True,76,1.0
ALL,usas,X7,Q1.1,316,150,33,31,True,1.1119038132719379e-14,True,64,0.9006532462520334
ALL,usas,E5,O4.6,239,85,33,18,True,4.323842957314481e-18,True,51,0.04887389231827033
ALL,usas,E5,O4.4,77,38,23,15,True,0.0003509981791372,False,38,0.2558750795433298
ALL,usas,B1,E5,248,131,31,25,True,1.909423651775014e-09,True,56,0.5044037600228255
ALL,usas,E5,B2,149,117,27,30,True,0.057132835519169,False,57,0.7913664277791806
ALL,usas,N5,E5,258,159,31,31,True,1.4309591446707526e-06,True,62,1.0
ALL,usas,E5,Q1.1,57,9,23,5,True,1.1827848105236058e-09,True,28,0.0009122341871261597
ALL,usas,E3,O4.6,880,581,38,34,True,5.144036061291509e-15,True,72,0.7239481457469141
ALL,usas,E3,O4.4,1802,821,38,36,True,1.4124401903174177e-83,True,74,0.9075606176124984
ALL,usas,E3,B1,2807,2512,38,39,True,5.526993147739579e-05,False,77,1.0
ALL,usas,E3,B2,1212,511,38,35,True,1.2517752534039328e-65,True,73,0.8151212352249976
ALL,usas,N5,E3,1189,1101,39,38,True,0.0690359364754372,False,77,1.0
ALL,usas,E3,Q1.1,405,172,34,31,True,1.1808128514114997e-22,True,65,0.8043170001933984
ALL,usas,O4.3,O4.6,200,145,29,31,True,0.0035850090535659,False,60,0.8974218269914307
ALL,usas,O4.4,O4.3,186,167,32,28,True,0.3380507103776141,False,60,0.6988834276200058
ALL,usas,B1,O4.3,488,439,36,35,True,0.1148559615751368,False,71,1.0
ALL,usas,O4.3,B2,71,48,26,21,True,0.0432682625746087,False,47,0.5600646295802106
ALL,usas,N5,O4.3,374,238,33,35,True,4.281673228105392e-08,True,68,0.9035973456835127
ALL,usas,Q1.1,O4.3,53,40,16,17,True,0.2131530009689079,False,33,1.0
ALL,usas,W4,O4.6,98,69,27,17,True,0.0299512231961027,False,44,0.17417114727072658
ALL,usas,W4,O4.4,10,6,6,5,True,0.454498291015625,False,11,1.0
ALL,usas,N5,W4,73,25,18,13,True,1.279606245077292e-06,True,31,0.47312965989112854
ALL,usas,Z3,O4.6,31,6,11,3,True,4.12575900554657e-05,False,14,0.057373046875
ALL,usas,Z3,O4.4,21,14,14,10,True,0.3105046590790153,False,24,0.5412561893463135
ALL,usas,B1,Z3,20,14,11,11,True,0.391528305131942,False,22,1.0
ALL,usas,N5,Z3,45,39,17,20,True,0.5856467947212253,False,37,0.7428293587290682
ALL,usas,Z3,Q1.1,12,6,9,5,True,0.237884521484375,False,14,0.4239501953125
ALL,usas,M2,O4.6,5352,3121,38,39,True,3.6063336323723847e-131,True,77,1.0
ALL,usas,M2,O4.4,10685,3958,38,38,True,0.0,True,76,1.0
ALL,usas,M2,B1,19996,10267,39,38,True,0.0,True,77,1.0
ALL,usas,M2,B2,2314,875,38,36,True,3.0354965481319456e-148,True,74,0.9075606176124984
ALL,usas,M2,N5,11737,7665,40,39,True,3.66907894074105e-189,True,79,1.0
ALL,usas,M2,Q1.1,2953,1582,38,37,True,2.0060575220695483e-93,True,75,1.0
ALL,usas,I1.2,O4.6,152,75,28,19,True,3.552236407936869e-07,True,47,0.24296021728332556
ALL,usas,I1.2,O4.4,142,44,31,19,True,3.134638709146681e-13,True,50,0.11892045255943628
ALL,usas,I1.2,B1,468,393,35,38,True,0.0116284015039598,False,73,0.8151212352249976
ALL,usas,I1.2,B2,77,36,28,13,True,0.0001440196011295,False,41,0.027533155829587486
ALL,usas,I1.2,N5,1208,688,39,39,True,3.7650144132002356e-33,True,78,1.0
ALL,usas,I1.2,Q1.1,175,44,31,18,True,1.0959314512403584e-19,True,49,0.08543313315739454
ALL,usas,M1,O4.6,4699,3383,38,38,True,1.1661362160463058e-48,True,76,1.0
ALL,usas,M1,O4.4,7692,2660,39,38,True,0.0,True,77,1.0
ALL,usas,M1,B1,15294,10968,38,39,True,1.2612258381212769e-157,True,77,1.0
ALL,usas,M1,B2,2224,1102,38,38,True,8.716420900684263e-86,True,76,1.0
ALL,usas,M1,N5,9510,8761,39,39,True,3.1210029656187734e-08,True,78,1.0
ALL,usas,M1,Q1.1,2523,1368,37,36,True,1.5272864423914409e-77,True,73,1.0
ALL,usas,S6,O4.6,163,89,30,21,True,3.653561351869194e-06,False,51,0.2624375357110438
ALL,usas,S6,O4.4,63,40,27,17,True,0.0296822146316266,False,44,0.17417114727072658
ALL,usas,B1,S6,151,74,25,26,True,3.137566347825703e-07,True,51,1.0
ALL,usas,S6,B2,68,43,22,17,True,0.0222979548019479,False,39,0.5223973804968411
ALL,usas,N5,S6,1564,499,38,38,True,2.6793459675735633e-127,True,76,1.0
ALL,usas,S6,Q1.1,159,85,28,26,True,2.5048285005806485e-06,True,54,0.8919231511047488
ALL,usas,Z1,O4.6,74,26,15,9,True,1.6673626494501009e-06,True,24,0.30745625495910645
ALL,usas,Z1,O4.4,12,3,9,3,True,0.03515625,False,12,0.14599609375
ALL,usas,Z1,B1,14,6,10,3,True,0.1153182983398437,False,13,0.09228515625
ALL,usas,Z1,B2,24,21,9,9,True,0.765991824244793,False,18,1.0
ALL,usas,Z1,N5,25,24,11,7,True,1.0,False,18,0.480682373046875
ALL,usas,S7.1,O4.6,276,194,33,28,True,0.0001804442503307,False,61,0.6089207154048286
ALL,usas,S7.1,O4.4,708,540,36,34,True,2.2009553038448742e-06,True,70,0.9049745264594622
ALL,usas,B1,S7.1,1221,1214,37,37,True,0.9032261156867648,False,74,1.0
ALL,usas,S7.1,B2,159,137,28,30,True,0.2221740991205107,False,58,0.8956832138895906
ALL,usas,N5,S7.1,1089,821,37,38,True,9.410821376949351e-10,True,75,1.0
ALL,usas,S7.1,Q1.1,271,190,33,34,True,0.0001879062253139,False,67,1.0
ALL,usas,E4.1,O4.6,667,333,38,36,True,2.1405120129522667e-26,True,74,0.9075606176124984
ALL,usas,E4.1,O4.4,812,456,36,35,True,1.0614962642001574e-23,True,71,1.0
ALL,usas,B1,E4.1,1895,1588,38,37,True,2.1236915241979637e-07,True,75,1.0
ALL,usas,E4.1,B2,429,397,38,36,True,0.2807457555315499,False,74,0.9075606176124984
ALL,usas,N5,E4.1,691,485,37,38,True,2.062591599117841e-09,True,75,1.0
ALL,usas,E4.1,Q1.1,248,139,33,30,True,3.287259898923793e-08,True,63,0.8013064925040663
ALL,usas,A1.1.1,O4.6,2269,2155,38,38,True,0.0893243891485867,False,76,1.0
ALL,usas,A1.1.1,O4.4,3337,1886,38,37,True,1.0658238540032712e-90,True,75,1.0
ALL,usas,A1.1.1,B1,6880,6878,38,39,True,0.99319771980309,False,77,1.0
ALL,usas,A1.1.1,B2,1351,888,37,38,True,1.142394640553329e-22,True,75,1.0
ALL,usas,N5,A1.1.1,8882,5297,38,38,True,3.584452492620191e-201,True,76,1.0
ALL,usas,A1.1.1,Q1.1,1441,1009,38,38,True,2.5484013091185305e-18,True,76,1.0
