stratum,labeling,frm,to,fwd,rev,e_fwd,e_rev,reciprocal,p,bonferroni,E,p_edge
ALL,verbnet,correspond,nonverbal_expression,432,136,33,26,True,7.107729979589493e-37,True,59,0.43499280512215344
ALL,verbnet,correspond,scribble,29,13,17,10,True,0.0195204727824602,False,27,0.24778856337070465
ALL,verbnet,correspond,chase,131,67,32,25,True,6.346997755773928e-06,False,57,0.42704285650325524
ALL,verbnet,correspond,manner_speaking,265,84,34,23,True,5.617175164448324e-23,True,57,0.18485048241641844
ALL,verbnet,run,scribble,286,111,28,23,True,6.603902247505599e-19,True,51,0.5758493477318467
ALL,verbnet,indicate,scribble,705,212,32,33,True,1.7454877076618496e-62,True,65,1.0
ALL,verbnet,pocket,scribble,90,42,25,19,True,3.573574653630987e-05,False,44,0.4513808323961257
ALL,verbnet,chase,roll,132,123,27,25,True,0.6164725642490372,False,52,0.8898839652765371
ALL,verbnet,nonvehicle,begin,224,169,34,32,True,0.0063782933582856,False,66,0.9021585000966994
ALL,verbnet,drive,create,192,84,35,22,True,6.845890068506257e-11,True,57,0.11116111910399346
ALL,verbnet,drive,nonvehicle,90,45,28,20,True,0.0001337960849125,False,48,0.31232680747326935
ALL,verbnet,escape,nonvehicle,291,244,30,36,True,0.0466272175553625,False,66,0.5385827752459466
ALL,verbnet,convert,nonvehicle,268,115,29,28,True,3.454497851165327e-15,True,57,1.0
ALL,verbnet,discover,nonvehicle,68,36,26,15,True,0.0022094328919877,False,41,0.11727520595741225
ALL,verbnet,create,nonvehicle,65,40,26,19,True,0.018740915408258,False,45,0.3712980344710104
ALL,verbnet,put_direction,nonvehicle,31,5,18,4,True,1.2913485988974571e-05,False,22,0.004343509674072266
ALL,verbnet,consume,nonvehicle,108,62,26,25,True,0.0005199074129192,False,51,1.0
ALL,verbnet,cut,nonvehicle,59,36,24,18,True,0.0234880028369211,False,42,0.44079906734259566
ALL,verbnet,fit,nonvehicle,39,7,19,4,True,1.831543272601266e-06,True,23,0.002599477767944336
ALL,verbnet,create,consider,368,260,36,31,True,1.8720307472370153e-05,False,67,0.6254068289416483
ALL,verbnet,assuming_position,scribble,355,87,32,21,True,1.7887312025310094e-39,True,53,0.16897782228771874
ALL,verbnet,breathe,continue,224,146,28,27,True,5.899337547338006e-05,False,55,1.0
ALL,verbnet,continue,exhale,89,13,17,6,True,4.301653981910124e-15,True,23,0.03468966484069824
ALL,verbnet,assuming_position,exhale,218,86,28,17,True,2.2401822915012895e-14,True,45,0.1351564508456704
ALL,verbnet,marry,exhale,35,13,17,10,True,0.0020881073339964,False,27,0.24778856337070465
ALL,verbnet,exhale,lecture,44,29,16,10,True,0.1006436775202357,False,26,0.32693958282470703
ALL,verbnet,scribble,exhale,8,6,7,5,True,0.79052734375,False,12,0.7744140625
ALL,verbnet,exhale,manner_speaking,165,89,29,19,True,2.1409546410675903e-06,True,48,0.19341265286193737
ALL,verbnet,tell,scribble,544,22,35,13,True,1.8517005158626056e-131,True,48,0.0020881073339964478
ALL,verbnet,appeal,appear,43,30,20,17,True,0.1597116831180195,False,37,0.7428293587290682
ALL,verbnet,complain,appeal,63,12,25,6,True,1.693839376410126e-09,True,31,0.0008779102936387062
ALL,verbnet,appeal,begin,184,121,28,28,True,0.0003686925953993,False,56,1.0
ALL,verbnet,touch,correspond,30,21,17,12,True,0.2624375357110438,False,29,0.45825831964612007
ALL,verbnet,correspond,search,151,92,31,24,True,0.000185906509483,False,55,0.4187541882690154
ALL,verbnet,spray,correspond,55,31,21,16,True,0.0126725139523148,False,37,0.5113757815852296
ALL,verbnet,touch,wink,145,54,28,17,True,8.316002654870783e-11,True,45,0.1351564508456704
ALL,verbnet,spray,wink,182,112,27,28,True,5.30318910844595e-05,False,55,1.0
ALL,verbnet,touch,future_having,92,44,20,16,True,4.709670527950454e-05,False,36,0.617719317029696
ALL,verbnet,judgement,touch,77,34,16,18,True,5.494816250271447e-05,False,34,0.8641662404406816
ALL,verbnet,continue,modes_of_being_with_motion,66,26,20,15,True,3.6700459237994134e-05,False,35,0.4995598332025112
ALL,verbnet,carry,complain,101,18,21,10,True,3.365770432366397e-15,True,31,0.07075554598122835
ALL,verbnet,complain,declare,123,80,31,16,True,0.0031037507423191,False,47,0.03998605682605215
ALL,verbnet,continue,rummage,29,12,14,8,True,0.011507789735333,False,22,0.28627872467041016
ALL,verbnet,care,rummage,32,3,15,3,True,4.176981747150421e-07,True,18,0.007537841796875
ALL,verbnet,complain,discover,57,56,17,19,True,1.0,False,36,0.8679394004284404
ALL,verbnet,discover,flinch,188,19,22,7,True,3.818657099283625e-36,True,29,0.008130058646202087
ALL,verbnet,put_direction,flinch,34,0,15,0,False,1.1641532182693479e-10,True,15,6.103515625e-05
ALL,verbnet,put_direction,care,28,14,8,7,True,0.0435585219238419,False,15,1.0
ALL,verbnet,complain,get,302,113,35,25,True,5.591129905903735e-21,True,60,0.2450608330229457
ALL,verbnet,banish,nonverbal_expression,487,152,29,24,True,8.339227712199104e-42,True,53,0.5831321542611763
ALL,verbnet,banish,complain,15,9,10,7,True,0.3074562549591064,False,17,0.629058837890625
ALL,verbnet,banish,manner_speaking,410,161,35,28,True,4.958264454013906e-26,True,63,0.44996253629022254
ALL,verbnet,send,complain,43,20,15,14,True,0.005152397042092,False,29,1.0
ALL,verbnet,send,care,120,104,26,30,True,0.3162329297034799,False,56,0.6888797607233395
ALL,verbnet,nonverbal_expression,complain,55,14,14,9,True,6.921916920059638e-07,True,23,0.4048728942871094
ALL,verbnet,nonverbal_expression,flinch,341,120,29,20,True,1.3616961402098477e-25,True,49,0.2528697301676033
ALL,verbnet,admire,flinch,58,11,22,6,True,7.555829742748269e-09,True,28,0.0037191659212112427
ALL,verbnet,search,complain,34,14,16,9,True,0.0055152014855011,False,25,0.2295229434967041
ALL,verbnet,search,flinch,82,11,18,8,True,1.4159872634786436e-14,True,26,0.07551869750022888
ALL,verbnet,care,search,229,71,34,14,True,1.5097390586727408e-20,True,48,0.00551520148550111
ALL,verbnet,funnel,complain,17,2,8,2,True,0.0007286071777343,False,10,0.109375
ALL,verbnet,funnel,flinch,27,7,10,6,True,0.0008213953115046,False,16,0.454498291015625
ALL,verbnet,begin,cling,36,15,14,7,True,0.0046013097117665,False,21,0.18924713134765625
ALL,verbnet,hurt,put_spatial,7,4,6,4,True,0.548828125,False,10,0.75390625
ALL,verbnet,bring,cling,26,10,14,4,True,0.0113309841835871,False,18,0.0308837890625
ALL,verbnet,put_spatial,body_internal_motion,37,37,17,20,True,1.0,False,37,0.7428293587290682
ALL,verbnet,conjecture,cling,26,11,16,6,True,0.0200738519197329,False,22,0.052478790283203125
ALL,verbnet,give,cling,15,3,10,3,True,0.007537841796875,False,13,0.09228515625
ALL,verbnet,convert,cling,35,6,13,2,True,4.873598300036974e-06,False,15,0.00738525390625
ALL,verbnet,obtain,cling,11,1,10,1,True,0.00634765625,False,11,0.01171875
ALL,verbnet,contiguous_location,hold,82,25,25,13,True,2.9080967413009272e-08,True,38,0.07295138851623051
ALL,verbnet,assuming_position,hold,136,87,21,27,True,0.0012565773061166,False,48,0.470879013621712
ALL,verbnet,force,hold,218,172,30,26,True,0.0225653996716966,False,56,0.6888797607233395
ALL,verbnet,put_spatial,hold,62,26,17,12,True,0.00015714867103,False,29,0.45825831964612007
ALL,verbnet,put_direction,cling,17,2,10,2,True,0.0007286071777343,False,12,0.03857421875
ALL,verbnet,build,cling,28,8,15,5,True,0.0011932429624721,False,20,0.04138946533203125
ALL,verbnet,amuse,cling,43,11,18,6,True,1.401305745618586e-05,False,24,0.022655844688415527
ALL,verbnet,animal_sounds,tape,598,496,34,32,True,0.0022465101948564,False,66,0.9021585000966994
ALL,verbnet,put_spatial,tape,44,42,18,15,True,0.91421163708245,False,33,0.7283324808813632
ALL,verbnet,spray,put_spatial,90,80,19,23,True,0.4901385671039004,False,42,0.6439689563703723
ALL,verbnet,put,cling,54,14,18,7,True,1.109725672785106e-06,True,25,0.043285250663757324
ALL,verbnet,crane,cling,31,8,14,6,True,0.0002940768754342,False,20,0.11531829833984375
ALL,verbnet,nonvehicle,braid,65,58,21,24,True,0.5886880630911524,False,45,0.765991824244793
ALL,verbnet,indicate,cling,26,7,13,4,True,0.0013187271542847,False,17,0.049041748046875
ALL,verbnet,assuming_position,cling,22,19,10,9,True,0.755228657504631,False,19,1.0
ALL,verbnet,roll,cling,14,2,10,2,True,0.004180908203125,False,12,0.03857421875
ALL,verbnet,appear,cling,36,4,15,2,True,1.8570244719740006e-07,True,17,0.002349853515625
ALL,verbnet,carry,cling,23,21,13,9,True,0.880395821280672,False,22,0.5234670639038086
ALL,verbnet,consume,cling,11,0,10,0,False,0.0009765625,False,10,0.001953125
ALL,verbnet,hurt,future_having,22,17,13,11,True,0.5223973804968411,False,24,0.8388197422027588
ALL,verbnet,confine,hurt,96,55,24,20,True,0.0010647254407627,False,44,0.651587827208914
ALL,verbnet,eat,future_having,249,104,35,20,True,7.504364871515808e-15,True,55,0.05806414679240905
ALL,verbnet,eat,consider,152,47,27,21,True,4.155851812643825e-14,True,48,0.470879013621712
ALL,verbnet,keep,consider,797,211,37,30,True,1.2239135448521539e-80,True,67,0.46381761789686937
ALL,verbnet,breathe,gobble,59,30,17,12,True,0.0027852689963042,False,29,0.45825831964612007
ALL,verbnet,gobble,conjecture,215,139,29,26,True,6.323316903939459e-05,False,55,0.7877061896700431
ALL,verbnet,gobble,characterize,22,18,11,8,True,0.6358280026288412,False,19,0.6476058959960938
ALL,verbnet,future_having,gobble,38,29,14,12,True,0.3284320626971897,False,26,0.8450189828872681
ALL,verbnet,confine,gobble,60,22,16,10,True,3.2317126198897614e-05,False,26,0.32693958282470703
ALL,verbnet,gobble,consider,36,25,16,10,True,0.2000313685131031,False,26,0.32693958282470703
ALL,verbnet,gobble,manner_speaking,137,35,27,12,True,1.8373021340639184e-15,True,39,0.023702702470473014
ALL,verbnet,gobble,spray,60,39,15,15,True,0.0438752935870152,False,30,1.0
ALL,verbnet,search,see,345,116,34,24,True,1.8836686834967206e-27,True,58,0.23704711476271959
ALL,verbnet,confine,see,354,49,37,21,True,4.023241090941355e-58,True,58,0.047940324071666984
ALL,verbnet,modes_of_being_with_motion,marvel,20,11,10,8,True,0.1496127843856811,False,18,0.8145294189453125
ALL,verbnet,braid,modes_of_being_with_motion,215,79,32,24,True,1.0481044454102613e-15,True,56,0.34968195298368476
ALL,verbnet,keep,marvel,47,8,16,4,True,8.06760959148889e-08,True,20,0.01181793212890625
ALL,verbnet,marry,marvel,61,1,22,1,True,2.7321894746634715e-17,True,23,5.7220458984375e-06
ALL,verbnet,put_direction,modes_of_being_with_motion,72,5,24,4,True,2.8041083952368736e-16,True,28,0.00017999112606048584
ALL,verbnet,put_direction,fit,19,7,12,6,True,0.0289592742919921,False,18,0.237884521484375
ALL,verbnet,meet,marvel,27,14,10,6,True,0.0595838880180963,False,16,0.454498291015625
ALL,verbnet,body_internal_motion,marvel,21,6,12,4,True,0.0059246122837066,False,16,0.076812744140625
ALL,verbnet,create,body_internal_motion,264,126,27,33,True,2.375703814058201e-12,True,60,0.5189580031896519
ALL,verbnet,roll,marvel,21,1,11,1,True,1.0967254638671877e-05,False,12,0.00634765625
ALL,verbnet,fit,roll,57,44,23,13,True,0.2323004642847387,False,36,0.13249816396273675
ALL,verbnet,touch,marvel,21,1,9,1,True,1.0967254638671877e-05,False,10,0.021484375
ALL,verbnet,fit,touch,29,23,10,12,True,0.488455669379892,False,22,0.8318119049072266
ALL,verbnet,tell,marvel,289,13,32,9,True,5.519177193637025e-69,True,41,0.000430857042374555
ALL,verbnet,scribble,marvel,11,4,8,4,True,0.1184692382812499,False,12,0.3876953125
ALL,verbnet,braid,scribble,272,131,33,30,True,1.844279316769741e-12,True,63,0.8013064925040663
ALL,verbnet,scribble,fit,8,7,3,7,True,1.0,False,10,0.34375
ALL,verbnet,assuming_position,coil,199,81,29,20,True,1.2598593589333865e-12,True,49,0.2528697301676033
ALL,verbnet,fit,coil,10,4,7,3,True,0.1795654296875,False,10,0.34375
ALL,verbnet,pocket,say,530,259,36,35,True,2.7548300020272177e-22,True,71,1.0
ALL,verbnet,appoint,mix,94,87,28,23,True,0.6557342476089647,False,51,0.5758493477318467
ALL,verbnet,wink,appoint,54,51,24,19,True,0.845370318882552,False,43,0.542384011856484
ALL,verbnet,put,appoint,496,166,36,32,True,4.5633188335707424e-39,True,68,0.716300760154337
ALL,verbnet,appoint,nonverbal_expression,197,98,29,22,True,8.471830266439704e-09,True,51,0.4010619910279374
ALL,verbnet,care,mix,58,53,24,15,True,0.704379315424892,False,39,0.19959086691960698
ALL,verbnet,contiguous_location,cling,9,9,7,3,True,1.0,False,10,0.34375
ALL,verbnet,create,cling,11,3,10,2,True,0.057373046875,False,12,0.03857421875
ALL,verbnet,marry,cling,18,11,9,6,True,0.26493089646101,False,15,0.6072387695312499
ALL,verbnet,cling,force,14,11,8,8,True,0.6900379657745361,False,16,1.0
ALL,verbnet,cling,manner_speaking,22,5,12,4,True,0.0015137195587158,False,16,0.076812744140625
ALL,verbnet,accompany,eat,24,21,11,11,True,0.765991824244793,False,22,1.0
ALL,verbnet,eat,simple_dressing,59,26,24,13,True,0.0004471991792769,False,37,0.09887174959294498
ALL,verbnet,help,accompany,191,90,30,24,True,1.642824975212009e-09,True,54,0.49661743531793345
ALL,verbnet,help,simple_dressing,24,9,15,6,True,0.0135309868492186,False,21,0.0783538818359375
ALL,verbnet,murder,accompany,137,17,27,7,True,1.728718686048066e-24,True,34,0.0008213953115046024
ALL,verbnet,murder,simple_dressing,71,4,27,3,True,6.8071061652263e-17,True,30,8.430331945419312e-06
ALL,verbnet,chew,simple_dressing,22,7,9,6,True,0.008130058646202,False,15,0.6072387695312499
ALL,verbnet,peer,simple_dressing,115,81,28,23,True,0.0181887995521925,False,51,0.5758493477318467
ALL,verbnet,meet,simple_dressing,37,20,17,13,True,0.0331439677875054,False,30,0.5846647117286922
ALL,verbnet,spank,cooperate,11,9,7,8,True,0.8238029479980469,False,15,1.0
ALL,verbnet,marry,spank,29,16,14,9,True,0.0724542601625444,False,23,0.4048728942871094
ALL,verbnet,spank,accompany,18,16,8,8,True,0.8641662404406816,False,16,1.0
ALL,verbnet,escape,spank,83,53,24,27,True,0.0126045128697823,False,51,0.7797679305530743
ALL,verbnet,spank,declare,26,16,16,9,True,0.1641494017831064,False,25,0.2295229434967041
ALL,verbnet,forbid,spank,23,8,11,6,True,0.0106738405302166,False,17,0.332305908203125
ALL,verbnet,tell,spank,60,18,18,13,True,1.9730209111390334e-06,True,31,0.47312965989112854
ALL,verbnet,accompany,search,154,137,30,24,True,0.348294233315254,False,54,0.49661743531793345
ALL,verbnet,search,simple_dressing,35,16,12,12,True,0.0109735628997205,False,24,1.0
ALL,verbnet,eat,care,52,25,20,10,True,0.0027990538772776,False,30,0.09873714670538905
ALL,verbnet,continue,care,78,64,17,26,True,0.2752499689715733,False,43,0.2220528201560228
ALL,verbnet,cheat,lodge,23,11,13,8,True,0.0576126729138195,False,21,0.38331031799316406
ALL,verbnet,bump,cheat,104,67,25,22,True,0.0057456471506656,False,47,0.7708669945730263
ALL,verbnet,care,stop,26,17,12,10,True,0.2220528201560228,False,22,0.8318119049072266
ALL,verbnet,bump,assessment,56,21,20,8,True,8.215921903007378e-05,False,28,0.03569813817739487
ALL,verbnet,characterize,lodge,117,91,22,28,True,0.0827701897453646,False,50,0.47988766169832786
ALL,verbnet,drive,lodge,99,10,26,7,True,1.4578362112536647e-19,True,33,0.0013187271542847157
ALL,verbnet,drive,fit,79,56,28,24,True,0.0578938915667777,False,52,0.6778086391424605
ALL,verbnet,drive,lecture,223,123,33,29,True,8.397009354608877e-08,True,62,0.7035366713552733
ALL,verbnet,lodge,manner_speaking,70,45,19,12,True,0.0247935363396436,False,31,0.28104151505976915
ALL,verbnet,marry,lodge,109,20,28,12,True,5.072228635611523e-16,True,40,0.01658900337497471
ALL,verbnet,lodge,meet,12,8,8,5,True,0.5034446716308594,False,13,0.5810546875
ALL,verbnet,meander,lodge,249,57,29,16,True,9.052334669470233e-30,True,45,0.07245426016254441
ALL,verbnet,calibratable_cos,nonvehicle,182,106,33,28,True,8.841836879219262e-06,False,61,0.6089207154048286
ALL,verbnet,exist,nonvehicle,129,64,27,24,True,3.339682189923515e-06,True,51,0.7797679305530743
ALL,verbnet,calibratable_cos,touch,254,121,32,22,True,5.634193942322913e-12,True,54,0.22032849417661093
ALL,verbnet,touch,lodge,37,7,19,5,True,5.299581744111492e-06,False,24,0.006610751152038574
ALL,verbnet,dress,lodge,75,23,19,15,True,1.3172242120654857e-07,True,34,0.6075913612730801
ALL,verbnet,cooperate,lodge,59,23,19,13,True,8.715478657320524e-05,False,32,0.37708558747544885
ALL,verbnet,inquire,accompany,590,313,30,32,True,2.0857901083864222e-20,True,62,0.8990763136528589
ALL,verbnet,inquire,pour,239,128,28,32,True,7.248935083144767e-09,True,60,0.6988834276200058
ALL,verbnet,inquire,rummage,143,44,27,19,True,2.0435024536682911e-13,True,46,0.3019956131896606
ALL,verbnet,contiguous_location,wink,608,272,34,35,True,2.7704151547144282e-30,True,69,1.0
ALL,verbnet,create,wink,355,180,30,30,True,3.188198000871098e-14,True,60,1.0
ALL,verbnet,create,tape,613,113,37,24,True,6.039281860095277e-84,True,61,0.12373144253809215
ALL,verbnet,indicate,rummage,254,61,25,25,True,3.8350497516297923e-29,True,50,1.0
ALL,verbnet,bump,pour,102,72,24,25,True,0.027626051149795,False,49,1.0
ALL,verbnet,bump,rummage,98,21,23,7,True,4.4033126351506433e-13,True,30,0.005222879350185395
ALL,verbnet,hit,accompany,227,56,29,15,True,1.3935783525312363e-25,True,44,0.048766765904474596
ALL,verbnet,pour,hit,29,28,16,14,True,1.0,False,30,0.8555355519056321
ALL,verbnet,admire,pour,225,204,30,33,True,0.3342464593129173,False,63,0.8013064925040663
ALL,verbnet,admire,rummage,133,7,25,5,True,2.717864140919989e-31,True,30,0.0003249142318964005
ALL,verbnet,tell,rummage,142,30,25,15,True,1.2588342644623892e-18,True,40,0.1538599441628321
ALL,verbnet,escape,pour,704,500,34,37,True,4.5196414208902205e-09,True,71,0.8125886494061619
ALL,verbnet,peer,exhale,249,149,27,22,True,6.115421421108029e-07,True,49,0.5681724128491652
ALL,verbnet,calibratable_cos,exhale,132,48,27,15,True,2.9302851519978704e-10,True,42,0.08842954698775429
ALL,verbnet,force,exhale,116,51,28,17,True,5.332396108348041e-07,True,45,0.1351564508456704
ALL,verbnet,roll,assessment,147,51,24,15,True,5.5794892744741224e-12,True,39,0.19959086691960698
ALL,verbnet,continue,see,148,56,27,19,True,9.016864116721104e-11,True,46,0.3019956131896606
ALL,verbnet,assessment,see,41,38,17,15,True,0.8221442424521863,False,32,0.860050065908581
ALL,verbnet,meander,exhale,97,25,19,8,True,3.3236938797776425e-11,True,27,0.052238985896110535
ALL,verbnet,put_spatial,exhale,20,9,9,7,True,0.0614283457398414,False,16,0.803619384765625
ALL,verbnet,meander,appoint,103,43,29,25,True,7.396940204558047e-07,True,54,0.6834892282353371
ALL,verbnet,bump,chase,294,201,31,31,True,3.37681774497011e-05,False,62,1.0
ALL,verbnet,create,bump,349,215,34,36,True,1.8448516274926384e-08,True,70,0.9049745264594622
ALL,verbnet,chase,cheat,49,25,19,14,True,0.0070842526738804,False,33,0.48685024166479707
ALL,verbnet,cheat,wink,60,15,22,10,True,1.5877990745379462e-07,True,32,0.050102459732443094
ALL,verbnet,exist,disassemble,136,31,24,12,True,6.88292856368139e-17,True,36,0.06524533522315325
ALL,verbnet,obtain,lodge,91,71,21,23,True,0.1352479219340016,False,44,0.880395821280672
ALL,verbnet,meander,hold,190,50,25,14,True,2.112109926712332e-20,True,39,0.10812902140605732
ALL,verbnet,cut,consider,281,220,28,30,True,0.0072883405453756,False,58,0.8956832138895906
ALL,verbnet,disappearance,modes_of_being_with_motion,99,50,25,17,True,7.327950544840698e-05,False,42,0.27995623852893914
ALL,verbnet,amalgamate,modes_of_being_with_motion,36,10,19,7,True,0.0001564172085295,False,26,0.028959274291992188
ALL,verbnet,search,amalgamate,82,41,27,19,True,0.000275617633534,False,46,0.3019956131896606
ALL,verbnet,continue,wipe_manner,11,8,7,6,True,0.6476058959960938,False,13,1.0
ALL,verbnet,escape,wipe_manner,218,54,23,18,True,1.5660896816813594e-24,True,41,0.5327092552361137
ALL,verbnet,build,wipe_manner,140,32,22,16,True,2.596028999497725e-17,True,38,0.417692190836533
ALL,verbnet,wipe_manner,begin,117,67,27,15,True,0.0002806215062741,False,42,0.08842954698775429
ALL,verbnet,put,wipe_manner,171,24,25,14,True,1.5561565757327863e-28,True,39,0.10812902140605732
ALL,verbnet,dress,tape,178,63,30,22,True,6.884603044489224e-14,True,52,0.3317497633694906
ALL,verbnet,roll,accompany,192,94,33,24,True,6.980439152376696e-09,True,57,0.2892437471090205
ALL,verbnet,roll,wipe_manner,17,6,9,5,True,0.0346896648406982,False,14,0.4239501953125
ALL,verbnet,consume,roll,686,286,31,29,True,1.4237943119216026e-38,True,60,0.8974218269914307
ALL,verbnet,animal_sounds,captain,115,85,28,29,True,0.0400371916133995,False,57,1.0
ALL,verbnet,calibratable_cos,captain,67,21,20,16,True,9.203075999074402e-07,True,36,0.617719317029696
ALL,verbnet,drive,accompany,191,40,33,17,True,8.679640048628433e-25,True,50,0.032839137564268484
ALL,verbnet,captain,drive,27,22,15,12,True,0.5681724128491652,False,27,0.7011080384254456
ALL,verbnet,convert,captain,179,112,28,34,True,0.000102430874702,False,62,0.52577336017565
ALL,verbnet,captain,conjecture,220,120,36,29,True,6.415388921165032e-08,True,65,0.45702078541058977
ALL,verbnet,carry,captain,154,40,28,16,True,5.639881373533344e-17,True,44,0.09614175442061423
ALL,verbnet,meander,captain,96,22,26,14,True,3.256579454227082e-12,True,40,0.0806904677519924
ALL,verbnet,contribute,captain,67,50,24,25,True,0.1387531689430256,False,49,1.0
ALL,verbnet,indicate,captain,142,102,26,29,True,0.0123765943424329,False,55,0.7877061896700431
ALL,verbnet,assuming_position,captain,92,45,20,22,True,7.306832561012006e-05,False,42,0.8776143287523154
ALL,verbnet,captain,admire,62,59,26,17,True,0.85582159921108,False,43,0.2220528201560228
ALL,verbnet,tell,captain,167,42,29,18,True,7.706602812383357e-19,True,47,0.14386508844054896
ALL,verbnet,put_direction,cooperate,35,10,13,8,True,0.0002470877846008,False,21,0.38331031799316406
ALL,verbnet,drive,dress,99,53,28,18,True,0.0002374269201797,False,46,0.18392482137699062
ALL,verbnet,drive,defend,29,12,17,6,True,0.011507789735333,False,23,0.03468966484069824
ALL,verbnet,poison,approve,32,5,8,4,True,7.427530363202095e-06,False,12,0.3876953125
ALL,verbnet,masquerade,fill,26,22,15,13,True,0.6654658120766188,False,28,0.8505540192127228
ALL,verbnet,help,fill,89,32,26,14,True,2.1499162517902278e-07,True,40,0.0806904677519924
ALL,verbnet,pay,masquerade,199,34,31,22,True,1.4506618597523125e-29,True,53,0.27167916606550335
ALL,verbnet,cheat,say,36,13,16,8,True,0.0014026885036955,False,24,0.15158963203430176
ALL,verbnet,murder,long,67,14,19,10,True,1.8890284038209304e-09,True,29,0.13604594767093658
ALL,verbnet,pay,long,86,69,23,25,True,0.1985836053080509,False,48,0.8854334972865135
ALL,verbnet,free,say,77,73,21,22,True,0.8065959963978485,False,43,1.0
ALL,verbnet,bill,focus,84,6,23,3,True,1.081216606236162e-18,True,26,8.797645568847656e-05
ALL,verbnet,bill,long,27,19,15,11,True,0.3019956131896606,False,26,0.557197093963623
ALL,verbnet,disappearance,simple_dressing,87,20,27,11,True,3.796286088538813e-11,True,38,0.013852965261321515
ALL,verbnet,bill,illustrate,162,14,26,7,True,4.214136638062148e-33,True,33,0.0013187271542847157
ALL,verbnet,bill,simple_dressing,25,3,12,3,True,2.744048833847046e-05,False,15,0.03515625
ALL,verbnet,fit,simple_dressing,37,13,18,9,True,0.0009362229108518,False,27,0.12207812070846558
ALL,verbnet,search,reflexive_appearance,52,32,20,14,True,0.0375295336344131,False,34,0.39152830513194203
ALL,verbnet,discover,simple_dressing,58,25,20,15,True,0.0003783427631607,False,35,0.4995598332025112
ALL,verbnet,discover,masquerade,122,52,29,25,True,1.1516772913492057e-07,True,54,0.6834892282353371
ALL,verbnet,masquerade,preparing,31,19,18,10,True,0.1189204525594362,False,28,0.1849333420395851
ALL,verbnet,entity_specific_cos,modes_of_being_with_motion,85,18,21,10,True,1.3634051463381556e-11,True,31,0.07075554598122835
ALL,verbnet,entity_specific_cos,performance,83,23,25,8,True,3.787227599932374e-09,True,33,0.004551384132355452
ALL,verbnet,entity_specific_cos,preparing,39,15,16,6,True,0.0014962588853935,False,22,0.052478790283203125
ALL,verbnet,tell,entity_specific_cos,143,51,26,18,True,2.7214941252995273e-11,True,44,0.2912152365458951
ALL,verbnet,admire,entity_specific_cos,166,148,32,33,True,0.3373854033502649,False,65,1.0
ALL,verbnet,breathe,complain,33,31,18,15,True,0.9006532462520334,False,33,0.7283324808813632
ALL,verbnet,complain,manner_speaking,41,39,17,15,True,0.9110721212260926,False,32,0.860050065908581
ALL,verbnet,assuming_position,complain,51,22,16,11,True,0.000914274582163,False,27,0.44206833839416504
ALL,verbnet,long,complain,15,11,9,7,True,0.557197093963623,False,16,0.803619384765625
ALL,verbnet,complain,preparing,149,6,26,5,True,7.963513645414309e-37,True,31,0.00019219517707824707
ALL,verbnet,tell,complain,150,42,26,25,True,1.9435541625478304e-15,True,51,1.0
ALL,verbnet,admire,performance,604,128,35,30,True,9.810476428296868e-75,True,65,0.6201447650813029
ALL,verbnet,future_having,marvel,51,34,22,12,True,0.0820542995874871,False,34,0.12144948495551944
ALL,verbnet,future_having,performance,167,130,28,22,True,0.0365359481768286,False,50,0.47988766169832786
ALL,verbnet,long,future_having,590,236,38,32,True,9.406794692105318e-36,True,70,0.5504125118224712
ALL,verbnet,future_having,preparing,201,53,32,20,True,1.8109825855353592e-21,True,52,0.12634707581392135
ALL,verbnet,assuming_position,performance,802,321,37,26,True,5.325086584629563e-48,True,63,0.20736789985685422
ALL,verbnet,transfer_mesg,modes_of_being_with_motion,21,8,12,6,True,0.0241195447742939,False,18,0.237884521484375
ALL,verbnet,discover,transfer_mesg,83,77,20,23,True,0.6927623491186453,False,43,0.7607916425613439
ALL,verbnet,transfer_mesg,assuming_position,59,39,23,17,True,0.0543905582770883,False,40,0.42959050784338615
ALL,verbnet,transfer_mesg,marvel,17,6,10,3,True,0.0346896648406982,False,13,0.09228515625
ALL,verbnet,long,transfer_mesg,39,34,18,18,True,0.6399729317539425,False,36,1.0
ALL,verbnet,transfer_mesg,preparing,29,10,20,4,True,0.0033778479119064,False,24,0.001543879508972168
ALL,verbnet,dress,marvel,48,6,20,5,True,3.2565301566478407e-09,True,25,0.004077315330505371
ALL,verbnet,dress,performance,199,50,31,15,True,3.1698810301798837e-22,True,46,0.02589608179323477
ALL,verbnet,dress,preparing,477,55,36,14,True,5.909427501646533e-85,True,50,0.0026021714567221466
ALL,verbnet,animal_sounds,entity_specific_modes_being,46,23,17,16,True,0.0076205218550256,False,33,1.0
ALL,verbnet,eat,entity_specific_modes_being,43,14,16,8,True,0.0001538890224443,False,24,0.15158963203430176
ALL,verbnet,marry,performance,193,12,34,7,True,3.4327691061777202e-43,True,41,2.532080361561384e-05
ALL,verbnet,marry,entity_specific_modes_being,23,1,12,1,True,2.9802322387695312e-06,True,13,0.00341796875
ALL,verbnet,meet,performance,97,24,26,11,True,1.3442945758766515e-11,True,37,0.020073851919732988
ALL,verbnet,entity_specific_modes_being,meet,14,9,10,7,True,0.4048728942871094,False,17,0.629058837890625
