category,delta,edges_pos,n_edges,lo,hi,mde,p,bonferroni,labeling,cell,coverage,scen,pov,context
Removing,-0.007166203053540179,13,41,-0.01845146357612744,0.00411905746904708,0.016121800746553224,0.22051805682795533,False,framenet,N2_inst,0.8341788665023917,N2,inst,housing
Renting,0.0007326325467271853,1,41,-0.002366594426980445,0.0038318595204348154,0.004427467105296614,0.6456402509983563,False,framenet,N2_inst,0.8341788665023917,N2,inst,housing
Replacing,-0.016094682428204502,13,41,-0.04935753372207262,0.017168168865663618,0.04751835899124018,0.34863457615848487,False,framenet,N2_inst,0.8341788665023917,N2,inst,housing
Reporting,0.006692607554941407,15,41,0.0025551489217969783,0.010830066188085834,0.005910655190206326,0.00291851840759796,False,framenet,N2_inst,0.8341788665023917,N2,inst,housing
Request,-0.04108151762169325,8,41,-0.0589908441473312,-0.023172191096055294,0.025584752179482795,5.806984628338776e-05,True,framenet,N2_inst,0.8341788665023917,N2,inst,housing
Required_event,0.0017651306366691208,4,41,-0.00027205410692938666,0.0038023153802676283,0.0029102639194264397,0.09722731438891917,False,framenet,N2_inst,0.8341788665023917,N2,inst,housing
Rescuing,0.0047938198776860865,13,41,-0.003927216767696393,0.013514856523068566,0.012458623779117828,0.2877645593104613,False,framenet,N2_inst,0.8341788665023917,N2,inst,housing
Residence,-0.002316136131571979,5,41,-0.006994928638461052,0.0023626563753170945,0.006683989295555818,0.33774955956527447,False,framenet,N2_inst,0.8341788665023917,N2,inst,housing
Resolve_problem,0.006583976363406531,14,41,-0.0007023763140737386,0.0138703290408868,0.01040907525354324,0.08416993237530711,False,framenet,N2_inst,0.8341788665023917,N2,inst,housing
Respond_to_proposal,0.0011580371881763567,3,41,-0.0027255780117684397,0.005041652388121153,0.005548021714206851,0.5622041686387328,False,framenet,N2_inst,0.8341788665023917,N2,inst,housing
Scheduling,0.009326062525223484,14,41,0.0034751537480800085,0.015176971302366959,0.008358441110204964,0.003312150410749198,False,framenet,N2_inst,0.8341788665023917,N2,inst,housing
Scrutiny,0.00527919203616833,10,41,-0.0030041075460602697,0.01356249161839693,0.011833285117469429,0.21886518688587786,False,framenet,N2_inst,0.8341788665023917,N2,inst,housing
Seeking,0.0030762592036735997,5,41,0.0003656148314522185,0.0057869035758949805,0.0038723491031734023,0.031831918854704745,False,framenet,N2_inst,0.8341788665023917,N2,inst,housing
Self_motion,-0.006366019337942493,12,41,-0.013083344601103428,0.0003513059252184406,0.009596178947372762,0.07061362564716422,False,framenet,N2_inst,0.8341788665023917,N2,inst,housing
Sending,-0.0041046228295427475,11,41,-0.011475503050975418,0.003266257391889923,0.010529828887760957,0.28159906561333903,False,framenet,N2_inst,0.8341788665023917,N2,inst,housing
Separating,0.0014229816094952395,3,41,-0.0002739412839235023,0.003119904502913981,0.002424175562026774,0.10809971211237426,False,framenet,N2_inst,0.8341788665023917,N2,inst,housing
Statement,0.018563112664483645,24,41,-0.004699293521987228,0.04182551885095452,0.03323200883781553,0.12568244384365748,False,framenet,N2_inst,0.8341788665023917,N2,inst,housing
Successful_action,0.002257163701896753,5,41,0.00012495428968427964,0.004389373114109226,0.0030460134460178192,0.04447543167875567,False,framenet,N2_inst,0.8341788665023917,N2,inst,housing
Supply,0.0011923064489742557,6,41,-0.0023687754500274806,0.0047533883479759925,0.005087259855716766,0.5154279348624717,False,framenet,N2_inst,0.8341788665023917,N2,inst,housing
Telling,0.0018450971285062438,4,41,5.321065849495706e-05,0.0036369835985175306,0.002559837814301838,0.05031116035617543,False,framenet,N2_inst,0.8341788665023917,N2,inst,housing
Use_firearm,-0.0027718014631301757,0,41,-0.004492147357830052,-0.0010514555684302995,0.0024576369924283943,0.003020208012685937,False,framenet,N2_inst,0.8341788665023917,N2,inst,housing
Using_resource,-0.011644688893226278,8,41,-0.020403183749732736,-0.00288619403671982,0.012512135509294938,0.012809405934102392,False,framenet,N2_inst,0.8341788665023917,N2,inst,housing
Waiting,0.03154195632403779,26,41,0.015055196595203622,0.04802871605287196,0.02355251389833453,0.0005602809761401646,False,framenet,N2_inst,0.8341788665023917,N2,inst,housing
Warning,0.0005968742637241812,2,41,-0.0010385959161443815,0.002232344443592744,0.0023363859712408038,0.4785702142202551,False,framenet,N2_inst,0.8341788665023917,N2,inst,housing
Win_prize,0.001169391263805111,1,41,-0.0025137019923598637,0.004852484519970086,0.005261561794521393,0.5372729231922753,False,framenet,N2_inst,0.8341788665023917,N2,inst,housing
entity_noun,-0.0065181511036875705,0,38,-0.01058344721032712,-0.0024528549970480214,0.005807565866627926,0.0032912888820336656,True,induced,N2_inst,0.28134512248151905,N2,inst,housing
grammatical_function,0.2091707640966547,29,38,0.11700380501690702,0.3013377231764024,0.1316670843996395,7.64211655573082e-05,True,induced,N2_inst,0.28134512248151905,N2,inst,housing
locomotion_posture,-0.006760273468418599,11,38,-0.04187070717445559,0.02835016023761839,0.0501577624371957,0.7080439296596763,False,induced,N2_inst,0.28134512248151905,N2,inst,housing
object_handling,-0.09078007406704468,6,38,-0.13170263974746882,-0.049857508386620536,0.058460808114891634,0.00010342707559836899,True,induced,N2_inst,0.28134512248151905,N2,inst,housing
person_reference,-0.0027423647384166943,4,38,-0.023406613743554974,0.01792188426672159,0.029520355721626115,0.7962188680762448,False,induced,N2_inst,0.28134512248151905,N2,inst,housing
procedural_operation,0.010000967564696612,11,38,-0.029734451402274976,0.0497363865316682,0.056764884238530836,0.6247086840391627,False,induced,N2_inst,0.28134512248151905,N2,inst,housing
property_damage,0.022944565515578295,10,38,0.005184239148083532,0.04070489188307306,0.025371894810706806,0.01571331906691754,False,induced,N2_inst,0.28134512248151905,N2,inst,housing
quality_manner,-0.0319272060689967,1,38,-0.04396807374776959,-0.0198863383902238,0.017201239541104137,7.661395309105422e-06,True,induced,N2_inst,0.28134512248151905,N2,inst,housing
speech_act,-0.036295129012964826,6,38,-0.08924302267290954,0.016652764646979887,0.0756398480856353,0.18727446484336968,False,induced,N2_inst,0.28134512248151905,N2,inst,housing
transfer_possession,-0.0698506794825001,16,38,-0.14047258685365538,0.0007712278886551904,0.10088843910165039,0.06020756433910915,False,induced,N2_inst,0.28134512248151905,N2,inst,housing
change,-0.009041333587080494,2,38,-0.018400296158290814,0.00031762898412982486,0.013369946530300455,0.0661340648839268,False,wordnet,N2_inst,0.19684012175677634,N2,inst,housing
cognition,-0.018322379736751576,1,38,-0.050278131572639675,0.013633372099136523,0.04565107405126871,0.2683366487904883,False,wordnet,N2_inst,0.19684012175677634,N2,inst,housing
communication,-0.055020329908518364,9,38,-0.11550694503707296,0.005466285220036234,0.08640945018364944,0.08281367264979145,False,wordnet,N2_inst,0.19684012175677634,N2,inst,housing
competition,0.0061266366888094665,1,38,-0.029737201281146285,0.041990474658765216,0.051234054242793925,0.7396458612855813,False,wordnet,N2_inst,0.19684012175677634,N2,inst,housing
consumption,-0.04146284537857783,5,38,-0.07545589783822228,-0.007469792918933377,0.04856150351377778,0.02201869373029022,False,wordnet,N2_inst,0.19684012175677634,N2,inst,housing
contact,0.06199997019851491,15,38,-0.011300974354727093,0.1353009147517569,0.10471563507606,0.1058093467747465,False,wordnet,N2_inst,0.19684012175677634,N2,inst,housing
creation,0.0017133336039153223,2,38,-0.009829715282848515,0.013256382490679161,0.016490069838234055,0.772735114054683,False,wordnet,N2_inst,0.19684012175677634,N2,inst,housing
emotion,0.005431624404147624,5,38,-0.00537241960961025,0.016235668417905497,0.015434348591082678,0.3308423042443466,False,wordnet,N2_inst,0.19684012175677634,N2,inst,housing
motion,-0.005431017172504661,15,38,-0.06189217433595208,0.05103013999094276,0.08065879594778202,0.8514891099776821,False,wordnet,N2_inst,0.19684012175677634,N2,inst,housing
possession,-0.05186195513459243,15,38,-0.16412744148358852,0.06040353121440365,0.16037926621285153,0.37109194554022756,False,wordnet,N2_inst,0.19684012175677634,N2,inst,housing
social,0.03666514733144226,17,38,-0.054499494638255305,0.1278297893011398,0.13023520281385367,0.43555182849357604,False,wordnet,N2_inst,0.19684012175677634,N2,inst,housing
stative,0.06920314869119579,21,38,0.022579374351443825,0.11582692303094774,0.06660539191393137,0.006097840622689223,False,wordnet,N2_inst,0.19684012175677634,N2,inst,housing
ABS,-0.006846500006676763,16,41,-0.018044658076148624,0.004351658062795099,0.01599736867067409,0.23783880813645691,False,gi_primary,N2_inst,0.9407160458037397,N2,inst,housing
ANI,0.0007515497706859022,2,41,-0.001084554796989972,0.0025876543383617765,0.002623006525251249,0.4271421225552648,False,gi_primary,N2_inst,0.9407160458037397,N2,inst,housing
Active,-0.07983720372093497,10,41,-0.12838808280536743,-0.03128632463650252,0.06935839869204635,0.002524994512300438,False,gi_primary,N2_inst,0.9407160458037397,N2,inst,housing
AffGain,-0.06218292415154796,1,41,-0.13000222670832542,0.005636378405229493,0.09688471793825351,0.07987187475083884,False,gi_primary,N2_inst,0.9407160458037397,N2,inst,housing
AffOth,0.00022690245071880656,2,41,-0.00041693637254965694,0.00087074127398727,0.0009197697475263764,0.49371460496781716,False,gi_primary,N2_inst,0.9407160458037397,N2,inst,housing
Affil,-0.010227889675618329,16,41,-0.02575335637823125,0.005297577026994592,0.022179238146589886,0.20404268203360498,False,gi_primary,N2_inst,0.9407160458037397,N2,inst,housing
Arousal,-0.011570298088905464,7,41,-0.018294347845973127,-0.004846248331837801,0.009605785367239519,0.0016627790041751187,False,gi_primary,N2_inst,0.9407160458037397,N2,inst,housing
Begin,-0.0004875658978625576,1,41,-0.0017682792629234866,0.0007931474671983713,0.0018295905215156127,0.4599281248873921,False,gi_primary,N2_inst,0.9407160458037397,N2,inst,housing
COM,0.010157865660031887,17,41,0.0010312791002279106,0.019284452219835865,0.013037980799719968,0.03508466393312249,False,gi_primary,N2_inst,0.9407160458037397,N2,inst,housing
Causal,0.0009124974301661181,5,41,-0.0028938860941575004,0.004718880954489736,0.005437690749033741,0.6410014873835631,False,gi_primary,N2_inst,0.9407160458037397,N2,inst,housing
ComForm,0.02689216880256033,27,41,0.014728914850322905,0.03905542275479776,0.017376077074624897,9.614715158437957e-05,True,gi_primary,N2_inst,0.9407160458037397,N2,inst,housing
Complet,-0.0006133393641258576,5,41,-0.0031070735154983707,0.0018803947872466555,0.0035624773591035903,0.6323862305180636,False,gi_primary,N2_inst,0.9407160458037397,N2,inst,housing
DAV,-0.0011456915820078684,19,41,-0.014540066463098229,0.012248683299082493,0.019134821258700516,0.8677040563693388,False,gi_primary,N2_inst,0.9407160458037397,N2,inst,housing
Decreas,0.009256025197163033,17,41,0.0021482115611257055,0.01636383883320036,0.010154019480053324,0.014621836980693515,False,gi_primary,N2_inst,0.9407160458037397,N2,inst,housing
ECON,0.0012813535843269185,4,41,4.957292564013605e-05,0.002513134243013701,0.0017596866552668322,0.048108463725267905,False,gi_primary,N2_inst,0.9407160458037397,N2,inst,housing
EMOT,-0.00038062586255395995,9,41,-0.0033288508787631204,0.0025675991536552004,0.0042117500231559435,0.8015312291692066,False,gi_primary,N2_inst,0.9407160458037397,N2,inst,housing
EndsLw,0.02096332443624515,33,41,0.013037740653746093,0.028888908218744208,0.011322262546427223,6.570976629018955e-06,True,gi_primary,N2_inst,0.9407160458037397,N2,inst,housing
EnlOth,0.006017423621178963,20,41,-0.011037216817619926,0.023072064059977852,0.024363772055426985,0.49321403365581434,False,gi_primary,N2_inst,0.9407160458037397,N2,inst,housing
Exert,0.0004863957085746956,6,41,-0.0041634252474493216,0.005136216664598712,0.006642601365748594,0.8385913586309212,False,gi_primary,N2_inst,0.9407160458037397,N2,inst,housing
FREQ,-0.005365036701670144,1,41,-0.009182003124613414,-0.0015480702787268744,0.005452809175633243,0.008793176990541184,False,gi_primary,N2_inst,0.9407160458037397,N2,inst,housing
Fail,0.013723318047198972,23,41,0.003301491218434035,0.02414514487596391,0.014888324041092766,0.013628247437605547,False,gi_primary,N2_inst,0.9407160458037397,N2,inst,housing
Hostile,0.017957221508841572,22,41,0.010442987525058442,0.025471455492624702,0.010734619976833042,3.22283781578101e-05,True,gi_primary,N2_inst,0.9407160458037397,N2,inst,housing
IAV,0.02728913434674584,28,41,0.005634825920040058,0.048943442773451626,0.030934726323865406,0.01787312694238752,False,gi_primary,N2_inst,0.9407160458037397,N2,inst,housing
If,0.0026224255251653585,6,41,0.00019985210751654117,0.005044998942814176,0.0034608191680697395,0.04010837175667839,False,gi_primary,N2_inst,0.9407160458037397,N2,inst,housing
Know,0.002938655724966228,13,41,-0.0004031414647114669,0.006280452914643924,0.0047739959852538495,0.09251127304528231,False,gi_primary,N2_inst,0.9407160458037397,N2,inst,housing
Legal,0.01919208263850594,20,41,-0.0037862308302941336,0.04217039610730601,0.032826162098285816,0.10946629300689674,False,gi_primary,N2_inst,0.9407160458037397,N2,inst,housing
Negate,0.009664734289631403,20,41,-0.00743221228930508,0.026761680868567887,0.024424209398480688,0.2744933969905232,False,gi_primary,N2_inst,0.9407160458037397,N2,inst,housing
Ought,0.0020995203380090085,7,41,-0.0012109453484185503,0.005409986024436568,0.004729236694896512,0.22108816264171852,False,gi_primary,N2_inst,0.9407160458037397,N2,inst,housing
Our,-0.0004868581794425626,0,41,-0.0010239209601698275,5.02046012847024e-05,0.0007672325438960928,0.0832103453477124,False,gi_primary,N2_inst,0.9407160458037397,N2,inst,housing
Ovrst,-0.0029702210166947427,1,41,-0.006797297467239786,0.0008568554338503004,0.005467252072207204,0.13608379129721793,False,gi_primary,N2_inst,0.9407160458037397,N2,inst,housing
Positiv,-7.92711068336021e-05,1,41,-0.0008870584607561175,0.0007285162470889134,0.0011539819341750222,0.8484475817756807,False,gi_primary,N2_inst,0.9407160458037397,N2,inst,housing
PowOth,-0.0004610246673051462,2,41,-0.001813805456132223,0.0008917561215219306,0.0019325439840386812,0.5079928898630423,False,gi_primary,N2_inst,0.9407160458037397,N2,inst,housing
Quan,-0.004395746279069439,15,41,-0.015555719948530732,0.0067642273903918545,0.015942819527801848,0.4446432123336134,False,gi_primary,N2_inst,0.9407160458037397,N2,inst,housing
SV,0.017602912484515412,20,41,-0.007339302244865946,0.04254512721389677,0.03563173532768765,0.17425594313917564,False,gi_primary,N2_inst,0.9407160458037397,N2,inst,housing
Self,-0.0028775707409507004,4,41,-0.006291938162586004,0.0005367966806846037,0.004877667745193291,0.1063942832715895,False,gi_primary,N2_inst,0.9407160458037397,N2,inst,housing
abstraction,0.06946082153306535,23,41,0.00944510992599163,0.12947653314013907,0.08573673086724817,0.02877055000771533,False,rid,N2_inst,0.4006377735903754,N2,inst,housing
affection,-0.08194356140882363,2,41,-0.16226450199359724,-0.001622620824050014,0.11474420083539086,0.05236783207836549,False,rid,N2_inst,0.4006377735903754,N2,inst,housing
aggression,0.01659345798214626,17,41,0.0006356717778303184,0.0325512441864622,0.022796837434737056,0.04819254407185725,False,rid,N2_inst,0.4006377735903754,N2,inst,housing
anxiety,0.0520483743852066,27,41,0.03132726532010506,0.07276948345030813,0.02960158437871648,1.5117122429157264e-05,True,rid,N2_inst,0.4006377735903754,N2,inst,housing
icarian_imagery,-0.004731195134160571,1,41,-0.008609242730292092,-0.00085314753802905,0.005540067994473602,0.021588147052633275,False,rid,N2_inst,0.4006377735903754,N2,inst,housing
instrumental_behavior,-0.20283155087574128,5,41,-0.2580239881538525,-0.14763911359763002,0.07884633896873036,9.798465979465351e-09,True,rid,N2_inst,0.4006377735903754,N2,inst,housing
moral_imperative,0.009479130398650969,10,41,-0.00018489335622628653,0.019143154153528224,0.01380574822125322,0.0616842984923137,False,rid,N2_inst,0.4006377735903754,N2,inst,housing
order,-0.006982797854013543,4,41,-0.015633556902338624,0.0016679611943115381,0.012358227211892973,0.12150479416837438,False,rid,N2_inst,0.4006377735903754,N2,inst,housing
regressive_cognition,-0.011110500382733203,5,41,-0.024978881109176412,0.0027578803437100074,0.019811972466347444,0.1242387695977056,False,rid,N2_inst,0.4006377735903754,N2,inst,housing
restraint,0.01820467542081891,19,41,-0.021013721287573492,0.057423072129211314,0.05602628101198914,0.3683742825977706,False,rid,N2_inst,0.4006377735903754,N2,inst,housing
sensation,0.05077284912359925,24,41,0.024687316929990755,0.07685838131720775,0.03726504599086927,0.00046224213068451624,True,rid,N2_inst,0.4006377735903754,N2,inst,housing
social_behavior,0.041521559880599676,24,41,-0.03454449667410488,0.11758761643530423,0.10866579507814937,0.2910829361540953,False,rid,N2_inst,0.4006377735903754,N2,inst,housing
temporal_references,0.04738459058992181,21,41,0.024630208122200497,0.07013897305764312,0.0325062606681733,0.00020781047765222797,True,rid,N2_inst,0.4006377735903754,N2,inst,housing
A1.1.1,-0.015588557546791866,12,39,-0.030611798142165726,-0.0005653169514180049,0.021461772279105517,0.04900188890803507,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
A1.5.1,-0.010661124598542411,4,39,-0.02054967564543227,-0.0007725735516525521,0.01412650149555694,0.04121395258825385,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
A1.8,0.0014841719337128647,3,39,-0.0008802768846663386,0.003848620752092068,0.003377784026256004,0.22614750971913855,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
A10,-0.0024802525718902973,15,39,-0.013660857322567162,0.008700352178786567,0.01597229250096695,0.6661690018722239,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
A13.3,-0.0016958442107704997,4,39,-0.004513721733626196,0.0011220333120851972,0.004025539318365281,0.24550770185909007,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
A14,-0.011536706440896567,14,39,-0.03913856426984905,0.016065151388055917,0.039431225469932114,0.41777039811189115,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
A2.1,-0.006804994275241494,4,39,-0.014714850076347766,0.00110486152586478,0.011299794001580392,0.09994767221574427,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
A3,0.03916090527478137,30,39,0.02121912965754084,0.05710268089202189,0.025631108024629323,0.00012272797056154242,True,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
A6.1,0.0005114380611556324,5,39,-0.004342758813185936,0.0053656349354972,0.006934566963345095,0.8374985412479,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
A7,0.0034767628977093136,20,39,-0.006161367709375834,0.013114893504794462,0.01376875801012164,0.48386081287801735,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
A8,0.013599193981125279,24,39,0.0076585807166267734,0.019539807245623785,0.008486590377855008,6.500415040423761e-05,True,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
A9,0.010806774879810103,24,39,-0.0174779134060516,0.0390914631656718,0.040406697551231004,0.45855200497139115,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
E2,-0.0033844815402444607,1,39,-0.00785167399041767,0.0010827109099287489,0.006381703500247441,0.1458045741070297,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
E3,-0.001756883107424332,6,39,-0.006828366036156497,0.0033145998213078335,0.007244975612474521,0.5012584643674715,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
G2.1,-0.003040442042475925,17,39,-0.015955017384363213,0.009874133299411362,0.018449393345553265,0.6471155196515107,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
H4,-0.008164021344936335,6,39,-0.013676011516061999,-0.0026520311738106716,0.007874271673036662,0.006122534808096755,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
I1.1,0.0007623095858389974,1,39,-0.0017513899187736645,0.003276009090451659,0.0035909992923038024,0.555771572976848,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
I1.2,-0.02258269831399494,12,39,-0.03766260583128722,-0.007502790796702661,0.021542725024703255,0.005629585129291083,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
I2.2,0.0006895160310780077,14,39,-0.009668093080394615,0.01104712514255063,0.014796584444960889,0.8968756961144926,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
I3.1,-0.0012485832948860697,1,39,-0.0027515739420652507,0.00025440735229311125,0.0021471294959702586,0.1117390014799045,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
L1,-0.0004701778122485073,1,39,-0.0030804116019487677,0.0021400559774517533,0.0037289054138575145,0.7260004041954803,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
M1,0.01772076605442951,25,39,0.0019181584230824576,0.033523373685776556,0.022575153759067212,0.03412012034311173,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
M2,-0.02235761360159233,11,39,-0.03512385081698948,-0.009591376386195179,0.018237481736281647,0.0014573055744852561,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
M8,-0.002968914794235852,3,39,-0.007966955374527879,0.002029125786056174,0.00714005797184575,0.2515720594466408,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
N3.2,0.0010177810315409215,3,39,-0.00013865957287394442,0.0021742216359557877,0.0016520580063069516,0.09265480549609519,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
N4,0.00022112430885473446,2,39,-0.003765581761997988,0.004207830379707457,0.00569529438693246,0.9140027879137788,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
N5,-0.05383410777748203,9,39,-0.10777303326884266,0.00010481771387859523,0.0770556078448009,0.0578224704979498,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
N5.1,-0.016659929554854156,1,39,-0.029511437817657298,-0.0038084212920510147,0.018359297518290203,0.015264776799162327,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
O4.2,-0.000949531986640026,9,39,-0.008090661411870004,0.006191597438589952,0.010201613464614253,0.7957968514885443,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
Q1.2,-0.0074498556924103565,16,39,-0.023010257040143846,0.008110545655323135,0.022229144782476416,0.35397082123975726,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
Q2.1,0.03956928487578221,27,39,-0.002799472479955205,0.08193804223151963,0.06052679622248202,0.07502727597750375,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
Q2.2,0.04794306350034507,25,39,0.021744400319676453,0.0741417266810137,0.03742666168666945,0.0009416108185929929,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
Q3,-0.003139017738504729,2,39,-0.007120849345327326,0.0008428138683178681,0.005688330866889425,0.13060145878981091,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
S1.1.1,0.001290720788055137,3,39,-0.00014337539503982252,0.0027248169711500967,0.002048708832992799,0.08576262796540542,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
S1.2.4,-0.002234560196020642,0,39,-0.00467931856596461,0.0002101981739233258,0.0034925119570628107,0.08118309160920495,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
S3.1,0.0022423116361284354,5,39,-0.00016435262693579276,0.0046489758991926635,0.003438091804377469,0.07569259097365863,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
S6,0.01615927063495452,24,39,0.00845907315547624,0.0238594681144328,0.0110002821135404,0.00020155768773788693,True,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
S7.1,0.0007422288101801287,2,39,-0.0008096925830118626,0.00229415020337212,0.002217030561702845,0.3544736727943951,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
S7.3,0.0025558465654896842,4,39,-0.0002176385924683318,0.005329331723447701,0.003962121654225737,0.07881284168060416,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
S7.4,-0.004641391499435197,4,39,-0.008722138871866628,-0.0005606441270037668,0.005829639103473471,0.031783850523896186,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
S8,0.002148478771790912,13,39,-0.003922507951023694,0.008219465494605518,0.008672838175449437,0.4921327530834813,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
S9,-0.01039215485004532,1,39,-0.016923199969692316,-0.003861109730398324,0.009330064456638565,0.0034567035304120387,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
T1,-0.013751027517136874,7,39,-0.023829861431492322,-0.0036721936027814244,0.014398334163364926,0.010985074734810104,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
T1.1.1,-0.00031539783669915785,3,39,-0.004373855317200732,0.0037430596438024163,0.005797796400716535,0.8797413072163464,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
T1.1.2,0.0009340083127064394,3,39,-0.0008067378039374406,0.0026747544293503193,0.0024867801666341137,0.2996019207789034,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
T1.3,-0.009182389829138425,4,39,-0.014888129310338664,-0.0034766503479381856,0.008151056401714627,0.0031403425429897954,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
T2,-0.013650929086829829,16,39,-0.03466531271907573,0.007363454545416074,0.03002054804606557,0.21067592114041805,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
T3,0.0022951730602969963,4,39,-0.00013464972052566228,0.004724995841119655,0.003471175401175226,0.07189712294415972,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
X2.1,0.019190932793608326,23,39,0.008239232001031343,0.03014263358618531,0.01564528684653855,0.0014491767208484258,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
X2.2,0.005182557549716675,19,39,-0.008654605561872666,0.019019720661306017,0.019767375873699058,0.46739561260863677,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
X2.4,0.022225720945710795,22,39,0.011389891110556438,0.03306155078086515,0.015479756907363367,0.00026593466655631216,True,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
X2.5,0.004937948168037313,10,39,-0.0002497984654456628,0.010125694801520289,0.007411066619261394,0.06982822424787047,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
X2.6,-0.0008853329209221428,7,39,-0.005900029786042453,0.004129363944198168,0.007163852664457586,0.7312262222557417,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
X3.4,0.0072253560268628675,16,39,-0.0014395757326820273,0.01589028778640776,0.01237847394220699,0.11044014573056019,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
X7,-0.0016754484219595584,12,39,-0.010536144737427807,0.007185247893508689,0.012658137593526068,0.7129846642121789,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
X8,0.009683558083822293,22,39,0.002034727861784588,0.017332388305859998,0.01092690031719672,0.01762631023473428,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
X9.2,0.0008124919616027687,2,39,-0.0005507078954474683,0.0021756918186530056,0.0019474283672146241,0.25000497461350313,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
Z1m,0.003725247605686065,9,39,-0.000597792170873915,0.008048287382246045,0.006175771109371401,0.09941585193834121,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
Z3c,0.002313057647596526,3,39,-0.000755871272578226,0.005381986567771278,0.004384184171678217,0.14784766219985515,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
Z5,-0.0345060938148753,8,39,-0.08499826729229353,0.015986079662542924,0.07213167639631174,0.18837948219145387,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
Z6,-0.00013774773270813513,16,39,-0.009571801377908768,0.0092963059124925,0.013477219493143762,0.9773188776117436,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
Z8,0.002036002115266541,6,39,-0.0020812469858958412,0.006153251216428924,0.0058817844302319735,0.3385590241795791,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
Z8mf,-0.00012749340976094515,4,39,-0.0058924939918911295,0.0056375071723692395,0.008235715117328834,0.9656530570173613,False,usas,N3_indiv,0.9749227693985099,N3,indiv,medical
admire,-0.0008728007329981541,11,38,-0.009516529849521529,0.007770928383525221,0.01234818445217625,0.8441980167190968,False,verbnet,N3_indiv,0.6723605306196621,N3,indiv,medical
admit,0.001469310267328379,2,38,-0.0019848786784980553,0.004923499213154814,0.004934555636894906,0.4097854915250787,False,verbnet,N3_indiv,0.6723605306196621,N3,indiv,medical
