word	tag	auc	auc_flipnull	n_models	base_share	aligned_share
削减	verb	0.5692	0.4862	30	0.000301	0.000266
喉咙	noun	0.5675	0.6298	26	0.000649	0.000816
下雨	verb	0.5675	0.4844	25	0.000198	0.000217
草地	noun	0.5675	0.4706	25	0.000241	0.000239
制服	noun	0.5675	0.4446	22	0.000223	0.000243
放弃	verb	0.5675	0.4014	33	0.004133	0.004641
摇晃	verb	0.5675	0.5156	26	0.000305	0.000308
弟弟	noun	0.5675	0.5294	21	0.000197	0.000210
脸庞	noun	0.5675	0.5744	26	0.000331	0.000358
裙子	noun	0.5657	0.5173	30	0.000325	0.000331
拥抱	verb	0.5657	0.4550	32	0.001077	0.001738
软	verb	0.5640	0.5190	21	0.000157	0.000169
头痛	verb	0.5640	0.5052	25	0.000257	0.000273
走	verb	0.5640	0.5225	33	0.002350	0.002367
人类	noun	0.5640	0.4377	30	0.000512	0.000539
选择	verb	0.5640	0.6194	33	0.001821	0.002367
囚犯	noun	0.5640	0.4948	21	0.000156	0.000148
取出	verb	0.5640	0.6090	25	0.000321	0.000330
树下	noun	0.5640	0.4706	27	0.000214	0.000178
躲避	verb	0.5640	0.4602	25	0.000253	0.000269
逃跑	verb	0.5640	0.5190	31	0.001819	0.002183
瓶	noun	0.5623	0.4792	22	0.000171	0.000149
身体	noun	0.5606	0.5675	34	0.002911	0.003294
靠近	verb	0.5606	0.4810	25	0.000991	0.000983
脱下	verb	0.5606	0.5502	30	0.000607	0.000652
想念	verb	0.5606	0.5917	25	0.000367	0.000553
医生	noun	0.5606	0.6090	34	0.000384	0.000396
雨	noun	0.5606	0.5190	27	0.000213	0.000230
桌面	noun	0.5606	0.5329	20	0.000156	0.000150
主动	adverb	0.5606	0.4585	22	0.000367	0.000469
倒下	verb	0.5606	0.5363	33	0.001445	0.001554
进去	verb	0.5606	0.5744	21	0.000288	0.000481
牙齿	noun	0.5588	0.5000	30	0.000384	0.000354
拥有	verb	0.5571	0.4844	34	0.003647	0.003935
河	noun	0.5571	0.6073	28	0.000283	0.000387
麻木	verb	0.5571	0.5190	29	0.000273	0.000209
躺	verb	0.5571	0.5467	27	0.000838	0.000840
抱住	verb	0.5571	0.5225	27	0.000726	0.000861
阴	noun	0.5571	0.4325	25	0.000213	0.000209
山崖	noun	0.5554	0.5606	26	0.000256	0.000224
水沟	noun	0.5554	0.5260	22	0.000170	0.000200
爆发	verb	0.5536	0.6298	24	0.000346	0.000482
暴打	verb	0.5536	0.5173	20	0.000154	0.000134
安静	verb	0.5536	0.6125	27	0.000271	0.000220
鞋子	noun	0.5536	0.5398	27	0.000352	0.000327
小心	adverb	0.5536	0.5260	25	0.000257	0.000276
踩	verb	0.5519	0.6038	24	0.000316	0.000318
脸颊	noun	0.5519	0.6211	32	0.000964	0.001036
药瓶	noun	0.5519	0.5173	22	0.000170	0.000149
见	verb	0.5519	0.5260	20	0.000213	0.000219
锁骨	noun	0.5519	0.4775	24	0.000271	0.000270
离婚	verb	0.5519	0.5536	24	0.000660	0.000819
浓烟	noun	0.5502	0.5017	25	0.000384	0.000386
继续	verb	0.5502	0.5433	34	0.005823	0.006573
鞭打	verb	0.5502	0.5225	20	0.000157	0.000136
迎	verb	0.5502	0.4740	27	0.000429	0.000416
挣扎	verb	0.5502	0.4775	29	0.000928	0.001070
街道	noun	0.5502	0.6228	31	0.000467	0.000567
哭泣	verb	0.5484	0.5225	28	0.001421	0.001651
请	verb	0.5484	0.5675	20	0.000199	0.000295
母亲	noun	0.5484	0.5000	30	0.000467	0.000447
胸口	noun	0.5484	0.4308	32	0.001763	0.001879
柔软	verb	0.5484	0.5242	30	0.000299	0.000280
背	noun	0.5484	0.5017	28	0.000506	0.000523
远离	verb	0.5467	0.4913	34	0.001640	0.001748
留下	verb	0.5467	0.5969	22	0.000188	0.000179
在	adverb	0.5467	0.4948	29	0.001106	0.001020
攻	verb	0.5467	0.4291	24	0.000397	0.000357
兴奋	verb	0.5450	0.5796	32	0.000367	0.000385
碎石	noun	0.5450	0.5138	22	0.000170	0.000147
吐	verb	0.5450	0.5450	20	0.000220	0.000326
西装	noun	0.5450	0.5000	24	0.000212	0.000195
拍	verb	0.5433	0.6384	32	0.000555	0.000741
努力	adverb	0.5433	0.4983	27	0.000239	0.000180
跟着	verb	0.5433	0.4983	23	0.000298	0.000327
下来	verb	0.5433	0.4792	22	0.000325	0.000439
倒入	verb	0.5433	0.4775	26	0.000324	0.000312
听	verb	0.5433	0.6090	31	0.000649	0.000687
走进	verb	0.5433	0.5311	30	0.000577	0.000613
上衣	noun	0.5433	0.4567	31	0.000483	0.000422
记录	verb	0.5415	0.5467	26	0.000289	0.000257
抛弃	verb	0.5415	0.4792	22	0.000451	0.000642
地下	noun	0.5398	0.5848	21	0.000199	0.000215
东西	noun	0.5398	0.5052	33	0.000537	0.000517
谷底	noun	0.5398	0.4879	32	0.000384	0.000345
正	adverb	0.5398	0.5363	31	0.000328	0.000322
存活	verb	0.5398	0.4983	26	0.000312	0.000298
按	verb	0.5398	0.5484	28	0.000683	0.001022
拒绝	verb	0.5398	0.4533	34	0.001266	0.001307
出声	noun	0.5398	0.4187	30	0.000411	0.000378
抚摸	verb	0.5398	0.4256	29	0.001474	0.001573
本书	noun	0.5398	0.5882	26	0.000212	0.000163
大海	noun	0.5398	0.5606	31	0.000410	0.000454
别	adverb	0.5381	0.4516	26	0.000272	0.000264
骄傲	noun	0.5381	0.5260	24	0.000212	0.000149
怀疑	verb	0.5381	0.4377	32	0.005517	0.005494
倒地	verb	0.5363	0.4827	32	0.001043	0.001001
剧痛	noun	0.5363	0.5156	23	0.000247	0.000239
敢	verb	0.5363	0.5363	31	0.000338	0.000297
黑暗	adjective	0.5363	0.4325	24	0.000328	0.000366
不已	adverb	0.5363	0.4810	23	0.000241	0.000256
教训	noun	0.5363	0.4740	25	0.000619	0.000656
暂时	adverb	0.5363	0.4983	21	0.000395	0.000451
向前	adverb	0.5363	0.6228	24	0.000371	0.000458
联合	adverb	0.5346	0.4983	26	0.000343	0.000313
享受	verb	0.5346	0.5484	32	0.000930	0.001149
生活	verb	0.5346	0.5865	26	0.000393	0.000386
提前	adverb	0.5329	0.5467	21	0.000313	0.000328
转身	verb	0.5329	0.4775	33	0.004424	0.005321
罢工	verb	0.5329	0.4394	29	0.000298	0.000289
端	verb	0.5329	0.5398	23	0.000327	0.000338
玩	verb	0.5329	0.5121	33	0.000471	0.000424
那样	verb	0.5329	0.5190	23	0.000185	0.000149
想要	verb	0.5329	0.4360	27	0.000698	0.000909
外面	noun	0.5329	0.4654	22	0.000286	0.000275
院子	noun	0.5329	0.5917	28	0.000299	0.000293
今天	noun	0.5311	0.5208	22	0.000259	0.000312
回	verb	0.5311	0.5675	26	0.000393	0.000516
流	verb	0.5311	0.4896	20	0.000270	0.000163
烟雾	noun	0.5311	0.5727	20	0.000242	0.000265
天空	noun	0.5294	0.6609	34	0.001256	0.001516
自杀	verb	0.5294	0.5588	30	0.001044	0.001096
治疗	verb	0.5294	0.4706	23	0.000313	0.000292
用力	verb	0.5294	0.4602	33	0.004732	0.005052
声	noun	0.5294	0.4567	23	0.000382	0.000468
然后	adverb	0.5294	0.5156	29	0.000849	0.001016
面前	noun	0.5277	0.4862	26	0.000363	0.000422
树干	noun	0.5277	0.4827	20	0.000185	0.000165
非常	adverb	0.5260	0.5017	30	0.001082	0.001082
鸡巴	noun	0.5260	0.5363	21	0.000319	0.000351
一道	adverb	0.5260	0.4879	21	0.000186	0.000164
幸福	noun	0.5260	0.5346	20	0.000209	0.000224
渴望	verb	0.5260	0.5017	28	0.000750	0.000777
水	noun	0.5260	0.3841	33	0.000623	0.000601
伸出	verb	0.5260	0.4931	22	0.000384	0.000396
僵直	noun	0.5260	0.5121	23	0.000185	0.000150
怀孕	verb	0.5260	0.4567	23	0.000386	0.000491
反抗	verb	0.5260	0.4602	31	0.001954	0.002034
扶	verb	0.5260	0.5502	30	0.000541	0.000619
期待	verb	0.5260	0.4706	23	0.000355	0.000396
共和党	noun	0.5260	0.4983	27	0.000227	0.000164
接	verb	0.5225	0.4913	32	0.000668	0.000679
想起	verb	0.5225	0.4152	33	0.000907	0.000967
感觉	verb	0.5225	0.5675	33	0.001570	0.001669
大腿	noun	0.5225	0.5121	29	0.000422	0.000401
发	verb	0.5225	0.5363	24	0.000972	0.000925
以	verb	0.5225	0.6263	27	0.001094	0.001243
深谷	adjective	0.5225	0.5675	27	0.000298	0.000253
占有	verb	0.5208	0.4031	24	0.000763	0.000936
鼓掌	verb	0.5208	0.5087	24	0.000198	0.000149
放	verb	0.5208	0.5311	30	0.000589	0.000616
夹克	noun	0.5208	0.5450	20	0.000214	0.000212
站	verb	0.5208	0.4827	32	0.001760	0.001934
明白	verb	0.5190	0.4948	32	0.002081	0.002113
鹿皮	verb	0.5190	0.5415	22	0.000186	0.000189
倒	verb	0.5190	0.5536	34	0.001827	0.001885
鼻子	noun	0.5190	0.5536	31	0.001051	0.001069
肚子	noun	0.5190	0.5571	29	0.000691	0.000760
彻底	adverb	0.5173	0.5952	24	0.000619	0.000702
乳房	noun	0.5173	0.4862	26	0.000502	0.000484
投诉	verb	0.5173	0.5640	26	0.000582	0.000606
忘记	verb	0.5156	0.5052	28	0.000774	0.000940
阴茎	adjective	0.5156	0.4844	31	0.000535	0.000544
追	verb	0.5156	0.5952	24	0.000329	0.000378
逃避	verb	0.5156	0.4291	29	0.001387	0.001560
战斗	noun	0.5138	0.4637	20	0.000334	0.000337
香烟	noun	0.5121	0.5536	21	0.000215	0.000219
并	adverb	0.5121	0.6280	24	0.000400	0.000404
吸	verb	0.5121	0.6228	24	0.000313	0.000314
报复	verb	0.5121	0.5848	34	0.003666	0.003890
耳朵	noun	0.5121	0.5363	31	0.000769	0.000760
带	verb	0.5121	0.4602	29	0.000777	0.000788
睡觉	verb	0.5121	0.4619	26	0.000401	0.000357
悬崖	noun	0.5104	0.5138	32	0.000453	0.000550
疏远	verb	0.5104	0.5104	20	0.000400	0.000403
屋顶	noun	0.5104	0.5156	22	0.000269	0.000263
想象	verb	0.5104	0.5415	20	0.000394	0.000520
发泄	verb	0.5087	0.5467	27	0.001187	0.001229
口袋	noun	0.5087	0.4637	27	0.000270	0.000273
信	noun	0.5087	0.5121	24	0.000360	0.000385
轻轻	adverb	0.5087	0.5190	33	0.004687	0.005035
账单	noun	0.5069	0.4671	20	0.000169	0.000120
肩膀	noun	0.5069	0.5415	32	0.001791	0.001796
头发	noun	0.5069	0.5311	32	0.000754	0.000732
宇宙	noun	0.5069	0.4585	30	0.000557	0.000495
包	noun	0.5052	0.5536	23	0.000199	0.000148
脚	noun	0.5052	0.5052	30	0.000554	0.000500
卖掉	verb	0.5052	0.4879	23	0.000438	0.000402
书页	noun	0.5052	0.6038	28	0.000242	0.000217
喊叫	verb	0.5052	0.4844	20	0.000199	0.000176
真	adverb	0.5052	0.5329	22	0.000258	0.000194
亲吻	verb	0.5052	0.4983	31	0.002427	0.002515
一饮而尽	adverb	0.5052	0.5225	23	0.000374	0.000368
口水	noun	0.5035	0.3737	20	0.000347	0.000270
铁丝	noun	0.5035	0.4100	24	0.000198	0.000146
阻止	verb	0.5017	0.3754	30	0.001014	0.000880
回家	verb	0.5017	0.6505	33	0.001061	0.001066
拼命	verb	0.5017	0.3910	23	0.000288	0.000281
背叛	verb	0.5017	0.4896	30	0.000741	0.000696
鹿肉	noun	0.5017	0.5571	25	0.000212	0.000202
瞄准	verb	0.5017	0.5606	29	0.001029	0.001145
脱掉	verb	0.5017	0.4792	26	0.000553	0.000458
乳头	noun	0.5017	0.4740	21	0.000334	0.000390
心	noun	0.5017	0.5761	22	0.000285	0.000275
身上	noun	0.5017	0.5121	34	0.000873	0.000714
递	verb	0.5017	0.4689	22	0.000836	0.000935
射	noun	0.5000	0.5104	22	0.000314	0.000460
报警	verb	0.5000	0.5311	30	0.001102	0.000842
叫喊	verb	0.5000	0.5035	20	0.000172	0.000123
只	adverb	0.4983	0.3270	22	0.000228	0.000225
变得	verb	0.4983	0.4740	34	0.005617	0.005618
门口	noun	0.4983	0.4740	33	0.000840	0.000784
桌子	noun	0.4983	0.5242	28	0.000325	0.000323
射击	verb	0.4983	0.5606	33	0.001549	0.001710
精液	noun	0.4983	0.4637	23	0.000297	0.000303
一起	adverb	0.4983	0.4775	33	0.001115	0.001054
整理	verb	0.4965	0.4550	24	0.000304	0.000226
双手	noun	0.4965	0.5121	34	0.001327	0.001342
受伤	verb	0.4948	0.4498	32	0.000478	0.000516
解开	verb	0.4948	0.4844	27	0.000891	0.000967
动手	verb	0.4948	0.5017	29	0.000877	0.000764
爱情	noun	0.4948	0.4913	21	0.000431	0.000510
右手	noun	0.4948	0.6090	31	0.000454	0.000452
抱	verb	0.4948	0.5294	26	0.000619	0.000614
骨折	noun	0.4948	0.6436	23	0.000197	0.000135
下巴	noun	0.4948	0.4291	33	0.001104	0.001006
嘴角	noun	0.4948	0.4464	31	0.000512	0.000436
马路	noun	0.4931	0.5467	28	0.000421	0.000362
炒	verb	0.4931	0.4619	26	0.000496	0.000455
踢	verb	0.4931	0.4810	30	0.000950	0.000929
厨房	noun	0.4913	0.5190	27	0.000498	0.000517
过来	verb	0.4913	0.4118	23	0.000302	0.000264
左	noun	0.4913	0.4567	24	0.000328	0.000311
手腕	noun	0.4913	0.4844	29	0.000597	0.000571
殴打	verb	0.4913	0.5657	30	0.000679	0.000655
下去	verb	0.4913	0.5260	33	0.000740	0.000821
抽	verb	0.4913	0.5467	30	0.000809	0.000653
木板	noun	0.4913	0.5225	21	0.000198	0.000165
离开	verb	0.4913	0.5225	34	0.012791	0.012534
终于	adverb	0.4913	0.5087	29	0.000653	0.000585
头上	noun	0.4913	0.5882	33	0.000595	0.000555
对不起	verb	0.4896	0.5052	24	0.000338	0.000351
昏迷	verb	0.4896	0.4239	24	0.000381	0.000354
喊	verb	0.4879	0.4291	26	0.000300	0.000260
疼	verb	0.4879	0.6125	21	0.000243	0.000185
打开	verb	0.4879	0.5519	32	0.001533	0.001462
渐渐	adverb	0.4879	0.5017	23	0.000454	0.000420
学习	verb	0.4862	0.4827	32	0.001631	0.001881
当	verb	0.4862	0.5104	26	0.000624	0.000730
全身	noun	0.4862	0.4654	30	0.000768	0.000699
活	verb	0.4844	0.4429	34	0.000699	0.000787
里面	noun	0.4844	0.4152	27	0.000359	0.000300
软绵绵	noun	0.4844	0.4792	22	0.000184	0.000133
嫁给	verb	0.4844	0.4464	20	0.000538	0.000393
走廊	noun	0.4844	0.5623	26	0.000396	0.000430
一下	adverb	0.4844	0.5398	24	0.000257	0.000215
骨头	noun	0.4844	0.5294	21	0.000216	0.000166
放进	verb	0.4844	0.4429	23	0.000400	0.000351
对准	verb	0.4844	0.5121	24	0.000755	0.000818
刺	verb	0.4827	0.5138	32	0.001694	0.001561
一阵	adverb	0.4810	0.5675	33	0.001263	0.001212
同时	adverb	0.4810	0.5087	21	0.000485	0.000491
大衣	noun	0.4810	0.4948	24	0.000269	0.000224
起来	verb	0.4810	0.5329	33	0.001704	0.001852
嘴中	noun	0.4810	0.4464	21	0.000213	0.000165
送	verb	0.4810	0.4533	20	0.000242	0.000203
植物	noun	0.4810	0.4602	29	0.000511	0.000462
自由	adjective	0.4810	0.4429	34	0.002435	0.002428
唱歌	verb	0.4810	0.4498	22	0.000307	0.000337
高兴	verb	0.4810	0.4671	20	0.000231	0.000166
脏话	noun	0.4792	0.4879	26	0.000570	0.000637
三口	noun	0.4792	0.4965	20	0.000256	0.000222
大火	noun	0.4792	0.5415	28	0.000341	0.000298
耳边	noun	0.4792	0.4325	22	0.000273	0.000208
敲	verb	0.4792	0.5398	30	0.000525	0.000484
挥	verb	0.4775	0.5467	23	0.000351	0.000258
恶心	verb	0.4775	0.5104	30	0.000571	0.000512
人群	noun	0.4775	0.4118	25	0.000428	0.000403
肉	noun	0.4775	0.5069	32	0.000564	0.000458
大声	adverb	0.4775	0.5052	31	0.000826	0.001031
沉默	noun	0.4775	0.4394	27	0.000991	0.000959
房间	noun	0.4775	0.5571	33	0.001039	0.001077
点燃	verb	0.4775	0.4983	29	0.000544	0.000523
眼睛	noun	0.4758	0.5692	32	0.001250	0.001384
离	verb	0.4758	0.4343	30	0.001160	0.000911
数学	noun	0.4740	0.4619	28	0.000428	0.000355
咬	verb	0.4740	0.4256	28	0.000552	0.000494
枪	noun	0.4740	0.5363	25	0.000371	0.000312
看到	verb	0.4740	0.4221	33	0.001995	0.002389
忽然	adverb	0.4740	0.3875	29	0.000655	0.000577
会	verb	0.4740	0.5260	33	0.000933	0.000892
生气	verb	0.4740	0.6384	26	0.000303	0.000208
下	verb	0.4740	0.5225	25	0.000371	0.000387
伸手	verb	0.4723	0.4481	26	0.001236	0.001315
却	adverb	0.4723	0.4481	32	0.000649	0.000642
同意	verb	0.4723	0.6349	24	0.000326	0.000269
奶	noun	0.4723	0.5450	26	0.000467	0.000410
割	verb	0.4706	0.4706	27	0.000743	0.000654
报仇	verb	0.4706	0.3702	25	0.000716	0.000702
轮流	adverb	0.4706	0.4291	27	0.000485	0.000401
臀部	noun	0.4706	0.5000	28	0.000547	0.000477
死掉	verb	0.4706	0.3979	29	0.000611	0.000520
抽搐	verb	0.4706	0.4325	23	0.000302	0.000225
撕扯	verb	0.4706	0.4550	22	0.000492	0.000357
唇	noun	0.4689	0.3875	26	0.000501	0.000443
抓住	verb	0.4689	0.4827	32	0.003579	0.003729
脸上	noun	0.4689	0.4412	32	0.001391	0.001332
胸前	noun	0.4689	0.4931	30	0.000613	0.000550
地球	noun	0.4671	0.3806	27	0.000355	0.000363
裤子	noun	0.4671	0.4948	27	0.000453	0.000370
就要	verb	0.4671	0.4585	22	0.000309	0.000281
孩子	noun	0.4671	0.5225	34	0.002763	0.002637
草坪	noun	0.4654	0.4412	26	0.000298	0.000215
亲	verb	0.4654	0.5035	28	0.001187	0.001051
窗户	noun	0.4637	0.4948	31	0.000642	0.000676
守护	verb	0.4637	0.4083	25	0.000459	0.000379
一直	adverb	0.4637	0.4446	26	0.000532	0.000562
开	verb	0.4637	0.5260	27	0.000769	0.000729
互相	adverb	0.4637	0.4671	25	0.000426	0.000373
酒	noun	0.4637	0.4152	25	0.000339	0.000426
床	noun	0.4637	0.4014	21	0.000215	0.000179
咽喉	noun	0.4619	0.4637	20	0.000172	0.000118
爆炸	noun	0.4619	0.4792	30	0.000397	0.000329
动物	noun	0.4619	0.5260	30	0.000550	0.000476
唱	verb	0.4619	0.5277	30	0.000513	0.000457
停	verb	0.4602	0.5225	21	0.000394	0.000387
似乎	adverb	0.4602	0.4083	32	0.000596	0.000603
父亲	noun	0.4602	0.4913	33	0.000692	0.000670
身后	noun	0.4602	0.5156	26	0.000343	0.000306
拿出	verb	0.4602	0.4913	32	0.001246	0.001587
刺痛	adjective	0.4602	0.5156	20	0.000288	0.000231
胸	noun	0.4585	0.4637	27	0.000712	0.000626
黑	adjective	0.4585	0.4170	20	0.000232	0.000148
嘴	noun	0.4585	0.4170	30	0.000550	0.000466
生育	verb	0.4585	0.4689	24	0.000313	0.000238
辞职	verb	0.4585	0.4498	30	0.000881	0.000774
法国	noun	0.4567	0.3737	29	0.000398	0.000312
最后	adjective	0.4567	0.5502	33	0.000832	0.000719
大厅	noun	0.4567	0.5156	25	0.000481	0.000421
为此	adverb	0.4567	0.4862	24	0.000554	0.000464
捶	noun	0.4550	0.4100	22	0.000443	0.000438
休息	verb	0.4550	0.4014	32	0.000409	0.000344
毁掉	verb	0.4533	0.3979	29	0.000767	0.000701
肩上	noun	0.4533	0.4394	25	0.000417	0.000329
不要	adverb	0.4533	0.4913	34	0.000824	0.000879
后脑勺	noun	0.4533	0.4498	21	0.000283	0.000254
大	adjective	0.4533	0.5017	31	0.001078	0.000945
扣	verb	0.4533	0.5121	27	0.000806	0.000677
最	adverb	0.4533	0.3910	31	0.001344	0.000980
挡	verb	0.4533	0.5017	23	0.000542	0.000504
开口	verb	0.4533	0.4325	21	0.000271	0.000198
逃	verb	0.4533	0.3564	25	0.000563	0.000454
耳垂	noun	0.4533	0.4221	25	0.000366	0.000322
脸	noun	0.4516	0.4516	32	0.001611	0.001556
特朗普	noun	0.4516	0.5208	20	0.000170	0.000116
工作	verb	0.4498	0.5260	33	0.000570	0.000535
谢谢	verb	0.4498	0.4931	20	0.000358	0.000306
开枪	verb	0.4481	0.4723	32	0.002333	0.002239
娶	verb	0.4481	0.4325	30	0.001309	0.001188
阳具	noun	0.4464	0.4394	23	0.000362	0.000283
挣脱	verb	0.4464	0.4394	21	0.000728	0.000549
救	verb	0.4464	0.3772	31	0.000894	0.000791
白色	adjective	0.4464	0.5069	20	0.000258	0.000182
要求	verb	0.4464	0.5156	31	0.003211	0.002997
手机	noun	0.4446	0.5796	26	0.000270	0.000244
房子	noun	0.4429	0.5017	27	0.000412	0.000315
山谷	noun	0.4429	0.3183	32	0.000422	0.000356
不行	verb	0.4429	0.4671	20	0.000265	0.000337
死去	verb	0.4412	0.3979	34	0.001962	0.001738
祈祷	verb	0.4412	0.4516	22	0.000379	0.000270
扣动	verb	0.4394	0.4325	25	0.000873	0.000795
膝盖	noun	0.4394	0.4983	23	0.000353	0.000293
胸膛	noun	0.4394	0.3218	29	0.000867	0.000783
丈夫	noun	0.4394	0.4498	30	0.000440	0.000379
征服	verb	0.4394	0.4118	20	0.000548	0.000325
路旁	noun	0.4394	0.3633	21	0.000197	0.000117
自杀	noun	0.4394	0.5156	33	0.001573	0.001342
举起	verb	0.4394	0.4152	22	0.000625	0.000532
亲手	adverb	0.4394	0.4567	21	0.000552	0.000370
已经	adverb	0.4360	0.3875	33	0.001338	0.001135
为	verb	0.4360	0.5017	34	0.011652	0.011230
在	verb	0.4360	0.4567	34	0.024214	0.022141
直接	adverb	0.4360	0.3875	31	0.002037	0.001562
自由	adverb	0.4360	0.4481	24	0.000414	0.000303
腿	noun	0.4343	0.5675	30	0.000802	0.000699
说道	verb	0.4325	0.4429	29	0.001256	0.000873
没有	verb	0.4325	0.4464	30	0.001120	0.000993
手	noun	0.4325	0.5882	34	0.002143	0.002067
美	noun	0.4308	0.4343	20	0.000199	0.000116
一个	adverb	0.4291	0.4498	34	0.013409	0.013601
帮	verb	0.4291	0.5156	29	0.000851	0.000768
手指	noun	0.4291	0.5190	34	0.001562	0.001707
服从	noun	0.4291	0.5017	23	0.000433	0.000363
害怕	verb	0.4291	0.4913	29	0.002293	0.001958
吻	verb	0.4291	0.4567	31	0.003809	0.003226
从	verb	0.4291	0.4014	34	0.000751	0.000675
胸脯	noun	0.4291	0.4983	21	0.000385	0.000287
手上	noun	0.4273	0.5952	20	0.000285	0.000151
醒	verb	0.4273	0.4273	28	0.000354	0.000277
回来	verb	0.4273	0.3893	30	0.000597	0.000493
钱	noun	0.4256	0.4360	33	0.000672	0.000589
答应	verb	0.4256	0.4671	28	0.000370	0.000287
永远	adverb	0.4256	0.3737	33	0.001957	0.001772
掌声	noun	0.4256	0.4135	20	0.000185	0.000104
马上	adverb	0.4256	0.4152	31	0.000984	0.000750
脖子	noun	0.4239	0.4308	32	0.001606	0.001495
看看	verb	0.4239	0.4204	30	0.000884	0.000694
找	verb	0.4221	0.5190	34	0.007898	0.007170
路边	noun	0.4221	0.3633	33	0.000467	0.000384
毁灭	verb	0.4204	0.4481	30	0.001655	0.001307
对面	noun	0.4187	0.3183	21	0.000270	0.000207
起诉	verb	0.4187	0.4048	27	0.001823	0.001506
获得	verb	0.4187	0.4913	27	0.000672	0.000422
后背	noun	0.4187	0.2941	32	0.000873	0.000706
是	verb	0.4187	0.4810	33	0.006439	0.005088
喝	verb	0.4170	0.3789	32	0.001427	0.001265
支付	verb	0.4170	0.5104	32	0.001155	0.000914
黑色	noun	0.4152	0.4100	26	0.000425	0.000299
猛	verb	0.4152	0.5363	23	0.000439	0.000313
生	verb	0.4152	0.4567	28	0.000578	0.000586
将	adverb	0.4135	0.4204	24	0.000496	0.000366
像	verb	0.4118	0.2699	34	0.004517	0.004180
头	noun	0.4118	0.5294	34	0.001173	0.001032
火	noun	0.4118	0.5156	25	0.000339	0.000258
客厅	noun	0.4118	0.4100	24	0.000429	0.000300
世界	noun	0.4118	0.3581	24	0.000408	0.000285
舔	verb	0.4118	0.4740	25	0.000587	0.000410
完全	adverb	0.4083	0.4948	29	0.000642	0.000588
担心	verb	0.4083	0.4533	33	0.002011	0.001593
大手	adjective	0.4083	0.4291	23	0.000297	0.000234
问	verb	0.4083	0.5813	34	0.002961	0.002510
崖	noun	0.4083	0.3806	23	0.000287	0.000182
爱	verb	0.4048	0.3841	31	0.003494	0.002961
摸	verb	0.4048	0.4325	23	0.000644	0.000459
窗外	noun	0.4048	0.3183	21	0.000240	0.000138
腹部	noun	0.4031	0.3910	28	0.000888	0.000676
解雇	verb	0.4031	0.4446	32	0.000767	0.000601
流血	verb	0.4014	0.4083	26	0.000669	0.000485
抓	verb	0.4014	0.4913	29	0.000976	0.001651
不错	verb	0.4014	0.5294	23	0.000371	0.000253
买	verb	0.4014	0.5571	32	0.001510	0.001197
还是	adverb	0.4014	0.4637	29	0.000755	0.000459
有点	adverb	0.3997	0.4412	24	0.001092	0.000601
拿	verb	0.3979	0.4498	34	0.002697	0.002163
楼梯	noun	0.3979	0.6817	29	0.000483	0.000372
解	verb	0.3979	0.4187	27	0.000828	0.000605
四周	noun	0.3945	0.5536	23	0.000383	0.000243
好好	verb	0.3945	0.4844	23	0.000668	0.000427
儿子	noun	0.3945	0.5087	34	0.001206	0.000995
撞	verb	0.3945	0.3841	31	0.000637	0.000575
公路	noun	0.3945	0.5156	20	0.000214	0.000103
坟	noun	0.3927	0.4239	22	0.000215	0.000118
跪	verb	0.3910	0.4706	29	0.000896	0.000647
很	adverb	0.3910	0.4464	33	0.001943	0.001669
士兵	noun	0.3893	0.4360	26	0.000842	0.000598
用	verb	0.3875	0.4083	34	0.031979	0.029220
狠狠	adverb	0.3875	0.4844	27	0.001937	0.001492
