lineage,group,depth,ratio_base,ratio_aligned,d
Qwen/Qwen2.5-7B,f11_parent,0.625,1.438127,1.100880,-0.337247
Qwen/Qwen2.5-7B,f11_parent,0.75,1.065959,1.021527,-0.044433
Qwen/Qwen2.5-7B,f11_parent,0.875,1.559501,3.236297,1.676796
Qwen/Qwen2.5-7B,f11_parent,1.0,1.288668,0.952077,-0.336591
Qwen/Qwen2.5-7B,f11_reason,0.125,1.083760,1.041319,-0.042441
Qwen/Qwen2.5-7B,f11_reason,0.25,0.796573,0.778201,-0.018373
Qwen/Qwen2.5-7B,f11_reason,0.375,0.773149,0.784597,0.011449
Qwen/Qwen2.5-7B,f11_reason,0.5,0.990500,1.000142,0.009642
Qwen/Qwen2.5-7B,f11_reason,0.625,1.032200,1.031599,-0.000601
Qwen/Qwen2.5-7B,f11_reason,0.75,1.062143,0.917829,-0.144314
Qwen/Qwen2.5-7B,f11_reason,0.875,0.960716,0.872404,-0.088313
Qwen/Qwen2.5-7B,f11_reason,1.0,1.088790,0.951240,-0.137550
Qwen/Qwen2.5-7B,f11_sensation,0.125,0.922940,0.900951,-0.021988
Qwen/Qwen2.5-7B,f11_sensation,0.25,1.120350,1.086386,-0.033964
Qwen/Qwen2.5-7B,f11_sensation,0.375,0.758424,0.777775,0.019351
Qwen/Qwen2.5-7B,f11_sensation,0.5,0.984409,0.914138,-0.070272
Qwen/Qwen2.5-7B,f11_sensation,0.625,1.188138,1.491501,0.303363
Qwen/Qwen2.5-7B,f11_sensation,0.75,1.586826,1.482169,-0.104657
Qwen/Qwen2.5-7B,f11_sensation,0.875,0.890805,1.069886,0.179081
Qwen/Qwen2.5-7B,f11_sensation,1.0,0.858566,0.946782,0.088216
Qwen/Qwen2.5-7B,f11_species,0.125,1.203502,1.160971,-0.042530
Qwen/Qwen2.5-7B,f11_species,0.25,1.044673,1.040769,-0.003905
Qwen/Qwen2.5-7B,f11_species,0.375,0.868577,0.880915,0.012339
Qwen/Qwen2.5-7B,f11_species,0.5,1.127735,1.281078,0.153343
Qwen/Qwen2.5-7B,f11_species,0.625,1.897116,1.808915,-0.088201
Qwen/Qwen2.5-7B,f11_species,0.75,0.770776,0.827171,0.056395
Qwen/Qwen2.5-7B,f11_species,0.875,1.095818,1.049564,-0.046254
Qwen/Qwen2.5-7B,f11_species,1.0,1.261766,1.201418,-0.060348
Qwen/Qwen2.5-7B,f11_trust,0.125,0.984684,0.964201,-0.020483
Qwen/Qwen2.5-7B,f11_trust,0.25,0.909580,0.920281,0.010702
Qwen/Qwen2.5-7B,f11_trust,0.375,0.811987,0.936296,0.124309
Qwen/Qwen2.5-7B,f11_trust,0.5,0.631028,0.724986,0.093958
Qwen/Qwen2.5-7B,f11_trust,0.625,0.862144,0.932129,0.069985
Qwen/Qwen2.5-7B,f11_trust,0.75,1.057261,0.914641,-0.142620
Qwen/Qwen2.5-7B,f11_trust,0.875,1.115293,1.135940,0.020647
Qwen/Qwen2.5-7B,f11_trust,1.0,0.809889,0.962214,0.152325
Qwen/Qwen3-8B-Base,f11_beauty,0.125,0.611772,0.614449,0.002677
Qwen/Qwen3-8B-Base,f11_beauty,0.25,0.516071,0.460049,-0.056022
Qwen/Qwen3-8B-Base,f11_beauty,0.375,0.714341,0.672565,-0.041776
Qwen/Qwen3-8B-Base,f11_beauty,0.5,0.815103,0.748771,-0.066332
Qwen/Qwen3-8B-Base,f11_beauty,0.625,0.960439,0.875710,-0.084729
Qwen/Qwen3-8B-Base,f11_beauty,0.75,1.004086,0.998985,-0.005102
Qwen/Qwen3-8B-Base,f11_beauty,0.875,1.320433,8.770512,7.450078
Qwen/Qwen3-8B-Base,f11_beauty,1.0,0.951371,0.844235,-0.107136
Qwen/Qwen3-8B-Base,f11_beauty_ugly,0.125,0.768543,0.664231,-0.104312
Qwen/Qwen3-8B-Base,f11_beauty_ugly,0.25,1.469143,1.037621,-0.431523
Qwen/Qwen3-8B-Base,f11_beauty_ugly,0.375,0.931230,0.900562,-0.030668
Qwen/Qwen3-8B-Base,f11_beauty_ugly,0.5,0.990143,0.879750,-0.110393
Qwen/Qwen3-8B-Base,f11_beauty_ugly,0.625,0.933952,1.068931,0.134980
Qwen/Qwen3-8B-Base,f11_beauty_ugly,0.75,0.964377,0.985719,0.021342
Qwen/Qwen3-8B-Base,f11_beauty_ugly,0.875,4.826990,1.099665,-3.727326
Qwen/Qwen3-8B-Base,f11_beauty_ugly,1.0,0.942573,0.947522,0.004949
Qwen/Qwen3-8B-Base,f11_captive,0.125,1.035160,0.891680,-0.143480
Qwen/Qwen3-8B-Base,f11_captive,0.25,0.898033,0.833930,-0.064103
Qwen/Qwen3-8B-Base,f11_captive,0.375,0.873367,0.819166,-0.054202
Qwen/Qwen3-8B-Base,f11_captive,0.5,0.902297,0.845396,-0.056901
Qwen/Qwen3-8B-Base,f11_captive,0.625,0.947830,1.067635,0.119805
Qwen/Qwen3-8B-Base,f11_captive,0.75,1.736825,1.025078,-0.711747
Qwen/Qwen3-8B-Base,f11_captive,0.875,4.318329,1.059468,-3.258861
Qwen/Qwen3-8B-Base,f11_captive,1.0,0.872946,0.942501,0.069555
Qwen/Qwen3-8B-Base,f11_captive_b,0.125,0.906541,0.907122,0.000581
Qwen/Qwen3-8B-Base,f11_captive_b,0.25,0.750234,0.837042,0.086808
Qwen/Qwen3-8B-Base,f11_captive_b,0.375,1.032716,1.041185,0.008469
Qwen/Qwen3-8B-Base,f11_captive_b,0.5,1.000589,0.867690,-0.132899
Qwen/Qwen3-8B-Base,f11_captive_b,0.625,1.016028,0.820911,-0.195117
Qwen/Qwen3-8B-Base,f11_captive_b,0.75,1.381698,1.028606,-0.353091
Qwen/Qwen3-8B-Base,f11_captive_b,0.875,1.115695,1.788789,0.673093
Qwen/Qwen3-8B-Base,f11_captive_b,1.0,1.399965,1.300433,-0.099532
Qwen/Qwen3-8B-Base,f11_class,0.125,0.872139,0.882020,0.009881
Qwen/Qwen3-8B-Base,f11_class,0.25,0.657297,0.748434,0.091137
Qwen/Qwen3-8B-Base,f11_class,0.375,0.901498,0.882250,-0.019248
Qwen/Qwen3-8B-Base,f11_class,0.5,0.936157,0.942466,0.006309
Qwen/Qwen3-8B-Base,f11_class,0.625,1.246145,1.169652,-0.076493
Qwen/Qwen3-8B-Base,f11_class,0.75,1.295475,1.116610,-0.178865
Qwen/Qwen3-8B-Base,f11_class,0.875,13.945730,1.024967,-12.920763
Qwen/Qwen3-8B-Base,f11_class,1.0,1.144015,0.816187,-0.327828
Qwen/Qwen3-8B-Base,f11_create,0.125,0.904712,0.887856,-0.016856
Qwen/Qwen3-8B-Base,f11_create,0.25,0.979854,0.948628,-0.031226
Qwen/Qwen3-8B-Base,f11_create,0.375,1.053598,1.000193,-0.053405
Qwen/Qwen3-8B-Base,f11_create,0.5,0.933744,1.118993,0.185249
Qwen/Qwen3-8B-Base,f11_create,0.625,1.403417,0.967032,-0.436384
Qwen/Qwen3-8B-Base,f11_create,0.75,1.039106,0.938512,-0.100594
Qwen/Qwen3-8B-Base,f11_create,0.875,2.200628,2.502335,0.301707
Qwen/Qwen3-8B-Base,f11_create,1.0,1.103301,0.795615,-0.307686
Qwen/Qwen3-8B-Base,f11_desire,0.125,0.762257,0.837403,0.075146
Qwen/Qwen3-8B-Base,f11_desire,0.25,0.761700,0.977316,0.215616
Qwen/Qwen3-8B-Base,f11_desire,0.375,0.820499,0.790892,-0.029608
Qwen/Qwen3-8B-Base,f11_desire,0.5,0.912450,0.999389,0.086939
Qwen/Qwen3-8B-Base,f11_desire,0.625,1.107848,0.958654,-0.149194
Qwen/Qwen3-8B-Base,f11_desire,0.75,1.048330,0.966821,-0.081509
Qwen/Qwen3-8B-Base,f11_desire,0.875,1.003750,1.017965,0.014215
Qwen/Qwen3-8B-Base,f11_desire,1.0,0.839941,1.020342,0.180401
Qwen/Qwen3-8B-Base,f11_faithful,0.125,0.963225,0.900767,-0.062458
Qwen/Qwen3-8B-Base,f11_faithful,0.25,0.996076,1.438486,0.442409
Qwen/Qwen3-8B-Base,f11_faithful,0.375,0.698784,0.717420,0.018636
Qwen/Qwen3-8B-Base,f11_faithful,0.5,0.830602,0.792559,-0.038043
Qwen/Qwen3-8B-Base,f11_faithful,0.625,0.826546,0.771584,-0.054962
Qwen/Qwen3-8B-Base,f11_faithful,0.75,1.336135,1.049246,-0.286889
Qwen/Qwen3-8B-Base,f11_faithful,0.875,0.862876,0.872671,0.009795
Qwen/Qwen3-8B-Base,f11_faithful,1.0,0.730740,0.525508,-0.205232
Qwen/Qwen3-8B-Base,f11_gender,0.125,0.877004,0.811556,-0.065447
Qwen/Qwen3-8B-Base,f11_gender,0.25,1.031595,1.049043,0.017448
Qwen/Qwen3-8B-Base,f11_gender,0.375,0.909965,0.939384,0.029420
Qwen/Qwen3-8B-Base,f11_gender,0.5,0.889496,0.986436,0.096940
Qwen/Qwen3-8B-Base,f11_gender,0.625,0.947869,0.975565,0.027696
Qwen/Qwen3-8B-Base,f11_gender,0.75,1.347645,1.025024,-0.322621
Qwen/Qwen3-8B-Base,f11_gender,0.875,3.013537,1.025690,-1.987847
Qwen/Qwen3-8B-Base,f11_gender,1.0,1.078103,0.982925,-0.095177
Qwen/Qwen3-8B-Base,f11_gender_he,0.125,1.470753,1.326675,-0.144077
Qwen/Qwen3-8B-Base,f11_gender_he,0.25,0.949660,0.736563,-0.213097
Qwen/Qwen3-8B-Base,f11_gender_he,0.375,0.975176,0.910228,-0.064948
Qwen/Qwen3-8B-Base,f11_gender_he,0.5,0.997079,0.920753,-0.076326
Qwen/Qwen3-8B-Base,f11_gender_he,0.625,0.963240,0.973168,0.009928
Qwen/Qwen3-8B-Base,f11_gender_he,0.75,1.094198,1.056438,-0.037760
Qwen/Qwen3-8B-Base,f11_gender_he,0.875,1.161180,1.264526,0.103347
Qwen/Qwen3-8B-Base,f11_gender_he,1.0,0.737743,1.080309,0.342566
Qwen/Qwen3-8B-Base,f11_gender_she,0.125,1.021881,0.990010,-0.031871
Qwen/Qwen3-8B-Base,f11_gender_she,0.25,0.725247,0.796724,0.071477
Qwen/Qwen3-8B-Base,f11_gender_she,0.375,0.990620,0.893052,-0.097567
Qwen/Qwen3-8B-Base,f11_gender_she,0.5,1.029246,0.917665,-0.111581
Qwen/Qwen3-8B-Base,f11_gender_she,0.625,1.000030,0.954530,-0.045500
Qwen/Qwen3-8B-Base,f11_gender_she,0.75,1.814525,0.827457,-0.987069
Qwen/Qwen3-8B-Base,f11_gender_she,0.875,1.674083,1.479760,-0.194322
Qwen/Qwen3-8B-Base,f11_gender_she,1.0,1.035176,1.541287,0.506111
Qwen/Qwen3-8B-Base,f11_guilt,0.125,0.867503,0.868610,0.001107
Qwen/Qwen3-8B-Base,f11_guilt,0.25,0.438093,0.480019,0.041926
Qwen/Qwen3-8B-Base,f11_guilt,0.375,1.102614,0.778069,-0.324545
Qwen/Qwen3-8B-Base,f11_guilt,0.5,0.976070,0.830474,-0.145596
Qwen/Qwen3-8B-Base,f11_guilt,0.625,0.897731,0.882736,-0.014995
Qwen/Qwen3-8B-Base,f11_guilt,0.75,1.050079,1.056417,0.006338
Qwen/Qwen3-8B-Base,f11_guilt,0.875,0.198473,0.967525,0.769052
Qwen/Qwen3-8B-Base,f11_guilt,1.0,1.190125,1.036140,-0.153984
Qwen/Qwen3-8B-Base,f11_holy,0.125,0.964891,0.928563,-0.036328
Qwen/Qwen3-8B-Base,f11_holy,0.25,0.826876,0.857216,0.030339
Qwen/Qwen3-8B-Base,f11_holy,0.375,0.833939,0.890589,0.056650
Qwen/Qwen3-8B-Base,f11_holy,0.5,0.778639,0.980742,0.202103
Qwen/Qwen3-8B-Base,f11_holy,0.625,0.985833,1.217452,0.231619
Qwen/Qwen3-8B-Base,f11_holy,0.75,0.824123,1.372858,0.548735
Qwen/Qwen3-8B-Base,f11_holy,0.875,1.172943,1.090288,-0.082656
Qwen/Qwen3-8B-Base,f11_holy,1.0,0.614188,1.184818,0.570630
Qwen/Qwen3-8B-Base,f11_holy_b,0.125,0.901952,0.953758,0.051807
Qwen/Qwen3-8B-Base,f11_holy_b,0.25,0.812386,0.968038,0.155653
Qwen/Qwen3-8B-Base,f11_holy_b,0.375,0.931241,0.877316,-0.053926
Qwen/Qwen3-8B-Base,f11_holy_b,0.5,0.882480,0.995227,0.112747
Qwen/Qwen3-8B-Base,f11_holy_b,0.625,0.835336,0.984768,0.149432
Qwen/Qwen3-8B-Base,f11_holy_b,0.75,0.940922,0.884735,-0.056188
Qwen/Qwen3-8B-Base,f11_holy_b,0.875,1.005810,0.808357,-0.197452
Qwen/Qwen3-8B-Base,f11_holy_b,1.0,0.689749,0.656444,-0.033306
Qwen/Qwen3-8B-Base,f11_love,0.125,0.960767,0.893468,-0.067299
Qwen/Qwen3-8B-Base,f11_love,0.25,0.860169,0.860034,-0.000135
Qwen/Qwen3-8B-Base,f11_love,0.375,0.865349,0.945332,0.079983
Qwen/Qwen3-8B-Base,f11_love,0.5,0.914234,1.022054,0.107819
Qwen/Qwen3-8B-Base,f11_love,0.625,0.997367,1.069299,0.071932
Qwen/Qwen3-8B-Base,f11_love,0.75,0.998203,1.003867,0.005664
Qwen/Qwen3-8B-Base,f11_love,0.875,1.047507,5.928770,4.881263
Qwen/Qwen3-8B-Base,f11_love,1.0,1.028905,1.066924,0.038019
Qwen/Qwen3-8B-Base,f11_love_he,0.125,0.920916,0.905166,-0.015750
Qwen/Qwen3-8B-Base,f11_love_he,0.25,0.908355,0.979425,0.071070
Qwen/Qwen3-8B-Base,f11_love_he,0.375,0.918180,0.970155,0.051976
Qwen/Qwen3-8B-Base,f11_love_he,0.5,0.976736,1.033124,0.056388
Qwen/Qwen3-8B-Base,f11_love_he,0.625,1.025181,0.970899,-0.054282
Qwen/Qwen3-8B-Base,f11_love_he,0.75,0.988741,1.040038,0.051297
Qwen/Qwen3-8B-Base,f11_love_he,0.875,3.077336,0.736046,-2.341289
Qwen/Qwen3-8B-Base,f11_love_he,1.0,1.583134,1.140988,-0.442146
Qwen/Qwen3-8B-Base,f11_loyal,0.125,1.266637,1.060114,-0.206523
Qwen/Qwen3-8B-Base,f11_loyal,0.25,0.801255,0.884161,0.082906
Qwen/Qwen3-8B-Base,f11_loyal,0.375,1.246137,1.058489,-0.187648
Qwen/Qwen3-8B-Base,f11_loyal,0.5,0.739961,0.789303,0.049342
Qwen/Qwen3-8B-Base,f11_loyal,0.625,0.977490,1.551399,0.573909
Qwen/Qwen3-8B-Base,f11_loyal,0.75,1.341923,3.700709,2.358786
Qwen/Qwen3-8B-Base,f11_loyal,0.875,1.768530,1.675895,-0.092634
Qwen/Qwen3-8B-Base,f11_loyal,1.0,0.865476,0.764520,-0.100957
Qwen/Qwen3-8B-Base,f11_parent,0.125,0.979499,0.948323,-0.031176
Qwen/Qwen3-8B-Base,f11_parent,0.25,0.820989,0.727956,-0.093033
Qwen/Qwen3-8B-Base,f11_parent,0.375,0.843607,0.877484,0.033877
Qwen/Qwen3-8B-Base,f11_parent,0.5,0.841435,1.020818,0.179383
Qwen/Qwen3-8B-Base,f11_parent,0.625,0.955123,1.005196,0.050073
Qwen/Qwen3-8B-Base,f11_parent,0.75,1.000640,2.128794,1.128154
Qwen/Qwen3-8B-Base,f11_parent,0.875,1.046847,1.066288,0.019440
Qwen/Qwen3-8B-Base,f11_parent,1.0,1.046663,1.056824,0.010161
Qwen/Qwen3-8B-Base,f11_reason,0.125,0.935738,0.907432,-0.028306
Qwen/Qwen3-8B-Base,f11_reason,0.25,1.085163,1.064365,-0.020798
Qwen/Qwen3-8B-Base,f11_reason,0.375,0.995176,0.851922,-0.143253
Qwen/Qwen3-8B-Base,f11_reason,0.5,1.107942,0.874474,-0.233468
Qwen/Qwen3-8B-Base,f11_reason,0.625,1.123662,1.149957,0.026295
Qwen/Qwen3-8B-Base,f11_reason,0.75,1.307432,1.099817,-0.207614
Qwen/Qwen3-8B-Base,f11_reason,0.875,0.982864,0.954515,-0.028349
Qwen/Qwen3-8B-Base,f11_reason,1.0,1.220352,0.800057,-0.420295
Qwen/Qwen3-8B-Base,f11_sensation,0.125,0.894532,0.963368,0.068836
Qwen/Qwen3-8B-Base,f11_sensation,0.25,1.047911,1.031526,-0.016385
Qwen/Qwen3-8B-Base,f11_sensation,0.375,0.807487,1.522286,0.714799
Qwen/Qwen3-8B-Base,f11_sensation,0.5,1.778253,1.470576,-0.307678
Qwen/Qwen3-8B-Base,f11_sensation,0.625,1.344767,1.275466,-0.069301
Qwen/Qwen3-8B-Base,f11_sensation,0.75,1.060763,0.781498,-0.279265
Qwen/Qwen3-8B-Base,f11_sensation,0.875,1.336762,0.756046,-0.580715
Qwen/Qwen3-8B-Base,f11_sensation,1.0,0.395665,0.566704,0.171039
Qwen/Qwen3-8B-Base,f11_species,0.125,0.639781,0.805865,0.166083
Qwen/Qwen3-8B-Base,f11_species,0.25,0.726793,0.907469,0.180675
Qwen/Qwen3-8B-Base,f11_species,0.375,0.795043,0.924725,0.129681
Qwen/Qwen3-8B-Base,f11_species,0.5,0.996435,0.734128,-0.262307
Qwen/Qwen3-8B-Base,f11_species,0.625,3.171819,1.123538,-2.048281
Qwen/Qwen3-8B-Base,f11_species,0.75,23.373343,3.060088,-20.313256
Qwen/Qwen3-8B-Base,f11_species,0.875,0.792366,0.689524,-0.102842
Qwen/Qwen3-8B-Base,f11_species,1.0,0.833262,0.885961,0.052700
Qwen/Qwen3-8B-Base,f11_trust,0.125,0.926452,0.895998,-0.030455
Qwen/Qwen3-8B-Base,f11_trust,0.25,0.741798,0.778434,0.036636
Qwen/Qwen3-8B-Base,f11_trust,0.375,1.005834,0.819190,-0.186644
Qwen/Qwen3-8B-Base,f11_trust,0.5,1.019613,0.801001,-0.218613
Qwen/Qwen3-8B-Base,f11_trust,0.625,0.828883,0.999832,0.170949
Qwen/Qwen3-8B-Base,f11_trust,0.75,1.107572,0.857529,-0.250043
Qwen/Qwen3-8B-Base,f11_trust,0.875,0.749031,0.979254,0.230224
Qwen/Qwen3-8B-Base,f11_trust,1.0,0.855436,0.828233,-0.027203
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_beauty,0.125,1.138599,1.171031,0.032432
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_beauty,0.25,0.546660,0.589453,0.042792
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_beauty,0.375,0.629378,0.651329,0.021952
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_beauty,0.5,0.661753,0.780240,0.118487
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_beauty,0.625,0.588307,0.649017,0.060710
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_beauty,0.75,0.635390,0.638774,0.003384
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_beauty,0.875,0.432459,0.490275,0.057816
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_beauty,1.0,0.300826,0.402491,0.101665
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_beauty_ugly,0.125,0.926647,0.944319,0.017672
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_beauty_ugly,0.25,1.066476,1.058752,-0.007724
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_beauty_ugly,0.375,0.651406,0.629144,-0.022262
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_beauty_ugly,0.5,0.802615,0.731943,-0.070672
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_beauty_ugly,0.625,0.842813,0.931007,0.088194
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_beauty_ugly,0.75,0.923882,0.954031,0.030149
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_beauty_ugly,0.875,1.020211,1.212920,0.192709
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_beauty_ugly,1.0,1.118929,1.446385,0.327455
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_captive,0.125,0.896826,0.909413,0.012588
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_captive,0.25,0.689096,0.770489,0.081393
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_captive,0.375,0.931114,0.888408,-0.042706
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_captive,0.5,0.950517,0.785516,-0.165001
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_captive,0.625,0.652074,0.523979,-0.128095
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_captive,0.75,0.767864,0.537089,-0.230775
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_captive,0.875,0.832568,0.639509,-0.193060
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_captive,1.0,0.943269,0.673949,-0.269320
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_captive_b,0.125,1.299472,1.283871,-0.015601
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_captive_b,0.25,1.040703,1.071321,0.030618
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_captive_b,0.375,1.031479,1.044606,0.013127
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_captive_b,0.5,0.875557,0.838229,-0.037328
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_captive_b,0.625,0.716374,0.741421,0.025048
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_captive_b,0.75,0.725228,0.703186,-0.022042
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_captive_b,0.875,0.739044,1.101169,0.362124
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_captive_b,1.0,0.848127,1.126763,0.278636
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_class,0.125,1.006411,1.015511,0.009100
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_class,0.25,0.763826,0.732398,-0.031428
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_class,0.375,0.773594,0.743254,-0.030340
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_class,0.5,0.933075,0.884531,-0.048544
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_class,0.625,0.910479,0.863569,-0.046910
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_class,0.75,0.879712,0.849673,-0.030039
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_class,0.875,0.850706,0.863152,0.012447
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_class,1.0,0.965624,0.933837,-0.031787
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_create,0.125,1.094489,1.095865,0.001376
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_create,0.25,0.947277,0.940648,-0.006629
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_create,0.375,0.872509,0.850149,-0.022360
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_create,0.5,1.004109,1.004532,0.000422
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_create,0.625,1.005014,0.994833,-0.010181
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_create,0.75,0.976422,0.978143,0.001721
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_create,0.875,1.011688,0.805562,-0.206127
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_create,1.0,0.753890,0.905609,0.151719
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_desire,0.125,0.917036,0.914154,-0.002883
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_desire,0.25,0.776036,0.789557,0.013522
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_desire,0.375,0.645280,0.665109,0.019830
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_desire,0.5,0.729657,0.743233,0.013576
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_desire,0.625,0.633659,0.651196,0.017537
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_desire,0.75,0.822106,0.703583,-0.118523
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_desire,0.875,0.579748,0.682529,0.102781
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_desire,1.0,0.435107,0.499166,0.064059
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_faithful,0.125,0.933153,0.921465,-0.011688
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_faithful,0.25,0.765954,0.787272,0.021318
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_faithful,0.375,0.801167,0.840534,0.039367
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_faithful,0.5,0.896872,0.951020,0.054148
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_faithful,0.625,0.731573,0.624575,-0.106998
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_faithful,0.75,0.707744,0.719764,0.012020
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_faithful,0.875,0.818121,0.890090,0.071968
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_faithful,1.0,0.772695,0.837973,0.065278
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_gender,0.125,1.128985,1.191394,0.062409
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_gender,0.25,1.113938,1.128584,0.014646
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_gender,0.375,0.810541,0.833874,0.023333
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_gender,0.5,0.808710,0.834983,0.026274
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_gender,0.625,0.792722,0.792389,-0.000333
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_gender,0.75,0.928384,0.881824,-0.046560
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_gender,0.875,0.970896,0.938112,-0.032784
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_gender,1.0,0.984092,0.973620,-0.010472
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_gender_he,0.125,1.123206,1.171469,0.048263
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_gender_he,0.25,0.954725,1.000715,0.045990
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_gender_he,0.375,0.735882,0.749789,0.013907
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_gender_he,0.5,0.697450,0.703871,0.006421
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_gender_he,0.625,0.755816,0.786119,0.030303
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_gender_he,0.75,1.214706,1.066920,-0.147786
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_gender_he,0.875,1.226014,1.018289,-0.207725
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_gender_he,1.0,0.808278,0.919503,0.111226
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_gender_she,0.125,1.150213,1.185991,0.035778
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,f11_gender_she,0.25,0.961336,0.996609,0.035273
