lineage,group,depth,ratio_base,ratio_aligned,d
stabilityai/stablelm-2-1_6b,f11_loyal,0.5,0.572050,0.889083,0.317033
stabilityai/stablelm-2-1_6b,f11_loyal,0.625,0.982889,0.890620,-0.092269
stabilityai/stablelm-2-1_6b,f11_loyal,0.75,0.571012,0.694511,0.123498
stabilityai/stablelm-2-1_6b,f11_loyal,0.875,0.486870,0.584150,0.097280
stabilityai/stablelm-2-1_6b,f11_loyal,1.0,0.555472,0.688560,0.133089
stabilityai/stablelm-2-1_6b,f11_parent,0.125,1.009372,1.100773,0.091401
stabilityai/stablelm-2-1_6b,f11_parent,0.25,1.537513,1.078165,-0.459348
stabilityai/stablelm-2-1_6b,f11_parent,0.375,0.880039,1.190599,0.310560
stabilityai/stablelm-2-1_6b,f11_parent,0.5,0.950824,0.965825,0.015000
stabilityai/stablelm-2-1_6b,f11_parent,0.625,0.927141,0.961038,0.033897
stabilityai/stablelm-2-1_6b,f11_parent,0.75,1.135552,1.005056,-0.130496
stabilityai/stablelm-2-1_6b,f11_parent,0.875,1.101487,0.991865,-0.109622
stabilityai/stablelm-2-1_6b,f11_parent,1.0,1.115338,0.903277,-0.212061
stabilityai/stablelm-2-1_6b,f11_reason,0.125,1.007102,0.894543,-0.112559
stabilityai/stablelm-2-1_6b,f11_reason,0.25,1.162831,0.795879,-0.366952
stabilityai/stablelm-2-1_6b,f11_reason,0.375,0.897824,1.181349,0.283525
stabilityai/stablelm-2-1_6b,f11_reason,0.5,0.918147,0.875261,-0.042886
stabilityai/stablelm-2-1_6b,f11_reason,0.625,0.865835,0.871508,0.005673
stabilityai/stablelm-2-1_6b,f11_reason,0.75,0.943153,0.877231,-0.065923
stabilityai/stablelm-2-1_6b,f11_reason,0.875,0.992644,0.908986,-0.083658
stabilityai/stablelm-2-1_6b,f11_reason,1.0,1.086878,1.000716,-0.086162
stabilityai/stablelm-2-1_6b,f11_sensation,0.125,1.383694,0.913855,-0.469839
stabilityai/stablelm-2-1_6b,f11_sensation,0.25,0.919438,0.686033,-0.233406
stabilityai/stablelm-2-1_6b,f11_sensation,0.375,0.568454,0.591539,0.023085
stabilityai/stablelm-2-1_6b,f11_sensation,0.5,0.694977,0.761142,0.066165
stabilityai/stablelm-2-1_6b,f11_sensation,0.625,0.609603,0.590920,-0.018683
stabilityai/stablelm-2-1_6b,f11_sensation,0.75,0.952906,0.769632,-0.183274
stabilityai/stablelm-2-1_6b,f11_sensation,0.875,0.696658,0.616469,-0.080189
stabilityai/stablelm-2-1_6b,f11_sensation,1.0,0.708393,0.620195,-0.088197
stabilityai/stablelm-2-1_6b,f11_species,0.125,1.013094,1.498774,0.485680
stabilityai/stablelm-2-1_6b,f11_species,0.25,1.013075,1.275163,0.262087
stabilityai/stablelm-2-1_6b,f11_species,0.375,0.876911,1.121100,0.244188
stabilityai/stablelm-2-1_6b,f11_species,0.5,0.645733,0.650809,0.005077
stabilityai/stablelm-2-1_6b,f11_species,0.625,1.216551,0.871362,-0.345189
stabilityai/stablelm-2-1_6b,f11_species,0.75,0.743950,0.573723,-0.170227
stabilityai/stablelm-2-1_6b,f11_species,0.875,0.943476,0.415073,-0.528403
stabilityai/stablelm-2-1_6b,f11_species,1.0,1.255430,0.883248,-0.372182
stabilityai/stablelm-2-1_6b,f11_trust,0.125,1.026407,1.105970,0.079563
stabilityai/stablelm-2-1_6b,f11_trust,0.25,0.784017,0.998500,0.214483
stabilityai/stablelm-2-1_6b,f11_trust,0.375,0.773267,1.032887,0.259620
stabilityai/stablelm-2-1_6b,f11_trust,0.5,0.910262,0.801343,-0.108918
stabilityai/stablelm-2-1_6b,f11_trust,0.625,0.784240,0.626722,-0.157517
stabilityai/stablelm-2-1_6b,f11_trust,0.75,0.780519,0.733406,-0.047113
stabilityai/stablelm-2-1_6b,f11_trust,0.875,0.761781,0.778864,0.017083
stabilityai/stablelm-2-1_6b,f11_trust,1.0,1.037249,0.503208,-0.534041
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_beauty,0.125,0.864898,0.858512,-0.006386
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_beauty,0.25,0.884411,0.860732,-0.023678
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_beauty,0.375,0.812590,0.768158,-0.044432
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_beauty,0.5,0.722677,0.697791,-0.024886
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_beauty,0.625,1.365547,1.468027,0.102480
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_beauty,0.75,0.964981,0.928194,-0.036787
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_beauty,0.875,0.661925,0.639502,-0.022424
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_beauty,1.0,0.595550,0.616370,0.020820
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_beauty_ugly,0.125,0.786539,0.755834,-0.030705
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_beauty_ugly,0.25,1.021794,1.020705,-0.001090
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_beauty_ugly,0.375,0.865176,0.856348,-0.008828
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_beauty_ugly,0.5,0.887176,0.931975,0.044799
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_beauty_ugly,0.625,0.831279,0.909378,0.078099
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_beauty_ugly,0.75,0.991277,0.941694,-0.049583
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_beauty_ugly,0.875,0.994946,0.995477,0.000531
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_beauty_ugly,1.0,0.949217,0.975879,0.026662
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_captive,0.125,1.022097,1.011461,-0.010636
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_captive,0.25,0.801234,0.767058,-0.034177
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_captive,0.375,0.693914,0.669666,-0.024248
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_captive,0.5,0.788345,0.812062,0.023717
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_captive,0.625,0.877354,0.864387,-0.012967
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_captive,0.75,1.178714,1.049202,-0.129512
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_captive,0.875,1.248452,0.979574,-0.268878
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_captive,1.0,1.060390,0.961521,-0.098869
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_captive_b,0.125,1.212173,1.198274,-0.013899
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_captive_b,0.25,1.020382,1.010871,-0.009511
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_captive_b,0.375,0.927930,0.903120,-0.024811
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_captive_b,0.5,0.800993,0.818277,0.017284
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_captive_b,0.625,0.815444,1.226942,0.411498
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_captive_b,0.75,1.522614,1.638585,0.115971
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_captive_b,0.875,1.502438,1.662752,0.160313
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_captive_b,1.0,1.555170,1.441122,-0.114048
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_class,0.125,0.864809,0.871901,0.007092
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_class,0.25,0.832425,0.832142,-0.000283
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_class,0.375,0.780545,0.784506,0.003961
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_class,0.5,0.897937,0.870140,-0.027798
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_class,0.625,1.022101,1.033880,0.011779
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_class,0.75,1.371599,1.423872,0.052273
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_class,0.875,1.631279,1.534108,-0.097171
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_class,1.0,0.880978,0.853211,-0.027767
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_create,0.125,0.954601,0.960466,0.005865
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_create,0.25,0.974548,0.981802,0.007254
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_create,0.375,0.909571,0.882718,-0.026853
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_create,0.5,0.928347,0.837962,-0.090384
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_create,0.625,0.917647,1.024106,0.106459
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_create,0.75,1.034703,0.986004,-0.048699
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_create,0.875,1.378915,1.152562,-0.226353
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_create,1.0,0.786461,0.849365,0.062904
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_desire,0.125,0.805416,0.812652,0.007235
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_desire,0.25,0.796128,0.814688,0.018560
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_desire,0.375,0.742784,0.689473,-0.053311
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_desire,0.5,0.935753,0.855000,-0.080752
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_desire,0.625,0.729924,0.739204,0.009281
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_desire,0.75,0.992259,0.871723,-0.120536
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_desire,0.875,0.736959,0.577274,-0.159685
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_desire,1.0,0.640183,0.666554,0.026371
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_faithful,0.125,1.052802,1.047605,-0.005197
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_faithful,0.25,0.968318,1.011990,0.043672
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_faithful,0.375,0.814140,0.858080,0.043940
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_faithful,0.5,0.703650,0.734028,0.030378
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_faithful,0.625,0.574439,0.858912,0.284474
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_faithful,0.75,0.778711,0.906377,0.127666
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_faithful,0.875,0.723986,0.688161,-0.035824
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_faithful,1.0,0.443066,0.479792,0.036726
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_gender,0.125,0.967998,0.949179,-0.018819
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_gender,0.25,0.809971,0.804583,-0.005388
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_gender,0.375,0.797007,0.795614,-0.001393
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_gender,0.5,0.746163,0.856439,0.110276
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_gender,0.625,0.995993,0.994223,-0.001769
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_gender,0.75,0.844857,0.776084,-0.068773
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_gender,0.875,0.830895,0.819346,-0.011550
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_gender,1.0,0.790815,0.809481,0.018666
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_gender_he,0.125,0.965981,0.960081,-0.005900
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_gender_he,0.25,0.856778,0.859686,0.002907
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_gender_he,0.375,0.815529,0.787073,-0.028456
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_gender_he,0.5,0.828443,0.762209,-0.066235
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_gender_he,0.625,0.885022,0.819599,-0.065423
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_gender_he,0.75,0.923093,0.594286,-0.328807
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_gender_he,0.875,0.770545,0.669229,-0.101316
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_gender_he,1.0,0.951689,0.657232,-0.294457
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_gender_she,0.125,0.909248,0.896881,-0.012368
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_gender_she,0.25,0.888444,0.898214,0.009770
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_gender_she,0.375,0.927596,0.881970,-0.045625
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_gender_she,0.5,0.929870,0.937505,0.007635
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_gender_she,0.625,0.816599,0.969925,0.153325
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_gender_she,0.75,1.242066,0.979220,-0.262845
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_gender_she,0.875,0.950991,0.809870,-0.141121
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_gender_she,1.0,1.073724,0.962497,-0.111227
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_guilt,0.125,0.791652,0.785496,-0.006156
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_guilt,0.25,0.865940,0.863366,-0.002574
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_guilt,0.375,1.003213,0.881222,-0.121991
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_guilt,0.5,1.235930,1.118366,-0.117564
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_guilt,0.625,1.313951,1.683257,0.369306
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_guilt,0.75,1.769122,2.115637,0.346514
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_guilt,0.875,2.688154,2.920413,0.232259
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_guilt,1.0,1.091258,1.437190,0.345931
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_holy,0.125,1.388294,1.411145,0.022851
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_holy,0.25,1.118361,1.120632,0.002271
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_holy,0.375,0.820062,0.813608,-0.006454
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_holy,0.5,0.815724,0.838688,0.022963
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_holy,0.625,0.595712,1.021535,0.425823
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_holy,0.75,0.493502,0.572434,0.078932
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_holy,0.875,0.819718,0.795563,-0.024154
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_holy,1.0,0.727939,0.699226,-0.028712
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_holy_b,0.125,1.389949,1.388202,-0.001748
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_holy_b,0.25,1.023178,1.024431,0.001252
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_holy_b,0.375,0.784005,0.800149,0.016144
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_holy_b,0.5,0.772996,0.809149,0.036153
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_holy_b,0.625,1.138217,1.135047,-0.003170
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_holy_b,0.75,0.812900,0.884467,0.071567
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_holy_b,0.875,0.794094,0.804446,0.010352
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_holy_b,1.0,1.004701,0.959720,-0.044981
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_love,0.125,0.923144,0.938619,0.015474
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_love,0.25,0.892448,0.899237,0.006789
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_love,0.375,0.991090,1.011896,0.020806
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_love,0.5,0.901573,0.885093,-0.016481
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_love,0.625,0.992935,0.992133,-0.000802
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_love,0.75,0.872896,0.838402,-0.034494
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_love,0.875,1.116341,1.098161,-0.018180
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_love,1.0,0.799925,0.776225,-0.023700
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_love_he,0.125,0.922244,0.945589,0.023345
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_love_he,0.25,0.952713,0.960864,0.008152
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_love_he,0.375,0.992308,1.025237,0.032929
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_love_he,0.5,0.879915,0.912944,0.033029
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_love_he,0.625,0.953882,0.960966,0.007083
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_love_he,0.75,0.772692,0.943771,0.171079
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_love_he,0.875,1.028302,1.099024,0.070722
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_love_he,1.0,0.778566,0.720557,-0.058008
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_loyal,0.125,1.072275,1.087230,0.014955
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_loyal,0.25,0.829769,0.817868,-0.011901
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_loyal,0.375,0.858056,0.867108,0.009053
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_loyal,0.5,0.719202,0.784312,0.065109
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_loyal,0.625,1.760839,1.706747,-0.054093
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_loyal,0.75,0.730251,0.773432,0.043182
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_loyal,0.875,0.698510,0.688164,-0.010346
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_loyal,1.0,0.508348,0.538816,0.030468
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_parent,0.125,0.951449,0.953513,0.002064
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_parent,0.25,0.912847,0.929954,0.017107
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_parent,0.375,0.945810,0.930689,-0.015121
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_parent,0.5,1.135645,1.235342,0.099697
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_parent,0.625,0.999916,0.970771,-0.029145
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_parent,0.75,0.902329,0.996404,0.094075
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_parent,0.875,1.006620,0.986293,-0.020327
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_parent,1.0,1.090414,0.988432,-0.101982
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_sensation,0.125,0.935520,0.939903,0.004384
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_sensation,0.25,1.036919,1.030208,-0.006711
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_sensation,0.375,0.930734,0.896060,-0.034675
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_sensation,0.5,0.963890,0.947033,-0.016857
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_sensation,0.625,1.202240,1.365729,0.163489
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_sensation,0.75,0.781876,0.900636,0.118760
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_sensation,0.875,0.719816,0.760417,0.040601
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_sensation,1.0,0.650385,0.736409,0.086024
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_species,0.125,1.080601,1.097596,0.016995
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_species,0.25,0.770354,0.730229,-0.040125
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_species,0.375,0.735422,0.673336,-0.062086
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_species,0.5,0.595898,0.520610,-0.075288
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_species,0.625,0.798365,0.891057,0.092692
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_species,0.75,1.286950,1.275813,-0.011137
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_species,0.875,2.239618,2.726273,0.486655
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_species,1.0,1.529428,1.474288,-0.055140
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_trust,0.125,0.964759,0.965036,0.000277
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_trust,0.25,0.880655,0.881472,0.000816
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_trust,0.375,0.882959,0.847262,-0.035697
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_trust,0.5,0.736450,0.733757,-0.002693
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_trust,0.625,1.232609,0.985818,-0.246791
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_trust,0.75,0.439251,0.931791,0.492540
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_trust,0.875,0.710266,1.155977,0.445710
team-hatakeyama-phase2/Tanuki-8B-base-v1.0,f11_trust,1.0,0.707212,0.992088,0.284876
tiiuae/Falcon3-10B-Base,f11_beauty,0.125,0.840413,0.861541,0.021128
tiiuae/Falcon3-10B-Base,f11_beauty,0.25,1.336093,1.485263,0.149170
tiiuae/Falcon3-10B-Base,f11_beauty,0.375,0.932071,1.023631,0.091560
tiiuae/Falcon3-10B-Base,f11_beauty,0.5,0.933597,0.952495,0.018897
tiiuae/Falcon3-10B-Base,f11_beauty,0.625,0.823018,0.900093,0.077075
tiiuae/Falcon3-10B-Base,f11_beauty,0.75,0.879804,0.907164,0.027360
tiiuae/Falcon3-10B-Base,f11_beauty,0.875,8.305077,2.828950,-5.476127
tiiuae/Falcon3-10B-Base,f11_beauty,1.0,0.624287,0.878698,0.254411
tiiuae/Falcon3-10B-Base,f11_beauty_ugly,0.125,0.669546,0.638226,-0.031320
tiiuae/Falcon3-10B-Base,f11_beauty_ugly,0.25,1.115927,1.161900,0.045973
tiiuae/Falcon3-10B-Base,f11_beauty_ugly,0.375,0.789244,0.841955,0.052711
tiiuae/Falcon3-10B-Base,f11_beauty_ugly,0.5,0.934803,0.982255,0.047452
tiiuae/Falcon3-10B-Base,f11_beauty_ugly,0.625,0.813318,0.892343,0.079025
tiiuae/Falcon3-10B-Base,f11_beauty_ugly,0.75,0.958744,0.964224,0.005480
tiiuae/Falcon3-10B-Base,f11_beauty_ugly,0.875,3.982636,2.428005,-1.554631
tiiuae/Falcon3-10B-Base,f11_beauty_ugly,1.0,0.584342,0.672675,0.088333
tiiuae/Falcon3-10B-Base,f11_captive,0.125,1.193099,0.977715,-0.215384
tiiuae/Falcon3-10B-Base,f11_captive,0.25,0.672092,0.694448,0.022356
tiiuae/Falcon3-10B-Base,f11_captive,0.375,1.054617,1.178102,0.123485
tiiuae/Falcon3-10B-Base,f11_captive,0.5,1.007686,0.985431,-0.022255
tiiuae/Falcon3-10B-Base,f11_captive,0.625,0.794661,0.840907,0.046246
tiiuae/Falcon3-10B-Base,f11_captive,0.75,0.728325,0.801325,0.073000
tiiuae/Falcon3-10B-Base,f11_captive,0.875,1.545301,1.365058,-0.180243
tiiuae/Falcon3-10B-Base,f11_captive,1.0,1.116912,0.928513,-0.188399
tiiuae/Falcon3-10B-Base,f11_captive_b,0.125,1.263489,1.058629,-0.204861
tiiuae/Falcon3-10B-Base,f11_captive_b,0.25,0.706588,0.706050,-0.000538
tiiuae/Falcon3-10B-Base,f11_captive_b,0.375,0.960504,0.906250,-0.054253
tiiuae/Falcon3-10B-Base,f11_captive_b,0.5,0.875979,0.874069,-0.001910
tiiuae/Falcon3-10B-Base,f11_captive_b,0.625,0.870708,0.829314,-0.041394
tiiuae/Falcon3-10B-Base,f11_captive_b,0.75,0.633396,0.632957,-0.000439
tiiuae/Falcon3-10B-Base,f11_captive_b,0.875,1.097015,1.073053,-0.023962
tiiuae/Falcon3-10B-Base,f11_captive_b,1.0,1.139220,1.010899,-0.128322
tiiuae/Falcon3-10B-Base,f11_class,0.125,0.972915,1.069861,0.096946
tiiuae/Falcon3-10B-Base,f11_class,0.25,0.888317,0.843414,-0.044903
tiiuae/Falcon3-10B-Base,f11_class,0.375,0.887266,1.027782,0.140515
tiiuae/Falcon3-10B-Base,f11_class,0.5,0.938618,1.026131,0.087513
tiiuae/Falcon3-10B-Base,f11_class,0.625,0.766292,0.855646,0.089354
tiiuae/Falcon3-10B-Base,f11_class,0.75,0.839062,0.879980,0.040918
tiiuae/Falcon3-10B-Base,f11_class,0.875,0.680574,0.809429,0.128855
tiiuae/Falcon3-10B-Base,f11_class,1.0,0.674341,0.654556,-0.019785
tiiuae/Falcon3-10B-Base,f11_create,0.125,1.229736,1.126038,-0.103698
tiiuae/Falcon3-10B-Base,f11_create,0.25,1.169254,1.126505,-0.042749
tiiuae/Falcon3-10B-Base,f11_create,0.375,0.981817,1.034536,0.052719
tiiuae/Falcon3-10B-Base,f11_create,0.5,0.946742,0.873663,-0.073080
tiiuae/Falcon3-10B-Base,f11_create,0.625,0.928044,1.023387,0.095343
tiiuae/Falcon3-10B-Base,f11_create,0.75,0.840513,1.015191,0.174678
tiiuae/Falcon3-10B-Base,f11_create,0.875,1.441060,0.914928,-0.526132
tiiuae/Falcon3-10B-Base,f11_create,1.0,0.883393,0.750834,-0.132559
tiiuae/Falcon3-10B-Base,f11_desire,0.125,0.842849,0.867824,0.024975
tiiuae/Falcon3-10B-Base,f11_desire,0.25,0.705655,0.764073,0.058418
tiiuae/Falcon3-10B-Base,f11_desire,0.375,0.798637,0.833620,0.034983
tiiuae/Falcon3-10B-Base,f11_desire,0.5,0.811449,0.856989,0.045540
tiiuae/Falcon3-10B-Base,f11_desire,0.625,1.075043,1.065317,-0.009727
tiiuae/Falcon3-10B-Base,f11_desire,0.75,0.877982,0.893402,0.015420
tiiuae/Falcon3-10B-Base,f11_desire,0.875,1.228370,1.164210,-0.064160
tiiuae/Falcon3-10B-Base,f11_desire,1.0,1.389018,1.334350,-0.054668
tiiuae/Falcon3-10B-Base,f11_faithful,0.125,0.793588,0.822942,0.029354
tiiuae/Falcon3-10B-Base,f11_faithful,0.25,0.811303,0.950421,0.139118
tiiuae/Falcon3-10B-Base,f11_faithful,0.375,0.952947,0.889034,-0.063913
tiiuae/Falcon3-10B-Base,f11_faithful,0.5,0.802180,0.802028,-0.000152
tiiuae/Falcon3-10B-Base,f11_faithful,0.625,0.841794,0.755316,-0.086477
